#,Name,Team,W,L,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,SO%
660,Drew Smith,MIN,0,1,4.6,10,0,0,0,,10,45,10,6,5,2,5,,1,10,0.222
661,Michael Kopech,,1,1,4.43,18,0,0,0,,18,81,15,10,9,2,11,,1,20,0.247
662,Trent Thornton,CHC,1,1,4.07,32,0,0,4,,32,136,30,16,15,4,9,,2,28,0.206
663,Jake Bloss,TOR,0,0,4.84,6,0,0,0,,6,29,7,4,3,1,3,,0,5,0.172
664,Zak Kent,WSN,1,1,4.49,25,0,0,0,,25,107,23,13,12,3,11,,1,22,0.206
665,Drey Jameson,ARI,1,1,4.21,15,0,0,0,,15,64,14,7,7,2,6,,1,13,0.203
666,Kyle Nicolas,CIN,1,1,4.76,16,0,0,0,,16,71,15,9,8,2,9,,1,16,0.225
667,Cameron Foster,BAL,1,1,4.46,22,0,0,0,,22,96,22,12,11,3,9,,1,20,0.208
668,Paul Gervase,LAD,2,2,4.52,27,0,0,0,,27,119,24,15,14,4,13,,1,28,0.235
669,Brandyn Garcia,ARI,2,2,4.17,34,0,0,5,,34,152,33,17,16,3,16,,3,32,0.211
670,Kervin Castro,NYY,1,1,4.44,22,0,0,0,,22,97,21,12,11,3,10,,1,19,0.196
671,Tayler Saucedo,LAA,1,1,4.44,29,0,0,0,,29,126,27,15,14,3,13,,2,26,0.206
672,Chase Silseth,LAA,2,2,4.29,39,0,0,8,,39,169,35,20,19,5,19,,2,37,0.219
673,Troy Taylor,SEA,1,1,4.5,10,0,0,0,,10,46,10,6,5,1,5,,1,9,0.196
674,David Morgan,SDP,1,2,4.06,32,0,0,0,,32,137,28,16,14,4,15,,2,31,0.226
675,Josh Ekness,MIA,2,2,4.39,30,0,0,0,,30,131,28,16,15,3,14,,3,28,0.214
676,Bailey Horn,DET,1,1,4.31,11,0,0,0,,11,48,10,6,5,1,6,,0,10,0.208
677,Austin Warren,NYM,3,2,4.12,35,0,0,5,,35,150,33,18,16,5,13,,2,33,0.22
678,Paxton Schultz,WSN,2,2,4.37,31,0,0,3,,31,133,30,16,15,4,12,,1,28,0.211
679,Angel Chivilli,NYY,1,1,4.68,20,0,0,0,,20,85,19,11,10,3,8,,1,17,0.2
680,Cole Winn,TEX,1,2,4.36,31,0,0,3,,31,136,29,17,15,4,14,,2,28,0.206
681,Eduarniel Núñez,BAL,1,1,4.66,14,0,0,0,,14,64,13,8,7,2,8,,1,14,0.219
682,Luis Perales,WSN,1,1,4.33,14,0,0,0,,14,60,12,7,7,2,7,,1,13,0.217
683,Grant Anderson,MIL,2,2,4.28,40,0,0,8,,40,169,36,21,19,6,16,,2,39,0.231
684,Valente Bellozo,COL,0,1,5.42,10,0,0,0,,10,46,12,7,6,2,4,,1,8,0.174
685,Ryan Lambert,NYM,1,1,4.28,26,0,0,0,,26,114,22,14,12,3,15,,1,28,0.246
686,Andre Granillo,WSN,1,1,4.69,18,0,0,0,,18,79,17,10,9,3,8,,1,16,0.203
687,Gavin Hollowell,CHC,1,1,4.4,19,0,0,0,,19,84,18,10,10,2,9,,1,19,0.226
688,Rolddy Muñoz,ATL,1,1,4.57,12,0,0,0,,12,52,11,6,6,1,6,,1,11,0.212
689,Luis Mey,CIN,1,1,4.64,20,0,0,0,,20,89,18,11,10,2,12,,1,19,0.213
690,Eric Cerantola,KCR,1,1,4.5,26,0,0,0,,26,116,24,14,13,3,14,,2,26,0.224
691,Logan Gillaspie,SDP,0,0,4.53,12,0,0,0,,12,52,12,7,6,2,4,,1,9,0.173
692,James Karinchak,ATL,2,1,4.49,26,0,0,0,,26,113,22,14,13,3,14,,1,29,0.257
693,Brian Fitzpatrick,MIL,1,1,4.49,17,0,0,0,,17,76,17,9,9,2,8,,1,15,0.197
694,Domingo Gonzalez,SEA,1,0,4.33,21,0,0,0,,21,93,20,11,10,3,10,,1,20,0.215
695,Andrew Hoffmann,ARI,2,2,4.41,28,0,0,0,,28,120,27,15,14,3,12,,1,25,0.208
696,Chris Devenski,PIT,1,1,4.55,22,0,0,0,,22,94,22,12,11,3,7,,1,19,0.202
697,Austin Love,STL,1,1,4.58,15,0,0,0,,15,64,14,8,7,2,7,,1,13,0.203
698,JT Brubaker,SFG,1,1,4.34,35,0,0,5,,35,153,34,19,17,4,15,,2,30,0.196
699,Zach Pop,PHI,1,2,4.53,29,0,0,0,,29,125,29,16,15,3,11,,2,23,0.184
700,Connor Phillips,CIN,2,1,4.49,30,0,0,0,,30,130,25,16,15,4,16,,2,32,0.246
701,Alex Hoppe,SEA,1,2,4.22,34,0,0,5,,34,149,32,17,16,4,18,,2,32,0.215
702,Samy Natera Jr.,LAA,1,1,4.76,14,0,0,0,,14,64,13,8,8,2,9,,1,15,0.234
703,Carlos Carrasco,ATL,1,1,5,19,0,0,0,,19,85,21,12,11,3,6,,1,16,0.188
704,Tyler Ferguson,CHC,1,1,4.62,13,0,0,0,,13,57,12,7,7,2,7,,1,12,0.211
705,Joey Gerber,NYM,1,1,4.31,24,0,0,0,,24,101,22,12,11,3,9,,1,23,0.228
706,Joe La Sorsa,PIT,0,1,4.61,12,0,0,0,,12,51,12,6,6,2,4,,1,8,0.157
707,Taylor Clarke,ARI,2,2,4.27,42,0,0,9,,42,176,41,21,20,6,11,,2,33,0.188
708,Zach Brzykcy,MIA,0,1,4.92,10,0,0,0,,10,46,10,6,6,1,6,,1,10,0.217
709,Cam Sanders,PIT,1,1,4.75,19,0,0,0,,19,87,18,11,10,2,12,,1,19,0.218
710,Mike Clevinger,PIT,1,1,4.7,14,0,0,0,,14,62,14,8,7,2,6,,1,12,0.194
711,Wikelman González,CHW,1,1,4.49,20,0,0,0,,20,91,18,11,10,2,13,,1,20,0.22
712,Daniel Espino,CLE,1,2,4.51,24,0,0,0,,24,106,23,13,12,3,11,,1,23,0.217
713,Victor Mederos,ATL,0,1,4.84,13,0,0,0,,13,58,13,8,7,2,6,,1,10,0.172
714,Chris Roycroft,STL,1,2,4.5,27,0,0,0,,27,119,27,14,13,3,13,,1,21,0.176
715,Scott Blewett,STL,1,1,4.51,21,0,0,0,,21,92,21,12,11,3,8,,1,17,0.185
716,Daysbel Hernández,ATL,1,2,4.31,22,0,0,0,,22,98,20,11,11,2,13,,1,22,0.224
717,Michael Kelly,ATH,1,1,4.68,20,0,0,0,,20,86,19,11,10,3,9,,1,17,0.198
718,Jared Shuster,STL,1,1,4.77,12,0,0,0,,12,53,13,7,6,2,5,,0,8,0.151
719,Cole Wilcox,SEA,1,1,4.42,14,0,0,0,,14,63,14,8,7,2,7,,1,12,0.19
720,Ty Adcock,SDP,1,1,4.43,16,0,0,0,,16,68,15,8,8,2,6,,1,14,0.206
721,Jayden Murray,HOU,1,1,4.44,24,0,0,0,,24,104,22,13,12,3,11,,1,20,0.192
722,Max Rajcic,STL,0,1,5.13,12,1,0,0,,17,76,19,11,10,3,7,,1,11,0.145
723,Ethan Roberts,CHC,2,2,4.3,31,0,0,3,,31,134,29,16,15,4,13,,2,29,0.216
724,Garrett Hawkins,SDP,1,1,4.46,18,0,0,0,,18,80,17,10,9,3,9,,1,17,0.213
725,Carlos Estévez,KCR,1,4,5.32,22,0,3,0,,22,96,21,14,13,3,11,,1,19,0.198
726,Carson Palmquist,WSN,0,1,5.29,13,0,0,0,,13,58,13,8,8,2,7,,1,12,0.207
727,Josh Simpson,SEA,2,1,4.31,27,0,0,0,,27,119,24,14,13,3,14,,1,27,0.227
728,Robinson Ortiz,SEA,2,2,4.16,29,0,0,0,,29,125,26,14,13,3,15,,1,26,0.208
729,Kyle Hart,SDP,1,1,4.35,28,0,0,0,,28,119,26,15,13,4,11,,1,23,0.193
730,Seth Johnson,PHI,1,2,4.78,24,0,0,0,,24,104,23,14,13,3,12,,1,22,0.212
731,Alek Jacob,SDP,1,1,4.63,21,0,0,0,,21,93,20,12,11,3,10,,2,18,0.194
732,Anthony Molina,ATL,1,0,4.87,16,0,0,0,,16,69,17,9,8,2,5,,1,11,0.159
733,Carter Baumler,TEX,1,1,4.72,23,0,0,0,,23,101,22,13,12,3,12,,1,20,0.198
734,Hogan Harris,ATH,2,2,4.31,43,0,9,7,,43,189,39,23,21,5,23,,2,42,0.222
735,Jake Woodford,MIL,2,2,4.43,35,0,0,4,,35,151,36,19,17,5,12,,2,27,0.179
736,Gavin Collyer,TEX,2,2,4.59,33,0,0,4,,33,147,30,18,17,4,19,,3,33,0.224
737,Bradley Blalock,MIA,1,1,4.93,16,0,0,0,,16,69,17,9,9,2,6,,1,11,0.159
738,Jose Franco,CIN,1,1,4.87,24,0,0,0,,24,105,23,14,13,4,12,,1,22,0.21
739,Yoendrys Gómez,MIN,2,2,4.44,40,0,4,8,,40,170,35,21,20,6,17,,3,39,0.229
740,Elvis Alvarado,ATH,2,2,4.42,33,0,0,3,,33,144,30,17,16,4,17,,2,32,0.222
741,Enmanuel De Jesus,DET,2,1,4.39,36,0,0,5,,36,157,34,19,17,4,17,,2,30,0.191
742,Luis Peralta,CHC,1,1,4.74,17,0,0,0,,17,76,16,10,9,2,10,,1,17,0.224
743,Yovanny Cruz,NYY,2,2,4.77,27,0,0,0,,27,122,25,16,15,4,15,,2,26,0.213
744,Matt Pushard,STL,2,2,4.47,35,0,0,5,,35,151,34,19,17,4,14,,2,29,0.192
745,Yilber Díaz,ARI,0,1,4.53,13,0,0,0,,13,60,12,7,7,2,9,,1,13,0.217
746,Eli Morgan,KCR,2,2,4.77,27,0,0,0,,27,118,27,16,15,4,10,,1,24,0.203
747,Rico Garcia,BAL,2,2,4.2,43,0,4,8,,43,183,38,22,20,7,20,,1,44,0.24
748,Blas Castaño,COL,1,1,5.17,26,0,0,0,,26,117,29,16,15,3,10,,3,18,0.154
749,Mason Black,KCR,1,2,4.87,34,0,0,5,,34,150,34,20,18,5,15,,2,28,0.187
750,AJ Blubaugh,HOU,2,2,4.5,36,0,0,6,,36,155,33,20,18,5,16,,1,34,0.219
751,Zach Maxwell,CIN,1,2,4.77,28,0,0,0,,28,124,26,16,15,4,17,,1,28,0.226
752,Brandan Bidois,PIT,1,2,4.66,32,0,0,3,,32,143,31,18,17,4,16,,2,31,0.217
753,Connor Seabold,TOR,1,2,4.9,34,0,0,5,,34,148,35,20,18,6,13,,2,28,0.189
754,Tyron Guerrero,BOS,1,1,5.1,35,0,0,5,,35,154,37,22,20,5,16,,0,28,0.182
755,Tyler Davis,CHW,2,3,4.68,41,0,1,7,,41,177,37,23,21,6,20,,2,38,0.215
756,Tejay Antone,CIN,2,2,4.81,39,0,1,7,,39,172,38,23,21,5,18,,2,36,0.209
757,Justin Bruihl,STL,2,2,4.33,39,0,0,9,,39,169,37,20,19,4,17,,3,32,0.189
758,George Soriano,STL,2,2,4.52,40,0,1,9,,40,174,37,22,20,5,18,,3,36,0.207
759,Ryan Rolison,CHC,2,1,4.55,36,0,0,7,,36,158,37,20,18,5,14,,1,28,0.177
760,Joel Peguero,SFG,2,2,4.33,40,0,2,8,,40,174,39,21,19,4,17,,2,33,0.19
761,Caleb Kilian,SFG,2,2,4.21,41,0,13,5,,41,179,40,21,19,4,16,,2,34,0.19
762,Orlando Ribalta,WSN,1,2,4.85,36,0,1,6,,36,162,35,21,20,5,20,,2,33,0.204
763,Antonio Senzatela,COL,2,3,5.3,45,1,8,6,,50,225,59,32,30,7,17,,2,34,0.151
764,Logan VanWey,HOU,0,0,5.58,26,0,0,0,,26,126,28,17,16,5,20,,2,22,0.175
765,Cole Henry,WSN,1,2,4.74,40,0,3,9,,40,176,36,23,21,5,21,,3,38,0.216
