#,Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,SB,CS,AVG
437,Eli White,ATL,14,54,59,13,9,2,0,2,7,7,4,0,15,1,0,0,2,0,0.236
438,Joey Wiemer,WSN,18,68,77,14,9,3,0,2,8,8,7,0,23,1,0,0,1,0,0.212
439,James McCann,ARI,24,87,94,20,14,4,0,2,9,10,5,0,25,1,1,1,0,0,0.234
440,Tyler Austin,CHC,14,53,59,13,8,3,0,2,7,7,5,1,13,0,0,0,0,0,0.245
441,Leo De Vries,ATH,11,41,46,9,6,2,0,1,5,5,4,0,11,1,0,0,1,0,0.229
442,Ryan Ward,LAD,13,50,55,11,7,2,0,2,7,7,4,0,14,0,0,0,1,0,0.223
443,Christopher Morel,MIA,35,133,150,29,17,6,1,5,16,17,14,0,45,2,1,0,3,1,0.22
444,Adrian Del Castillo,ARI,26,96,107,21,13,5,0,3,11,13,9,0,31,1,1,0,0,0,0.223
445,Jared Oliva,SFG,11,42,46,10,7,2,0,1,6,5,3,0,11,1,0,0,3,1,0.232
446,Gabriel Gonzalez,MIN,8,33,36,9,6,2,0,1,4,4,2,0,7,1,0,0,0,0,0.259
447,Mike Tauchman,NYM,14,51,60,12,8,2,0,1,7,5,8,0,14,1,0,0,0,0,0.229
448,Max Kepler,,13,49,55,11,7,2,0,2,6,6,5,0,11,1,0,0,0,0,0.233
449,Charles McAdoo,TOR,18,69,77,15,10,3,0,2,8,8,6,0,21,1,1,0,2,1,0.222
450,Lenyn Sosa,TOR,27,111,118,27,18,5,0,4,12,14,5,0,26,1,1,0,0,0,0.242
451,Jett Williams,MIL,10,37,42,8,5,2,0,1,4,4,4,0,11,0,0,0,1,0,0.213
452,Jace Jung,DET,10,39,45,9,5,2,0,1,5,5,6,0,12,0,0,0,0,0,0.219
453,Rob Refsnyder,SEA,26,99,113,21,14,4,0,3,12,12,11,0,33,2,1,0,1,0,0.217
454,Brett Harris,ATH,7,28,32,6,4,1,0,1,4,4,3,0,7,1,0,0,0,0,0.231
455,Yohel Pozo,STL,16,65,68,17,11,4,0,2,7,8,2,0,8,0,0,0,0,0,0.261
456,Nick Yorke,PIT,10,41,45,10,7,2,0,1,5,4,3,0,10,0,0,0,1,0,0.251
457,Thairo Estrada,,11,43,46,10,7,2,0,1,5,5,2,0,9,1,0,0,1,0,0.241
458,Max Schuemann,NYY,7,27,32,6,4,1,0,0,4,3,4,0,7,1,0,0,1,0,0.221
459,Michael Helman,TEX,11,42,46,9,6,2,0,1,5,5,3,0,11,1,0,0,1,0,0.213
460,Jose Iglesias,,13,50,55,13,10,2,0,1,5,5,3,0,9,1,0,0,1,0,0.253
461,César Prieto,STL,11,43,47,11,8,2,0,1,5,5,2,0,7,1,0,0,1,0,0.254
462,Denzer Guzman,LAA,5,21,23,5,3,1,0,1,2,2,2,0,6,0,0,0,0,0,0.225
463,Ronny Mauricio,NYM,6,25,27,6,4,1,0,1,3,3,2,0,7,0,0,0,1,0,0.239
464,Jorge Barrosa,ARI,25,95,106,21,14,5,1,1,11,10,9,0,26,1,1,1,1,1,0.221
465,David Fry,CLE,22,82,93,18,11,4,0,3,10,11,9,0,25,1,1,0,1,0,0.217
466,Tyrone Taylor,NYM,21,84,92,19,12,5,1,2,10,10,5,0,20,2,1,1,2,1,0.224
467,Nick Madrigal,LAA,7,29,32,8,6,1,0,0,3,3,2,0,3,1,0,0,0,0,0.262
468,Bryce Johnson,SDP,15,57,65,13,9,3,0,1,7,6,5,0,18,1,0,1,3,1,0.225
469,Randal Grichuk,CHW,12,47,50,11,7,2,0,2,6,7,3,0,11,0,0,0,0,0,0.24
470,Jhostynxon Garcia,PIT,30,121,132,28,19,5,1,4,15,14,8,0,37,1,1,0,1,0,0.233
471,Kristian Campbell,BOS,5,20,23,5,3,1,0,0,2,2,2,0,6,0,0,0,0,0,0.236
472,Shay Whitcomb,HOU,6,25,27,5,3,1,0,1,3,3,2,0,8,0,0,0,1,0,0.218
473,Tyler Callihan,PIT,14,53,59,12,8,2,0,1,6,6,4,0,16,0,0,1,2,0,0.226
474,Johan Rojas,PHI,6,25,27,6,4,1,0,0,3,3,2,0,6,0,0,0,1,0,0.242
475,Juan Brito,CLE,5,20,22,4,3,1,0,0,2,2,2,0,5,0,0,0,0,0,0.223
476,Tim Tawa,ARI,16,62,69,14,9,3,0,2,7,7,6,0,17,1,0,0,1,1,0.219
477,Kevin Alcántara,CHC,13,49,54,11,7,2,0,2,6,6,4,0,18,0,0,0,1,0,0.226
478,Adael Amador,COL,5,20,23,5,3,1,0,0,3,2,2,0,4,0,0,0,1,0,0.25
479,Yohendrick Piñango,TOR,20,78,86,18,12,4,0,2,9,9,7,0,20,1,1,0,1,0,0.232
480,Cooper Ingle,CLE,2,7,8,2,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0.232
481,Carlos Santana,ARI,22,85,97,19,13,4,0,2,10,10,11,0,19,1,1,0,1,0,0.223
482,Braxton Fulford,COL,12,42,48,10,6,2,0,1,6,6,4,0,13,1,0,0,1,0,0.234
483,Cole Carrigg,COL,4,17,18,4,3,1,0,0,2,2,1,0,4,0,0,0,1,0,0.258
484,Rece Hinds,MIA,12,46,50,10,6,2,0,2,6,7,3,0,17,1,0,0,1,0,0.227
485,Vidal Bruján,NYM,5,20,23,5,3,1,0,0,3,2,2,0,5,0,0,0,1,0,0.227
486,Walker Jenkins,MIN,3,12,14,3,2,1,0,0,1,1,1,0,3,0,0,0,0,0,0.236
487,Cooper Pratt,MIL,5,21,24,5,3,1,0,0,2,2,2,0,5,0,0,0,1,0,0.217
488,Chad Stevens,COL,8,33,36,8,5,2,0,1,4,4,3,0,10,0,0,0,1,0,0.246
489,Rafael Flores Jr.,PIT,5,19,21,4,3,1,0,0,2,2,2,0,6,0,0,0,0,0,0.224
490,Nicky Lopez,TEX,14,53,60,12,10,2,0,0,6,4,5,0,9,1,0,0,1,0,0.229
491,Alek Thomas,LAD,5,21,23,5,3,1,0,1,3,3,1,0,5,0,0,0,0,0,0.235
492,Pedro Ramírez,CHC,19,75,82,19,14,3,0,1,9,8,6,0,16,1,1,0,2,1,0.249
493,Tanner Murray,CHW,6,25,27,6,4,1,0,1,3,3,1,0,7,0,0,0,0,0,0.232
494,Austin Barnes,,8,30,34,6,5,1,0,1,3,3,3,0,8,0,0,0,0,0,0.212
495,Jacob Melton,TBR,12,47,52,10,6,2,0,1,5,5,4,0,16,0,0,0,3,1,0.208
496,Cameron Cauley,TEX,7,29,32,6,4,1,0,1,3,3,2,0,9,0,0,0,1,0,0.211
497,Jordan Beck,COL,34,132,145,32,20,7,1,4,16,15,11,0,40,1,1,0,4,2,0.241
498,Luis Lara,MIL,3,12,14,3,2,1,0,0,1,1,2,0,3,0,0,0,1,0,0.236
499,Braden Montgomery,CHW,14,53,60,12,8,2,0,1,6,6,5,0,18,1,0,0,1,0,0.222
500,Jacob Gonzalez,CHW,6,25,27,5,4,1,0,1,3,3,2,0,6,0,0,0,0,0,0.215
501,Christian Koss,SFG,3,13,14,3,2,1,0,0,2,1,1,0,3,0,0,0,0,0,0.243
502,Robert Hassell III,WSN,17,66,73,15,11,3,0,1,7,6,5,0,18,1,1,0,2,0,0.232
503,Will Wagner,SDP,2,8,9,2,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0.25
504,Zack Short,DET,6,23,27,4,3,1,0,1,3,3,3,0,8,0,0,0,0,0,0.188
505,Otto Kemp,PHI,10,37,41,8,5,2,0,1,5,5,3,0,12,1,0,0,1,0,0.224
506,MJ Melendez,NYM,24,94,105,20,11,4,0,4,12,13,9,0,32,1,1,0,2,1,0.213
507,Bryce Teodosio,LAA,14,54,59,12,8,2,1,1,6,5,3,0,19,1,0,0,3,1,0.216
508,Oliver Dunn,TBR,4,17,19,3,2,1,0,0,2,2,2,0,6,0,0,0,0,0,0.207
509,Will Brennan,SFG,5,21,23,6,4,1,0,0,2,2,1,0,3,0,0,0,0,0,0.265
510,Zac Veen,COL,17,65,73,16,11,3,0,2,8,7,6,0,17,1,1,0,2,1,0.244
511,Gage Workman,DET,5,21,23,4,3,1,0,1,3,3,2,0,8,0,0,0,1,0,0.216
512,Josh Rojas,KCR,4,16,18,4,3,1,0,0,2,2,2,0,4,0,0,0,0,0,0.238
513,Sterlin Thompson,COL,19,73,82,18,12,4,1,2,9,9,6,0,19,2,1,0,1,1,0.25
514,Garrett Stubbs,PHI,3,11,13,2,2,0,0,0,1,1,1,0,3,0,0,0,0,0,0.222
515,Nelson Velázquez,STL,8,29,33,6,4,1,0,1,3,4,3,0,9,0,0,0,0,0,0.214
516,Seaver King,WSN,6,25,27,6,4,1,0,0,3,2,2,0,6,0,0,0,1,0,0.234
517,Wilmer Flores,,18,69,78,16,11,3,0,3,9,9,7,0,14,1,1,0,0,0,0.232
518,Miles Mastrobuoni,SEA,2,8,9,2,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0.236
519,P.J. Higgins,CIN,7,27,30,6,4,1,0,0,3,3,2,0,7,0,0,0,0,0,0.227
520,Yohandy Morales,WSN,9,37,41,9,6,2,0,1,4,4,3,0,12,0,0,0,0,0,0.242
521,Oswaldo Cabrera,NYY,3,12,14,3,2,1,0,0,1,1,1,0,3,0,0,0,0,0,0.227
522,Anthony Santander,TOR,3,12,14,3,2,1,0,1,2,2,1,0,3,0,0,0,0,0,0.224
523,John Rave,KCR,13,49,55,11,7,2,0,1,6,6,5,0,14,0,0,0,2,0,0.226
524,Dom Keegan,TBR,3,12,13,2,2,0,0,0,1,1,1,0,4,0,0,0,0,0,0.197
525,George Lombard Jr.,NYY,4,16,18,3,2,1,0,0,2,1,2,0,5,0,0,0,0,0,0.202
526,Hayden Senger,NYM,7,27,29,5,4,1,0,0,3,3,2,0,9,1,0,0,0,0,0.195
527,Kameron Misner,KCR,4,16,18,3,2,1,0,0,2,2,2,0,6,0,0,0,0,0,0.208
528,Chadwick Tromp,ATL,6,23,25,5,3,1,0,1,2,2,2,0,7,0,0,0,0,0,0.207
529,Max Anderson,DET,2,8,9,2,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0.248
530,Josh Kasevich,TOR,3,12,14,3,2,1,0,0,1,1,1,0,2,0,0,0,0,0,0.236
531,Kahlil Watson,CLE,2,8,9,2,1,0,0,0,1,1,1,0,3,0,0,0,0,0,0.207
532,Mark Canha,,12,44,50,10,7,2,0,1,5,5,5,0,11,1,0,0,0,0,0.234
533,Trei Cruz,DET,3,12,14,2,2,1,0,0,1,1,2,0,4,0,0,0,0,0,0.205
534,Kyler Fedko,MIN,3,12,14,3,2,1,0,0,1,1,1,0,4,0,0,0,0,0,0.218
535,Ryan Bliss,SEA,2,8,9,2,1,0,0,0,1,1,1,0,3,0,0,0,0,0,0.21
536,Gabriel Rincones Jr.,PHI,6,24,27,5,3,1,0,1,3,3,3,0,7,0,0,0,1,0,0.213
537,Jeferson Quero,MIL,1,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.224
538,Eric Wagaman,NYM,7,29,32,7,5,1,0,1,3,3,2,0,7,0,0,0,0,0,0.242
539,James Tibbs III,LAD,2,8,9,2,1,0,0,0,1,1,1,0,3,0,0,0,0,0,0.221
540,Heston Kjerstad,BAL,9,37,41,8,6,2,0,1,4,4,3,0,11,1,0,0,0,0,0.23
541,Justin Turner,,16,61,69,15,10,3,0,1,7,7,6,0,14,1,0,0,0,0,0.242
542,Petey Halpin,CLE,9,37,40,8,5,2,0,1,4,4,3,0,12,0,0,0,1,0,0.215
543,Eduardo Valencia,DET,1,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.224
544,Sam Huff,BAL,1,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.213
545,A.J. Vukovich,ARI,2,8,9,2,1,0,0,0,1,1,1,0,3,0,0,0,0,0,0.245
546,Brock Wilken,MIL,4,16,19,3,2,1,0,0,2,2,2,0,6,0,0,0,0,0,0.181
547,Tyler Locklear,ARI,5,21,23,5,3,1,0,1,2,2,2,0,6,0,0,0,0,0,0.236
548,Anthony Seigler,BOS,1,4,5,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.222
549,Austin Wynns,LAA,2,8,8,2,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0.214
550,Tre' Morgan,TBR,3,12,14,3,2,1,0,0,1,1,1,0,3,0,0,0,0,0,0.235
551,Jim Jarvis,ATL,3,12,14,3,2,1,0,0,2,1,1,0,2,0,0,0,0,0,0.229
552,Junior Perez,CHW,3,12,14,2,2,1,0,0,1,1,1,0,4,0,0,0,0,0,0.2
553,LaMonte Wade Jr.,CHW,2,8,9,2,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0.22
554,Aramis Garcia,ARI,3,11,13,2,2,0,0,0,1,1,1,0,4,0,0,0,0,0,0.194
555,Logan Porter,SFG,1,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.209
556,Ben Malgeri,DET,6,25,27,6,4,1,0,1,3,3,2,0,8,0,0,0,0,0,0.226
557,Brennen Davis,SEA,2,8,9,2,1,0,0,0,1,1,1,0,3,0,0,0,0,0,0.201
558,Maximo Acosta,MIA,3,12,14,3,2,1,0,0,1,1,1,0,3,0,0,0,1,0,0.221
559,Austin Slater,TBR,3,12,14,3,2,0,0,0,2,1,1,0,4,0,0,0,0,0,0.219
560,Luis Vázquez,BAL,1,4,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.226
561,Johnathan Rodríguez,BAL,1,4,5,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.251
562,Tyler Fitzgerald,LAD,1,4,5,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0.217
563,Santiago Espinal,LAD,1,4,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.247
564,Rhylan Thomas,HOU,2,8,9,2,2,0,0,0,1,1,1,0,1,0,0,0,0,0,0.261
565,Nate Eaton,BOS,10,38,42,9,6,2,0,1,4,4,3,0,10,0,0,0,1,0,0.233
566,Mason McCoy,SDP,3,13,14,3,2,1,0,0,1,1,1,0,4,0,0,0,0,0,0.209
567,Elias Díaz,KCR,1,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.229
568,Héctor Rodríguez,CIN,2,9,9,2,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0.248
569,RJ Schreck,TOR,1,4,5,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.211
570,Trey Sweeney,DET,1,4,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.216
571,Joshua Báez,STL,1,4,5,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0.224
572,Connor Joe,SEA,2,8,9,2,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0.21
573,Maverick Handley,ATL,1,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.199
574,Stuart Fairchild,CLE,1,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.225
575,Christian Franklin,WSN,2,8,9,2,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0.225
576,Jonatan Clase,TOR,2,8,9,2,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0.215
577,Chas McCormick,CHC,2,8,9,2,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0.223
578,Grant McCray,SFG,2,8,9,2,1,0,0,0,1,1,1,0,3,0,0,0,0,0,0.214
579,José Barrero,BAL,2,8,9,2,1,0,0,0,1,1,1,0,3,0,0,0,0,0,0.201
580,Nelson Rada,LAA,4,16,18,4,3,1,0,0,2,1,2,0,4,0,0,0,1,0,0.228
581,Patrick Wisdom,SEA,5,20,23,4,2,1,0,1,3,3,2,0,8,0,0,0,0,0,0.186
582,Willie MacIver,TOR,1,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.217
583,Justyn-Henry Malloy,TBR,4,16,19,3,2,1,0,0,2,2,2,0,6,0,0,0,0,0,0.213
584,Seby Zavala,LAD,1,4,4,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.178
585,Christian Encarnacion-Strand,BAL,1,4,5,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.234
586,Jase Bowen,SDP,6,25,28,6,4,1,0,1,3,3,2,0,8,0,0,0,1,0,0.218
587,Akil Baddoo,MIL,1,4,5,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0.212
588,Jose Herrera,TEX,1,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.207
589,Tommy Pham,BAL,1,4,5,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.232
590,Will Wilson,SEA,1,4,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.198
591,Kemp Alderman,MIA,3,13,14,3,2,1,0,0,1,1,1,0,4,0,0,0,0,0,0.233
592,Tyler Black,MIL,1,4,5,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0.225
593,Felix Reyes,PHI,8,35,37,9,6,2,0,1,4,5,1,0,7,0,0,0,0,0,0.247
594,Tomás Nido,DET,1,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.214
595,Brian Serven,ATH,1,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.198
596,Tim Elko,CHW,8,34,37,8,5,1,0,1,4,4,2,0,12,0,0,0,0,0,0.231
597,BJ Murray,CHC,2,8,9,2,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0.219
598,Kristian Robinson,ARI,1,4,5,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0.215
599,Dominic Fletcher,PIT,1,4,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.233
600,Andrew Pintar,MIA,1,4,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.216
601,Korey Lee,CHW,1,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.208
602,Jarred Kelenic,CHW,1,4,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.221
603,Riley Adams,WSN,1,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.21
604,Michael Siani,BAL,1,4,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.199
605,Kyle Farmer,ATL,5,21,23,5,3,1,0,0,2,2,1,0,5,0,0,0,0,0,0.225
606,Jared Serna,MIA,1,4,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.217
607,Billy Cook,PIT,3,12,14,3,2,1,0,0,1,1,1,0,4,0,0,0,0,0,0.223
608,Justin Dean,CHC,1,4,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.201
609,Trey Mancini,LAA,1,4,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.224
610,Christian Cairo,PHI,10,36,41,7,6,1,0,0,4,3,4,0,10,1,0,0,2,0,0.207
611,Manuel Margot,,3,13,14,3,2,1,0,0,1,1,1,0,3,0,0,0,0,0,0.237
612,Garrett Hampson,CIN,1,4,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.216
613,Steward Berroa,PHI,1,4,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.203
614,Ethan Murray,MIL,1,4,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.193
615,Blaine Crim,TEX,5,21,23,5,3,1,0,1,2,2,2,0,6,0,0,0,0,0,0.225
616,Brandon Drury,KCR,2,8,9,2,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0.219
617,Nick Morabito,NYM,6,25,27,6,4,1,0,0,3,2,2,0,7,0,0,0,1,0,0.228
618,Jacob Berry,MIA,9,37,41,8,6,2,0,1,4,3,3,0,8,0,0,0,1,0,0.226
619,Deyvison De Los Santos,MIA,16,63,68,15,10,2,0,2,7,8,4,0,17,1,0,0,1,0,0.237
620,Adam Frazier,LAA,40,156,172,36,26,7,1,2,17,15,12,0,35,2,1,1,2,1,0.23
621,Andrew McCutchen,,16,59,69,13,9,2,0,2,7,7,8,0,17,1,0,0,0,0,0.221
622,Brett Sullivan,COL,27,99,108,23,15,5,1,2,11,11,7,0,19,1,1,0,1,0,0.231
623,Victor Bericoto,SFG,17,68,73,16,11,3,0,2,7,8,4,0,18,0,1,0,0,0,0.238
624,Bryan De La Cruz,PHI,7,29,32,7,4,1,0,1,3,3,2,0,9,0,0,0,0,0,0.226
625,Aaron Zavala,TEX,10,36,41,7,5,1,0,1,4,3,4,0,14,0,0,0,0,0,0.201
626,Nick Castellanos,SDP,40,158,171,38,24,8,0,5,18,20,10,0,41,1,1,0,1,0,0.238
627,Sebastián Rivero,LAA,14,50,54,10,7,2,0,1,4,5,3,0,12,1,0,1,0,0,0.203
628,Charlie Condon,COL,17,64,73,15,10,3,0,2,8,8,7,0,20,1,1,0,1,0,0.236
629,Sandy León,ATL,19,66,75,10,7,2,0,1,5,6,6,0,27,1,0,1,1,0,0.157
630,Jose Fernandez,ARI,66,269,287,65,46,12,1,6,29,30,13,0,67,2,2,2,6,2,0.242
