#,Name,Team,W,L,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO
1,Cristopher Sánchez,PHI,10,5,2.93,21,21,0,0,,132,543,114,47,43,11,33,,6,139
2,Logan Webb,SFG,8,6,3.46,20,20,0,0,,127,526,121,53,49,11,32,,5,117
3,Framber Valdez,DET,9,6,3.67,20,20,0,0,,125,523,116,56,51,11,42,,6,113
4,Paul Skenes,PIT,9,5,2.94,21,21,0,0,,124,499,103,44,41,12,31,,5,143
5,Kevin Gausman,TOR,8,7,3.92,21,21,0,0,,123,517,114,59,54,17,35,,5,118
6,Jesús Luzardo,PHI,9,6,3.35,21,21,0,0,,122,507,103,50,46,14,38,,5,138
7,Bryan Woo,SEA,9,6,3.2,20,20,0,0,,122,491,101,47,43,15,26,,5,124
8,Sandy Alcantara,MIA,7,7,4.22,20,20,0,0,,121,508,119,62,57,14,37,,5,99
9,Gerrit Cole,NYY,8,6,3.83,20,20,0,0,,119,494,105,55,51,17,35,,5,115
10,Zac Gallen,ARI,7,7,4.38,20,20,0,0,,119,504,118,63,58,15,39,,5,104
11,Aaron Nola,PHI,8,7,4.02,20,20,0,0,,117,489,108,57,52,17,33,,5,113
12,Tanner Bibee,CLE,6,7,3.91,20,20,0,0,,116,487,107,55,50,16,34,,5,110
13,Zack Wheeler,PHI,8,5,3.42,19,19,0,0,,115,468,97,48,44,14,31,,5,127
14,Nathan Eovaldi,TEX,7,6,3.69,19,19,0,0,,114,470,105,51,47,13,30,,5,108
15,José Soriano,LAA,7,6,3.61,20,20,0,0,,113,488,102,50,45,9,49,,6,112
16,Luis Severino,ATH,6,6,4.23,19,19,0,0,,113,484,108,58,53,15,41,,5,102
17,Mitch Keller,PIT,7,7,4.27,20,20,0,0,,113,483,115,58,53,14,34,,5,97
18,Freddy Peralta,NYM,8,7,3.91,20,20,0,0,,113,472,96,53,49,15,43,,5,118
19,Robbie Ray,SFG,6,7,4.36,20,20,0,0,,113,481,102,60,55,16,47,,6,112
20,Ranger Suarez,BOS,7,6,4.13,19,19,0,0,,112,474,113,56,51,13,33,,5,100
21,Nick Martinez,TBR,6,3,4.17,24,19,0,0,,112,478,111,57,52,16,29,,5,89
22,Chris Sale,ATL,9,5,2.93,19,19,0,0,,111,456,89,40,36,12,31,,5,136
23,Jacob deGrom,TEX,7,5,3.39,19,19,0,0,,111,447,91,46,42,15,28,,5,125
24,Sonny Gray,BOS,7,6,3.82,19,19,0,0,,111,463,106,51,47,13,30,,5,113
25,George Kirby,SEA,8,6,3.27,20,20,0,0,,111,458,99,44,40,13,23,,5,107
26,Carlos Rodón,NYY,8,6,3.83,20,20,0,0,,111,471,94,52,47,16,43,,5,117
27,Dustin May,STL,6,4,4.17,26,17,0,0,,110,468,105,56,51,13,39,,5,97
28,Andrew Abbott,CIN,6,7,4.82,19,19,0,0,,110,466,107,65,59,19,37,,5,93
29,Joe Ryan,MIN,7,6,3.53,19,19,0,0,,109,446,95,47,43,15,26,,5,118
30,Seth Lugo,KCR,6,7,4.89,19,19,0,0,,109,468,116,65,59,16,35,,5,86
31,Shota Imanaga,CHC,6,7,4.26,19,19,0,0,,108,444,101,56,51,18,26,,5,99
32,Michael Wacha,KCR,6,7,4.64,19,19,0,0,,108,458,111,61,56,16,32,,5,87
33,Chris Bassitt,BAL,7,5,4.46,19,19,0,0,,108,465,108,59,54,15,37,,5,93
34,Drew Rasmussen,TBR,6,6,3.47,21,21,0,0,,107,438,95,45,41,12,28,,5,102
35,Shane McClanahan,TBR,6,6,3.55,19,19,0,0,,107,436,89,46,42,12,37,,5,108
36,Gavin Williams,CLE,6,6,3.59,20,20,0,0,,107,456,92,47,43,12,43,,5,117
37,Michael King,SDP,6,6,3.94,19,19,0,0,,107,452,95,51,47,14,40,,5,109
38,Michael McGreevy,STL,5,5,4.64,24,18,0,0,,107,448,117,60,55,13,24,,5,71
39,Jeffrey Springs,ATH,6,7,4.78,19,19,0,0,,107,452,107,62,57,18,33,,5,90
40,Logan Gilbert,SEA,8,6,3.14,19,19,0,0,,106,431,87,40,37,13,25,,4,116
41,Nolan McLean,NYM,8,6,3.56,19,19,0,0,,106,458,93,46,42,11,42,,5,112
42,Brady Singer,CIN,6,7,4.59,19,19,0,0,,106,454,107,59,54,16,34,,5,91
43,Merrill Kelly,ARI,6,7,4.7,18,18,0,0,,106,447,108,60,55,15,34,,5,85
44,Garrett Crochet,BOS,7,4,3.06,17,17,0,0,,105,426,87,39,36,11,28,,4,127
45,Dylan Cease,TOR,7,5,3.34,19,19,0,0,,105,443,85,43,39,12,41,,5,129
46,Bailey Ober,MIN,6,7,4.69,19,19,0,0,,105,437,105,60,55,18,26,,4,86
47,Hunter Brown,HOU,7,5,3.32,18,18,0,0,,104,433,88,42,39,11,35,,5,115
48,Braxton Ashcraft,PIT,7,3,3.57,23,18,0,0,,104,442,97,45,41,11,32,,5,103
49,Tomoyuki Sugano,COL,4,8,5.98,19,19,0,0,,104,456,128,76,69,19,30,,5,63
50,Jacob Misiorowski,MIL,8,4,2.78,24,19,0,0,,103,444,73,35,32,11,49,,5,145
51,Shane Baz,BAL,7,6,4.24,19,19,0,0,,103,435,95,53,48,14,39,,5,98
52,Reid Detmers,LAA,6,4,3.69,25,17,0,0,,102,432,88,46,42,14,35,,5,115
53,Andre Pallante,STL,5,6,4.33,18,18,0,0,,102,442,105,54,49,10,39,,5,78
54,Bryce Elder,ATL,7,5,4.51,18,18,0,0,,102,443,106,56,51,13,34,,5,84
55,Kyle Leahy,STL,5,2,4.44,31,15,0,0,,102,436,103,55,50,12,36,,5,84
56,Jameson Taillon,CHC,6,7,4.68,19,19,0,0,,102,431,102,58,53,17,27,,4,81
57,Yoshinobu Yamamoto,LAD,8,5,3.33,17,17,0,0,,101,409,84,41,37,11,31,,4,108
58,Spencer Strider,ATL,7,6,3.79,18,18,0,0,,101,424,84,47,43,14,40,,5,119
59,Steven Matz,TBR,5,4,4.23,24,17,0,0,,101,427,98,52,47,14,31,,5,85
60,Emerson Hancock,SEA,6,3,3.94,38,14,0,0,,101,437,96,48,44,14,32,,5,90
61,Michael Lorenzen,COL,4,7,5.48,26,17,0,0,,101,445,115,67,62,16,37,,5,77
62,Kyle Bradish,BAL,7,6,3.75,19,19,0,0,,100,417,87,45,42,12,36,,5,104
63,Foster Griffin,WSN,5,4,4.28,18,18,0,0,,100,424,97,52,48,14,32,,5,92
64,Luis Castillo,SEA,7,6,3.76,30,15,0,0,,100,420,89,46,42,14,30,,4,96
65,Randy Vásquez,SDP,6,4,4.51,19,19,0,0,,100,439,100,55,50,15,35,,5,79
66,Nick Lodolo,CIN,6,5,3.74,18,18,0,0,,99,420,90,45,41,14,29,,4,102
67,Lucas Giolito,SDP,5,7,4.9,18,18,0,0,,99,431,98,59,54,15,41,,5,78
68,Tarik Skubal,DET,7,4,2.7,16,16,0,0,,98,389,78,32,30,10,21,,4,115
69,Jack Flaherty,DET,7,6,3.97,18,18,0,0,,98,421,89,47,43,14,36,,5,105
70,Casey Mize,DET,6,6,4.14,19,19,0,0,,98,416,97,49,45,13,27,,4,87
71,Sean Burke,CHW,5,6,4.37,18,18,0,0,,98,427,92,52,47,15,39,,5,95
72,Slade Cecconi,CLE,5,6,4.33,18,18,0,0,,98,414,98,51,47,14,26,,4,81
73,Matthew Liberatore,STL,5,6,4.3,18,18,0,0,,98,422,97,51,47,13,32,,5,86
74,Noah Cameron,KCR,6,6,4.69,18,18,0,0,,98,419,102,56,51,14,31,,5,81
75,Kyle Freeland,COL,4,7,5.39,18,18,0,0,,98,431,114,64,59,17,28,,4,73
76,Eduardo Rodriguez,ARI,5,5,4.78,22,17,0,0,,98,421,100,57,52,14,36,,5,80
77,Zack Littell,WSN,4,7,5.18,17,17,0,0,,98,412,107,61,56,17,23,,4,65
78,Davis Martin,CHW,5,6,4.15,18,18,0,0,,97,417,96,49,44,12,31,,5,86
79,Will Warren,NYY,6,3,3.72,25,17,0,0,,97,415,86,44,40,13,33,,5,100
80,Matthew Boyd,CHC,6,6,3.91,17,17,0,0,,97,405,88,46,42,14,28,,4,93
81,Bryce Miller,SEA,7,6,3.53,27,16,0,0,,97,406,83,42,38,13,29,,4,95
82,Trevor Rogers,BAL,6,6,4.38,18,18,0,0,,97,415,95,52,47,13,33,,5,82
83,Stephen Kolek,KCR,5,2,4.7,31,15,0,0,,97,423,109,56,51,11,29,,4,67
84,Ryne Nelson,ARI,5,4,4.19,17,17,0,0,,96,404,93,49,45,13,28,,4,83
85,Spencer Arrighetti,HOU,5,3,4.29,23,17,0,0,,96,416,87,50,46,14,43,,5,97
86,Jack Leiter,TEX,6,6,4.06,18,18,0,0,,95,406,84,47,43,13,39,,5,97
87,Michael Soroka,ARI,5,2,4.11,23,16,0,0,,95,405,91,47,43,12,33,,4,92
88,Cade Cavalli,WSN,5,5,3.87,18,18,0,0,,94,408,90,44,40,10,34,,4,91
89,MacKenzie Gore,TEX,6,5,3.81,17,17,0,0,,94,396,80,43,40,12,37,,5,103
90,Max Meyer,MIA,6,4,4.01,18,18,0,0,,94,404,90,46,42,12,32,,4,94
91,Brayan Bello,BOS,6,6,4.55,17,17,0,0,,94,404,99,52,47,11,33,,4,75
92,Shane Bieber,TOR,6,3,3.96,24,15,0,0,,93,387,89,45,41,11,25,,4,85
93,Parker Messick,CLE,5,6,3.91,18,18,0,0,,93,397,87,44,40,11,32,,4,90
94,Janson Junk,MIA,5,2,4.27,22,16,0,0,,93,396,97,48,44,12,22,,4,70
95,Taj Bradley,MIN,6,4,3.8,17,17,0,0,,92,389,81,42,39,12,33,,4,96
96,Trey Yesavage,TOR,6,3,3.65,22,18,0,0,,92,388,74,41,37,12,38,,4,105
97,Bubba Chandler,PIT,6,4,4.04,25,16,0,0,,92,396,83,45,41,11,41,,5,92
98,Kumar Rocker,TEX,5,3,4.07,24,17,0,0,,91,391,88,45,41,11,31,,4,82
99,Anthony Kay,CHW,5,3,4.34,16,16,0,0,,91,394,88,48,44,12,36,,4,78
100,Jack Kochanowicz,LAA,5,2,4.74,26,16,0,0,,91,405,97,52,48,11,37,,5,62
101,Jared Jones,PIT,6,4,3.65,22,16,0,0,,90,385,81,40,37,11,31,,4,96
102,Edward Cabrera,CHC,6,6,3.93,17,17,0,0,,90,377,79,43,39,11,35,,4,90
103,David Peterson,NYM,6,5,3.93,21,15,0,0,,90,389,87,43,39,9,34,,4,79
104,Chase Burns,CIN,6,3,3.22,21,16,0,0,,89,369,71,35,32,11,30,,4,110
105,Kris Bubic,KCR,5,3,4.17,20,15,0,0,,89,376,86,45,41,10,32,,4,83
106,Brandon Sproat,MIL,5,2,4.06,22,15,0,0,,89,382,79,44,40,11,39,,4,84
107,Tyler Mahle,SFG,5,6,4.35,17,17,0,0,,89,376,87,47,43,11,31,,4,76
108,Adrian Houser,SFG,5,6,4.59,20,15,0,0,,89,386,94,50,45,10,31,,4,63
109,Griffin Canning,SDP,5,3,4.39,20,16,0,0,,88,377,83,47,43,12,36,,4,77
110,Kyle Harrison,MIL,6,3,3.63,17,17,0,0,,87,375,75,38,35,12,32,,4,97
111,Landen Roupp,SFG,5,3,3.72,17,17,0,0,,87,375,80,39,36,9,34,,4,89
112,Grant Holmes,ATL,5,3,4.24,27,13,0,0,,87,373,81,45,41,11,34,,4,86
113,Joey Cantillo,CLE,5,2,4.09,24,15,0,0,,86,367,77,43,39,10,37,,4,84
114,Colin Rea,CHC,4,2,4.46,21,14,0,0,,86,367,86,47,43,13,26,,4,69
115,Andrew Painter,PHI,6,7,4.58,22,17,0,0,,85,374,86,47,43,13,30,,4,75
116,Max Fried,NYY,6,4,3.43,14,14,0,0,,84,346,73,35,32,8,26,,4,78
117,Cam Schlittler,NYY,6,5,3.37,16,16,0,0,,84,356,69,34,31,9,32,,4,93
118,Emmet Sheehan,LAD,6,3,3.67,21,15,0,0,,84,348,71,37,34,12,26,,4,96
119,Sean Manaea,NYM,5,2,3.95,31,12,0,0,,84,355,75,40,37,12,29,,4,83
120,Andrew Alvarez,WSN,4,2,4.54,38,10,0,0,,84,366,86,46,42,10,32,,4,67
121,Cole Ragans,KCR,5,4,3.7,15,15,0,0,,83,345,70,37,34,10,32,,4,96
122,J.T. Ginn,ATH,5,2,4.29,24,15,0,0,,83,358,82,43,40,10,31,,4,76
123,Eury Pérez,MIA,5,5,3.59,17,17,0,0,,81,337,65,35,32,11,30,,4,93
124,Ben Brown,CHC,5,3,3.38,36,8,0,0,,81,337,68,33,30,9,27,,4,88
125,Brandon Pfaadt,ARI,5,5,4.2,27,12,0,0,,81,343,81,41,38,11,21,,4,71
126,Dean Kremer,BAL,5,3,4.56,18,14,0,0,,81,344,80,45,41,13,25,,4,71
127,Ryan Feltner,COL,4,3,5.17,20,15,0,0,,81,363,90,51,47,12,33,,4,67
128,Justin Wrobleski,LAD,4,2,4.54,25,12,0,0,,81,344,79,45,41,12,27,,4,66
129,Shohei Ohtani,LAD,7,4,3.02,16,16,0,0,,80,326,62,29,27,9,26,,4,95
130,Logan Henderson,MIL,5,2,3.67,24,14,0,0,,80,337,67,36,33,12,26,,4,91
131,Roki Sasaki,LAD,5,2,4.4,22,14,0,0,,80,341,72,43,39,11,34,,4,73
132,Aaron Civale,ATH,4,6,5.02,15,15,0,0,,80,343,83,49,45,14,25,,4,64
133,Grayson Rodriguez,LAA,5,4,3.62,15,15,0,0,,79,335,69,35,32,10,27,,4,86
134,Zebby Matthews,MIN,5,2,4.02,20,14,0,0,,79,332,76,39,35,11,20,,3,74
135,Connelly Early,BOS,5,2,4.09,21,14,0,0,,79,337,75,39,36,9,30,,4,78
136,Patrick Corbin,TOR,5,5,4.72,19,14,0,0,,79,350,84,45,42,12,27,,4,62
137,Tanner Gordon,COL,4,2,5.36,27,12,0,0,,79,345,92,51,47,15,19,,3,60
138,Jacob Lopez,ATH,4,6,4.97,24,13,0,0,,79,340,76,48,44,13,33,,4,71
139,Ryan Weathers,NYY,5,2,3.76,27,12,0,0,,77,329,69,35,32,10,26,,4,80
140,Mike Burrows,HOU,4,4,4.47,16,16,0,0,,77,328,73,42,38,12,27,,4,71
141,Hunter Dobbins,STL,4,2,4.68,35,10,0,0,,77,334,81,44,40,9,28,,4,54
142,Tyler Glasnow,LAD,6,4,3.31,14,14,0,0,,76,313,60,31,28,9,28,,4,91
143,Brandon Woodruff,MIL,5,5,4.04,14,14,0,0,,76,314,67,37,34,12,22,,3,73
144,Justin Verlander,DET,5,5,4.67,14,14,0,0,,74,316,72,42,38,12,26,,3,61
145,Max Scherzer,TOR,4,2,4.82,20,13,0,0,,73,303,69,43,39,13,23,,3,63
146,Miles Mikolas,WSN,3,5,5.04,14,14,0,0,,73,312,80,45,41,12,18,,3,49
147,Hunter Greene,CIN,4,4,3.72,13,13,0,0,,72,295,56,32,30,10,23,,6,85
148,Griffin Jax,TBR,5,2,3.21,25,13,0,0,,72,300,60,28,26,7,25,,3,81
149,Tyler Phillips,MIA,4,4,4.37,35,7,0,0,,71,307,72,38,35,8,27,,3,56
150,Walker Buehler,SDP,4,2,4.58,18,13,0,0,,71,313,71,39,36,10,29,,4,58
151,Chad Patrick,MIL,4,5,4.23,36,8,0,0,,70,297,64,36,33,11,24,,3,65
152,Simeon Woods Richardson,MIN,4,4,4.99,30,9,0,0,,70,299,71,42,39,11,26,,3,54
153,Chase Dollander,COL,3,4,4.56,19,13,0,0,,69,306,68,38,35,9,32,,4,70
154,Rhett Lowder,CIN,4,3,4.89,20,12,0,0,,69,296,71,41,37,10,25,,3,52
155,Reynaldo López,ATL,4,3,4.25,41,6,0,4,,69,289,63,36,33,9,26,,3,66
156,Connor Prielipp,MIN,4,6,3.89,29,13,0,0,,67,293,61,32,29,8,28,,3,71
157,Jake Irvin,WSN,3,2,4.69,18,10,0,0,,67,291,69,38,35,10,23,,3,56
158,Logan Allen,CLE,3,3,4.48,25,9,0,0,,66,290,66,36,33,9,25,,3,56
159,Walbert Ureña,LAA,4,5,4.81,23,12,0,0,,66,291,64,39,35,7,36,,4,51
160,Braxton Garrett,MIA,4,3,4.19,18,10,0,0,,65,275,64,33,30,8,22,,3,57
161,Carmen Mlodzinski,PIT,4,2,4.08,39,5,0,4,,65,278,64,32,30,7,23,,3,57
162,Blake Snell,LAD,6,3,3.05,12,12,0,0,,64,270,48,24,22,7,28,,3,82
163,Quinn Priester,MIL,4,4,3.96,11,11,0,0,,62,266,59,30,27,7,22,,3,53
164,Kodai Senga,NYM,4,2,4.06,12,12,0,0,,62,265,54,31,28,8,28,,3,61
165,Gage Jump,ATH,3,4,3.98,14,14,0,0,,59,253,54,29,26,8,23,,3,62
166,Noah Schultz,CHW,3,5,4.28,14,14,0,0,,59,249,53,30,28,7,26,,3,53
167,Keider Montero,DET,3,2,4.62,18,9,0,0,,59,255,59,33,30,9,20,,3,49
168,Kai-Wei Teng,HOU,3,2,4.1,36,6,0,0,,58,251,52,29,26,8,25,,3,59
169,Tatsuya Imai,HOU,4,6,4.74,15,15,0,0,,58,271,59,33,31,8,33,,3,56
170,Grant Taylor,CHW,4,2,2.8,53,1,5,8,,57,239,44,19,18,5,22,,3,74
171,Payton Tolle,BOS,4,1,3.72,16,11,0,0,,57,242,50,26,23,8,19,,3,64
172,Yusei Kikuchi,LAA,3,3,4,10,10,0,0,,57,247,52,28,25,8,21,,3,59
173,Ian Seymour,TBR,3,1,3.81,45,2,2,11,,55,232,49,26,23,8,17,,2,55
174,Cristian Javier,HOU,3,4,5.07,10,10,0,0,,55,236,52,34,31,9,25,,3,45
175,Tyler Alexander,TEX,3,2,4.55,44,3,1,10,,55,235,55,30,28,9,16,,2,44
176,Brad Lord,WSN,3,2,4.41,46,2,2,9,,54,232,55,29,27,6,19,,3,43
177,Drew Anderson,DET,3,2,3.56,44,2,2,9,,53,224,45,23,21,6,22,,3,58
178,Aaron Ashby,MIL,4,2,3.03,46,1,3,8,,52,227,41,19,17,4,27,,3,61
179,Troy Melton,DET,3,2,4.23,28,5,0,0,,52,221,49,27,25,7,18,,2,48
180,Christian Scott,NYM,3,2,3.75,13,13,0,0,,51,215,44,23,21,7,17,,2,53
181,Trevor McDonald,SFG,3,1,4.18,16,7,0,0,,51,222,52,26,24,5,19,,2,43
182,Jacob Latz,TEX,3,1,4.01,44,1,13,4,,50,217,44,24,22,6,23,,3,51
183,Martín Pérez,ATL,2,1,4.88,18,7,0,0,,50,216,52,30,27,7,18,,2,39
184,Antonio Senzatela,COL,3,1,5.15,45,1,8,6,,50,226,57,31,28,7,19,,2,38
185,Joe Musgrove,SDP,3,3,3.89,9,9,0,0,,49,206,47,23,21,6,13,,4,45
186,Joe Boyle,TBR,3,1,3.53,21,7,0,0,,49,211,39,21,19,5,26,,3,57
187,Peter Lambert,HOU,3,2,4.31,21,9,0,0,,49,211,47,26,23,7,19,,2,45
188,Mick Abel,MIN,3,2,4.15,14,8,0,0,,48,211,44,24,22,6,22,,2,48
189,JR Ritchie,ATL,3,4,4.77,9,9,0,0,,48,200,46,28,26,6,20,,2,38
190,Shane Drohan,MIL,3,5,3.89,41,2,0,7,,48,207,42,23,21,6,20,,2,50
191,Abner Uribe,MIL,3,2,2.98,47,0,12,5,,47,196,36,17,16,4,21,,2,55
192,Shane Smith,CHW,2,3,4.4,8,8,0,0,,47,197,44,25,23,6,19,,2,43
193,Tyler Rogers,TOR,3,2,3.61,47,0,1,10,,47,196,45,20,19,5,11,,2,36
194,Spencer Miles,TOR,3,1,3.65,37,2,0,6,,47,190,41,21,19,5,16,,2,44
195,Ryan Gusto,MIA,3,2,4.13,18,6,0,0,,47,207,46,24,22,6,16,,2,43
196,Erick Fedde,CHW,2,2,5.02,8,8,0,0,,47,203,48,28,26,7,19,,2,34
197,Brandon Young,BAL,2,2,4.47,17,9,0,0,,46,196,45,25,23,7,15,,2,40
198,David Sandlin,CHW,2,5,4.71,17,10,0,0,,46,197,44,26,24,7,18,,2,40
199,Keaton Winn,SFG,3,2,3.85,43,1,6,7,,46,198,44,22,20,5,16,,2,43
200,Luis Medina,ATH,3,1,4.38,36,2,1,4,,46,201,44,24,22,6,20,,2,43
201,Mitchell Parker,WSN,2,1,4.7,36,2,0,4,,46,199,47,26,24,7,15,,2,37
202,Mason Miller,SDP,4,2,1.89,45,0,22,1,,45,176,25,10,9,3,18,,2,71
203,Cade Smith,CLE,4,2,2.45,45,0,22,2,,45,183,33,13,12,4,13,,2,59
204,Hurston Waldrep,ATL,3,3,4.3,8,8,0,0,,45,198,44,23,22,5,20,,2,40
205,Lance McCullers Jr.,HOU,3,2,4.42,17,7,0,0,,45,198,42,24,22,6,22,,2,44
206,Tony Santillan,CIN,2,2,4.35,45,0,4,8,,45,194,40,24,22,7,20,,2,47
207,Luinder Avila,KCR,2,2,4.6,34,2,0,3,,45,195,44,25,23,5,21,,2,37
208,Riley Cornelio,WSN,2,4,5.31,18,7,0,0,,45,194,44,29,27,7,22,,2,34
209,Jhoan Duran,PHI,4,2,2.44,44,0,20,1,,44,181,34,13,12,3,14,,2,55
210,Adrian Morejon,SDP,3,2,2.59,44,0,1,9,,44,184,34,14,13,3,14,,2,51
211,Bryan Baker,TBR,3,2,3.13,44,0,20,3,,44,185,34,17,15,5,16,,2,53
212,Garrett Cleavinger,TBR,3,2,3.2,44,0,2,9,,44,180,33,17,16,5,18,,2,52
213,Brad Keller,PHI,3,2,3.72,44,0,2,9,,44,189,39,20,18,5,17,,2,43
214,Mason Englert,TBR,2,2,3.95,27,3,0,0,,44,185,41,21,19,6,12,,2,40
215,Luke Weaver,NYM,3,2,3.69,44,0,4,8,,44,185,37,20,18,6,16,,2,46
216,Brycen Mautz,STL,2,4,4.96,24,5,0,0,,44,189,44,26,24,6,18,,2,34
217,Louis Varland,TOR,3,2,2.87,43,0,15,4,,43,180,35,15,14,4,14,,2,49
218,Riley O'Brien,STL,3,2,3.2,43,0,20,2,,43,187,38,17,15,3,18,,2,48
219,José A. Ferrer,SEA,3,2,2.71,43,0,2,10,,43,178,35,14,13,3,12,,2,44
220,Gregory Soto,PIT,3,2,3.27,43,0,18,2,,43,185,36,17,16,4,18,,2,49
221,David Bednar,NYY,3,2,3.32,43,0,22,1,,43,177,34,17,16,5,17,,2,49
222,Graham Ashcraft,CIN,3,2,3.19,43,0,3,10,,43,184,36,17,15,4,17,,2,46
223,Raisel Iglesias,ATL,3,2,3.55,43,0,19,2,,43,175,36,18,17,5,13,,2,46
224,Robert Suarez,ATL,3,2,3.44,43,0,3,8,,43,180,37,18,17,5,14,,2,46
225,Kyle Hurt,LAD,3,1,3.59,43,0,2,11,,43,185,36,19,17,5,18,,2,49
226,Lucas Erceg,KCR,3,2,4.02,43,0,16,4,,43,181,41,21,19,4,17,,2,39
227,Bryan Hudson,CHW,3,2,3.71,43,0,1,9,,43,184,38,19,18,5,17,,2,43
228,Hunter Barco,PIT,3,1,4.12,22,5,0,0,,43,188,41,22,20,5,19,,2,40
229,JoJo Romero,STL,3,2,3.75,43,0,4,9,,43,181,39,19,18,4,17,,2,41
230,Jonathan Cannon,CHW,2,1,4.9,16,6,0,0,,43,187,45,26,23,6,16,,2,31
231,Tim Hill,NYY,3,2,3.82,43,0,1,11,,43,184,42,20,18,4,14,,2,29
232,Rico Garcia,BAL,3,2,4.03,43,0,4,8,,43,186,37,21,19,6,19,,2,49
233,Tobias Myers,NYM,2,2,4.1,38,1,0,7,,43,182,40,21,19,6,13,,2,37
234,Hogan Harris,ATH,2,2,4.44,43,0,9,7,,43,187,39,23,21,5,22,,2,41
235,Tanner Scott,LAD,3,2,3.14,42,0,11,7,,42,175,32,16,15,5,16,,2,50
236,Devin Williams,NYM,3,2,3.11,42,0,18,3,,42,171,31,16,14,4,18,,2,52
237,Mason Montgomery,PIT,3,2,3.31,42,0,2,8,,42,181,35,17,15,4,17,,2,49
238,Trevor Megill,MIL,3,2,3.04,42,0,6,7,,42,173,31,15,14,5,16,,2,51
239,Justin Slaten,BOS,3,2,3.56,42,0,1,11,,42,176,38,18,16,4,14,,2,44
240,Daniel Palencia,CHC,3,2,3.36,42,0,22,1,,42,177,34,17,16,5,18,,2,49
241,Fernando Cruz,NYY,3,2,3.5,42,0,1,9,,42,178,32,18,16,5,21,,2,54
242,Mark Leiter Jr.,ATH,3,2,4.01,42,0,5,7,,42,181,39,20,19,5,16,,2,43
243,Bryan King,HOU,3,2,3.79,42,0,3,8,,42,177,39,19,18,5,14,,2,40
244,Sean Newcomb,CHW,3,2,3.62,42,0,1,8,,42,181,38,18,17,4,16,,2,41
245,Hunter Gaddis,CLE,2,2,3.94,42,0,1,10,,42,179,39,20,19,5,14,,2,39
246,Jason Adam,SDP,2,2,3.78,42,0,1,11,,42,175,36,19,18,5,16,,2,40
247,Cooper Criswell,SEA,2,2,3.85,37,1,0,7,,42,182,40,20,18,5,14,,2,35
248,Didier Fuentes,ATL,3,3,3.95,38,1,0,6,,42,185,38,20,18,6,16,,2,45
249,Daniel Lynch IV,KCR,2,2,4.4,42,0,1,9,,42,181,43,22,20,5,14,,2,34
250,Paul Sewald,ARI,2,2,4.09,42,0,18,3,,42,175,36,21,19,7,14,,2,44
251,Taylor Clarke,ARI,2,2,4.5,42,0,0,9,,42,177,43,23,21,5,12,,2,31
252,Aroldis Chapman,BOS,3,2,2.84,41,0,20,1,,41,168,29,14,13,4,18,,2,56
253,Andrés Muñoz,SEA,3,2,2.48,41,0,18,3,,41,169,28,12,11,3,17,,2,55
254,José Alvarado,PHI,3,2,3.15,41,0,1,10,,41,171,32,16,14,4,16,,2,47
255,Anthony Bender,MIA,3,2,3.44,41,0,2,8,,41,173,35,17,16,4,17,,2,43
256,Kevin Kelly,TBR,3,2,3.3,41,0,1,9,,41,172,37,16,15,4,10,,2,39
257,Dylan Lee,ATL,3,2,3.31,41,0,1,10,,41,170,34,17,15,5,12,,2,48
258,Seranthony Domínguez,CHW,3,2,3.64,41,0,13,4,,41,175,33,18,17,5,19,,2,47
259,Jeremiah Estrada,SDP,3,2,2.98,41,0,0,9,,41,169,29,15,14,5,17,,2,54
260,Alex Vesia,LAD,3,2,3.62,41,0,3,8,,41,171,31,18,17,6,17,,2,51
261,Bryan Abreu,HOU,3,2,3.55,41,0,1,10,,41,170,32,18,16,5,19,,2,49
262,Kevin Ginkel,ARI,3,2,3.74,41,0,1,9,,41,174,37,19,17,5,15,,2,43
263,Clayton Beeter,WSN,3,2,3.7,41,0,12,5,,41,176,33,18,17,4,21,,2,47
264,Erik Miller,SFG,3,2,3.33,41,0,4,9,,41,176,32,16,15,3,22,,2,49
265,Juan Mejia,COL,3,2,4.36,41,0,8,5,,41,181,39,22,20,5,20,,2,43
266,Ryan Zeferjahn,LAA,3,2,3.71,41,0,5,7,,41,179,33,18,17,5,21,,2,49
267,Camilo Doval,NYY,3,2,3.45,41,0,1,9,,41,172,33,17,16,4,19,,2,44
268,Brooks Raley,NYM,2,2,3.57,41,0,1,10,,41,170,34,18,16,5,15,,2,42
269,Sam Bachman,LAA,2,2,4.07,41,0,8,7,,41,184,39,20,19,5,19,,2,39
270,Brock Burke,CIN,2,2,4.04,41,0,1,8,,41,174,37,20,18,5,17,,2,39
271,Taylor Rogers,MIN,2,2,4.1,41,0,4,8,,41,178,38,20,19,5,17,,2,41
272,Kyle Finnegan,DET,2,2,4.08,41,0,3,7,,41,172,36,20,19,4,18,,2,37
273,Jacob Webb,CHC,2,2,3.93,41,0,1,9,,41,173,36,19,18,5,16,,2,41
274,Jakob Junis,TEX,2,2,4.29,41,0,4,7,,41,173,40,21,20,6,12,,2,33
275,Gus Varland,WSN,2,2,4.21,41,0,6,7,,41,183,41,21,19,6,16,,2,39
276,Dennis Santana,PIT,2,2,4.25,41,0,2,10,,41,171,38,21,19,5,15,,2,35
