#,Name,Team,W,L,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO
668,Pedro Avila,CLE,1,2,4.67,12,0,0,0,,12,54,13,7,6,2,5,,1,9
669,Jared Shuster,STL,1,0,5.02,12,0,0,0,,12,54,13,7,7,2,4,,1,8
670,Drew Thorpe,CHW,1,1,4.77,2,2,0,0,,11,49,12,6,6,2,4,,0,9
671,Spencer Turnbull,,0,1,4.96,2,2,0,0,,11,48,11,7,6,1,4,,1,8
672,Matt Waldron,SDP,1,1,4.37,8,1,0,0,,11,47,11,6,6,2,3,,0,9
673,Michael Grove,TBR,1,0,3.49,11,0,0,0,,11,47,10,5,4,1,4,,1,12
674,Bailey Horn,DET,1,1,4.06,11,0,0,0,,11,49,10,5,5,1,5,,1,11
675,Johan Oviedo,BOS,1,0,4.48,11,0,0,0,,11,45,10,6,5,1,4,,1,10
676,Hagen Danner,CIN,1,1,4.56,11,0,0,0,,11,46,10,6,5,1,5,,1,9
677,Trenton Denholm,CLE,1,1,5.13,7,1,0,0,,11,51,13,7,6,2,4,,1,7
678,Juan Burgos,ARI,1,1,4.52,11,0,0,0,,11,50,11,6,6,1,5,,1,9
679,Ty Johnson,TBR,1,1,3.65,2,2,0,0,,10,39,8,4,4,1,4,,0,10
680,Brusdar Graterol,LAD,1,0,3.65,10,0,0,0,,10,40,8,4,4,1,3,,0,9
681,Riley Martin,CHC,1,0,3.58,10,0,0,0,,10,45,9,5,4,1,5,,1,12
682,Troy Taylor,SEA,1,1,3.65,10,0,0,0,,10,46,9,5,4,1,5,,1,11
683,Tyson Neighbors,BAL,1,0,4.07,10,0,0,0,,10,42,8,5,4,1,5,,1,11
684,Max Kranick,WSN,0,0,4.58,10,0,0,0,,10,41,10,6,5,1,3,,0,8
685,Zach Brzykcy,MIA,1,1,4.77,10,0,0,0,,10,46,10,6,5,2,5,,1,10
686,Drew Smith,MIN,1,1,4.76,10,0,0,0,,10,45,10,6,5,2,4,,1,9
687,Alexis Díaz,TEX,1,1,4.74,10,0,0,0,,10,45,9,6,6,2,6,,1,10
688,Jackson Rutledge,PHI,0,1,4.94,10,0,0,0,,10,46,11,6,6,2,4,,1,9
689,Charlie Barnes,LAD,1,1,5.16,10,0,0,0,,10,49,12,7,6,2,4,,1,9
690,Beck Way,KCR,1,0,5.29,10,0,0,0,,10,48,11,7,6,1,6,,1,8
691,Valente Bellozo,COL,0,1,6.38,10,0,0,0,,10,46,12,8,7,2,4,,1,6
692,George Klassen,LAA,1,1,4.49,2,2,0,0,,9,38,8,5,4,1,4,,0,8
693,Brody Hopkins,TBR,0,1,4.6,2,2,0,0,,9,39,8,5,4,1,5,,0,8
694,Danny Young,ATL,0,0,4.09,9,0,0,0,,9,40,8,4,4,1,4,,1,10
695,Justin Hagenman,NYM,0,0,4.31,9,0,0,0,,9,39,9,5,4,1,2,,0,8
696,Derek Law,ARI,1,0,4.18,9,0,0,0,,9,40,9,5,4,1,3,,0,8
697,Liam Hendriks,CHC,1,0,4.16,9,0,0,0,,9,39,9,5,4,1,4,,0,10
698,Eric Reyzelman,NYY,1,0,4.07,9,0,0,0,,9,39,7,5,4,1,5,,0,10
699,Josh Staumont,CIN,1,0,4.35,9,0,0,0,,9,42,9,5,4,1,4,,0,9
700,Michael Fulmer,SFG,1,0,4.07,9,0,0,0,,9,39,8,5,4,1,4,,0,9
701,Steven Wilson,TBR,0,0,4.67,9,0,0,0,,9,40,8,5,5,2,4,,0,9
702,Grant Hartwig,MIN,1,0,4.64,9,0,0,0,,9,44,10,5,5,1,5,,1,9
703,Alex McFarlane,PHI,0,0,4.85,9,0,0,0,,9,41,9,5,5,1,5,,0,8
704,Tate Kuehner,MIL,0,0,4.76,9,0,0,0,,9,39,8,5,5,1,4,,0,7
705,Evan Fitterer,SDP,1,1,4.84,9,0,0,0,,9,41,9,5,5,1,5,,0,6
706,Jake Eder,LAD,0,0,5.21,9,0,0,0,,9,40,9,6,5,2,4,,0,7
707,Ethan Pecko,HOU,0,1,4.28,2,2,0,0,,8,35,8,4,4,1,3,,0,8
708,James McArthur,KCR,0,0,4.23,8,0,0,0,,8,34,8,4,4,1,3,,0,7
709,Ian Hamilton,ATL,0,0,3.93,8,0,0,0,,8,33,7,4,3,1,3,,0,8
710,Bobby Miller,LAD,0,0,4.87,8,0,0,0,,8,34,8,5,4,1,3,,0,8
711,Anderson Severino,NYM,0,0,4.02,8,0,0,0,,8,32,7,4,4,1,3,,0,7
712,Reiver Sanmartin,SFG,0,0,4.21,8,0,0,0,,8,34,8,4,4,1,3,,0,6
713,Michael Darrell-Hicks,PIT,0,0,4.34,8,0,0,0,,8,34,8,4,4,1,3,,0,7
714,Cody Bolton,HOU,0,0,4.28,8,0,0,0,,8,39,8,4,4,1,4,,0,8
715,David Davalillo,TEX,0,1,4.54,8,0,0,0,,8,33,7,4,4,1,3,,0,6
716,TJ Shook,COL,0,0,5.2,8,0,0,0,,8,33,8,5,4,1,3,,0,6
717,Austin Voth,TOR,0,0,4.95,8,0,0,0,,8,34,8,5,4,1,3,,0,6
718,Miguel Ullola,HOU,0,1,4.95,8,0,0,0,,8,34,7,5,4,1,4,,0,8
719,Doug Nikhazy,CHC,0,0,5.9,8,0,0,0,,8,37,9,6,6,1,4,,0,6
720,Cristian Mena,ARI,0,0,3.87,7,0,0,0,,7,28,6,3,3,1,2,,0,6
721,Grant Holman,PHI,0,0,4.22,7,0,0,0,,7,29,6,3,3,1,3,,0,6
722,Dietrich Enns,BAL,0,0,4.15,7,0,0,0,,7,31,7,4,3,1,2,,0,7
723,Carlos Lagrange,NYY,0,0,4.25,7,0,0,0,,7,29,6,3,3,1,4,,0,7
724,Bruce Zimmermann,STL,0,1,4.81,7,0,0,0,,7,29,7,4,4,1,2,,0,5
725,Ronan Kopp,LAD,0,0,4.29,7,0,0,0,,7,32,6,4,3,1,5,,0,8
726,Shane Murphy,CHW,0,0,5.51,7,0,0,0,,7,28,7,4,4,1,2,,0,3
727,Chen Zhong-Ao Zhuang,ATH,0,0,5.48,7,0,0,0,,7,28,7,4,4,1,2,,0,4
728,Misael Tamarez,SDP,0,0,5.21,7,0,0,0,,7,33,7,5,4,1,4,,0,6
729,Gavin Stone,LAD,0,0,4.55,1,1,0,0,,6,27,6,3,3,1,2,,0,6
730,Tucker Davidson,PHI,0,0,5.14,1,1,0,0,,6,28,7,4,4,1,2,,0,4
731,Vince Velasquez,CHC,0,0,4.91,1,1,0,0,,6,25,5,3,3,1,3,,0,5
732,Yosver Zulueta,SEA,0,0,3.48,6,0,0,0,,6,28,5,3,3,1,3,,0,7
733,Sean Guenther,DET,0,0,4.15,6,0,0,0,,6,28,6,3,3,1,2,,0,5
734,Joel Payamps,ATL,0,0,4.03,6,0,0,0,,6,28,6,3,3,1,2,,0,6
735,Yaramil Hiraldo,BAL,0,0,4.07,6,0,0,0,,6,27,6,3,3,1,3,,0,7
736,Jake Bloss,TOR,0,0,4.91,6,0,0,0,,6,29,7,4,4,1,3,,0,5
737,Christian Roa,CHC,0,0,4.72,6,0,0,0,,6,29,6,4,3,1,3,,0,6
738,Aidan Cremarosa,TBR,0,0,4.83,1,1,0,0,,5.1,21,5,3,3,1,2,0,0,4
739,Lucas Braun,ATL,0,0,5.21,1,1,0,0,,5.1,22,5,3,3,1,2,0,0,4
740,Jack Nedrow,TOR,0,0,5.53,1,1,0,0,,5.1,20,5,4,3,1,2,0,0,3
741,Kade Morris,ATH,0,0,5.13,1,1,0,0,,5.1,23,6,3,3,1,2,0,0,3
742,Blake Morgan,TBR,0,0,5.77,1,1,0,0,,5.1,21,5,4,3,1,2,0,0,2
743,Derek Vartanian,ATL,0,0,5.55,1,1,0,0,,5.1,22,5,4,3,1,2,0,0,3
744,Jose Cabrera,ARI,0,0,5.32,1,1,0,0,,5.1,22,5,3,3,1,2,0,0,3
745,Gary Gill Hill,TBR,0,0,5.11,1,1,0,0,,5.1,22,5,3,3,1,2,0,0,3
746,Spencer Giesting,ARI,0,0,5.3,1,1,0,0,,5,23,6,3,3,1,2,0,0,4
747,Rory Fox,NYY,0,0,4.65,1,1,0,0,,5,22,5,3,3,1,2,0,0,4
748,John Holobetz,BOS,0,0,5.05,1,1,0,0,,5,21,5,3,3,1,2,0,0,3
749,Zach Royse,ATL,0,0,5.74,1,1,0,0,,5,21,5,4,3,1,2,0,0,3
750,Pico Kohn,NYY,0,0,4.6,1,1,0,0,,5,22,5,3,3,1,2,0,0,5
751,Grant Rogers,TOR,0,0,5.54,1,1,0,0,,5,22,6,3,3,1,2,0,0,2
752,Robby Snelling,MIA,0,0,4.04,1,1,0,0,,5,21,5,2,2,1,2,0,0,5
753,Kyle Luckham,WSN,0,0,5.74,1,1,0,0,,5,22,6,4,3,1,2,0,0,2
754,Jake Brooks,COL,0,0,6.03,1,1,0,0,,5,21,6,4,3,1,1,0,0,2
755,Marcus Johnson,TBR,0,0,5.1,1,1,0,0,,5,21,5,3,3,1,1,0,0,3
756,Joseph Dzierwa,BAL,0,0,4.28,1,1,0,0,,5,20,4,3,2,1,2,0,0,4
757,John Michael Bertrand,SFG,0,0,5.36,1,1,0,0,,5,21,5,3,3,1,2,0,0,2
758,Konner Eaton,COL,0,0,5.75,1,1,0,0,,5,22,6,3,3,1,2,0,0,3
759,Tyler Uberstine,BOS,0,0,4.56,1,1,0,0,,5,20,5,3,2,1,2,,0,4
760,Mitch Bratt,ARI,0,0,4.39,1,1,0,0,,5,20,5,3,2,1,1,,0,4
761,Nestor German,BAL,0,0,4.68,1,1,0,0,,5,19,4,3,2,1,2,,0,4
762,Bryse Wilson,PHI,0,0,4.8,1,1,0,0,,5,21,5,3,3,1,1,,0,4
763,McCade Brown,COL,0,0,5.22,1,1,0,0,,5,20,5,3,3,1,2,,0,4
764,Dane Dunning,SEA,0,0,4.54,1,1,0,0,,5,20,5,3,2,1,2,,0,4
765,Tanner McDougal,CHW,0,0,4.85,1,1,0,0,,5,25,5,3,3,1,3,,0,5
766,Pete Hansen,STL,0,0,4.96,1,1,0,0,,5,21,5,3,3,1,2,,0,3
767,Félix Bautista,BAL,0,0,3.35,5,0,0,0,,5,21,4,2,2,1,2,,0,7
768,Ryan Webb,CLE,0,0,4.95,1,1,0,0,,5,20,5,3,3,1,2,,0,3
769,AJ Smith-Shawver,ATL,0,0,3.86,5,0,0,0,,5,23,5,2,2,1,2,,0,6
770,Prelander Berroa,CHW,0,0,3.98,5,0,0,0,,5,23,4,3,2,1,3,,0,6
771,Geoff Hartlieb,ATH,0,0,4.27,5,0,0,0,,5,24,5,3,2,1,2,,0,5
772,Jake Cousins,LAD,0,0,4.4,5,0,0,0,,5,23,4,3,3,1,3,,1,6
773,Carlos Vargas,SEA,0,0,4.08,5,0,0,0,,5,22,5,3,2,1,2,,0,4
774,Connor Brogdon,CLE,0,0,4.31,5,0,0,0,,5,22,5,3,2,1,2,,0,5
775,Braydon Tucker,PHI,0,0,5.79,1,1,0,0,,5,20,5,4,3,1,2,,0,2
776,Jack Neely,CHC,0,0,4.5,5,0,0,0,,5,23,5,3,3,1,3,,0,5
777,Yoniel Curet,DET,0,0,4.75,5,0,0,0,,5,23,5,3,3,1,3,,0,5
778,Stephen Jones,MIA,0,0,4.76,5,0,0,0,,5,24,5,3,3,1,3,,0,5
779,Ken Waldichuk,WSN,0,0,4.97,5,0,0,0,,5,23,5,3,3,1,3,,0,5
780,Aiven Cabral,ATL,0,0,5.85,1,1,0,0,,5,20,5,4,3,1,2,0,0,2
781,Nate Snead,LAA,0,0,4.36,1,1,0,0,,5,19,4,3,2,1,2,0,0,4
782,Josh Grosz,ARI,0,0,5.13,1,1,0,0,,5,21,5,3,3,1,2,0,0,4
783,Ryan Hawks,SEA,0,0,5.32,1,1,0,0,,5,21,5,3,3,1,2,0,0,2
784,Drew Beam,KCR,0,0,5.64,1,1,0,0,,5,21,5,3,3,1,2,0,0,2
785,Blake Purnell,TOR,0,0,5.87,1,1,0,0,,5,22,6,4,3,1,2,0,0,3
786,Jack Cebert,NYY,0,0,4.5,1,1,0,0,,5,20,4,3,2,1,2,0,0,4
787,Mason Adams,CHW,0,0,4.62,1,1,0,0,,5,20,5,3,3,1,2,0,0,3
788,Logan Workman,TBR,0,0,4.86,1,1,0,0,,5,21,5,3,3,1,2,0,0,4
789,Andrew Herbert,BAL,0,0,5.05,1,1,0,0,,5,21,5,3,3,1,2,0,0,4
790,Yeremmy Cabeza,COL,0,0,6.31,1,1,0,0,,5,20,5,4,3,1,2,0,0,2
791,Riley Eikhoff,CHW,0,0,5.81,1,1,0,0,,5,20,5,3,3,1,2,0,0,2
792,Kyle Carr,NYY,0,0,5.14,1,1,0,0,,5,21,5,3,3,1,2,0,0,3
793,Jackson Kent,WSN,0,0,4.76,1,1,0,0,,5,20,5,3,3,1,2,0,0,4
794,Max Banks,CHW,0,0,5.26,1,1,0,0,,5,19,5,3,3,1,1,0,0,2
795,Chase Chaney,NYY,0,0,5.98,1,1,0,0,,5,21,5,4,3,1,2,0,0,2
796,Justin Lamkin,KCR,0,0,4.68,1,1,0,0,,5,19,4,3,3,1,2,0,0,4
797,Blake Gillespie,NYY,0,0,5.32,1,1,0,0,,5,21,5,3,3,1,2,0,0,3
798,Garrett Baumann,ATL,0,0,5.2,1,1,0,0,,5,21,5,3,3,1,2,0,0,3
799,Brett Kerry,LAA,0,0,5.38,1,1,0,0,,5,21,5,3,3,1,2,0,0,3
800,Aidan Haugh,TBR,0,0,5.56,1,1,0,0,,5,23,6,3,3,1,2,0,0,3
801,Jacob Miller,MIA,0,0,5.26,1,1,0,0,,5,21,5,3,3,1,2,0,0,3
802,Manuel Rodriguez,MIL,0,0,5.52,1,1,0,0,,5,20,5,3,3,1,1,0,0,3
803,Peyton Olejnik,LAA,0,0,6.36,1,1,0,0,,5,22,5,4,3,1,3,0,0,2
804,Brett Sears,ATL,0,0,5.35,1,1,0,0,,5,20,5,3,3,1,2,0,0,3
805,Gabe Mosser,SEA,0,0,4.79,1,1,0,0,,4.2,21,5,3,3,1,2,0,0,3
806,Walter Ford,SEA,0,0,6.17,1,1,0,0,,4.2,21,5,4,3,1,2,0,0,2
807,Ian Mejia,ATL,0,0,5.76,1,1,0,0,,4.2,20,5,3,3,1,2,0,0,3
808,Ethan Bagwell,ATL,0,0,5.49,1,1,0,0,,4.2,19,5,3,3,1,2,0,0,2
809,Josh Hartle,CLE,0,0,4.57,1,1,0,0,,4.2,20,5,3,2,1,2,0,0,3
810,Connor Noland,CHC,0,0,5.31,1,1,0,0,,4.2,21,5,3,3,1,2,0,0,3
811,Michael Morales,SEA,0,0,5.03,1,1,0,0,,4.2,20,5,3,3,1,2,0,0,3
812,Gage Ziehl,BOS,0,0,5.46,1,1,0,0,,4.2,21,6,3,3,1,1,0,0,3
813,Wilkin Paredes,ARI,0,0,6.8,1,1,0,0,,4.2,21,6,4,4,1,2,0,0,1
814,Hancel Rincon,STL,0,0,5.22,1,1,0,0,,4.2,20,5,3,3,1,2,0,0,3
815,Dylan File,DET,0,0,5.52,1,1,0,0,,4.2,20,5,3,3,1,1,0,0,2
816,Kade Anderson,SEA,0,0,2.92,1,1,0,0,,4.2,18,3,2,2,0,1,0,0,5
817,Khal Stephen,CLE,0,0,4.74,1,1,0,0,,4.2,19,4,3,3,1,2,0,0,3
818,Jose Atencio,LAA,0,0,5.66,1,1,0,0,,4.2,21,5,3,3,1,2,0,0,2
819,Colton Shaw,SEA,0,0,4.28,1,1,0,0,,4.2,19,4,2,2,1,1,0,0,3
820,Yoel Tejeda Jr.,WSN,0,0,5.64,1,1,0,0,,4.2,20,5,3,3,1,2,0,0,3
821,Tommy Henry,ARI,0,0,5.37,1,1,0,0,,4.2,21,5,3,3,1,2,0,0,3
822,Owen Murphy,ATL,0,0,4.76,1,1,0,0,,4.2,20,4,3,3,1,2,0,0,4
823,Derek Clark,LAA,0,0,6.2,1,1,0,0,,4.2,21,5,4,3,1,2,0,0,2
824,Dylan Ray,ARI,0,0,5.46,1,1,0,0,,4.2,21,5,3,3,1,2,0,0,3
825,TJ Nichols,TBR,0,0,4.57,1,1,0,0,,4.2,19,4,3,2,1,2,0,0,3
826,Garrett Edwards,TBR,0,0,5.24,1,1,0,0,,4.2,19,5,3,3,1,2,0,0,3
827,Daniel Eagen,ARI,0,0,4.38,1,1,0,0,,4.2,19,4,3,2,1,2,0,0,4
828,Avery Short,ARI,0,0,5.96,1,1,0,0,,4.2,20,5,3,3,1,2,0,0,2
829,Josh Randall,WSN,0,0,5.38,1,1,0,0,,4.2,21,5,3,3,1,1,0,0,3
830,Chandler Champlain,WSN,0,0,5.37,1,1,0,0,,4.2,20,5,3,3,1,2,0,0,3
831,Griffin Herring,COL,0,0,5.58,1,1,0,0,,4.2,19,5,3,3,1,2,0,0,3
832,Blake Aita,STL,0,0,5.39,1,1,0,0,,4.2,19,5,3,3,1,2,0,0,3
833,Davis Daniel,CIN,0,0,5.06,1,1,0,0,,4.2,20,5,3,3,1,2,0,0,4
834,Henry Williams,KCR,0,0,6.29,1,1,0,0,,4.2,20,5,4,3,1,2,0,0,2
835,Brandon Leibrandt,CIN,0,0,5.18,1,1,0,0,,4.2,20,5,3,3,1,1,0,0,3
836,Felix Arronde,KCR,0,0,5.84,1,1,0,0,,4.2,19,5,3,3,1,2,0,0,2
837,Nick Brink,MIA,0,0,5.71,1,1,0,0,,4.2,20,5,3,3,1,2,0,0,2
838,Ryan Gallagher,MIN,0,0,4.88,1,1,0,0,,4.2,20,5,3,3,1,2,0,0,4
839,Jose Gonzalez,LAA,0,0,5.11,1,1,0,0,,4.2,19,5,3,3,1,2,0,0,3
840,Jarrette Bonet,MIL,0,0,5.36,1,1,0,0,,4.2,19,4,3,3,1,2,0,0,3
841,Samuel Dutton,ATH,0,0,5.92,1,1,0,0,,4.2,21,5,3,3,1,2,0,0,2
842,Chris Clark,TBR,0,0,5.43,1,1,0,0,,4.2,20,5,3,3,1,2,0,0,3
843,Trystan Vrieling,SFG,0,0,5.27,1,1,0,0,,4.2,20,5,3,3,1,2,0,0,3
844,Alexander Cornielle,NYY,0,0,5.52,1,1,0,0,,4.2,20,4,3,3,1,2,0,0,3
845,Bryce Conley,NYM,0,0,5.49,1,1,0,0,,4.2,20,5,3,3,1,2,0,0,3
846,Luis Gutierrez,SDP,0,0,5.25,1,1,0,0,,4.2,20,5,3,3,1,2,0,0,3
847,Lucas Gordon,CHW,0,0,5.75,1,1,0,0,,4.2,19,4,3,3,1,2,0,0,3
848,Lebarron Johnson Jr.,COL,0,0,6.28,1,1,0,0,,4.2,21,5,4,3,1,3,0,0,3
849,Jack Mahoney,COL,0,0,6.04,1,1,0,0,,4.2,20,5,3,3,1,2,0,0,2
850,Zane Taylor,ATH,0,0,5.5,1,1,0,0,,4.2,20,5,3,3,1,2,0,0,3
851,Kevin Abel,CIN,0,0,5.91,1,1,0,0,,4.2,21,5,3,3,1,3,0,0,3
852,Jostin Florentino,CHC,0,0,5.22,1,1,0,0,,4.2,20,5,3,3,1,2,0,0,3
853,Jonathan Santucci,NYM,0,0,4.25,1,1,0,0,,4.2,19,4,2,2,1,2,0,0,4
854,Dean Livingston,ARI,0,0,5.02,1,1,0,0,,4.2,17,4,3,3,0,2,0,0,3
855,Brooks Caple,CHC,0,0,5.36,1,1,0,0,,4.2,20,5,3,3,1,2,0,0,3
856,Ty Langenberg,MIN,0,0,5.24,1,1,0,0,,4.2,20,5,3,3,1,2,0,0,3
857,Thomas Pannone,MIL,0,0,4.53,1,1,0,0,,4.2,20,5,3,2,1,1,0,0,3
858,Frank Camarillo,NYM,0,0,5.93,1,1,0,0,,4.2,19,5,3,3,1,2,0,0,2
859,Jamie Arnold,ATH,0,0,4.81,1,1,0,0,,4.2,22,5,3,2,1,2,0,0,4
860,Adam Seminaris,PHI,0,0,4.82,1,1,0,0,,4.2,19,5,3,2,1,2,0,0,3
861,Yonleg Gaetano,PIT,0,0,5.42,1,1,0,0,,4.2,18,5,3,3,1,2,0,0,2
862,Juaron Watts-Brown,BAL,0,0,4.96,1,1,0,0,,4.2,20,4,3,3,1,2,0,0,4
863,Kyle Robinson,PIT,0,0,5.79,1,1,0,0,,4.2,20,5,3,3,1,2,0,0,2
864,Eric Yost,SDP,0,0,5.2,1,1,0,0,,4.2,20,5,3,3,1,2,0,0,3
865,Trey Gregory-Alford,LAA,0,0,5.58,1,1,0,0,,4.2,19,5,3,3,1,2,0,0,2
866,Matt Wilkinson,SFG,0,0,4.41,1,1,0,0,,4.2,18,4,2,2,1,2,0,0,4
867,R.J. Gordon,NYM,0,0,4.98,1,1,0,0,,4.2,19,4,3,3,1,2,0,0,3
868,Reese Dutton,PHI,0,0,5.75,1,1,0,0,,4.2,19,5,3,3,1,2,0,0,2
869,Dylan Brown,BOS,0,0,4.76,1,1,0,0,,4.2,20,5,3,2,1,2,0,0,4
870,Micah Ottenbreit,PHI,0,0,5.68,1,1,0,0,,4.2,20,5,3,3,1,2,0,0,3
871,Joe Whitman,SFG,0,0,4.58,1,1,0,0,,4.2,19,4,3,2,1,2,0,0,4
872,Justin West,NYY,0,0,5.48,1,1,0,0,,4.2,21,5,3,3,1,2,0,0,3
873,Richard Gallardo,TOR,0,0,4.85,1,1,0,0,,4.2,19,5,3,2,1,1,0,0,3
874,Fernando Perez,TOR,0,0,5.47,1,1,0,0,,4.2,19,5,3,3,1,2,0,0,3
875,Austin Newton,COL,0,0,7.03,1,1,0,0,,4.2,21,6,4,4,1,2,0,0,1
876,Roman Angelo,ARI,0,0,5.52,1,1,0,0,,4.2,20,5,3,3,1,2,0,0,3
877,Ian Koenig,SDP,0,0,5.97,1,1,0,0,,4.2,20,5,3,3,1,2,0,0,2
878,Jaron DeBerry,MIL,0,0,4.91,1,1,0,0,,4.2,20,4,3,2,1,2,0,0,4
879,Jackson Wentworth,TOR,0,0,5.88,1,1,0,0,,4.2,20,5,3,3,1,2,0,0,2
880,Seth Lonsway,SFG,0,0,5.14,1,1,0,0,,4.2,20,5,3,3,0,2,0,0,3
881,Alex Wallace,TBR,0,0,5.23,1,1,0,0,,4.2,19,4,3,3,1,2,0,0,3
882,Everett Catlett,COL,0,0,5.97,1,1,0,0,,4.2,19,5,3,3,1,2,0,0,3
883,Yu-Min Lin,ARI,0,0,5.26,1,1,0,0,,4.2,20,5,3,3,1,2,0,0,3
884,Tyson Hardin,MIL,0,0,4.06,1,1,0,0,,4.2,19,4,2,2,1,2,0,0,4
885,Nathan Dettmer,ATH,0,0,6.08,1,1,0,0,,4.2,20,5,3,3,1,2,0,0,2
886,Adrian Ardines,HOU,0,0,5.19,1,1,0,0,,4.2,18,4,3,3,1,2,0,0,3
887,Jackson Ferris,LAD,0,0,4.86,1,1,0,0,,4.2,20,4,3,2,1,2,0,0,4
888,Ryan Andrade,TBR,0,0,5.97,1,1,0,0,,4.1,18,4,3,3,1,2,0,0,2
889,Adam Kloffenstein,NYY,0,0,5.08,1,1,0,0,,4.1,20,5,3,3,1,2,0,0,3
890,Joander Suarez,NYM,0,0,4.84,1,1,0,0,,4.1,19,4,3,2,1,2,0,0,3
891,Trevor Harrison,TBR,0,0,5.27,1,1,0,0,,4.1,19,4,3,3,1,2,0,0,3
892,Brandt Thompson,STL,0,0,5.36,1,1,0,0,,4.1,19,5,3,3,1,2,0,0,3
893,Gensi Angeles,ATL,0,0,5.92,1,1,0,0,,4.1,20,5,3,3,1,2,0,0,2
894,John West,ARI,0,0,5.72,1,1,0,0,,4.1,20,5,3,3,1,2,0,0,3
895,Evan Siary,TEX,0,0,6.38,1,1,0,0,,4.1,18,5,3,3,1,2,0,0,2
896,Jagger Haynes,SDP,0,0,5.23,1,1,0,0,,4.1,19,4,3,3,1,2,0,0,3
897,Cesar Perdomo,SFG,0,0,5.17,1,1,0,0,,4.1,19,5,3,3,1,2,0,0,3
898,Braylon Owens,MIL,0,0,4.28,1,1,0,0,,4.1,19,4,2,2,1,2,0,0,4
899,Leighton Finley,BOS,0,0,6.51,1,1,0,0,,4.1,20,5,4,3,1,2,0,0,2
900,Herick Hernandez,ATL,0,0,5.04,1,1,0,0,,4.1,19,4,3,2,1,2,0,0,4
901,Patrick Copen,LAD,0,0,4.9,1,1,0,0,,4.1,20,4,3,2,1,3,0,0,4
902,Brett Wichrowski,MIL,0,0,5.02,1,1,0,0,,4.1,20,4,3,2,1,2,0,0,3
903,Christian Rodriguez,BAL,0,0,5.48,1,1,0,0,,4.1,19,5,3,3,1,2,0,0,3
904,Emmanuel Reyes,KCR,0,0,6.54,1,1,0,0,,4.1,19,5,4,3,1,2,0,0,2
905,Michael Prosecky,COL,0,0,5.93,1,1,0,0,,4.1,19,5,3,3,1,2,0,0,3
906,Jeremy Reyes,ATL,0,0,6.15,1,1,0,0,,4.1,19,5,3,3,1,3,0,0,2
907,Julio Robaina,ATL,0,0,5.01,1,1,0,0,,4.1,19,5,3,2,1,2,0,0,3
908,Josh Hendrickson,HOU,0,0,4.83,1,1,0,0,,4.1,19,5,3,2,1,2,0,0,3
909,Edinzo Marquez,NYY,0,0,6.58,1,1,0,0,,4.1,19,5,4,3,1,2,0,0,2
910,Austin Cates,TOR,0,0,5.82,1,1,0,0,,4.1,18,4,3,3,1,2,0,0,2
911,Jhonathan Díaz,SEA,0,0,4.23,1,1,0,0,,4.1,19,5,2,2,1,1,0,0,3
912,Javier Perez,HOU,0,0,5.54,1,1,0,0,,4.1,18,4,3,3,1,1,0,0,3
913,Riley Maddox,WSN,0,0,5.08,1,1,0,0,,4.1,19,5,3,2,1,2,0,0,3
914,Hayden Mullins,BOS,0,0,4.69,1,1,0,0,,4.1,18,4,3,2,1,2,0,0,4
915,Harrison Bodendorf,CLE,0,0,4.45,1,1,0,0,,4.1,17,4,2,2,1,2,0,0,3
916,Trey Supak,TEX,0,0,5.02,1,1,0,0,,4.1,19,5,3,2,1,1,0,0,3
917,Luis Serna,NYY,0,0,4.87,1,1,0,0,,4.1,19,4,3,2,1,2,0,0,3
918,Billy Corcoran,ARI,0,0,5.25,1,1,0,0,,4.1,19,5,3,3,1,2,0,0,3
919,Ryan Costeiu,LAA,0,0,5.48,1,1,0,0,,4.1,19,4,3,3,1,2,0,0,3
920,Johnathan Harmon,CIN,0,0,5.96,1,1,0,0,,4.1,19,5,3,3,1,2,0,0,2
921,Seth Hernandez,PIT,0,0,3.85,1,1,0,0,,4.1,17,3,2,2,1,2,0,0,5
922,Jack Kartsonas,TBR,0,0,4.72,1,1,0,0,,4.1,19,4,3,2,1,2,0,0,3
923,Chris Campos,LAD,0,0,5.12,1,1,0,0,,4.1,18,4,3,2,1,1,0,0,3
924,Bryan Sammons,DET,0,0,5.17,1,1,0,0,,4.1,19,4,3,3,1,2,0,0,3
925,Eliazar Dishmey,MIA,0,0,5.17,1,1,0,0,,4.1,18,4,3,3,1,2,0,0,3
926,Santiago Suarez,TBR,0,0,4.78,1,1,0,0,,4.1,18,4,3,2,1,1,0,0,3
927,James Hicks,HOU,0,0,4.96,1,1,0,0,,4.1,19,5,3,2,1,2,0,0,3
928,Evan Truitt,SEA,0,0,5.88,1,1,0,0,,4.1,19,5,3,3,1,2,0,0,2
929,Sam Armstrong,MIN,0,0,5.66,1,1,0,0,,4.1,18,5,3,3,1,2,0,0,2
930,Cade Kuehler,ATL,0,0,5.91,1,1,0,0,,4.1,19,5,3,3,1,2,0,0,2
931,Ty Van Dyke,STL,0,0,5.7,1,1,0,0,,4.1,17,4,3,3,1,2,0,0,2
932,Luke Sinnard,ATL,0,0,4.82,1,1,0,0,,4.1,18,4,3,2,1,2,0,0,3
933,Carson Montgomery,SDP,0,0,5.16,1,1,0,0,,4.1,17,4,3,2,1,2,0,0,3
