#,Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,SB,CS,AVG
422,Vidal Bruján,NYM,53,140,157,32,23,6,1,2,19,14,13,1,32,2,1,1,6,4,0.23
423,Endy Rodríguez,PIT,56,196,220,48,30,12,2,5,30,24,22,0,46,2,1,0,1,1,0.244
424,Luis García Jr.,WSN,92,325,345,87,59,17,2,10,42,47,17,1,55,1,2,0,7,3,0.267
425,Max Schuemann,NYY,65,178,211,40,28,8,1,3,27,22,25,0,47,5,1,2,7,2,0.225
426,Bryce Teodosio,LAA,68,198,217,44,32,7,2,3,23,19,12,0,72,4,1,2,12,2,0.22
427,Nick Yorke,PIT,76,285,312,71,51,14,1,5,35,29,22,1,69,3,2,0,6,3,0.247
428,Drew Romo,CHW,57,198,216,43,29,8,1,6,21,24,14,0,54,3,1,1,2,1,0.217
429,Thomas Saggese,STL,83,296,321,71,51,13,1,6,37,32,20,0,87,4,2,1,3,2,0.239
430,Mickey Gasper,BOS,55,169,194,42,29,9,1,4,24,23,19,0,34,4,1,0,2,0,0.251
431,Amed Rosario,NYY,68,228,243,59,42,10,2,6,27,32,10,0,43,2,2,0,4,1,0.26
432,Blake Perkins,MIL,66,189,214,40,27,8,1,3,26,21,22,0,58,1,1,1,7,2,0.211
433,Salvador Perez,KCR,94,357,385,87,55,15,1,16,35,52,18,3,80,7,3,0,0,0,0.243
434,George Valera,CLE,48,169,188,40,25,8,1,6,21,23,17,0,53,1,1,0,1,1,0.234
435,Jake Fraley,TBR,66,190,214,46,31,10,1,5,23,20,20,1,46,3,1,0,7,2,0.24
436,Everson Pereira,CHW,60,227,253,53,34,9,1,10,35,29,20,0,82,4,2,0,5,2,0.235
437,Maverick Handley,ATL,40,125,144,26,19,5,1,2,14,12,14,0,38,3,1,2,2,1,0.205
438,Mitch Garver,SEA,55,166,193,33,21,5,1,6,21,20,24,1,57,2,1,0,1,0,0.199
439,Orlando Arcia,MIN,66,207,225,47,32,10,0,5,19,21,16,0,46,1,1,0,1,1,0.23
440,Otto Kemp,PHI,73,254,288,59,36,13,2,8,39,40,20,1,82,12,2,0,5,3,0.231
441,Will Brennan,SFG,60,193,206,52,38,10,1,3,20,22,10,1,26,2,1,0,3,2,0.269
442,Pavin Smith,ARI,59,180,207,43,27,9,1,6,24,25,25,1,53,1,1,0,2,1,0.241
443,Luis Matos,MIL,69,242,262,57,36,11,1,9,32,33,15,0,38,3,2,1,5,1,0.236
444,Garrett Stubbs,PHI,44,129,146,29,21,4,1,3,19,13,11,1,35,3,1,2,2,1,0.227
445,Bryce Johnson,SDP,68,169,193,39,28,8,1,2,23,19,17,0,53,3,1,4,9,3,0.23
446,Scott Kingery,CHC,57,182,201,37,25,5,2,5,22,20,14,0,68,1,1,2,6,1,0.203
447,Will Wilson,SEA,60,199,222,40,27,7,1,5,23,22,16,0,63,2,1,3,2,1,0.199
448,Petey Halpin,CLE,71,255,279,56,37,11,2,5,36,27,21,0,84,2,2,1,6,2,0.218
449,Reese McGuire,CHW,44,125,137,27,20,4,0,3,11,14,8,0,30,2,1,1,1,0,0.219
450,Nick Morabito,NYM,64,241,266,57,43,10,2,3,31,25,19,0,69,4,2,0,15,5,0.236
451,Eric Wagaman,NYM,68,235,254,59,38,12,1,7,28,28,17,0,52,1,2,0,3,2,0.25
452,Rece Hinds,MIA,71,249,270,59,32,13,2,12,35,41,16,1,95,3,2,0,7,3,0.238
453,Gary Sánchez,MIL,55,168,194,35,20,6,0,9,22,28,21,0,52,4,1,0,0,0,0.21
454,Isiah Kiner-Falefa,BOS,80,239,260,62,49,10,1,2,27,26,14,0,39,3,1,3,9,3,0.26
455,Leo Jiménez,MIA,57,173,201,40,28,8,1,3,24,20,17,0,43,9,1,1,2,1,0.229
456,Rafael Marchán,PHI,36,113,125,23,16,5,0,2,11,12,9,0,20,3,1,1,0,0,0.203
457,Braden Shewmake,HOU,62,201,218,44,30,9,1,5,24,22,12,0,44,2,2,2,6,1,0.22
458,Michael Conforto,CHC,75,226,260,50,29,12,1,8,30,28,29,1,69,4,2,0,1,0,0.221
459,Santiago Espinal,LAD,68,180,198,44,33,8,0,2,19,19,13,0,26,1,1,2,3,1,0.242
460,Austin Slater,TBR,56,123,141,28,20,5,0,3,18,13,15,0,44,2,1,1,2,1,0.226
461,P.J. Higgins,CIN,60,201,221,47,34,10,1,3,18,23,15,0,55,2,2,1,0,1,0.236
462,Rikuu Nishida,CHW,65,236,275,57,50,5,2,0,37,21,26,0,43,5,2,6,11,4,0.241
463,José Tena,WSN,79,274,301,68,46,14,2,6,35,33,22,0,79,1,2,2,7,3,0.25
464,David Fry,CLE,63,169,191,37,23,7,1,6,20,23,18,1,52,3,1,0,1,0,0.217
465,Connor Joe,SEA,61,173,200,36,22,10,1,3,21,17,23,0,50,3,1,0,3,2,0.206
466,Tyler Freeman,COL,72,235,269,61,47,10,1,3,31,26,19,0,32,12,1,3,9,3,0.261
467,James McCann,ARI,48,147,159,34,23,8,0,3,15,17,7,0,43,2,1,1,1,0,0.233
468,Elias Díaz,KCR,57,167,182,39,26,8,1,4,16,19,12,0,42,1,1,1,0,0,0.233
469,Zach Dezenzo,HOU,44,151,165,36,23,9,0,5,22,18,12,0,51,2,1,0,2,1,0.242
470,Dylan Moore,PHI,66,144,167,30,17,6,1,6,23,19,17,1,49,4,1,0,10,3,0.21
471,Jordan Beck,COL,84,297,325,72,45,16,2,9,36,35,26,0,91,1,2,0,9,3,0.243
472,Andrew McCutchen,TEX,72,235,272,52,35,9,0,7,29,28,33,1,68,2,2,0,2,1,0.221
473,Andruw Monasterio,BOS,71,201,225,51,34,12,1,4,28,24,21,0,49,2,1,0,6,4,0.254
474,Tyrone Taylor,NYM,74,198,215,44,26,11,2,5,24,24,10,1,47,4,1,3,5,1,0.222
475,Edouard Julien,COL,86,279,326,67,47,11,2,7,35,31,43,1,93,2,2,1,4,2,0.242
476,Carlos Santana,ARI,63,216,246,47,32,9,0,6,24,26,27,1,47,2,1,0,2,0,0.22
477,Braxton Fulford,COL,50,159,178,37,24,7,1,5,23,23,13,0,48,5,1,1,3,1,0.234
478,Aramis Garcia,ARI,41,131,144,26,18,4,0,3,14,15,10,0,51,2,1,0,1,0,0.196
479,Javier Báez,DET,68,237,250,56,38,11,1,6,27,29,9,0,59,3,2,0,4,1,0.235
480,Hayden Senger,NYM,43,131,146,26,19,4,1,2,14,13,8,0,45,3,1,2,1,1,0.198
481,Randal Grichuk,CHW,70,194,209,46,28,10,1,7,27,27,12,1,47,2,2,0,1,1,0.236
482,Wenceel Pérez,DET,75,261,288,58,38,11,3,7,36,32,23,0,59,2,1,1,7,2,0.223
483,Austin Wynns,LAA,30,84,92,17,12,4,0,2,8,9,6,0,24,1,0,1,0,0,0.207
484,Yohendrick Piñango,TOR,77,274,301,64,43,14,1,7,28,34,23,1,69,2,2,0,3,1,0.232
485,Chadwick Tromp,ATL,41,137,149,29,20,6,0,3,12,13,10,0,40,1,1,0,1,0,0.209
486,Tommy Pham,BAL,58,197,220,45,31,8,0,5,24,20,21,1,54,1,1,0,4,1,0.227
487,Jim Jarvis,ATL,56,197,214,45,34,10,1,1,27,19,12,1,36,4,1,0,4,2,0.23
488,Nicky Lopez,TEX,59,173,194,38,30,6,2,1,18,11,16,0,29,2,1,2,3,2,0.222
489,Enrique Hernández,LAD,55,169,185,38,24,9,0,5,22,21,13,0,44,1,1,1,1,1,0.222
490,Jeimer Candelario,LAA,60,213,236,43,23,12,1,7,24,26,18,0,69,4,1,0,1,1,0.203
491,Billy Cook,PIT,73,221,244,51,34,9,2,6,28,25,17,1,70,3,1,2,8,2,0.229
492,Bryce Eldridge,SFG,72,253,281,58,33,13,1,11,26,36,24,2,86,2,2,0,1,1,0.229
493,Luken Baker,ARI,63,214,242,45,27,9,0,10,23,33,26,1,68,1,1,0,0,0,0.212
494,Tim Tawa,ARI,72,239,267,52,34,10,1,7,29,29,23,0,67,2,2,1,4,3,0.215
495,Deyvison De Los Santos,MIA,66,251,270,60,43,9,1,8,30,33,14,1,70,3,2,0,4,2,0.239
496,Gage Workman,DET,65,225,249,48,27,11,3,8,35,32,20,0,92,2,1,0,6,3,0.214
497,Adrian Del Castillo,ARI,68,241,266,54,33,12,1,8,26,35,21,1,79,2,2,0,1,0,0.222
498,Luke Williams,ATL,56,144,157,29,20,6,1,3,17,15,11,0,48,1,1,0,10,2,0.204
499,Brett Sullivan,COL,56,191,209,44,28,11,2,3,22,22,14,0,35,1,1,0,2,1,0.232
500,Kyle Farmer,ATL,57,160,174,37,26,7,1,4,16,19,9,0,40,4,1,0,1,1,0.229
501,MJ Melendez,NYM,83,279,309,61,34,14,1,12,36,38,25,1,94,3,2,0,5,4,0.219
502,Adam Frazier,LAA,78,220,244,51,37,10,1,4,27,22,17,1,47,4,1,2,3,2,0.233
503,Noelvi Marte,CIN,66,238,258,59,40,11,1,7,31,32,16,1,60,3,2,0,7,3,0.249
504,Jorge Soler,LAA,76,267,304,58,33,13,0,13,36,39,31,1,90,4,2,0,0,0,0.219
505,Yohel Pozo,STL,52,168,175,44,30,10,0,4,17,23,5,0,19,1,1,0,1,1,0.261
506,Eloy Jiménez,TOR,54,183,200,46,33,8,0,5,17,23,14,1,40,1,2,0,1,0,0.25
507,Andrew Benintendi,CHW,85,297,327,74,49,14,2,9,36,41,26,1,65,1,3,0,3,1,0.249
508,Sterlin Thompson,COL,66,240,267,59,39,12,2,6,30,32,19,0,64,7,2,0,4,2,0.245
509,Rob Refsnyder,SEA,53,136,156,29,18,6,0,5,17,18,15,1,46,3,2,0,2,1,0.211
510,Omar Martinez,LAA,58,205,228,40,27,6,1,6,22,21,20,1,79,2,1,0,1,1,0.196
511,Lenyn Sosa,TOR,85,303,321,73,48,15,1,10,33,41,12,0,72,2,2,1,1,1,0.242
512,Christopher Morel,MIA,74,239,268,53,32,11,2,9,30,30,24,1,83,3,1,1,5,3,0.223
513,Miguel Andujar,SDP,72,261,278,69,45,15,1,7,29,33,14,1,43,1,1,0,2,1,0.265
514,Sandy León,ATL,37,104,119,16,11,3,0,3,7,10,10,0,43,1,1,2,1,0,0.153
515,Patrick Wisdom,SEA,58,187,209,33,15,8,1,9,23,27,18,1,83,2,1,1,2,1,0.176
516,Jarred Kelenic,CHW,73,246,271,56,36,12,1,7,28,26,23,1,81,1,2,0,5,3,0.228
517,Greg Jones,MIL,48,166,184,31,21,5,1,4,21,21,13,0,84,3,1,1,12,3,0.185
518,Felix Reyes,PHI,58,214,224,52,35,10,1,6,25,27,7,0,44,1,1,0,3,1,0.243
519,Victor Bericoto,SFG,64,241,259,58,41,10,1,6,26,29,15,0,67,1,2,0,1,1,0.24
520,Nick Castellanos,SDP,89,319,343,75,49,16,1,10,36,42,19,1,84,3,2,0,3,1,0.236
521,Sebastián Rivero,LAA,51,150,163,29,20,6,1,2,12,14,8,0,38,2,1,2,1,1,0.192
522,Jose Fernandez,ARI,87,309,330,73,53,12,2,6,35,33,13,0,81,2,2,3,6,2,0.236
523,Stuart Fairchild,CLE,48,120,137,27,16,6,1,3,18,14,11,0,40,3,1,1,5,1,0.223
524,Nick Madrigal,LAA,40,112,123,29,23,6,1,0,12,10,6,0,12,4,1,1,2,1,0.258
525,Charles McAdoo,TOR,65,230,252,53,33,11,2,7,28,31,19,0,76,2,2,1,9,2,0.231
526,Jimmy Crooks,STL,58,218,239,52,36,10,1,5,27,27,16,0,66,3,1,1,1,0,0.24
