#,Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,SB,CS,AVG
367,Dane Myers,CIN,36,141,157,33,23,6,0,5,16,16,12,0,41,2,1,1,5,1,0.236
368,Bo Naylor,CLE,12,43,49,10,6,2,0,2,6,6,5,0,12,0,0,0,1,0,0.222
369,Javier Báez,DET,33,130,141,30,21,6,1,3,15,14,7,0,34,2,1,1,3,1,0.233
370,Daniel Susac,SFG,47,170,184,39,27,7,1,4,19,18,10,0,50,2,1,1,2,1,0.231
371,Victor Robles,SEA,36,138,154,31,22,7,0,3,16,15,11,0,36,4,1,1,8,2,0.227
372,Jhostynxon Garcia,PIT,30,120,132,28,18,5,1,4,16,14,8,0,37,1,1,1,1,0,0.236
373,Jorbit Vivas,WSN,35,131,150,31,23,6,0,2,15,12,13,0,22,4,1,1,3,1,0.237
374,Alejandro Osuna,TEX,24,93,105,22,16,4,0,2,12,10,9,0,23,2,1,1,3,1,0.241
375,Ryan Kreidler,MIN,28,107,122,23,14,5,0,3,13,12,12,0,37,2,1,1,4,1,0.212
376,George Valera,CLE,29,112,126,26,17,5,0,4,14,14,12,0,32,1,1,1,1,0,0.23
377,Eric Haase,SFG,22,81,88,18,12,3,0,3,9,9,6,0,27,1,1,1,1,0,0.223
378,Alex Freeland,LAD,22,84,96,18,12,4,0,3,11,10,10,0,26,1,1,0,2,1,0.214
379,Bryan Torres,STL,22,82,93,21,16,4,0,1,10,7,10,0,17,0,1,0,3,1,0.257
380,Leo Jiménez,MIA,19,70,82,16,12,3,0,1,9,7,7,0,17,3,1,0,1,0,0.234
381,Ryan Vilade,TBR,34,131,146,32,21,7,1,3,18,14,12,0,34,1,1,1,3,1,0.245
382,Jimmy Crooks,STL,13,46,52,11,7,2,0,1,6,6,4,0,14,1,0,0,0,0,0.24
383,Brandon Valenzuela,TOR,22,78,87,18,12,3,0,2,9,9,8,0,22,0,1,1,0,0,0.225
384,Pavin Smith,ARI,45,170,194,40,26,8,0,5,23,22,22,0,46,1,1,1,1,0,0.238
385,Richie Palacios,TBR,55,206,235,46,32,9,0,4,24,20,24,0,49,3,2,1,9,2,0.222
386,Rafael Marchán,PHI,24,86,96,19,14,4,0,2,10,9,7,0,17,2,1,1,0,0,0.225
387,Christopher Morel,MIA,35,134,150,31,19,6,1,6,18,18,13,0,43,1,1,1,3,1,0.236
388,Michael Conforto,CHC,33,122,141,28,17,6,0,4,16,16,15,0,34,2,1,1,1,0,0.228
389,Jon Berti,,15,58,64,14,11,2,0,1,7,5,5,0,14,1,0,0,4,1,0.248
390,Ryan Mountcastle,BAL,19,75,82,19,12,4,0,3,10,11,6,0,20,1,1,0,1,0,0.256
391,Sung-Mun Song,SDP,41,158,176,34,24,6,0,4,17,16,14,0,46,1,1,1,2,1,0.218
392,Jorge Mateo,ATL,19,75,82,17,11,4,0,2,9,8,5,0,21,1,1,1,6,1,0.226
393,Jordan Beck,COL,34,131,145,33,21,7,1,4,18,17,12,0,39,1,1,1,4,1,0.251
394,Kaelen Culpepper,MIN,10,41,45,10,6,2,0,1,5,5,3,0,11,1,0,0,1,0,0.237
395,Zach Dezenzo,HOU,27,105,117,25,16,5,0,4,13,14,9,0,33,1,1,1,1,0,0.235
396,Jesse Winker,,19,69,82,16,11,3,0,2,9,9,11,0,18,1,1,0,1,0,0.237
397,Bryce Eldridge,SFG,57,223,247,51,32,10,0,9,26,29,20,0,77,1,2,1,0,0,0.228
398,Nick Allen,HOU,21,81,90,19,14,4,0,1,9,7,7,0,17,1,1,1,2,1,0.232
399,Sterlin Thompson,COL,19,73,82,20,13,4,1,2,11,9,6,0,19,2,1,0,2,1,0.271
400,Andrew Benintendi,CHW,74,289,321,72,49,13,1,9,36,35,26,0,60,1,2,1,3,1,0.248
401,CJ Kayfus,CLE,23,88,99,21,13,4,1,3,12,11,9,0,26,1,1,0,1,0,0.235
402,Myles Straw,TOR,23,90,100,21,16,4,0,1,10,8,8,0,18,0,1,1,4,1,0.237
403,Spencer Jones,NYY,13,49,55,12,7,2,0,2,7,7,5,0,20,0,0,0,2,1,0.236
404,Colby Thomas,ATH,16,63,69,16,9,4,0,3,8,9,4,0,20,1,0,0,1,0,0.246
405,Alex Call,LAD,20,75,87,17,11,3,0,2,10,9,10,0,16,1,1,0,2,1,0.227
406,Braden Shewmake,HOU,33,133,144,29,20,6,1,3,14,14,7,0,30,1,1,1,4,1,0.22
407,Troy Johnston,COL,57,222,245,57,39,11,1,6,27,25,16,0,52,4,2,1,6,2,0.255
408,Tyrone Taylor,NYM,21,84,92,19,12,4,0,2,10,10,5,0,20,1,1,1,2,1,0.229
409,Weston Wilson,BAL,15,57,64,12,8,2,0,2,7,7,6,0,18,0,0,0,2,1,0.221
410,Rodolfo Durán,SDP,16,58,63,13,8,3,0,2,6,7,3,0,16,1,0,0,0,0,0.22
411,Charles McAdoo,TOR,18,70,77,16,11,3,0,2,9,8,6,0,21,1,1,0,2,1,0.234
412,Reese McGuire,CHW,13,46,50,10,7,2,0,1,5,5,4,0,11,0,0,0,0,0,0.228
413,Jake Fraley,TBR,35,134,151,31,21,6,0,3,16,14,14,0,34,1,1,1,5,1,0.231
414,Joey Wiemer,WSN,18,68,77,15,10,3,0,2,8,8,7,0,22,1,0,0,2,0,0.219
415,James McCann,ARI,24,86,94,20,13,4,0,2,9,10,5,0,24,1,1,1,1,0,0.233
416,Miguel Andujar,SDP,64,258,277,67,47,12,1,6,30,30,15,0,46,1,2,1,3,1,0.259
417,Jahmai Jones,DET,22,83,95,20,12,4,1,3,12,11,9,0,24,2,1,0,2,1,0.235
418,Blake Dunn,CIN,25,93,106,21,15,4,0,2,11,9,9,0,28,3,1,1,4,1,0.228
419,Jake Mangum,PIT,46,185,200,48,36,9,1,1,21,17,9,0,38,2,2,1,7,2,0.258
420,Orlando Arcia,MIN,16,62,68,15,10,3,0,2,7,7,5,0,14,0,1,0,1,0,0.236
421,Yohel Pozo,STL,16,64,68,17,11,4,0,2,7,8,2,0,10,0,1,0,0,0,0.262
422,Braden Montgomery,CHW,14,53,60,12,8,3,0,2,7,6,5,0,17,1,0,0,0,0,0.224
423,Tommy Troy,ARI,21,83,92,20,13,4,1,2,11,9,8,0,22,1,1,1,2,1,0.238
424,Tristan Gray,MIN,26,104,113,23,14,5,0,4,12,13,7,0,35,1,1,1,0,0,0.217
425,Max Kepler,,13,49,55,11,7,2,0,2,7,7,5,0,11,0,0,0,0,0,0.232
426,Jhonny Pereda,SEA,9,33,37,7,5,1,0,1,4,3,4,0,9,0,0,0,0,0,0.218
427,Leo Rivas,SEA,16,57,68,12,9,2,0,1,7,5,9,0,17,1,0,0,3,1,0.201
428,Kevin Alcántara,CHC,13,49,54,11,7,2,0,2,6,6,4,0,17,0,0,0,1,0,0.232
429,Rece Hinds,MIA,12,46,50,11,6,2,0,2,6,6,3,0,17,0,0,0,1,0,0.232
430,Yohendrick Piñango,TOR,20,78,86,19,13,4,0,2,10,9,7,0,18,0,1,1,1,0,0.247
431,Eli White,ATL,14,53,59,12,8,2,0,2,7,6,4,0,16,1,0,0,2,0,0.233
432,Zac Veen,COL,17,65,73,16,11,3,0,2,8,7,6,0,18,0,0,0,3,1,0.244
433,Mike Tauchman,NYM,14,51,60,12,8,2,0,1,8,6,7,0,15,1,0,0,0,0,0.237
434,Rob Refsnyder,SEA,26,100,113,22,14,4,0,3,13,13,11,0,30,2,1,0,1,0,0.223
435,Tyler Tolbert,KCR,23,91,101,21,15,4,1,1,11,8,6,0,25,1,1,1,8,1,0.227
436,John Rave,KCR,13,49,55,12,8,2,0,1,7,6,5,0,13,0,0,0,2,0,0.244
437,Jett Williams,MIL,10,37,42,8,5,2,0,1,5,4,5,0,11,1,0,0,2,0,0.216
438,Jared Young,NYM,17,65,73,15,10,3,0,2,9,8,7,0,17,1,1,0,1,0,0.235
439,Mickey Gasper,BOS,17,62,72,15,10,3,0,2,8,7,7,0,14,1,1,0,1,0,0.243
440,Jacob Melton,TBR,12,47,52,10,6,2,0,1,6,6,4,0,15,0,0,0,4,1,0.222
441,Triston Casas,BOS,12,44,51,10,6,2,0,2,6,7,6,0,13,0,0,0,0,0,0.239
442,Blake Perkins,MIL,17,66,75,14,10,3,0,1,8,7,8,0,20,0,1,0,3,1,0.212
443,Tyler Austin,CHC,14,53,59,13,8,3,0,2,7,8,5,0,13,0,0,0,0,0,0.248
444,Hyeseong Kim,LAD,18,71,78,16,11,3,0,1,8,7,5,0,21,1,1,1,3,1,0.227
445,Rikuu Nishida,CHW,39,147,169,34,28,5,0,1,17,10,17,0,31,3,1,1,6,2,0.233
446,Enrique Hernández,LAD,29,112,124,25,16,5,0,3,13,14,10,0,27,1,1,1,1,0,0.222
447,Ryan Ritter,COL,8,32,36,8,5,2,0,1,4,4,3,0,10,1,0,0,1,0,0.248
448,Hao-Yu Lee,DET,10,41,45,9,6,2,0,1,5,4,3,0,10,1,0,0,1,0,0.233
449,César Salazar,HOU,12,43,49,9,6,2,0,1,5,4,4,0,11,2,0,0,1,0,0.203
450,Sam Haggerty,TEX,34,131,147,30,21,6,1,2,17,13,12,0,35,2,1,1,8,1,0.23
451,Jared Oliva,SFG,11,42,46,10,7,2,0,1,5,4,3,0,11,1,0,0,4,1,0.233
452,Andrés Chaparro,WSN,17,65,73,16,10,3,0,3,8,9,6,0,17,1,1,0,0,0,0.24
453,Jace Jung,DET,10,39,45,9,6,2,0,1,5,5,5,0,12,0,0,0,0,0,0.227
454,Jose Iglesias,,13,51,55,13,10,2,0,1,5,5,3,0,9,1,0,0,0,0,0.254
455,Tim Tawa,ARI,16,62,69,14,9,3,0,2,8,7,6,0,17,0,0,0,1,1,0.228
456,Ryan Ward,LAD,13,50,55,11,6,2,0,3,6,7,4,0,14,0,0,0,1,0,0.225
457,Victor Bericoto,SFG,17,68,73,17,11,3,0,2,8,8,4,0,19,0,1,0,0,0,0.249
458,Donovan Walton,LAA,16,61,68,13,10,2,0,1,6,6,6,0,13,1,1,0,0,0,0.218
459,Thairo Estrada,,11,43,46,10,7,2,0,1,5,5,2,0,9,1,0,0,1,0,0.24
460,Jorge Barrosa,ARI,25,95,106,21,14,5,0,2,11,10,9,0,24,1,1,1,2,1,0.224
461,Yohandy Morales,WSN,9,37,41,9,6,2,0,1,5,4,3,0,11,0,0,0,0,0,0.251
462,Gage Workman,DET,5,21,23,5,3,1,0,1,3,2,2,0,8,0,0,0,1,0,0.223
463,Nicky Lopez,TEX,14,53,60,12,10,2,0,0,7,4,5,0,10,1,0,0,1,0,0.233
464,Ronny Mauricio,NYM,6,26,27,6,4,1,0,1,3,3,1,0,7,0,0,0,1,0,0.242
465,Kristian Campbell,BOS,5,20,23,5,3,1,0,0,3,2,2,0,6,0,0,0,0,0,0.245
466,Chad Stevens,COL,8,33,36,8,5,2,0,1,4,4,2,0,11,0,0,0,1,0,0.249
467,Sandy León,ATL,19,66,75,12,9,2,0,1,6,6,6,0,24,1,0,1,0,0,0.181
468,Gabriel Rincones Jr.,PHI,6,24,27,5,3,1,0,1,3,3,3,0,7,0,0,0,1,0,0.225
469,Rafael Flores Jr.,PIT,5,19,21,5,3,1,0,1,2,2,2,0,6,0,0,0,0,0,0.24
470,MJ Melendez,NYM,24,94,105,21,12,5,0,4,12,13,9,0,30,1,1,0,2,1,0.219
471,Esmerlyn Valdez,PIT,18,69,77,16,10,3,0,2,8,9,7,0,22,1,0,0,0,0,0.227
472,Johan Rojas,PHI,6,25,27,6,5,1,0,0,3,3,1,0,6,0,0,0,2,0,0.244
473,Seaver King,WSN,6,25,27,6,4,1,0,0,3,2,2,0,6,0,0,0,1,0,0.243
474,Kameron Misner,KCR,4,16,18,4,2,1,0,1,2,2,2,0,5,0,0,0,1,0,0.232
475,Nick Madrigal,LAA,7,29,32,7,5,1,0,0,4,3,2,0,4,1,0,0,0,0,0.253
476,Brett Harris,ATH,7,28,32,7,4,1,0,1,3,3,3,0,7,1,0,0,0,0,0.231
477,Nick Yorke,PIT,10,41,45,10,7,2,0,1,5,4,3,0,10,0,0,0,1,0,0.245
478,Chadwick Tromp,ATL,6,23,25,5,3,1,0,1,2,2,2,0,6,0,0,0,0,0,0.213
479,Cole Carrigg,COL,4,17,18,4,3,1,0,0,3,2,1,0,4,0,0,0,1,0,0.259
480,Cooper Pratt,MIL,5,21,24,5,3,1,0,0,2,2,2,0,5,0,0,0,1,0,0.218
481,Braxton Fulford,COL,12,42,48,10,6,2,0,1,6,5,4,0,13,1,0,0,1,0,0.243
482,Max Schuemann,NYY,7,28,32,6,4,1,0,0,3,3,3,0,7,1,0,0,1,0,0.208
483,Brandon Lockridge,MIL,19,72,80,16,12,3,0,1,8,7,7,0,21,1,1,1,4,1,0.228
484,Nate Eaton,BOS,10,38,42,9,6,2,0,1,5,4,2,0,10,0,0,0,2,0,0.24
485,Cameron Cauley,TEX,7,29,32,6,4,1,0,1,3,3,2,0,10,0,0,0,1,0,0.209
486,P.J. Higgins,CIN,7,27,30,6,4,1,0,0,3,2,2,0,7,0,0,0,0,0,0.218
487,Wade Meckler,LAA,24,92,104,22,17,4,0,1,11,8,11,0,23,0,1,1,1,0,0.238
488,David Fry,CLE,22,82,93,18,12,4,0,3,10,10,8,0,24,1,1,0,1,0,0.222
489,Nelson Velázquez,STL,8,29,33,7,4,1,0,1,4,4,3,0,9,0,0,0,1,0,0.229
490,Otto Kemp,PHI,10,37,41,8,5,2,0,1,5,4,3,0,11,1,0,0,1,0,0.228
491,Shay Whitcomb,HOU,6,25,27,5,3,1,0,1,3,3,2,0,8,0,0,0,1,0,0.221
492,Leo De Vries,ATH,11,41,46,9,6,2,0,1,5,5,4,0,12,1,0,0,1,0,0.222
493,Deyvison De Los Santos,MIA,16,64,68,16,10,3,0,2,7,8,3,0,17,0,0,0,1,0,0.247
494,Hayden Senger,NYM,7,27,29,5,4,1,0,1,3,3,2,0,9,0,0,0,0,0,0.202
495,Will Brennan,SFG,5,21,23,6,4,1,0,0,2,2,1,0,3,0,0,0,0,0,0.26
496,Jacob Gonzalez,CHW,6,25,27,5,4,1,0,1,3,3,2,0,6,0,0,0,0,0,0.222
497,Patrick Wisdom,SEA,5,20,23,4,2,1,0,1,3,3,2,0,8,0,0,0,0,0,0.207
498,Walker Jenkins,MIN,3,12,14,3,2,1,0,0,2,1,1,0,3,0,0,0,0,0,0.239
499,Michael Helman,TEX,11,42,46,9,6,2,0,1,4,5,3,0,11,0,0,0,1,0,0.207
500,Zack Short,DET,6,23,27,4,3,1,0,1,3,2,3,0,8,0,0,0,0,0,0.192
501,Cody Freeman,TEX,11,42,46,10,7,2,0,1,4,5,2,0,8,0,0,0,1,0,0.231
502,Christian Cairo,PHI,10,36,41,7,6,1,0,0,4,3,4,0,10,1,0,0,2,0,0.207
503,Randal Grichuk,CHW,12,46,50,11,7,2,0,2,5,6,3,0,11,0,0,0,0,0,0.242
504,Nick Castellanos,SDP,40,157,171,37,25,7,0,5,18,20,10,0,41,1,1,1,2,0,0.238
505,Cooper Ingle,CLE,2,7,8,2,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0.234
506,Petey Halpin,CLE,9,37,40,8,6,2,0,1,4,4,3,0,11,0,0,0,1,0,0.223
507,Aramis Garcia,ARI,3,11,13,2,2,0,0,0,1,1,1,0,4,0,0,0,0,0,0.21
508,Junior Perez,CHW,3,12,14,3,2,1,0,0,2,1,1,0,5,0,0,0,1,0,0.217
509,Mark Canha,,12,44,50,10,7,2,0,1,5,5,5,0,10,2,1,0,1,0,0.237
510,Oliver Dunn,TBR,4,17,19,4,2,1,0,0,2,2,2,0,6,0,0,0,1,0,0.215
511,Juan Brito,CLE,5,20,22,4,3,1,0,0,2,2,2,0,5,0,0,0,0,0,0.218
512,Josh Rojas,KCR,4,16,18,4,3,1,0,0,2,2,2,0,4,0,0,0,0,0,0.242
513,Pedro Ramírez,CHC,19,75,82,18,13,3,1,2,10,8,5,0,17,1,1,0,3,1,0.245
514,Bryce Johnson,SDP,15,58,65,12,9,2,0,1,7,5,5,0,17,1,0,0,3,1,0.217
515,Alika Williams,ATH,19,75,82,18,13,4,0,1,8,8,5,0,17,1,1,1,1,0,0.238
516,Luis Lara,MIL,3,12,14,3,2,1,0,0,1,1,1,0,3,0,0,0,1,0,0.227
517,Robert Hassell III,WSN,17,66,73,15,11,3,0,1,7,6,6,0,18,0,1,1,2,0,0.234
518,Trei Cruz,DET,3,12,14,3,2,1,0,0,2,1,2,0,4,0,0,0,0,0,0.218
519,Tanner Murray,CHW,6,25,27,6,4,1,0,1,3,3,1,0,7,0,0,0,0,0,0.239
520,George Lombard Jr.,NYY,4,16,18,3,2,1,0,0,2,2,2,0,5,0,0,0,1,0,0.202
521,Vidal Bruján,NYM,5,21,23,5,3,1,0,0,2,2,2,0,5,0,0,0,1,0,0.224
522,Justin Turner,,16,60,69,15,10,3,0,1,7,7,6,0,13,1,1,0,0,0,0.243
523,Oswaldo Cabrera,NYY,3,12,14,3,2,1,0,0,1,1,1,0,3,0,0,0,0,0,0.225
524,José Barrero,BAL,2,8,9,2,1,0,0,0,1,1,1,0,3,0,0,0,0,0,0.224
525,César Prieto,STL,11,44,47,11,8,2,0,1,5,5,2,0,7,1,0,0,1,0,0.251
526,Alek Thomas,LAD,5,21,23,5,3,1,0,1,3,3,1,0,5,0,0,0,0,0,0.238
527,Adael Amador,COL,5,20,23,5,3,1,0,1,2,2,2,0,4,0,0,0,1,0,0.244
528,Anthony Santander,TOR,3,12,14,3,2,1,0,1,2,2,1,0,3,0,0,0,0,0,0.227
529,Kemp Alderman,MIA,3,13,14,3,2,1,0,0,2,2,1,0,4,0,0,0,0,0,0.247
530,Felix Reyes,PHI,8,35,37,9,6,2,0,1,4,5,1,0,8,0,0,0,0,0,0.254
531,Tre' Morgan,TBR,3,13,14,3,2,1,0,0,2,1,1,0,3,0,0,0,0,0,0.233
532,Ben Malgeri,DET,6,24,27,6,4,1,0,1,3,3,2,0,8,0,0,0,0,0,0.227
533,Garrett Stubbs,PHI,3,11,13,2,2,0,0,0,1,1,1,0,3,0,0,0,0,0,0.22
534,Will Wagner,SDP,2,8,9,2,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0.235
535,Austin Wynns,LAA,2,8,8,2,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0.234
536,Brett Sullivan,COL,27,99,108,22,15,5,1,2,11,10,7,0,20,1,1,1,1,0,0.228
537,Kyler Fedko,MIN,3,12,14,3,2,1,0,0,2,1,1,0,3,0,0,0,0,0,0.225
538,Blaine Crim,TEX,5,21,23,5,3,1,0,1,2,3,2,0,5,0,0,0,0,0,0.245
539,Gabriel Gonzalez,MIN,8,33,36,8,5,2,0,1,4,4,2,0,7,1,0,0,0,0,0.24
540,Christian Franklin,WSN,2,8,9,2,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0.229
541,Denzer Guzman,LAA,5,21,23,5,3,1,0,1,2,2,2,0,7,0,0,0,0,0,0.218
542,Christian Encarnacion-Strand,BAL,1,4,5,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0.254
543,Nelson Rada,LAA,4,16,18,3,3,1,0,0,2,1,2,0,4,0,0,0,1,0,0.217
544,Christian Koss,SFG,3,13,14,3,2,1,0,0,1,1,1,0,3,0,0,0,0,0,0.233
545,Bryan De La Cruz,PHI,7,29,32,7,5,1,0,1,3,4,2,0,8,0,0,0,0,0,0.239
546,Joshua Báez,STL,1,4,5,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0.238
547,Bryce Teodosio,LAA,14,54,59,11,8,2,0,1,6,5,3,0,19,1,0,1,3,1,0.205
548,Dom Keegan,TBR,3,12,13,2,2,0,0,0,1,1,1,0,4,0,0,0,0,0,0.217
549,Chas McCormick,CHC,2,8,9,2,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0.227
550,Brock Wilken,MIL,4,16,19,3,2,1,0,1,2,2,2,0,6,0,0,0,0,0,0.191
551,Sam Huff,BAL,1,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.214
552,Kahlil Watson,CLE,2,8,9,2,1,0,0,0,1,1,1,0,3,0,0,0,0,0,0.211
553,Tyler Locklear,ARI,5,21,23,5,3,1,0,1,3,3,2,0,6,1,0,0,0,0,0.237
554,Jim Jarvis,ATL,3,12,14,3,2,1,0,0,1,1,1,0,3,0,0,0,0,0,0.23
555,Manuel Margot,,3,13,14,3,2,1,0,0,1,1,1,0,2,0,0,0,0,0,0.244
556,Jonatan Clase,TOR,2,8,9,2,1,0,0,0,1,1,1,0,2,0,0,0,1,0,0.227
557,Austin Slater,TBR,3,12,14,3,2,0,0,0,2,1,1,0,4,0,0,0,0,0,0.22
558,Logan Porter,SFG,1,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.208
559,Anthony Seigler,BOS,1,4,5,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0.223
560,LaMonte Wade Jr.,CHW,2,8,9,2,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0.225
561,Grant McCray,SFG,2,8,9,2,1,0,0,0,1,1,1,0,3,0,0,0,0,0,0.22
562,Max Anderson,DET,2,8,9,2,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0.244
563,Tim Elko,CHW,8,34,37,8,5,1,0,1,4,5,2,0,13,0,0,0,0,0,0.232
564,Kyle Farmer,ATL,5,20,23,5,3,1,0,0,2,2,1,0,5,0,0,0,0,0,0.226
565,Eric Wagaman,NYM,7,29,32,7,4,1,0,1,4,3,2,0,7,0,0,0,0,0,0.231
566,Billy Cook,PIT,3,12,14,3,2,1,0,0,1,1,1,0,4,0,0,0,0,0,0.223
567,Eduardo Valencia,DET,1,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.232
568,RJ Schreck,TOR,1,4,5,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0.218
569,Miles Mastrobuoni,SEA,2,8,9,2,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0.217
570,Trey Sweeney,DET,1,4,5,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0.223
571,Brennen Davis,SEA,2,8,9,2,1,0,0,0,1,1,1,0,3,0,0,0,0,0,0.205
572,Brian Serven,ATH,1,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.211
573,Elias Díaz,KCR,1,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.236
574,Jase Bowen,SDP,6,25,28,5,4,1,0,1,3,3,2,0,8,0,0,0,1,0,0.209
575,Akil Baddoo,MIL,1,4,5,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0.221
576,Andrew Pintar,MIA,1,4,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.228
577,Héctor Rodríguez,CIN,2,9,9,2,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0.244
578,Heston Kjerstad,BAL,9,37,41,9,6,2,0,1,5,5,3,0,11,1,0,0,0,0,0.235
579,Tyler Fitzgerald,LAD,1,4,5,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.219
580,Jacob Berry,MIA,9,37,41,8,6,2,0,1,4,4,3,0,9,1,0,0,1,0,0.23
581,Stuart Fairchild,CLE,1,4,4,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.227
582,Willie MacIver,TOR,1,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.223
583,Jarred Kelenic,CHW,1,4,5,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0.228
584,Johnathan Rodríguez,BAL,1,4,5,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0.253
585,Maximo Acosta,MIA,3,12,14,3,2,1,0,0,1,1,1,0,3,0,0,0,1,0,0.229
586,Austin Barnes,,8,30,34,6,5,1,0,0,3,2,3,0,8,0,0,0,0,0,0.205
587,James Tibbs III,LAD,2,8,9,2,1,0,0,0,1,1,1,0,3,0,0,0,0,0,0.216
588,Korey Lee,CHW,1,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.224
589,Kristian Robinson,ARI,1,4,5,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0.208
590,Tyler Callihan,PIT,14,54,59,12,8,2,0,1,6,5,4,0,16,0,0,0,2,1,0.223
591,Jeferson Quero,MIL,1,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.226
592,Riley Adams,WSN,1,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.223
593,Luis Vázquez,BAL,1,4,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.229
594,Ildemaro Vargas,ARI,50,201,217,49,35,10,1,3,24,20,12,0,29,1,2,2,2,1,0.245
595,A.J. Vukovich,ARI,2,9,9,2,1,0,0,0,1,1,1,0,3,0,0,0,0,0,0.239
596,Seby Zavala,LAD,1,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.194
597,Jose Herrera,TEX,1,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.208
598,BJ Murray,CHC,2,8,9,2,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0.217
599,Maverick Handley,ATL,1,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.198
600,Santiago Espinal,LAD,1,4,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.238
601,Tomás Nido,DET,1,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.218
602,Ryan Bliss,SEA,2,8,9,2,1,0,0,0,1,1,1,0,3,0,0,0,0,0,0.197
603,Steward Berroa,PHI,1,4,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.207
604,Tommy Pham,BAL,1,4,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.22
605,Will Wilson,SEA,1,4,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.195
606,Justyn-Henry Malloy,TBR,4,16,19,3,2,1,0,0,2,2,2,0,5,0,0,0,0,0,0.217
607,Michael Siani,BAL,1,4,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.201
608,Justin Dean,CHC,1,4,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.201
609,Dominic Fletcher,PIT,1,4,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.23
610,Jared Serna,MIA,1,4,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.222
611,Trey Mancini,LAA,1,4,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.225
612,Tyler Black,MIL,1,4,5,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0.218
613,Mason McCoy,SDP,3,13,14,3,2,1,0,0,1,1,1,0,4,0,0,0,0,0,0.201
614,Josh Kasevich,TOR,3,12,14,3,2,1,0,0,1,1,1,0,2,0,0,0,0,0,0.237
615,Nick Morabito,NYM,6,25,27,5,4,1,0,0,3,2,2,0,7,0,0,0,2,0,0.221
616,Rhylan Thomas,HOU,2,8,9,2,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0.243
617,Ethan Murray,MIL,1,4,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2
618,Garrett Hampson,CIN,1,4,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.215
619,Connor Joe,SEA,2,8,9,2,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0.208
620,Sebastián Rivero,LAA,14,50,54,10,7,2,0,1,5,5,2,0,13,1,0,1,0,0,0.21
621,Brandon Drury,KCR,2,8,9,2,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0.224
622,Wilmer Flores,,18,70,78,16,11,3,0,2,8,10,6,0,14,1,1,0,0,0,0.229
