Date,Home,Away,Home_Score,Away_Score,Total_Score,Home_Win,Over_8,Over_4,F5_Home_Score,F5_Away_Score,F5_Total_Score,F5_Home_Win,F1_Home_Score,F1_Away_Score,F1_Total_Score,Any_Runs,Home_Win_Prob,Over_8_Prob,Over_4_Prob,RIFI_Prob
5/17/25,NYY,NYM,2,3,5,0,0,0,1,2,3,0,0,0,0,0,0.53,0.67,0.64,0.61
5/17/25,CIN,CLE,4,1,5,1,0,0,1,1,2,0,0,0,0,0,0.47,0.57,0.56,0.5
5/17/25,BOS,ATL,7,6,13,1,1,1,2,6,8,0,0,3,3,1,0.43,0.54,0.53,0.53
5/18/25,MIL,MIN,5,2,7,1,0,1,4,1,5,1,0,0,0,0,0.59,0.39,0.43,0.46
5/18/25,LAD,LAA,4,6,10,0,1,1,1,4,5,0,0,3,3,1,0.5,0.74,0.69,0.63
5/18/25,TOR,DET,2,3,5,0,0,0,2,2,4,0,0,2,2,1,0.5,0.65,0.62,0.56
5/18/25,BOS,ATL,4,10,14,0,1,1,4,7,11,0,0,2,2,1,0.42,0.4,0.42,0.48
5/18/25,MIA,TB,5,1,6,1,0,0,3,1,4,1,0,0,0,0,0.4,0.48,0.48,0.48
5/18/25,NYY,NYM,8,2,10,1,1,0,2,2,4,0,2,0,2,1,0.52,0.5,0.51,0.53
5/19/25,LAD,AZ,5,9,14,0,1,1,1,7,8,0,0,2,2,1,0.59,0.71,0.68,0.6
5/19/25,BOS,NYM,3,1,4,1,0,0,3,1,4,1,2,0,2,1,0.41,0.56,0.55,0.53
5/19/25,TB,HOU,3,4,7,0,0,1,2,3,5,0,0,0,0,0,0.43,0.53,0.52,0.51
5/19/25,STL,DET,11,4,15,1,1,1,5,0,5,1,1,0,1,1,0.56,0.33,0.38,0.43
5/19/25,MIA,CHC,8,7,15,1,1,1,6,3,9,1,2,0,2,1,0.37,0.48,0.48,0.5
5/20/25,LAD,AZ,4,3,7,1,0,0,1,0,1,1,0,0,0,0,0.67,0.5,0.52,0.54
5/20/25,STL,DET,4,5,9,0,1,1,2,4,6,0,0,2,2,1,0.22,0.4,0.42,0.45
5/20/25,WSH,ATL,5,3,8,1,0,1,4,3,7,1,3,0,3,1,0.36,0.55,0.53,0.51
5/20/25,MIL,BAL,5,2,7,1,0,0,3,0,3,1,0,0,0,0,0.52,0.54,0.53,0.51
5/20/25,TB,HOU,3,2,5,1,0,0,0,2,2,0,0,0,0,0,0.52,0.54,0.54,0.53
5/20/25,NYY,TEX,5,2,7,1,0,0,2,0,2,1,0,0,0,0,0.65,0.69,0.67,0.59
5/20/25,BOS,NYM,2,0,2,1,0,0,2,0,2,1,0,0,0,0,0.33,0.64,0.61,0.58
5/21/25,LAD,AZ,3,1,4,1,0,0,0,1,1,0,0,0,0,0,0.47,0.65,0.62,0.57
5/21/25,STL,DET,1,5,6,0,0,0,0,2,2,0,0,0,0,0,0.47,0.42,0.44,0.47
5/21/25,TB,HOU,8,4,12,1,1,1,5,2,7,1,2,2,4,1,0.47,0.39,0.42,0.49
5/21/25,MIA,CHC,1,2,3,0,0,0,1,1,2,0,1,1,2,1,0.41,0.49,0.48,0.47
5/21/25,NYY,TEX,4,3,7,1,0,0,1,1,2,0,0,0,0,0,0.35,0.61,0.58,0.56
5/22/25,ATH,LAA,5,10,15,0,1,1,5,2,7,1,2,0,2,1,0.66,0.6,0.59,0.52
5/22/25,PIT,MIL,5,8,13,0,1,1,2,4,6,0,1,3,4,1,0.46,0.53,0.52,0.51
5/22/25,NYY,TEX,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0.5,0.51,0.5,0.53
5/22/25,WSH,ATL,8,7,15,1,1,1,7,5,12,1,1,2,3,1,0.42,0.44,0.46,0.48
5/22/25,DET,CLE,0,7,7,0,0,0,0,3,3,0,0,0,0,0,0.51,0.44,0.45,0.47
5/23/25,LAA,MIA,7,4,11,1,1,0,3,0,3,1,0,0,0,0,0.46,0.52,0.52,0.49
5/23/25,HOU,SEA,3,5,8,0,0,1,3,2,5,1,0,0,0,0,0.49,0.6,0.58,0.55
5/23/25,WSH,SF,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0.56,0.42,0.45,0.46
5/23/25,DET,CLE,1,3,4,0,0,0,0,2,2,0,0,2,2,1,0.49,0.61,0.58,0.54
5/23/25,TB,TOR,3,1,4,1,0,0,3,0,3,1,0,0,0,0,0.58,0.54,0.53,0.52
5/23/25,ATL,SD,1,2,3,0,0,0,1,1,2,0,1,0,1,1,0.64,0.43,0.46,0.51
5/23/25,BOS,BAL,19,5,24,1,1,0,1,2,3,0,0,0,0,0,0.5,0.43,0.45,0.49
5/24/25,STL,AZ,6,5,11,1,1,0,1,1,2,0,1,0,1,1,0.46,0.4,0.42,0.48
5/24/25,HOU,SEA,2,1,3,1,0,0,2,1,3,1,2,0,2,1,0.47,0.4,0.42,0.47
5/24/25,MIN,KC,5,4,9,1,1,1,3,4,7,0,0,0,0,0,0.51,0.37,0.39,0.47
5/24/25,NYM,LAD,5,2,7,1,0,1,4,2,6,1,0,0,0,0,0.66,0.65,0.64,0.6
5/24/25,CIN,CHC,6,4,10,1,1,1,6,1,7,1,2,0,2,1,0.36,0.65,0.62,0.56
5/24/25,WSH,SF,3,0,3,1,0,0,2,0,2,1,2,0,2,1,0.41,0.54,0.53,0.5
5/24/25,TB,TOR,3,1,4,1,0,0,3,0,3,1,3,0,3,1,0.59,0.58,0.57,0.54
5/25/25,STL,AZ,4,3,7,1,0,0,2,2,4,0,1,2,3,1,0.58,0.4,0.42,0.46
5/25/25,NYM,LAD,3,1,4,1,0,0,3,1,4,1,2,1,3,1,0.58,0.71,0.67,0.61
5/25/25,HOU,SEA,5,3,8,1,0,1,2,3,5,0,0,2,2,1,0.52,0.49,0.5,0.54
5/25/25,CIN,CHC,8,11,19,0,1,1,8,3,11,1,4,2,6,1,0.4,0.48,0.49,0.49
5/26/25,KC,CIN,4,7,11,0,1,1,0,6,6,0,0,1,1,1,0.46,0.45,0.47,0.5
5/26/25,TB,MIN,7,2,9,1,1,0,0,0,0,0,0,0,0,0,0.6,0.54,0.55,0.51
5/26/25,LAA,NYY,1,5,6,0,0,1,1,4,5,0,1,0,1,1,0.43,0.71,0.67,0.61
5/27/25,LAA,NYY,2,3,5,0,0,0,0,1,1,0,0,0,0,0,0.29,0.66,0.63,0.57
5/27/25,TB,MIN,2,4,6,0,0,0,1,2,3,0,0,1,1,1,0.57,0.42,0.45,0.49
5/27/25,MIL,BOS,5,1,6,1,0,0,0,0,0,0,0,0,0,0,0.52,0.7,0.65,0.56
5/27/25,PHI,ATL,2,0,2,1,0,0,1,0,1,1,0,0,0,0,0.53,0.5,0.5,0.5
5/27/25,CLE,LAD,5,9,14,0,1,1,3,4,7,0,0,0,0,0,0.49,0.52,0.52,0.52
5/27/25,BAL,STL,4,7,11,0,1,1,4,3,7,1,0,1,1,1,0.34,0.57,0.54,0.51
5/27/25,DET,SF,3,1,4,1,0,0,3,0,3,1,1,0,1,1,0.44,0.34,0.37,0.45
5/28/25,SD,MIA,8,10,18,0,1,1,6,6,12,0,0,0,0,0,0.51,0.48,0.51,0.51
5/28/25,LAA,NYY,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0.42,0.57,0.55,0.54
5/28/25,SEA,WSH,0,9,9,0,1,1,0,6,6,0,0,0,0,0,0.64,0.44,0.48,0.5
5/28/25,MIL,BOS,6,5,11,1,1,1,2,3,5,0,0,0,0,0,0.63,0.5,0.51,0.52
5/29/25,SEA,WSH,3,9,12,0,1,0,0,0,0,0,0,0,0,0,0.47,0.47,0.48,0.5
5/29/25,HOU,TB,3,13,16,0,1,1,2,3,5,0,0,1,1,1,0.48,0.53,0.53,0.53
5/30/25,SD,PIT,3,2,5,1,0,0,1,0,1,1,0,0,0,0,0.53,0.45,0.46,0.52
5/30/25,LAD,NYY,8,5,13,1,1,1,2,5,7,0,1,1,2,1,0.27,0.7,0.65,0.61
5/30/25,TEX,STL,11,1,12,1,1,1,5,0,5,1,1,0,1,1,0.54,0.49,0.49,0.5
5/30/25,AZ,WSH,7,9,16,0,1,1,6,6,12,0,4,2,6,1,0.67,0.54,0.54,0.54
5/30/25,KC,DET,5,7,12,0,1,1,3,5,8,0,1,2,3,1,0.44,0.42,0.44,0.49
5/30/25,CHC,CIN,2,6,8,0,0,0,0,4,4,0,0,2,2,1,0.64,0.56,0.56,0.51
5/30/25,SEA,MIN,6,12,18,0,1,1,4,2,6,1,4,0,4,1,0.56,0.38,0.41,0.47
5/30/25,HOU,TB,2,1,3,1,0,0,0,1,1,0,0,1,1,1,0.63,0.52,0.53,0.52
5/30/25,PHI,MIL,2,6,8,0,0,1,1,5,6,0,0,2,2,1,0.36,0.72,0.67,0.57
5/30/25,MIA,SF,0,2,2,0,0,0,0,2,2,0,0,1,1,1,0.46,0.46,0.47,0.47
5/30/25,NYM,COL,4,2,6,1,0,0,3,0,3,1,1,0,1,1,0.78,0.5,0.52,0.53
5/30/25,ATL,BOS,1,5,6,0,0,0,1,2,3,0,1,0,1,1,0.62,0.58,0.57,0.56
5/31/25,HOU,TB,3,16,19,0,1,1,3,4,7,0,1,0,1,1,0.57,0.58,0.57,0.53
5/31/25,SEA,MIN,5,4,9,1,1,1,2,3,5,0,0,0,0,0,0.53,0.58,0.56,0.54
5/31/25,AZ,WSH,7,11,18,0,1,1,2,11,13,0,0,10,10,1,0.52,0.51,0.51,0.51
5/31/25,TEX,STL,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0.39,0.49,0.5,0.5
5/31/25,LAD,NYY,18,2,20,1,1,1,14,1,15,1,4,0,4,1,0.39,0.75,0.71,0.63
5/31/25,CHC,CIN,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0.59,0.43,0.44,0.46
5/31/25,ATL,BOS,5,0,5,1,0,1,5,0,5,1,1,0,1,1,0.72,0.55,0.56,0.57
