#,Name,Team,W,L,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO
260,Shawn Armstrong,CLE,3,3,3.8,62,0,3,16,2,65.2,273,58,30,28,8,20,1,4,65
261,A.J. Minter,NYM,3,2,3.42,46,0,1,17,2,46.2,191,38,19,18,5,17,1,1,52
262,Phil Maton,CHC,4,3,3.7,62,0,5,19,3,62.1,261,51,28,26,7,23,1,5,67
263,Andrew Nardi,MIA,3,2,3.81,51,0,0,8,4,50.1,211,42,23,21,6,20,1,2,61
264,Graham Ashcraft,CIN,5,3,4.01,54,0,2,16,3,61.1,263,60,30,27,6,21,0,3,54
265,Tanner Banks,PHI,3,2,3.91,55,0,0,11,2,58.1,242,54,28,25,8,16,1,2,55
266,Hurston Waldrep,ATL,3,3,4.42,9,9,0,0,0,50.2,222,49,27,25,6,23,0,2,44
267,Brooks Raley,NYM,3,2,3.76,54,0,2,16,2,54,225,47,24,23,6,18,1,3,53
268,Tyler Wells,BAL,4,4,4.28,41,4,0,5,0,68.1,281,63,35,32,11,17,0,2,62
269,Tommy Nance,TOR,2,3,3.78,50,0,0,8,1,53.1,224,50,24,22,6,16,1,3,50
270,Braydon Fisher,TOR,3,2,3.73,47,0,1,7,1,49,205,40,22,20,6,20,1,2,55
271,Sean Newcomb,CHW,3,3,3.97,57,2,0,7,0,71.2,308,66,34,32,8,30,2,4,69
272,Tobias Myers,NYM,3,3,4.01,40,4,0,5,0,63.1,267,62,31,28,8,19,0,2,54
273,Brant Hurter,DET,3,3,3.64,42,0,0,6,1,49.2,210,46,22,20,5,16,1,4,45
274,Dennis Santana,PIT,4,3,3.94,62,0,24,5,3,64.2,272,59,31,28,7,22,1,3,60
275,Kyle Finnegan,DET,4,4,3.9,60,0,6,14,5,62,260,57,29,27,7,21,2,2,59
276,Jack Dreyer,LAD,2,2,3.87,45,0,0,10,2,48,200,42,22,21,6,16,2,1,47
277,Brusdar Graterol,LAD,2,1,3.51,36,0,0,3,1,37,153,33,16,14,3,10,1,1,31
278,Charlie Morton,,3,4,4.85,11,11,0,0,0,57,253,55,33,31,8,26,0,5,58
279,Connor Prielipp,MIN,2,3,4.17,29,4,0,1,0,46.2,202,45,24,22,5,18,1,2,43
280,Germán Márquez,SDP,4,7,5.2,20,17,0,0,0,94.2,415,104,60,55,16,34,1,3,70
281,Brandon Williamson,CIN,4,4,4.72,29,9,0,1,0,75.1,325,74,43,40,12,28,0,4,64
282,Justin Slaten,BOS,4,4,3.99,55,0,2,14,3,60,251,55,29,27,7,20,2,2,56
283,Kody Funderburk,MIN,3,3,3.87,57,0,3,14,3,60.2,262,56,28,26,5,25,1,4,58
284,Keaton Winn,SFG,2,3,4.09,33,2,0,1,1,45.2,195,45,23,21,5,15,1,2,41
285,Justin Topa,TOR,3,4,4,59,0,5,13,3,61.2,262,61,30,27,6,19,2,3,51
286,Andrew Kittredge,BAL,4,3,3.72,55,0,5,17,3,57,234,52,26,24,7,15,1,2,57
287,Bennett Sousa,HOU,3,2,3.63,41,0,1,6,2,43.2,180,37,19,18,5,15,1,1,47
288,Erik Miller,SFG,3,3,3.54,59,0,2,14,2,58.1,252,48,25,23,5,31,3,3,63
289,Matt Gage,SFG,2,2,3.95,50,0,0,6,1,52,221,50,25,23,5,17,1,2,45
290,Sam Hentges,SFG,1,1,3.54,33,0,0,4,1,33.1,140,30,14,13,3,11,1,1,34
291,Paul Blackburn,NYY,3,3,4.44,42,3,0,7,0,59.1,252,59,32,29,8,19,1,2,50
292,Brendon Little,TOR,3,2,3.56,52,0,0,16,2,51.1,221,43,22,20,4,27,2,2,55
293,Luis Garcia,NYY,3,2,4.1,36,3,0,9,2,47.2,203,45,24,22,6,17,0,2,44
294,Taylor Rogers,MIN,3,3,4.04,57,0,16,9,4,57.1,246,52,28,26,7,24,1,3,59
295,Angel Zerpa,MIL,3,3,3.72,57,0,0,12,2,58.2,248,55,26,24,6,20,1,3,54
296,Tanner Gordon,COL,3,5,5.39,26,9,0,1,0,64.1,280,75,42,39,12,16,1,2,48
297,Eric Lauer,LAD,4,4,4.24,40,4,0,2,0,65.1,275,62,33,31,10,21,1,2,63
298,Jake Irvin,WSN,5,7,4.87,27,17,0,0,0,107,461,110,63,58,18,35,0,4,81
299,Danny Coulombe,BOS,2,2,3.78,50,0,0,10,3,48,201,43,22,20,6,17,1,2,46
300,Brad Keller,PHI,4,4,3.8,57,0,4,18,2,64.2,274,58,30,27,7,24,1,3,60
301,Sawyer Gipson-Long,DET,2,2,4.15,21,3,0,2,0,35.2,148,33,18,16,5,10,0,1,32
302,Tyler Anderson,LAA,3,5,4.85,15,13,0,0,0,71.2,312,72,42,39,12,29,1,3,56
303,Luke Weaver,NYM,4,4,3.92,59,0,5,19,3,65.2,271,57,31,29,9,21,1,2,70
304,Marcus Stroman,,3,3,4.78,12,10,0,0,0,53.2,236,57,31,28,7,21,0,2,38
305,Justin Wrobleski,LAD,3,3,4.29,29,4,0,3,0,53,224,51,27,25,7,18,1,2,48
306,Mark Leiter Jr.,ATH,4,4,4.15,61,0,7,15,4,61,261,56,30,28,8,23,1,4,65
307,Yimi García,TOR,2,3,3.78,50,0,5,12,4,51,212,42,23,21,6,19,2,3,56
308,Erik Sabrowski,CLE,2,3,3.74,57,0,2,17,1,58.2,253,46,27,24,6,33,1,3,70
309,Carson Whisenhunt,SFG,2,2,4.39,13,6,0,1,0,38.1,166,38,20,19,5,14,0,2,31
310,Eduard Bazardo,SEA,3,3,3.73,59,0,1,11,1,62.2,259,53,28,26,8,21,1,2,64
311,Gage Jump,ATH,2,2,4.44,7,7,0,0,0,37,159,36,20,18,5,13,0,1,32
312,Blake Treinen,LAD,4,4,3.92,53,0,1,14,4,53.1,227,47,25,23,6,22,3,3,58
313,Tyler Kinley,ATL,3,3,4.15,58,0,2,13,2,59.1,250,52,30,27,8,24,2,2,63
314,Hoby Milner,CHC,3,2,3.9,59,0,0,13,2,60.1,254,58,28,26,6,18,2,3,51
315,Caleb Ferguson,CIN,2,3,4.14,49,0,0,9,3,48.2,210,46,24,22,5,19,1,3,46
316,A.J. Puk,ARI,2,2,3.51,28,0,4,5,2,30.1,126,26,13,12,4,10,1,2,35
317,Jonathan Cannon,CHW,4,7,4.94,30,13,0,1,0,93.1,407,98,56,51,15,33,1,4,71
318,Tony Santillan,CIN,3,3,4.15,65,0,5,20,3,65.2,282,58,33,30,9,29,2,4,68
319,Kenley Jansen,DET,4,3,3.97,55,0,22,2,3,56,232,48,27,25,7,20,1,2,57
320,Riley O'Brien,STL,3,3,3.77,59,0,14,12,5,62.1,269,55,28,26,6,28,1,5,63
321,Mason Englert,TBR,3,2,4.12,53,0,0,8,1,60.2,254,58,30,28,8,18,1,2,56
322,Kyle Hurt,LAD,2,2,4.18,18,4,0,1,0,35.2,153,33,18,17,5,15,0,1,36
323,Clarke Schmidt,NYY,1,1,3.9,11,3,0,1,0,25,105,22,12,11,3,9,0,1,25
324,Thomas White,MIA,1,2,4.22,6,6,0,0,0,29.2,129,26,15,14,3,16,0,1,30
325,Yennier Cano,BAL,3,4,3.85,57,0,2,17,4,56.1,241,53,26,24,6,21,1,2,52
326,Ben Joyce,LAA,2,2,3.7,42,0,10,9,5,44.1,188,37,20,18,5,19,0,3,49
327,Jakob Junis,TEX,3,2,4.01,53,0,0,7,1,60.2,253,58,29,27,8,16,1,3,53
328,John Schreiber,KCR,3,3,4.09,62,0,1,18,3,61.1,261,57,30,28,7,22,1,3,57
329,Erick Fedde,CHW,5,7,5,22,17,0,0,0,100.2,439,104,61,56,16,40,1,3,72
330,Juan Mejia,COL,3,3,4.55,61,0,3,14,3,64.1,282,61,35,33,8,29,2,5,66
331,Luis García,,3,2,3.93,54,0,0,12,2,56,240,53,27,25,5,21,2,3,50
332,Dietrich Enns,BAL,3,3,4.19,50,0,0,10,1,59.1,253,59,30,28,8,19,2,2,55
333,Pierce Johnson,CIN,3,4,4.18,58,0,1,13,3,58.1,248,53,29,27,8,23,1,2,63
334,Didier Fuentes,ATL,2,4,4.63,24,6,0,1,0,43,185,43,24,22,7,14,0,2,40
335,Brenan Hanifee,DET,2,3,3.92,50,0,0,10,1,55.1,234,56,26,24,5,15,1,2,41
336,Martín Pérez,ATL,1,2,4.59,7,7,0,0,0,35,152,36,19,18,5,13,0,1,27
337,Justin Martinez,ARI,1,2,3.42,22,0,2,3,1,22.2,98,18,9,9,1,13,1,1,28
338,Jovani Morán,BOS,2,2,3.87,42,0,0,6,1,45,193,40,21,19,4,20,1,2,47
339,Jordan Wicks,CHC,1,2,4.03,15,2,0,1,0,25.2,108,25,12,11,3,8,0,1,23
340,Seranthony Domínguez,CHW,3,4,3.92,59,0,22,6,5,59.1,252,49,28,26,7,28,1,3,64
341,Taijuan Walker,LAA,5,7,5.07,36,16,0,2,1,110,482,117,67,62,18,41,1,5,77
342,River Ryan,LAD,2,2,4.48,12,7,0,1,0,40.1,175,39,22,20,6,16,0,2,34
343,Anthony Bender,MIA,3,3,3.88,59,0,2,17,3,59.2,254,54,28,26,6,23,1,3,56
344,Sam Moll,CIN,3,2,4.29,44,0,0,5,2,42.1,181,38,22,20,5,18,1,2,42
345,Pierson Ohl,COL,1,3,4.59,17,1,0,2,1,32.2,138,35,18,17,5,8,1,1,27
346,Christian Scott,NYM,2,1,4.03,19,3,0,1,0,31.2,132,29,15,14,4,10,0,2,30
347,Luis Medina,ATH,4,4,4.54,34,6,0,1,0,66.2,292,64,37,34,9,30,2,4,61
348,Mason Montgomery,PIT,2,3,3.98,57,0,2,12,2,59.1,254,53,28,26,7,26,1,2,64
349,Jordan Romano,COL,3,4,4.4,57,0,5,12,3,57.1,243,52,30,28,8,22,2,3,60
350,George Klassen,LAA,2,3,4.61,16,5,0,1,0,38.2,170,38,22,20,5,17,1,2,36
351,Victor Vodnik,COL,4,4,4.37,59,0,17,7,4,62.1,276,62,33,30,7,31,2,2,60
352,Ryan Bergert,KCR,2,2,4.61,19,8,0,1,0,51,221,50,28,26,7,21,1,2,44
353,Carlos Estévez,KCR,4,4,4.18,61,0,28,2,5,62.1,264,57,32,29,8,22,3,3,57
354,Justin Lawrence,MIN,3,3,4.04,53,0,1,12,3,56.2,247,51,28,25,5,27,2,4,55
355,JP Sears,SDP,3,3,4.48,19,6,0,1,0,45,190,44,24,22,8,12,0,2,39
356,Jordan Leasure,CHW,3,4,4.08,61,0,7,15,5,61.2,260,51,30,28,9,26,1,2,69
357,Yoendrys Gómez,MIN,3,2,4.29,37,4,0,2,0,56.1,240,50,29,27,8,23,1,3,56
358,Kai-Wei Teng,HOU,2,3,4.46,30,3,0,2,0,46.2,203,42,25,23,5,20,0,5,47
359,Ryan Gusto,MIA,3,3,4.65,29,4,0,1,0,47.1,205,48,27,25,7,17,0,2,42
360,Josh Sborz,TEX,2,3,4.15,40,0,0,6,2,42,178,38,21,19,5,16,1,1,43
361,José Urquidy,PIT,3,4,4.79,29,10,0,1,0,74.1,321,77,43,40,11,24,0,3,58
362,Quinn Mathews,STL,2,3,4.42,8,8,0,0,0,40.1,182,38,22,20,5,24,0,2,36
363,Clayton Beeter,WSN,3,3,3.95,59,0,15,11,4,63,271,52,30,28,7,33,1,3,71
364,Justin Wilson,,2,2,3.74,31,0,0,3,2,30,127,27,14,13,4,11,1,1,32
365,Hunter Gaddis,CLE,3,3,3.81,59,0,4,22,3,62,258,55,29,26,9,19,1,3,60
366,Keider Montero,DET,3,3,4.49,24,5,0,1,0,50.1,217,51,27,25,7,17,0,2,42
367,Brock Stewart,LAD,1,1,3.92,30,0,0,7,2,30.1,128,26,14,13,4,12,1,2,35
368,Alek Manoah,LAA,3,4,4.83,12,12,0,0,0,68,300,67,40,36,11,31,0,5,58
369,Spencer Bivens,SFG,3,3,4.14,58,0,0,9,0,67,288,68,34,31,7,21,1,3,51
370,Jack Perkins,ATH,2,1,3.9,23,1,0,1,0,30.2,130,26,14,13,3,13,0,2,32
371,Shane Drohan,MIL,2,2,4.16,21,2,0,1,0,33.1,141,30,17,15,4,14,1,1,34
372,Brock Burke,CIN,3,2,4.22,58,0,0,12,2,59.2,252,58,30,28,8,20,2,2,54
373,Tyler Alexander,TEX,4,3,4.64,51,2,1,5,1,68.1,289,69,38,35,11,18,2,2,57
374,Cade Povich,BAL,1,1,4.25,11,3,0,1,0,22.2,96,21,12,11,3,8,0,1,22
375,Ryan Thompson,ARI,4,3,3.97,60,0,6,18,4,61.1,260,61,29,27,6,18,2,3,50
376,Javier Assad,CHC,3,3,4.1,35,4,0,2,0,57.1,246,55,28,26,7,21,1,3,47
377,Gavin Stone,LAD,2,1,4.49,10,3,0,1,0,24,102,24,13,12,3,7,0,1,21
378,Philip Abner,ARI,2,2,4.16,34,0,0,3,1,35,151,34,18,16,4,13,0,1,33
379,Kevin Kelly,TBR,2,3,3.94,36,0,0,4,2,37.1,155,35,18,16,4,9,1,2,32
380,DJ Herz,WSN,1,2,4.02,19,2,0,1,0,28.2,123,24,14,13,4,14,0,1,32
381,JT Brubaker,SFG,2,3,4.24,47,0,0,6,0,55,236,53,28,26,6,21,1,3,47
382,Coleman Crow,MIL,1,1,3.73,13,1,0,1,0,16.1,67,14,7,7,2,5,0,1,17
383,Grant Wolfram,BAL,2,3,4.32,35,0,0,4,0,38.2,168,37,20,19,4,17,1,2,36
384,Mitchell Parker,WSN,3,3,4.63,25,4,0,1,0,46.1,199,47,26,24,7,16,0,1,36
385,Keegan Akin,BAL,4,3,4.01,61,0,2,16,3,64.2,272,58,31,29,9,24,2,2,65
386,Ryan Fernandez,STL,3,2,4.14,40,0,0,4,1,42.2,183,38,21,20,4,20,2,1,43
387,Zak Kent,WSN,2,2,4.26,39,0,0,3,1,43.2,189,41,22,21,5,20,1,2,41
388,Gordon Graceffo,STL,3,3,4.34,47,0,0,3,1,56.2,242,57,30,27,6,18,1,2,46
389,Greg Weissert,BOS,4,3,4.13,60,0,1,14,4,61.2,262,59,31,28,8,21,2,3,55
390,Walker Buehler,SDP,4,5,4.94,23,11,0,0,0,68.2,302,71,41,38,11,27,1,4,55
391,Spencer Turnbull,,2,2,4.86,6,5,0,0,0,28.2,127,30,17,16,4,12,0,2,22
392,Calvin Faucher,MIA,3,4,4.06,61,0,6,14,3,63,271,59,31,28,7,26,1,3,62
393,Josh White,MIA,3,2,3.99,37,0,0,2,0,39.1,167,35,19,17,5,16,1,2,41
394,Josiah Gray,WSN,4,6,5.37,15,15,0,0,0,88,386,89,57,52,16,37,1,4,76
395,Isaac Mattson,PIT,3,4,4.22,58,0,2,14,3,62.1,268,56,32,29,7,28,1,3,59
396,Nick Mears,KCR,3,4,4.22,58,0,0,14,3,58.1,247,53,30,27,7,22,1,2,57
397,Huascar Brazobán,NYM,2,2,4.04,46,0,0,9,2,50.1,216,45,25,23,5,22,1,3,47
398,Carlos Rodriguez,MIL,1,2,4.37,23,2,0,1,0,32,136,29,17,15,4,12,0,1,30
399,Kirby Yates,LAA,3,3,3.99,56,0,13,9,2,56,237,45,27,25,8,26,1,3,66
400,José Suarez,ATH,3,2,4.16,31,2,0,3,0,46.2,198,45,23,22,6,16,1,2,44
401,Drew Thorpe,CHW,2,3,4.77,8,7,0,0,0,39.1,169,39,23,21,6,14,0,1,30
402,Cristian Mena,ARI,1,1,4.12,12,2,0,1,1,22,94,21,11,10,3,9,0,1,20
403,Eric Orze,MIN,2,3,4.3,56,0,1,7,1,60.1,261,55,31,29,7,27,1,4,58
404,Emerson Hancock,SEA,3,3,4.41,31,7,0,1,0,66.1,284,65,35,32,9,22,0,4,51
405,PJ Poulin,WSN,4,3,3.99,57,0,2,12,3,58,250,53,28,26,6,25,1,3,56
406,Kendry Rojas,MIN,2,1,4.21,23,1,0,1,0,28.1,122,27,14,13,3,11,1,1,27
407,Jalen Beeks,TEX,3,3,4.03,52,0,1,11,3,53.1,228,50,26,24,6,21,1,2,48
408,Blade Tidwell,SFG,1,2,4.53,14,3,0,1,0,29.1,128,29,16,15,4,12,0,2,25
409,Ian Hamilton,ATL,1,1,3.9,29,0,0,4,1,30.2,132,27,14,13,3,14,1,1,32
410,José Buttó,SFG,3,4,3.98,54,0,2,12,2,61.2,265,56,30,27,7,26,1,3,57
411,Jason Foley,SFG,1,1,3.61,18,0,0,1,1,18.1,77,18,8,7,2,5,0,1,15
412,Tim Herrin,CLE,3,3,3.84,54,0,0,12,3,52,224,45,24,22,5,25,1,3,53
413,Luke Little,CHC,1,1,3.58,19,0,0,1,0,19.2,85,15,8,8,1,11,0,2,22
414,Brent Headrick,NYY,2,2,3.97,42,0,0,5,1,47.2,199,43,23,21,7,16,1,2,49
415,Andrew Chafin,,1,2,3.98,32,0,0,3,1,32,138,28,15,14,3,16,1,1,34
416,Félix Bautista,BAL,1,0,3.22,10,0,0,1,0,10,41,7,4,4,1,5,0,0,14
417,Ricky Tiedemann,TOR,1,1,4.21,9,2,0,1,0,17.2,77,16,9,8,2,9,0,1,19
418,Evan Sisk,PIT,1,2,3.92,35,0,0,3,0,36.1,158,34,17,16,3,16,1,2,35
419,Evan Phillips,LAD,1,1,3.47,19,0,1,3,1,19.1,79,16,8,7,2,6,0,1,20
420,Cole Sulser,TBR,3,2,4.06,48,0,0,6,1,52.2,221,49,26,24,7,18,1,2,48
421,Ryne Stanek,STL,3,4,4.24,57,0,3,12,4,56,242,50,29,26,7,26,1,2,57
422,Jake Bird,NYY,3,3,4.04,49,0,0,10,4,52.1,226,47,26,24,6,22,2,4,53
423,Matt Festa,CLE,4,3,4.2,56,0,1,12,2,57.2,243,52,29,27,7,21,1,3,56
424,Justin Bruihl,STL,2,3,4.13,48,0,0,9,2,48.1,209,46,24,22,5,19,4,3,44
425,Cody Laweryson,MIN,1,2,4.25,32,0,0,2,0,36.1,156,35,19,17,5,12,1,1,31
426,Scott Barlow,ATH,3,3,4.3,56,0,5,12,3,56,245,48,29,27,7,30,1,3,59
427,Ryan Brasier,,2,1,4.03,33,0,0,2,1,34.2,144,32,17,16,4,10,0,1,30
428,Ronel Blanco,HOU,1,1,4.09,10,2,0,0,0,19.1,81,17,10,9,3,8,0,0,20
429,Brandon Eisert,CHW,3,4,4.17,56,0,0,8,1,58.1,248,55,29,27,8,21,2,2,55
430,Jaden Hill,COL,2,2,4.46,37,0,0,3,2,39,170,38,21,19,5,15,1,3,38
431,Austin Warren,NYM,3,2,4.17,34,0,0,3,0,37.2,161,35,19,18,5,14,1,2,34
432,Jason Alexander,HOU,2,2,4.61,19,5,0,1,0,43.1,188,45,24,22,6,15,0,2,34
433,Austin Gomber,ATL,1,2,5.08,7,4,0,0,0,25,106,26,15,14,4,7,0,0,18
434,Mason Fluharty,TOR,2,2,4.01,39,0,0,3,2,39.1,167,34,19,18,5,16,2,2,40
435,Yaramil Hiraldo,BAL,1,1,4.19,27,0,0,2,1,29.1,123,26,15,14,4,11,0,1,30
436,Brennan Bernardino,COL,3,3,4.47,56,0,1,9,2,55.1,245,55,30,28,6,25,3,4,51
437,Hayden Wesneski,HOU,2,1,4.2,15,2,0,1,0,24,99,22,12,11,4,7,0,1,23
438,JR Ritchie,ATL,1,1,4.56,4,4,0,0,0,22.2,98,22,12,11,3,10,0,1,19
439,Bryan Hudson,CHW,1,1,3.89,23,0,0,2,0,25,106,22,12,11,3,11,1,1,24
440,Dauri Moreta,,1,1,3.93,25,0,0,3,1,25,104,20,12,11,3,10,1,1,27
441,Joe Jiménez,ATL,1,1,3.82,17,0,0,1,1,17,71,15,8,7,2,6,0,1,19
442,Ty Johnson,TBR,1,1,4.2,2,2,0,0,0,11.2,50,10,6,5,2,4,0,1,12
443,McCade Brown,COL,2,3,5.24,13,6,0,1,0,36.1,162,37,23,21,6,16,0,3,34
444,Cade Gibson,MIA,3,4,4.02,54,0,0,7,3,60.2,263,59,29,27,6,24,2,4,49
445,Kyle Wright,CHC,1,1,4.63,6,2,0,0,0,16.2,72,16,9,9,2,7,0,1,15
446,Noah Schultz,CHW,1,2,4.62,4,4,0,0,0,22,99,22,12,11,3,11,0,1,18
447,Ryan Yarbrough,NYY,3,2,4.28,39,2,0,5,1,59,248,56,30,28,9,17,1,4,48
448,Manuel Rodríguez,TBR,1,1,3.71,12,0,0,2,0,12,51,11,5,5,1,4,0,1,11
449,Zack Kelly,BOS,2,3,4.32,49,0,0,8,2,53.1,231,49,28,26,6,23,1,3,51
450,DL Hall,MIL,3,2,4.04,46,0,0,5,1,54.2,235,49,27,25,6,24,1,2,52
451,Wandy Peralta,SDP,3,2,3.82,56,0,0,8,3,56,240,51,26,24,6,23,1,3,48
452,Colin Selby,BAL,2,2,4.01,35,0,0,2,1,37,158,33,18,16,4,15,1,2,37
453,Tanner Houck,BOS,1,1,4.89,6,2,0,0,0,16.2,72,17,10,9,2,6,0,1,13
454,Nick Raquet,BAL,2,2,4.17,26,0,0,1,1,27.1,118,27,14,13,3,9,0,1,22
455,Robert Stephenson,LAA,1,1,4.01,22,0,2,3,2,22,91,19,11,10,3,7,1,1,24
456,Gregory Santos,SFG,1,2,3.88,28,0,1,2,3,29,127,28,14,13,2,13,2,2,25
457,Jack Kochanowicz,LAA,3,4,5,28,10,0,1,0,70,314,77,42,39,9,28,2,5,44
458,Ryan Borucki,SFG,2,2,3.91,35,0,0,4,2,35.2,153,33,17,16,4,15,1,2,34
459,Jacob Webb,CHC,3,3,4.19,51,0,0,9,2,53.1,225,47,27,25,7,21,1,2,50
460,Liam Hendriks,CHC,2,2,4.26,22,0,1,2,2,22.1,95,20,12,11,3,8,0,1,23
461,Luis Gastelum,STL,1,1,3.98,19,0,0,1,0,19.2,83,19,9,9,2,7,0,1,18
462,Ty Madden,DET,1,1,4.42,11,2,0,1,0,20,86,19,11,10,3,8,0,1,18
463,Mitch Bratt,ARI,0,1,4.3,3,2,0,0,0,12,50,12,6,6,2,3,0,0,10
464,David Morgan,SDP,2,2,3.99,53,0,0,8,2,56.2,243,51,27,25,7,24,1,3,57
465,Justin Hagenman,NYM,1,1,4.08,18,0,0,1,0,21.2,90,20,11,10,3,5,0,1,20
466,Brady Basso,ATH,2,1,4.02,28,0,0,2,0,31,132,29,15,14,4,11,1,1,28
467,Tristan Beck,SFG,1,1,4.07,21,0,0,1,0,26.2,113,25,13,12,3,9,0,1,23
468,Kohl Drake,ARI,1,1,4.47,4,3,0,0,0,15.1,66,15,8,8,2,6,0,0,13
469,Yerry De los Santos,NYY,1,2,4.04,34,0,0,2,0,37.1,161,36,18,17,4,14,1,2,30
470,Yohan Ramírez,PIT,2,3,4.25,45,0,0,6,2,49.2,217,46,25,23,5,21,1,6,50
471,Paul Sewald,ARI,2,3,4.47,52,0,12,9,5,53,222,49,29,26,8,17,1,2,53
472,Wade Miley,,1,2,4.89,6,5,0,0,0,28.2,126,30,17,16,4,11,0,1,19
473,Ron Marinaccio,SDP,2,1,4.24,35,0,0,2,2,38.2,167,35,20,18,5,17,1,3,37
474,James McArthur,KCR,1,1,4.22,22,0,0,3,1,23.2,100,23,12,11,3,7,0,1,21
475,Mitch Farris,LAA,1,2,4.89,5,4,0,0,0,22.1,97,22,13,12,3,10,0,1,20
476,Chase Silseth,LAA,2,3,4.19,45,0,0,5,0,52,224,47,26,24,6,23,1,3,51
477,Tink Hence,STL,0,1,4.37,4,2,0,0,1,13,56,13,7,6,2,6,0,0,11
478,Cal Quantrill,TEX,1,2,5.14,6,4,0,0,0,21.2,94,23,13,12,3,7,0,1,16
479,John King,MIA,2,2,4.05,44,0,0,4,2,45.1,195,49,22,20,4,13,1,1,30
480,Tanner McDougal,CHW,1,2,4.71,12,5,0,0,0,30.2,136,30,17,16,4,14,0,2,26
481,Kyle Backhus,PHI,2,3,4.31,40,0,0,7,2,38.2,166,37,20,18,5,15,1,2,36
482,Anthony Banda,MIN,3,2,4.27,52,0,2,9,2,54.1,236,50,28,26,7,25,3,3,53
483,Brandon Walter,HOU,0,0,4.06,1,1,0,0,0,6,25,6,3,3,1,1,0,0,5
484,Justin Sterner,ATH,3,4,4.22,61,0,9,15,4,65.1,276,59,33,31,10,23,3,4,65
485,Julian Fernández,WSN,2,2,4.06,33,0,0,3,1,34.2,146,32,17,16,5,13,1,1,34
486,Andre Granillo,WSN,2,2,4.39,35,0,2,2,0,39,166,35,21,19,5,16,1,1,37
487,J.P. France,HOU,1,1,4.38,12,1,0,1,0,19.1,84,17,10,9,2,9,0,0,17
488,Andrew Morris,MIN,1,1,4.07,15,0,0,1,0,18,76,18,9,8,2,5,0,1,15
489,Bradgley Rodriguez,SDP,4,2,4.11,41,0,0,4,1,43.1,189,39,21,20,5,20,4,4,39
490,Steven Cruz,KCR,2,2,4.15,35,0,0,4,1,36.1,156,33,18,17,4,15,1,2,33
491,Kyle Nicolas,BAL,2,2,4.38,34,0,0,2,2,36.2,162,34,19,18,5,19,1,2,37
492,Cooper Criswell,SEA,3,2,4.02,31,3,0,2,0,51,219,50,25,23,6,18,0,3,41
493,Jordan Hicks,CHW,2,4,4.3,52,0,1,8,1,58.2,257,56,30,28,6,26,1,4,53
494,Sean Guenther,DET,1,1,3.94,12,0,0,2,0,12.1,53,12,6,5,1,4,0,1,10
495,Luinder Avila,KCR,2,2,4.09,24,0,0,1,0,27.2,120,26,14,13,3,12,0,1,25
496,Mason Barnett,ATH,1,1,4.7,18,3,0,1,0,32.1,141,32,18,17,4,14,0,1,27
497,Angel Bastardo,BOS,1,1,4.17,20,0,0,2,0,22.2,98,21,11,11,3,10,1,1,22
498,Austin Peterson,CLE,1,2,4.53,13,3,0,1,0,25.2,110,27,14,13,4,7,0,1,19
499,Mitch Spence,KCR,1,1,4.51,22,1,0,1,0,27.1,118,29,15,14,4,8,1,1,22
500,Dax Fulton,MIA,1,1,4.34,13,1,0,1,0,17.1,76,17,9,8,2,8,0,1,15
501,Trevor Williams,WSN,1,2,4.6,16,2,0,1,0,22.2,98,24,13,12,3,7,0,1,18
502,Dylan Dodd,ATL,2,2,4.18,35,0,0,2,1,38.1,162,39,19,18,5,10,1,1,33
503,Pedro Avila,CLE,2,1,4.59,22,1,0,3,0,30.2,134,29,17,16,3,14,1,2,28
504,Tony Gonsolin,LAD,1,1,4.62,3,2,0,0,0,12,52,11,7,6,2,5,0,1,11
505,Dane Dunning,SEA,1,1,4.41,6,2,0,0,0,14.1,62,14,8,7,2,5,0,1,12
506,Reiver Sanmartin,SFG,1,1,4.01,22,0,0,2,0,24,103,25,12,11,2,8,1,1,18
507,Jonathan Loáisiga,ARI,2,2,3.87,49,0,1,10,5,51.1,219,51,24,22,6,17,2,3,43
508,Hayden Harris,ATL,2,2,3.97,38,0,0,3,0,38.2,165,34,19,17,5,17,0,2,40
509,AJ Blubaugh,HOU,2,2,4.45,27,2,0,2,0,39,168,37,21,19,6,16,1,2,36
510,Brandon Young,BAL,1,1,4.53,12,2,0,0,0,20,85,20,11,10,3,6,0,1,17
511,Sammy Peralta,COL,1,1,4.21,12,0,0,1,1,14.2,63,14,8,7,2,5,1,0,13
512,Seth Halvorsen,COL,2,3,4.64,46,0,4,5,4,48,212,48,27,25,6,22,1,2,43
513,Jonathan Bowlan,PHI,3,2,4.19,48,0,0,7,2,53.2,227,50,27,25,8,19,0,2,51
514,Gabriel Hughes,COL,1,1,5.02,15,2,0,1,0,21.1,94,24,13,12,3,8,0,1,16
515,Rob Zastryzny,MIL,3,2,4.1,45,0,0,4,2,43.2,186,40,22,20,6,17,2,2,40
516,Yariel Rodríguez,TOR,1,1,4.04,23,0,0,4,0,25.1,108,22,12,11,3,12,1,1,25
517,Porter Hodge,CHC,2,2,4.05,28,0,0,5,2,30,129,25,15,13,4,16,1,1,33
518,Bailey Falter,KCR,4,3,4.64,39,5,0,2,0,69,295,70,39,36,11,23,0,2,51
