Player_ID,Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,SB,CS,AVG
381,Moisés Ballesteros,CHC,96,335,370,88,62,15,1,10,38,49,30,2,65,2,3,0,1,1,0.262
382,Curtis Mead,WSN,76,250,281,62,41,13,1,7,33,32,23,0,55,7,1,0,4,1,0.248
383,Nasim Nuñez,WSN,85,267,309,57,48,7,1,2,38,25,34,0,72,2,2,5,28,5,0.214
384,Jerar Encarnacion,SFG,59,197,215,48,32,8,0,8,23,30,14,0,64,2,1,0,2,1,0.244
385,Drew Millas,WSN,59,184,204,42,30,8,2,3,21,20,16,1,40,1,1,1,4,1,0.231
386,Victor Robles,SEA,43,125,140,31,22,6,1,3,16,14,9,0,31,4,1,2,7,2,0.249
387,Jo Adell,LAA,96,334,365,79,47,14,1,18,40,57,21,1,98,7,2,0,5,2,0.236
388,Logan Porter,SFG,50,165,189,35,25,7,0,3,20,18,20,0,51,2,1,1,1,0,0.214
389,Keibert Ruiz,WSN,71,249,266,61,40,14,0,7,24,34,12,0,31,3,2,0,1,1,0.247
390,Luisangel Acuña,CHW,90,291,316,71,57,10,1,3,41,23,19,0,61,2,2,2,19,5,0.245
391,José Fermín,STL,66,189,219,44,30,11,0,4,25,23,23,1,26,4,2,2,6,2,0.235
392,Jhonny Pereda,SEA,46,139,157,33,25,6,0,2,14,13,16,0,38,1,1,1,1,0,0.234
393,Tanner Murray,CHW,76,274,295,65,44,14,1,6,31,31,15,0,68,3,2,1,2,1,0.237
394,Jorge Polanco,NYM,72,256,289,63,39,12,0,13,33,39,28,1,57,2,2,1,2,1,0.246
395,Yoán Moncada,LAA,65,205,234,46,29,9,1,8,25,26,25,1,71,3,1,0,1,0,0.226
396,Joey Wiemer,WSN,77,231,260,50,32,11,1,7,31,29,24,1,79,3,1,0,6,2,0.217
397,César Prieto,STL,73,276,297,70,49,15,1,4,33,32,13,0,44,4,2,2,3,4,0.253
398,Max Schuemann,NYY,67,188,222,42,30,8,1,3,28,23,26,0,49,5,1,2,7,2,0.225
399,Jorge Barrosa,ARI,82,288,322,64,41,16,2,4,36,30,27,1,76,2,2,3,4,3,0.222
400,Dominic Smith,ATL,80,253,278,65,45,11,1,8,32,35,20,1,55,4,2,0,2,0,0.256
401,Hunter Feduccia,TBR,69,219,250,50,33,10,2,5,28,23,28,0,67,1,2,1,1,0,0.227
402,Giancarlo Stanton,NYY,59,209,233,48,26,8,0,13,24,39,21,1,73,1,1,0,0,0,0.228
403,Myles Straw,TOR,90,235,262,56,42,9,2,2,35,20,21,0,47,1,2,4,9,2,0.238
404,Dominic Canzone,SEA,85,265,292,66,41,13,1,11,37,40,22,1,66,2,2,0,3,1,0.248
405,Blake Perkins,MIL,68,197,224,42,29,9,1,3,28,22,23,0,60,2,1,1,8,2,0.213
