#,Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,SB,CS,AVG
123,Willson Contreras,BOS,134,490,563,123,75,25,1,22,70,75,52,1,142,17,3,1,5,2,0.251
124,Vinnie Pasquantino,KCR,146,564,629,146,88,31,1,26,73,93,52,3,93,6,6,0,1,0,0.259
125,Miguel Vargas,CHW,138,509,581,119,70,28,2,19,71,66,60,0,112,6,5,0,7,2,0.233
126,JJ Wetherholt,STL,115,430,486,106,73,21,1,10,58,46,45,1,86,7,3,1,12,2,0.247
127,Caleb Durbin,BOS,133,474,532,120,83,26,2,10,63,54,35,1,58,16,4,3,21,6,0.254
128,Jeff McNeil,ATH,131,473,532,121,81,25,3,12,60,56,43,2,68,9,4,2,4,1,0.257
129,Jonathan Aranda,TBR,136,498,568,129,84,24,1,20,70,73,56,3,144,9,4,0,2,1,0.26
130,Ozzie Albies,ATL,140,534,588,133,87,27,2,17,69,70,43,1,87,5,5,0,11,3,0.25
131,Matt Wallner,MIN,117,415,481,94,47,21,2,24,60,63,51,1,148,12,3,0,5,2,0.226
132,Christian Yelich,MIL,135,505,575,130,88,22,1,19,74,74,63,5,137,4,2,0,16,4,0.258
133,Jake Cronenworth,SDP,140,498,579,117,76,25,2,14,66,60,62,1,115,11,5,3,4,2,0.235
134,Kyle Teel,CHW,98,345,394,86,58,15,1,11,47,41,42,0,101,4,2,1,6,1,0.248
135,Nolan Arenado,ARI,134,512,559,129,87,25,1,16,60,69,38,3,77,4,5,1,3,1,0.252
136,Evan Carter,TEX,109,382,434,90,58,18,3,11,54,45,42,1,98,7,3,0,18,4,0.236
137,TJ Friedl,CIN,133,497,576,120,84,20,3,13,69,55,58,0,97,13,4,4,12,3,0.241
138,Teoscar Hernández,LAD,132,510,554,132,80,26,1,26,71,83,35,1,146,5,4,0,6,2,0.259
139,Anthony Volpe,NYY,111,409,451,94,57,21,2,14,54,48,33,0,109,4,3,2,16,4,0.229
140,Ryan McMahon,NYY,118,415,475,90,56,17,1,16,53,51,54,2,149,3,3,0,3,2,0.218
141,Hunter Goodman,COL,137,512,555,129,70,28,3,27,69,85,34,0,145,6,4,0,2,1,0.252
142,Carlos Narváez,BOS,108,365,410,83,54,17,0,12,42,44,37,1,110,4,3,1,3,1,0.228
143,Brenton Doyle,COL,137,517,561,128,83,24,3,18,68,64,35,0,150,3,4,3,21,5,0.247
144,Matt McLain,CIN,131,484,546,114,73,22,2,17,67,57,50,0,154,6,3,2,16,4,0.235
145,Chase Meidroth,CHW,126,469,537,118,91,19,1,7,62,40,55,0,81,8,3,2,13,4,0.252
146,Carter Jensen,KCR,106,354,398,86,53,17,3,12,46,47,38,1,99,2,3,1,4,1,0.241
147,Colt Keith,DET,123,443,493,114,74,22,3,15,62,55,44,1,103,3,4,0,3,1,0.257
148,Sal Frelick,MIL,131,491,547,128,95,22,3,8,66,53,44,0,78,6,3,2,19,4,0.261
149,Jake Meyers,HOU,116,411,456,101,71,19,2,9,53,43,35,0,94,6,3,2,13,3,0.246
150,Luis Arraez,SFG,140,561,606,168,133,28,3,4,67,55,32,2,24,4,4,6,8,3,0.299
151,Joey Ortiz,MIL,132,468,514,113,77,23,3,9,57,52,35,0,90,4,3,4,12,4,0.241
152,Josh Jung,TEX,124,473,507,117,77,22,1,17,55,60,28,0,129,3,2,0,4,1,0.247
153,Freddy Fermin,SDP,118,396,435,95,69,15,1,9,43,42,28,1,86,3,3,5,2,1,0.239
154,Brandon Marsh,PHI,121,420,475,107,70,21,3,13,58,52,46,1,133,2,4,2,11,3,0.256
155,Ernie Clement,TOR,139,517,554,135,96,27,2,10,64,56,24,1,57,4,4,5,8,3,0.262
156,Spencer Torkelson,DET,147,539,615,125,70,27,1,27,76,79,64,3,161,7,5,0,2,1,0.232
157,Bryan Reynolds,PIT,146,565,632,143,93,28,4,18,73,74,55,2,153,8,4,0,5,2,0.253
158,Royce Lewis,MIN,123,456,498,111,69,23,0,19,56,63,36,1,106,2,4,0,11,3,0.242
159,Patrick Bailey,CLE,127,428,474,95,66,19,2,9,47,48,35,0,125,3,5,3,2,1,0.221
160,Josh Smith,TEX,125,448,511,107,74,22,2,10,59,45,48,1,98,10,3,3,9,3,0.24
161,Kyle Manzardo,CLE,128,461,523,110,61,23,1,25,60,70,50,2,124,6,5,0,2,0,0.238
162,Munetaka Murakami,CHW,133,466,547,101,57,16,0,28,69,75,72,4,176,5,3,0,8,3,0.217
163,Ramón Laureano,SDP,125,461,511,113,70,22,3,19,66,64,36,1,136,9,3,1,8,3,0.245
164,Jared Triolo,PIT,119,418,473,100,69,20,2,9,53,42,47,1,108,4,3,2,13,3,0.241
165,Logan O'Hoppe,LAA,117,415,453,95,61,15,1,19,48,53,30,0,129,5,2,1,2,1,0.23
166,Jonathan India,KCR,119,436,504,106,70,23,1,12,60,49,51,0,97,12,3,1,6,2,0.244
167,Jorge Polanco,NYM,123,452,507,112,69,21,0,21,61,68,47,1,104,3,4,2,5,2,0.247
168,Kerry Carpenter,DET,115,434,473,110,64,19,3,23,61,69,30,1,113,6,3,0,2,1,0.252
169,Lars Nootbaar,STL,116,427,493,103,66,21,2,15,58,50,58,2,100,3,3,1,6,2,0.242
170,Tyler Stephenson,CIN,108,377,426,88,56,17,1,14,48,52,41,1,121,5,3,0,1,1,0.235
171,Sean Murphy,ATL,89,304,348,67,39,13,0,14,40,43,34,1,95,8,2,0,0,0,0.22
172,José Caballero,NYY,97,316,367,71,49,14,1,7,47,31,40,0,92,6,2,3,40,9,0.226
173,Addison Barger,TOR,115,426,470,102,59,24,1,17,56,60,38,2,114,4,3,0,4,1,0.239
174,Danny Jansen,TEX,90,290,334,61,36,13,0,12,37,38,36,0,78,5,2,1,1,0,0.21
175,Tommy Edman,LAD,107,396,433,96,63,19,2,12,54,49,28,0,76,4,4,1,9,2,0.243
176,Davis Schneider,TOR,86,281,327,62,35,12,1,14,40,39,40,0,93,4,2,0,4,1,0.22
177,Jung Hoo Lee,SFG,136,515,567,137,94,29,6,8,66,54,43,1,63,5,4,1,9,3,0.266
178,Sal Stewart,CIN,120,438,484,115,72,24,0,19,61,64,37,0,95,5,3,0,7,2,0.263
179,Harrison Bader,SFG,122,438,482,107,73,19,2,13,57,50,32,0,115,8,4,1,13,5,0.243
180,Alec Burleson,STL,138,526,575,141,95,25,1,20,65,73,40,1,82,4,4,1,6,2,0.268
181,Daylen Lile,WSN,133,503,551,134,88,27,8,11,66,59,36,0,98,6,4,1,14,5,0.266
182,Jo Adell,LAA,140,517,568,121,67,22,1,30,68,82,38,1,155,9,3,0,9,3,0.233
183,Eugenio Suárez,CIN,142,531,597,124,67,23,1,34,76,94,49,1,175,11,6,0,3,1,0.234
184,Ha-Seong Kim,ATL,88,308,353,74,52,13,1,8,41,34,36,1,64,3,3,2,13,4,0.241
185,Gavin Lux,TBR,111,397,446,100,71,21,2,7,50,44,45,0,99,2,3,0,3,1,0.252
186,Cole Young,SEA,102,346,393,81,54,17,2,7,42,38,37,1,70,5,3,2,5,2,0.233
187,Nolan Schanuel,LAA,141,517,598,135,98,23,1,13,70,57,66,3,84,9,4,3,6,2,0.261
188,Samuel Basallo,BAL,109,387,427,93,57,19,0,16,50,56,33,2,104,4,3,0,3,1,0.24
189,Christian Walker,HOU,135,506,566,117,69,22,1,25,67,77,46,2,145,8,5,1,3,1,0.231
190,Ryan O'Hearn,PIT,124,455,511,120,83,23,1,14,61,59,47,3,96,5,4,1,3,1,0.264
191,Justin Crawford,PHI,114,415,456,110,83,19,2,6,57,41,33,0,95,2,2,4,24,5,0.266
192,Luis García Jr.,WSN,124,473,508,126,85,24,2,15,59,62,28,1,80,2,5,0,14,5,0.266
193,Heliot Ramos,SFG,145,550,609,139,92,25,2,21,73,71,45,2,147,9,4,1,6,2,0.253
194,Nick Gonzales,PIT,98,372,406,96,64,21,3,7,45,41,25,0,83,5,4,1,2,1,0.258
195,Spencer Horwitz,PIT,116,417,477,108,70,25,1,11,57,52,51,1,88,5,3,1,2,1,0.258
196,Joey Bart,PIT,82,272,309,64,45,11,0,8,32,33,29,0,85,6,1,0,1,1,0.236
197,Carson Williams,TBR,109,383,425,81,50,15,2,14,50,47,34,0,146,3,2,2,11,4,0.212
198,Cedric Mullins,TBR,111,400,451,90,56,18,2,14,53,49,41,0,102,4,4,2,19,4,0.224
199,Dylan Crews,WSN,107,399,440,94,62,17,3,12,52,46,31,0,98,7,2,1,20,5,0.236
200,Brayan Rocchio,CLE,121,417,466,97,66,21,2,8,50,45,35,0,91,7,4,3,11,4,0.232
201,Jesús Sánchez,TOR,103,373,413,91,57,18,2,14,50,48,35,1,99,3,2,0,9,2,0.244
202,Jake Burger,TEX,130,492,532,119,70,22,1,25,62,74,28,1,132,8,4,0,2,1,0.241
203,Yoán Moncada,LAA,94,337,378,80,50,17,1,12,43,43,35,1,101,5,2,0,1,0,0.237
204,Dylan Beavers,BAL,98,342,392,81,51,17,2,11,48,41,43,1,94,2,3,2,10,3,0.238
205,Marcell Ozuna,PIT,124,449,520,109,68,19,0,22,62,68,64,1,126,3,4,0,0,0,0.242
206,Denzel Clarke,ATH,99,345,382,78,49,17,3,8,45,34,27,0,126,6,2,2,14,3,0.225
207,Colt Emerson,SEA,71,253,283,60,41,13,1,5,30,29,23,1,61,4,2,1,5,1,0.235
208,Pedro Pagés,STL,90,305,333,68,46,12,1,9,32,36,21,1,87,3,3,2,1,0,0.223
209,Brett Baty,NYM,112,403,446,97,64,16,1,16,52,52,37,1,111,3,2,1,5,1,0.242
210,Tyler O'Neill,BAL,93,337,383,78,45,13,1,18,48,49,38,2,106,4,3,0,5,1,0.231
211,Mike Yastrzemski,ATL,115,403,462,92,53,21,2,16,56,51,51,2,106,4,3,2,5,2,0.229
212,Chase DeLauter,CLE,107,412,460,100,65,21,1,13,53,50,41,1,86,2,4,1,3,1,0.243
213,Parker Meadows,DET,105,373,417,84,54,15,5,10,49,39,38,1,106,2,3,1,11,3,0.225
214,Brooks Lee,MIN,134,498,541,120,82,22,2,14,54,60,35,1,94,3,5,1,5,1,0.241
215,Agustín Ramírez,MIA,124,472,519,115,70,26,1,18,62,65,38,2,102,6,3,0,13,3,0.244
216,Ke'Bryan Hayes,CIN,127,466,507,113,83,19,2,8,52,47,33,1,100,4,3,1,11,3,0.242
217,Luis Torrens,NYM,62,203,222,47,33,9,1,5,22,23,15,0,49,2,2,1,1,1,0.234
218,Dalton Rushing,LAD,56,178,201,40,25,8,0,6,24,25,19,0,58,3,1,0,1,0,0.222
219,Garrett Mitchell,MIL,93,318,358,72,47,14,3,9,42,34,33,0,107,3,2,3,12,3,0.227
220,Connor Norby,MIA,116,414,454,100,64,21,2,13,53,50,31,0,123,4,4,1,8,2,0.242
221,Willi Castro,COL,129,468,527,118,79,23,4,12,67,51,42,1,120,13,3,1,15,5,0.252
222,Gabriel Arias,CLE,109,400,435,90,59,19,2,11,44,45,26,1,136,5,3,1,8,3,0.226
223,Max Muncy,ATH,97,345,378,80,51,17,1,11,41,42,23,1,107,6,3,2,4,2,0.233
224,Adolis García,PHI,135,514,562,120,71,24,1,24,68,78,37,1,146,5,5,0,11,3,0.234
225,Austin Martin,MIN,81,270,311,68,50,14,1,3,36,24,32,0,55,5,2,2,13,3,0.252
226,Jacob Young,WSN,98,331,369,81,63,14,2,2,40,28,25,0,68,5,2,6,18,5,0.245
227,Victor Scott II,STL,130,450,507,99,71,18,3,7,56,39,38,0,114,8,4,6,33,6,0.22
228,Isaac Collins,KCR,108,356,412,84,55,18,3,8,49,41,46,1,93,5,3,2,13,4,0.236
229,Victor Caratini,MIN,92,315,352,79,56,12,0,10,37,40,26,1,64,7,4,0,1,0,0.25
230,Zach McKinstry,DET,105,363,405,85,56,16,5,8,49,36,34,1,88,4,3,1,13,3,0.233
231,Luis Rengifo,MIL,108,394,428,97,71,16,3,8,46,42,28,0,78,4,2,1,12,4,0.247
232,Jordan Lawlar,ARI,109,367,408,87,55,20,2,9,48,41,32,1,110,5,3,1,14,4,0.236
233,Joe Mack,MIA,60,209,230,45,29,9,1,7,25,25,17,0,65,2,2,0,2,1,0.217
234,Marcelo Mayer,BOS,111,394,432,96,61,22,2,11,50,48,31,1,105,2,4,1,6,2,0.243
235,Cam Smith,HOU,122,433,483,104,71,20,2,11,55,49,41,1,128,6,3,1,7,2,0.24
236,Josh Bell,MIN,130,476,540,117,77,20,1,20,60,64,55,1,100,4,4,1,1,1,0.247
237,Jac Caglianone,KCR,121,447,494,107,66,20,1,19,59,64,38,2,111,6,3,0,4,1,0.239
238,Nathan Lukes,TOR,81,282,315,73,51,14,1,6,37,34,25,1,50,2,3,3,3,1,0.257
239,Kody Clemens,MIN,75,261,287,60,33,12,2,13,33,36,21,0,70,3,2,1,3,1,0.23
240,Luis Campusano,SDP,68,222,248,52,35,9,0,7,28,28,22,0,56,2,1,0,1,0,0.232
241,Nasim Nuñez,WSN,99,316,358,72,55,11,1,5,40,28,32,0,83,2,3,5,25,5,0.228
242,Chandler Simpson,TBR,109,415,448,119,99,15,3,1,55,32,24,0,48,1,3,4,42,9,0.285
243,Alek Thomas,LAD,106,374,406,89,59,18,3,9,46,42,23,0,94,4,3,4,7,2,0.239
244,Henry Davis,PIT,70,231,260,50,32,10,1,7,27,26,20,1,68,5,2,2,3,1,0.217
245,Lane Thomas,KCR,95,349,389,80,49,17,2,12,47,43,31,0,102,5,4,0,13,5,0.23
246,Carson Benge,NYM,95,340,381,81,52,17,2,10,46,41,34,1,82,5,2,1,8,2,0.238
247,Miguel Amaya,CHC,77,257,286,59,39,12,1,8,30,34,20,0,61,5,2,2,1,0,0.231
248,Edmundo Sosa,PHI,66,226,245,56,36,11,2,7,29,29,10,0,56,5,2,2,3,1,0.248
249,Spencer Steer,CIN,105,384,434,90,56,19,1,14,50,53,42,0,94,5,2,0,8,2,0.235
250,Victor Robles,SEA,77,268,302,65,46,13,1,5,36,26,19,0,66,8,2,3,16,4,0.242
251,Kyle Higashioka,TEX,74,251,272,55,34,11,1,10,28,35,17,0,67,1,2,1,2,1,0.221
252,Kyle Isbel,KCR,118,401,444,94,64,18,4,7,51,40,27,0,87,4,3,8,8,3,0.234
253,Trevor Larnach,MIN,103,377,426,92,60,18,1,13,50,49,42,1,100,3,4,0,3,1,0.245
254,Jake Rogers,DET,55,175,195,36,22,8,1,6,22,22,16,0,56,2,1,1,1,0,0.208
255,Edgar Quero,CHW,109,382,428,97,71,18,0,8,42,44,36,0,78,5,4,1,1,1,0.254
256,Kyle Karros,COL,67,237,265,61,42,13,1,4,30,25,23,1,62,3,2,0,2,1,0.257
257,Nolan Gorman,STL,122,441,497,93,54,18,1,21,56,62,49,2,162,2,4,0,4,1,0.211
258,Brooks Baldwin,CHW,90,316,345,76,49,14,1,11,37,38,23,0,82,2,2,3,7,2,0.24
259,Blaze Alexander,BAL,77,265,299,59,40,11,1,7,33,29,24,0,91,7,2,2,5,2,0.225
260,Braxton Fulford,COL,52,171,190,40,25,9,1,6,22,22,13,0,52,4,2,1,2,1,0.237
261,Casey Schmitt,SFG,68,241,265,57,37,11,0,9,28,30,18,0,61,3,2,1,1,0,0.239
262,Joc Pederson,TEX,101,342,397,78,47,14,1,16,48,49,45,2,90,8,3,0,3,1,0.229
263,Ramón Urías,STL,73,257,284,62,42,12,1,7,30,31,20,0,63,3,3,0,2,0,0.242
264,Harry Ford,WSN,87,221,256,50,34,10,0,5,28,26,25,0,62,5,4,0,4,1,0.228
265,Lourdes Gurriel Jr.,ARI,85,331,359,87,58,17,1,11,40,47,21,0,57,4,3,0,5,2,0.264
266,Vaughn Grissom,LAA,58,208,229,50,36,10,0,4,25,21,16,0,47,3,2,0,4,1,0.242
267,Coby Mayo,BAL,55,189,211,43,25,9,1,8,25,25,18,0,60,3,1,0,2,1,0.227
268,Keibert Ruiz,WSN,88,321,343,77,54,15,0,8,31,38,17,0,40,4,2,0,2,1,0.24
269,Andrew Vaughn,MIL,129,489,538,123,78,25,1,19,55,73,38,0,105,6,4,1,1,0,0.251
270,Colby Thomas,ATH,67,234,257,54,30,13,1,10,31,31,15,0,79,4,2,1,4,1,0.233
271,Javier Sanoja,MIA,64,217,235,56,38,12,2,4,26,24,14,0,27,1,2,2,5,2,0.259
272,Austin Hays,CHW,111,410,449,101,64,21,2,14,53,53,29,1,110,5,4,0,6,1,0.245
273,Matt Shaw,CHC,81,280,314,67,43,13,2,9,39,33,27,0,64,3,2,1,12,3,0.239
274,Romy Gonzalez,BOS,51,181,196,48,31,10,1,6,24,25,11,0,49,2,2,0,5,2,0.264
275,Matt Vierling,DET,83,293,325,71,48,14,2,8,37,32,25,0,76,3,3,0,4,1,0.243
276,Will Benson,CIN,70,227,256,50,28,10,2,10,32,31,25,1,78,2,2,1,6,2,0.221
277,Jose Trevino,CIN,70,234,253,55,38,10,0,6,25,25,15,0,40,1,2,1,1,0,0.233
278,Jasson Domínguez,NYY,59,206,230,50,33,9,1,7,30,25,21,1,59,1,2,0,11,2,0.243
279,Luisangel Acuña,CHW,103,336,364,82,61,15,2,5,42,29,21,0,68,2,2,2,20,4,0.245
280,Josh Lowe,LAA,115,430,473,102,64,22,2,13,57,50,37,2,128,2,3,1,21,4,0.237
281,Nick Fortes,TBR,92,287,315,64,45,11,0,7,30,30,18,0,57,6,2,3,2,1,0.222
282,Travis d'Arnaud,LAA,60,203,221,44,27,9,1,7,22,25,14,0,63,3,1,0,0,0,0.218
283,Wenceel Pérez,DET,99,365,404,86,54,17,4,11,49,42,32,0,88,3,3,1,9,3,0.236
284,Leo Rivas,SEA,46,132,155,28,21,5,0,2,18,12,20,0,38,2,1,2,6,2,0.216
285,Luke Raley,SEA,90,302,341,66,40,13,1,12,40,38,25,0,103,10,2,2,6,2,0.219
286,Alex Call,LAD,44,142,166,34,23,7,0,4,20,17,18,0,31,2,1,2,2,1,0.236
287,Darell Hernaiz,ATH,50,175,193,44,32,9,1,3,21,18,14,0,30,1,2,2,3,1,0.252
288,Austin Wynns,LAA,43,140,153,32,21,6,0,4,15,18,10,0,42,1,1,1,1,0,0.227
289,Gary Sánchez,MIL,46,155,174,33,20,6,0,7,19,25,14,0,47,4,1,0,0,0,0.217
290,Ben Williamson,TBR,68,240,262,60,44,12,1,3,28,24,17,0,56,3,2,1,5,1,0.249
291,JJ Bleday,CIN,76,266,300,60,34,14,0,12,36,36,31,1,70,1,2,0,2,1,0.227
292,Connor Wong,BOS,60,201,221,47,32,10,1,5,23,21,15,0,54,3,1,1,3,1,0.233
293,Giancarlo Stanton,NYY,96,350,392,79,43,12,0,23,47,63,37,2,123,2,2,0,0,0,0.225
294,Amed Rosario,NYY,67,238,253,62,44,11,2,5,28,27,11,0,47,2,1,0,5,1,0.259
295,David Hamilton,MIL,56,176,194,37,24,7,1,5,24,18,15,0,49,1,1,1,17,3,0.211
296,Michael Massey,KCR,70,259,279,62,41,13,1,8,28,30,13,0,51,3,3,1,2,1,0.24
297,Tyler Heineman,TOR,42,127,145,28,20,5,1,3,15,13,11,0,31,3,1,2,2,1,0.217
298,Rafael Marchán,PHI,45,142,159,32,23,6,0,3,16,16,13,0,27,2,1,1,1,0,0.226
299,Brady House,WSN,125,474,505,114,79,21,1,12,52,55,23,1,141,4,4,1,6,2,0.24
300,Edouard Julien,COL,76,254,295,61,41,12,1,7,33,28,36,1,86,3,2,1,3,1,0.241
301,Jimmy Crooks,STL,28,92,101,21,15,4,0,2,10,11,7,0,27,1,1,0,0,0,0.233
302,Dominic Canzone,SEA,107,384,421,92,58,18,1,15,48,51,31,2,98,3,3,0,4,1,0.238
303,James McCann,ARI,54,181,197,43,29,8,0,5,21,24,11,0,51,3,2,1,1,0,0.236
304,Miguel Rojas,LAD,49,163,178,40,29,8,0,3,20,17,12,0,25,1,1,1,2,1,0.248
305,Graham Pauley,MIA,85,287,320,64,40,14,1,8,34,33,27,1,68,3,2,1,5,1,0.222
306,Andrew Benintendi,CHW,118,437,485,108,72,19,1,16,54,56,41,2,84,2,4,1,3,1,0.247
307,Jorge Soler,LAA,116,417,475,94,54,19,0,21,56,59,49,1,129,5,4,0,1,0,0.226
308,Travis Bazzana,CLE,53,183,211,40,26,8,1,5,26,19,23,0,60,2,1,1,4,1,0.216
309,Christian Moore,LAA,81,283,316,63,41,11,2,9,34,31,27,1,98,2,2,1,6,1,0.221
310,Noelvi Marte,CIN,122,458,497,114,75,22,2,15,60,58,30,1,115,5,3,1,14,4,0.25
311,Taylor Walls,TBR,67,226,256,48,33,10,1,4,29,23,25,0,61,1,2,1,11,3,0.213
312,Javier Báez,DET,89,322,342,74,51,14,1,8,36,39,13,0,83,4,2,0,5,1,0.231
313,Ryan Waldschmidt,ARI,39,138,158,34,23,6,1,3,19,16,16,0,34,2,1,0,5,1,0.243
314,Jake Fraley,TBR,97,324,362,77,52,15,1,9,41,37,33,1,76,4,2,0,11,4,0.237
315,Owen Caissie,MIA,114,378,423,87,54,19,2,12,48,46,39,1,130,3,2,1,5,2,0.231
316,Jake Mangum,PIT,84,307,328,84,63,16,2,2,34,29,15,0,55,3,2,1,14,4,0.273
317,Hunter Feduccia,TBR,73,222,252,48,33,10,1,4,25,23,26,0,65,1,2,0,2,0,0.215
318,Mark Vientos,NYM,106,397,435,95,58,18,1,18,50,58,30,0,114,4,3,0,1,0,0.24
319,CJ Kayfus,CLE,86,295,332,69,42,15,3,9,38,38,29,0,91,4,2,1,4,1,0.232
320,Blake Perkins,MIL,47,159,179,34,23,7,1,3,20,16,17,0,48,1,1,0,6,2,0.217
321,Alan Roden,MIN,53,174,196,43,30,9,1,4,23,19,16,0,37,4,2,0,3,1,0.247
322,Triston Casas,BOS,45,160,184,38,23,8,0,7,21,23,22,2,47,1,1,0,0,0,0.236
323,Emmanuel Rodriguez,MIN,18,61,72,13,8,3,0,2,9,7,10,0,25,1,0,0,2,0,0.214
324,Rob Refsnyder,SEA,62,204,233,49,31,10,0,7,27,27,23,1,61,3,2,0,3,1,0.238
325,Kevin Alcántara,CHC,18,47,51,11,7,3,0,1,6,6,4,0,15,0,0,0,1,0,0.229
326,Walker Jenkins,MIN,19,70,78,17,11,4,0,2,9,8,7,0,18,1,0,0,2,0,0.244
327,Tyler Freeman,COL,74,265,301,72,53,14,1,4,38,27,23,0,40,9,2,2,11,4,0.274
328,Ryan Ritter,COL,59,204,228,50,33,10,2,5,26,23,16,0,60,4,1,3,4,1,0.244
329,José Fermín,STL,45,135,155,33,23,7,0,3,17,14,15,0,21,3,1,1,5,2,0.242
330,Daniel Schneemann,CLE,58,196,219,42,27,9,1,6,24,21,20,0,60,1,1,1,4,1,0.216
331,Thomas Saggese,STL,59,214,232,52,35,11,1,5,25,23,14,0,60,3,1,0,3,1,0.241
332,Moisés Ballesteros,CHC,92,320,355,83,56,16,1,10,40,42,29,2,65,3,3,1,2,1,0.26
333,Sung-Mun Song,SDP,64,234,257,55,39,11,1,5,27,26,19,1,44,1,2,1,5,1,0.236
334,Dane Myers,CIN,64,219,240,53,37,9,1,6,27,25,16,0,61,3,2,0,9,2,0.24
335,Drew Millas,WSN,35,112,123,27,19,5,1,2,12,11,9,1,20,1,1,1,3,1,0.239
336,Mickey Moniak,COL,118,440,472,112,66,22,5,20,60,65,24,1,119,4,3,0,9,3,0.255
337,Jake McCarthy,COL,93,335,370,87,62,15,4,6,45,33,24,0,64,6,2,3,15,3,0.26
338,Zach Cole,HOU,78,274,306,58,33,12,2,10,36,34,26,1,115,4,2,0,9,2,0.21
339,Jonah Heim,ATH,39,131,143,29,20,6,0,4,14,16,10,0,28,1,1,0,0,0,0.223
340,Pavin Smith,ARI,98,342,394,80,51,17,1,12,46,46,46,1,101,1,3,0,2,1,0.234
341,Mauricio Dubón,ATL,108,380,407,96,70,19,1,6,44,39,21,0,52,2,3,2,4,1,0.253
342,Liam Hicks,MIA,79,264,306,63,47,12,1,4,30,29,32,0,48,7,3,1,2,0,0.24
343,Christopher Morel,MIA,91,309,347,68,40,13,2,13,41,42,32,1,105,4,2,1,6,2,0.221
344,Jeremiah Jackson,BAL,51,191,205,45,29,10,1,6,23,23,11,0,49,2,1,0,3,1,0.238
345,César Salazar,HOU,41,104,119,21,15,4,0,2,12,11,10,0,24,4,1,1,1,0,0.206
346,Nathan Church,STL,49,154,170,38,27,7,1,3,19,16,10,0,28,2,1,2,4,1,0.245
347,Tyler Fitzgerald,LAD,22,75,81,16,11,4,0,2,9,7,5,0,24,1,0,1,3,0,0.22
348,Endy Rodríguez,PIT,27,91,101,21,14,5,1,2,11,10,8,0,22,1,1,0,1,0,0.233
349,Andy Ibáñez,NYM,55,173,190,42,28,9,1,4,19,19,13,0,38,2,1,0,3,1,0.24
350,Anthony Santander,TOR,28,104,116,23,13,4,0,5,14,16,11,0,27,1,0,0,0,0,0.225
351,Trey Sweeney,DET,16,55,60,12,8,3,0,1,7,6,5,0,16,0,0,0,1,0,0.215
352,Nick Loftin,KCR,36,119,133,28,19,6,0,2,14,13,12,0,22,1,1,0,2,1,0.235
353,Christian Vázquez,HOU,31,106,116,23,17,4,0,2,11,10,7,0,23,1,1,0,1,0,0.22
354,Ty France,SDP,46,163,181,41,29,7,0,4,19,19,11,0,33,6,1,0,0,0,0.249
355,Ryan Mountcastle,BAL,46,170,184,44,29,8,0,6,21,22,11,0,46,1,2,0,1,0,0.256
356,J.C. Escarra,NYY,43,131,148,29,19,6,1,3,15,15,13,0,28,2,2,0,1,0,0.22
357,Reese McGuire,CHW,30,95,104,21,15,4,0,3,10,11,6,0,24,1,1,1,1,0,0.224
358,Jesus Rodriguez,SFG,14,48,52,13,10,2,0,0,6,5,4,0,8,0,0,0,1,0,0.263
359,Paul Goldschmidt,NYY,83,310,341,77,50,16,0,10,41,37,28,1,78,2,2,0,4,1,0.247
360,Leo Jiménez,MIA,36,109,124,25,17,5,0,3,14,12,9,0,28,4,1,1,1,0,0.23
361,Ezequiel Duran,TEX,73,248,267,58,39,13,1,5,28,24,13,0,64,3,2,1,8,2,0.234
362,Hyeseong Kim,LAD,47,152,164,38,28,7,1,3,19,16,9,0,41,1,1,1,8,1,0.248
363,Tim Tawa,ARI,42,143,159,32,20,7,1,4,17,16,12,0,41,1,1,1,4,1,0.221
364,Esteury Ruiz,MIA,36,100,113,23,16,5,1,2,15,10,9,0,27,2,1,1,10,2,0.233
365,Orlando Arcia,MIN,33,115,125,26,17,5,0,3,12,12,8,0,27,1,1,0,0,0,0.223
366,Michael Helman,TEX,28,91,99,19,12,4,0,2,11,10,6,0,23,1,1,1,3,0,0.211
367,Juan Brito,CLE,29,101,115,23,15,5,0,2,13,12,11,0,24,1,1,0,2,1,0.228
368,Jordan Beck,COL,131,492,541,121,78,25,3,15,63,58,42,0,155,3,3,0,16,5,0.247
369,Randal Grichuk,CHW,41,147,160,35,21,8,1,6,19,19,10,0,34,1,1,0,1,0,0.24
370,Jett Williams,MIL,34,122,138,27,17,6,1,3,16,13,13,0,36,1,1,0,5,1,0.223
371,Otto Kemp,PHI,58,199,223,47,29,10,1,7,27,26,15,1,63,7,2,0,4,1,0.234
372,Leody Taveras,BAL,23,79,86,18,13,4,0,2,10,9,6,0,19,0,1,1,4,1,0.232
373,Tyler Callihan,PIT,19,52,57,12,8,2,0,1,6,5,4,0,15,0,0,0,2,0,0.223
374,Daniel Susac,SFG,23,82,89,19,13,3,0,2,8,9,5,0,25,1,1,0,1,0,0.228
375,Taylor Trammell,HOU,16,46,52,10,6,2,0,2,6,6,6,0,16,0,0,0,1,0,0.207
376,Mitch Garver,SEA,30,98,112,20,12,3,0,4,12,13,12,0,32,2,0,0,0,0,0.204
377,Luke Maile,KCR,33,87,99,19,13,4,0,2,10,9,9,0,28,1,1,2,1,0,0.213
