#,Name,Team,W,L,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO
17,Joe Ryan,MIN,7,7,4.13,19,19,0,0,,108.1,449,96,53,50,17,29,0,5,115
18,Logan Gilbert,SEA,7,6,3.83,19,19,0,0,,105,429,90,48,45,15,27,0,4,114
19,Kevin Gausman,TOR,8,7,4.19,21,21,0,0,,116.2,487,106,58,54,17,36,0,2,118
20,José Soriano,LAA,8,7,3.59,20,20,0,0,,118.1,500,102,51,47,11,50,0,6,120
21,Landen Roupp,SFG,6,6,3.86,17,17,0,0,,97.2,416,88,45,42,8,41,0,4,97
22,Ranger Suarez,BOS,7,6,3.97,19,19,0,0,,111.1,467,107,53,49,13,33,0,3,96
23,Bryan Woo,SEA,7,6,4.05,20,20,0,0,,109.1,452,99,53,49,17,27,0,4,106
24,Drew Rasmussen,TBR,7,8,4.02,21,21,0,0,,116.1,484,106,56,52,15,34,0,4,105
25,Zack Wheeler,PHI,8,6,3.88,19,19,0,0,,106,443,91,49,46,14,36,0,5,105
26,Framber Valdez,DET,8,6,3.74,20,20,0,0,,115,485,105,52,48,10,39,0,8,96
27,Matthew Boyd,CHC,6,5,3.92,17,17,0,0,,93.2,391,81,44,41,13,32,0,4,98
28,Max Meyer,MIA,6,6,3.97,18,18,0,0,,97,407,87,46,43,11,33,0,4,99
29,Parker Messick,CLE,6,6,3.94,18,18,0,0,,102,430,92,48,45,13,33,0,6,100
30,Taj Bradley,MIN,6,6,4.11,17,17,0,0,,105,445,93,51,48,14,41,0,3,110
31,Shota Imanaga,CHC,8,6,3.81,19,19,0,0,,110.1,449,93,50,47,18,27,0,3,106
32,Chase Burns,CIN,6,6,3.84,21,16,0,0,,89.1,370,74,41,38,12,32,0,1,100
33,Hunter Greene,CIN,5,4,3.78,13,13,0,0,,75.2,312,62,34,32,11,24,0,3,93
34,MacKenzie Gore,TEX,6,6,4.13,17,17,0,0,,99,420,90,49,45,12,35,0,4,97
35,Nolan McLean,NYM,7,6,4.05,19,19,0,0,,108.1,463,99,52,49,13,39,0,9,110
36,Kyle Bradish,BAL,7,6,4.19,19,19,0,0,,107.1,460,100,53,50,13,43,0,4,107
37,Kyle Harrison,MIL,6,6,4.06,17,17,0,0,,94.2,396,83,46,43,15,29,0,4,108
38,Cam Schlittler,NYY,6,5,3.91,16,16,0,0,,89.1,374,78,42,39,12,31,0,2,97
39,Tanner Bibee,CLE,6,7,4.32,20,20,0,0,,113.1,479,106,58,54,17,37,0,4,104
40,Blake Snell,LAD,6,3,3.53,12,12,0,0,,71.1,295,56,30,28,8,29,0,2,82
41,Braxton Ashcraft,PIT,6,7,4.07,25,17,0,0,,88,372,83,43,40,10,28,0,4,84
42,Kris Bubic,KCR,6,5,3.97,20,15,0,0,,89,377,82,42,39,9,30,0,4,82
43,Reid Detmers,LAA,5,7,4.17,25,17,0,0,,88,371,80,44,41,13,27,1,4,98
44,Max Fried,NYY,6,4,3.7,14,14,0,0,,83.1,350,74,37,34,8,27,0,6,74
45,Tyler Glasnow,LAD,6,4,4,14,14,0,0,,82.2,346,70,39,37,11,32,0,1,96
46,Cole Ragans,KCR,6,5,4.06,15,15,0,0,,87.2,371,74,42,40,12,36,0,3,99
47,Cade Cavalli,WSN,5,7,4.34,18,18,0,0,,98.1,426,97,51,47,10,35,0,9,89
48,Sonny Gray,BOS,7,6,4.3,19,19,0,0,,103.1,436,99,53,49,15,30,0,3,94
49,Eury Pérez,MIA,5,6,4.36,17,17,0,0,,91,384,77,47,44,13,35,0,4,94
50,Shane McClanahan,TBR,5,7,4.08,19,19,0,0,,94,395,88,46,43,12,30,0,3,85
51,Michael King,SDP,7,7,4.36,19,19,0,0,,108.2,467,100,56,53,14,46,0,4,101
52,Michael Wacha,KCR,6,7,4.61,19,19,0,0,,107.2,461,107,59,55,16,34,0,4,84
53,Casey Mize,DET,6,7,4.22,19,19,0,0,,100,422,93,50,47,14,32,0,4,86
54,Will Warren,NYY,7,6,3.95,25,17,0,0,,87.2,369,78,41,39,12,30,0,3,91
55,Spencer Strider,ATL,6,6,4.59,18,18,0,0,,103,443,93,56,53,16,41,0,5,113
56,Luis Severino,ATH,6,7,4.7,19,19,0,0,,109.2,474,110,61,57,16,39,0,5,99
57,Jack Leiter,TEX,7,6,4.23,18,18,0,0,,103.1,437,91,52,49,15,39,0,4,96
58,Ryne Nelson,ARI,6,6,4.39,17,17,0,0,,93,393,90,48,45,13,27,0,2,75
59,Griffin Jax,TBR,5,5,3.69,25,13,0,0,,74,306,62,32,30,8,25,0,3,77
60,Sandy Alcantara,MIA,6,8,4.8,20,20,0,0,,120,515,122,68,64,16,37,0,5,89
61,Zac Gallen,ARI,7,7,4.3,20,20,0,0,,108,461,104,55,52,13,38,0,4,85
62,Trevor Rogers,BAL,7,6,4.52,18,18,0,0,,105.1,451,102,57,53,16,36,0,4,90
63,Bryce Miller,SEA,6,6,4.14,27,16,0,0,,87.1,366,78,43,40,13,28,1,3,82
64,Shane Baz,BAL,7,6,4.48,19,19,0,0,,112.1,484,104,60,56,16,47,0,5,104
65,Matthew Liberatore,STL,5,7,4.78,18,18,0,0,,99.2,431,103,57,53,13,32,0,5,80
66,Michael Soroka,ARI,6,6,4.22,23,16,0,0,,83,351,75,42,39,11,28,0,4,77
67,Davis Martin,CHW,5,7,4.44,18,18,0,0,,102,434,99,54,50,14,33,0,4,88
68,Emmet Sheehan,LAD,6,4,3.84,21,15,0,0,,76.1,314,61,35,33,12,25,0,4,83
69,Foster Griffin,WSN,5,8,4.68,18,18,0,0,,104,450,104,58,54,14,34,0,9,90
70,Noah Cameron,KCR,6,6,4.67,18,18,0,0,,101.2,435,102,56,53,15,32,0,3,82
71,Freddy Peralta,NYM,7,7,4.53,20,20,0,0,,116.2,500,104,63,59,19,48,0,5,116
72,Trey Yesavage,TOR,7,6,4.29,22,18,0,0,,93,394,79,47,44,15,38,0,4,100
73,Carlos Rodón,NYY,8,6,4.52,20,20,0,0,,122,523,107,65,61,19,53,0,6,116
74,Tyler Mahle,SFG,5,6,4.4,17,17,0,0,,92,392,86,48,45,13,33,0,3,80
75,Nick Lodolo,CIN,6,7,4.59,18,18,0,0,,103.2,444,102,57,53,16,32,0,8,98
76,Janson Junk,MIA,5,7,4.46,22,16,0,0,,81.2,344,83,43,40,11,20,0,2,57
77,Eduardo Rodriguez,ARI,7,7,4.74,22,17,0,0,,104,451,107,59,55,14,37,1,3,80
78,Gerrit Cole,NYY,7,7,4.67,20,20,0,0,,111.2,475,107,62,58,19,35,0,4,99
79,Jared Jones,PIT,5,6,4.49,20,15,0,0,,81.2,351,79,44,41,12,28,0,4,80
80,Connor Prielipp,MIN,5,6,4.35,30,13,0,0,,77.1,334,74,40,37,9,29,1,4,76
81,Dustin May,STL,5,8,4.61,26,17,0,0,,90.2,392,89,50,46,11,35,1,5,76
82,Grant Taylor,CHW,2,2,3.21,53,1,5,8,,60,247,47,23,21,5,22,1,1,72
83,Luis Castillo,SEA,6,6,4.55,30,15,0,0,,87,371,83,47,44,14,29,1,3,83
84,Nick Martinez,TBR,6,8,4.72,24,19,0,0,,99.2,423,102,56,52,15,26,0,3,68
85,Andrew Painter,PHI,7,6,4.57,22,17,0,0,,92.1,398,93,50,47,13,31,0,3,73
86,Jack Flaherty,DET,6,7,4.71,18,18,0,0,,101.2,439,96,57,53,17,40,0,5,103
87,Andre Pallante,STL,5,7,4.53,18,18,0,0,,100.1,434,103,54,51,10,38,0,3,68
88,Aaron Nola,PHI,7,7,4.72,20,20,0,0,,108.1,463,107,61,57,19,37,0,3,100
89,Jameson Taillon,CHC,7,6,4.48,19,19,0,0,,106.2,447,101,57,53,18,31,0,2,85
90,Steven Matz,TBR,5,7,4.72,24,17,0,0,,87,373,90,49,46,13,24,0,3,70
91,Bubba Chandler,PIT,5,6,4.41,25,15,0,0,,80.2,348,74,42,40,11,34,1,4,77
92,Christian Scott,NYM,4,4,4.4,13,13,0,0,,64.2,273,60,34,32,11,19,0,3,64
93,Merrill Kelly,ARI,6,6,4.74,18,18,0,0,,105.2,454,105,59,56,16,37,0,3,79
94,Shane Bieber,TOR,6,5,4.08,24,15,0,0,,79.2,332,72,39,36,12,24,0,3,73
95,Seth Lugo,KCR,6,7,4.92,19,19,0,0,,109,471,112,64,60,17,36,0,4,90
96,Edward Cabrera,CHC,6,6,4.45,17,17,0,0,,97.2,418,88,52,48,13,41,0,4,84
97,Payton Tolle,BOS,4,4,4.19,16,11,0,0,,58.1,245,53,29,27,9,17,0,2,60
98,Kumar Rocker,TEX,6,6,4.39,24,17,0,0,,85,364,82,44,42,10,32,0,3,66
99,Mitch Keller,PIT,6,8,5.22,20,20,0,0,,108.2,474,115,67,63,17,36,0,5,85
100,Michael McGreevy,STL,5,8,4.58,24,18,0,0,,92,394,98,50,47,12,26,0,2,62
101,Chris Bassitt,BAL,6,7,5.06,19,19,0,0,,104.2,461,109,63,59,15,40,0,7,87
102,Ryan Weathers,NYY,5,4,4.15,27,12,0,0,,71.1,301,66,35,33,11,23,1,2,72
103,Ben Brown,CHC,4,3,3.94,37,8,0,0,,66.2,282,59,31,29,8,24,1,3,67
104,Gage Jump,ATH,4,5,4.8,14,14,0,0,,74.1,324,76,43,40,11,27,0,3,72
105,Andrew Abbott,CIN,6,7,5.03,19,19,0,0,,107.2,468,113,64,60,17,38,0,2,80
106,Bryce Elder,ATL,6,6,4.87,18,18,0,0,,95.2,413,99,55,52,14,32,0,3,75
107,Connelly Early,BOS,5,5,4.2,21,14,0,0,,73,310,67,37,34,10,25,0,4,69
108,Sean Manaea,NYM,5,5,4.41,31,12,0,0,,75.2,322,71,40,37,12,23,1,6,74
109,Logan Henderson,MIL,5,6,4.3,24,14,0,0,,74.2,309,63,38,36,15,22,0,2,81
110,Robbie Ray,SFG,6,8,5.01,20,20,0,0,,119.1,519,111,71,66,21,54,0,4,114
111,Grayson Rodriguez,LAA,4,6,4.77,15,15,0,0,,85.1,370,87,48,45,12,31,0,4,72
112,Andrew Alvarez,WSN,4,5,4.16,38,10,0,0,,74.2,322,73,37,35,7,29,1,3,63
113,Adrian Houser,SFG,5,6,4.79,20,15,0,0,,78,341,83,44,41,8,29,0,3,51
114,Yusei Kikuchi,LAA,4,4,4.52,11,11,0,0,,66,285,64,36,33,10,26,0,2,66
115,Brandon Woodruff,MIL,4,5,4.7,14,14,0,0,,76.2,325,72,43,40,15,24,0,2,71
116,David Peterson,NYM,5,6,4.52,21,15,0,0,,76.2,337,78,41,39,8,26,0,12,64
117,Carmen Mlodzinski,PIT,4,5,4.61,28,11,0,4,,69.1,302,72,38,35,8,25,1,3,55
118,Roki Sasaki,LAD,6,4,4.52,22,14,0,0,,73.1,316,69,39,37,10,30,0,4,70
119,Jeffrey Springs,ATH,6,7,5.18,19,19,0,0,,107.2,469,111,67,62,20,37,0,3,91
120,Zebby Matthews,MIN,4,6,4.79,20,14,0,0,,72,309,75,41,38,12,20,0,2,64
121,Mason Miller,SDP,2,1,2.38,45,0,22,1,,30.1,121,18,9,8,2,12,1,1,48
122,J.T. Ginn,ATH,5,6,4.78,24,15,0,0,,79,345,81,45,42,11,30,1,4,68
123,Spencer Arrighetti,HOU,6,6,4.7,23,17,0,0,,86,375,76,48,45,12,41,0,6,85
124,Randy Vásquez,SDP,6,7,4.92,19,19,0,0,,102.2,446,103,60,56,16,38,0,4,72
125,Sean Burke,CHW,5,7,4.85,18,18,0,0,,98.1,424,92,57,53,17,39,0,4,87
126,Kyle Leahy,STL,5,7,4.79,31,15,0,0,,88.2,387,92,50,47,12,33,1,3,69
127,Emerson Hancock,SEA,5,6,4.69,38,14,0,0,,92,397,89,51,48,14,33,1,6,82
128,Justin Steele,CHC,2,2,3.74,6,6,0,0,,33.2,139,30,15,14,4,9,0,1,31
129,Joey Cantillo,CLE,5,6,4.53,26,15,0,0,,81.1,354,74,44,41,11,38,1,5,77
130,Hunter Dobbins,STL,4,5,4.57,35,10,0,0,,74.2,326,77,41,38,8,28,1,3,52
131,Dean Kremer,BAL,5,5,4.59,18,13,0,0,,78.1,334,74,43,40,14,27,0,2,71
132,Griffin Canning,SDP,6,6,4.5,20,16,0,0,,92.1,400,85,49,46,13,43,0,3,79
133,Brayan Bello,BOS,6,6,4.72,17,17,0,0,,98,427,102,56,51,13,38,0,3,68
134,Cade Smith,CLE,2,1,2.97,45,0,22,2,,32.1,131,24,11,11,3,10,1,1,43
135,Brandon Pfaadt,ARI,4,5,4.79,27,12,0,0,,72.1,312,76,41,38,10,21,1,4,56
136,Kendry Rojas,MIN,3,3,4.18,38,5,0,0,,56.2,244,53,28,26,6,22,1,2,53
137,Slade Cecconi,CLE,5,7,4.83,18,18,0,0,,98.1,422,99,56,53,17,30,0,4,75
138,Spencer Schwellenbach,ATL,2,2,3.72,5,5,0,0,,28.1,117,26,13,12,3,6,0,1,27
139,Kodai Senga,NYM,4,4,4.71,12,12,0,0,,66,290,62,37,35,9,33,0,3,64
140,Brandon Sproat,MIL,5,6,4.65,22,15,0,0,,76,332,73,42,39,10,33,0,5,69
141,Mike Burrows,HOU,5,6,4.83,16,16,0,0,,89.1,385,88,51,48,15,32,0,4,75
142,Aaron Ashby,MIL,2,1,3.3,46,1,3,8,,55,234,43,22,20,4,27,1,4,62
143,Colin Rea,CHC,5,5,4.61,22,14,0,0,,73.2,314,72,40,38,11,25,0,3,57
144,Justin Verlander,DET,4,5,5.08,14,14,0,0,,80,349,78,48,45,14,31,0,4,66
145,Joe Musgrove,SDP,3,3,4.32,9,9,0,0,,47,199,44,24,23,7,14,0,3,41
146,Chase Dollander,COL,3,5,5.19,18,12,0,0,,63,280,65,39,36,9,27,0,5,60
147,Kai-Wei Teng,HOU,3,3,4.19,36,6,0,0,,59,256,52,29,27,7,27,1,4,63
148,Grant Holmes,ATL,5,5,4.84,27,13,0,0,,74.2,328,75,43,40,11,33,1,3,71
149,Tyler Phillips,MIA,3,4,4.46,35,7,0,0,,62,269,61,33,31,7,24,1,2,51
150,Quinn Priester,MIL,3,4,4.65,11,11,0,0,,59,254,60,33,30,8,21,0,3,45
151,Miles Mikolas,WSN,3,6,4.98,14,14,0,0,,70.1,303,76,42,39,12,19,0,2,46
152,Aroldis Chapman,BOS,2,1,2.96,41,0,20,1,,29,118,20,10,10,3,12,1,1,40
153,Noah Schultz,CHW,4,6,4.89,14,14,0,0,,71.1,310,70,42,39,11,27,0,5,59
154,Braxton Garrett,MIA,3,5,4.91,18,10,0,0,,55.1,240,58,32,30,8,18,0,3,45
155,Nick Pivetta,SDP,2,2,3.85,5,5,0,0,,28.2,119,23,13,12,4,10,0,1,30
156,Drew Anderson,DET,2,2,3.91,44,2,2,9,,54.2,236,44,26,24,6,28,1,3,66
157,Garrett Whitlock,BOS,2,1,3.44,47,0,1,8,,33.1,137,28,14,13,3,10,1,1,37
158,Joe Boyle,TBR,3,3,4.37,21,7,0,0,,48,208,40,25,23,5,26,1,3,50
159,Stephen Kolek,KCR,5,6,4.91,31,15,0,0,,86,376,93,50,47,11,28,1,6,55
160,Trevor McDonald,SFG,2,3,4.4,16,7,0,0,,41,179,42,22,20,4,15,0,3,32
161,Anthony Kay,CHW,4,7,5.18,16,16,0,0,,90.1,400,92,56,52,13,39,0,7,68
162,Jhoan Duran,PHI,2,1,3.36,44,0,20,1,,33.2,139,28,14,13,3,11,1,2,40
163,Clay Holmes,NYM,2,2,3.91,12,6,0,0,,34.1,147,33,16,15,3,13,0,1,28
164,Shane Smith,CHW,3,4,4.44,9,9,0,0,,47.1,204,43,25,23,7,19,0,3,43
165,Ryan Feltner,COL,4,7,5.64,20,15,0,0,,79,354,88,53,49,12,33,0,3,61
166,Hurston Waldrep,ATL,3,3,4.7,8,8,0,0,,42.1,184,42,23,22,5,18,0,2,35
167,Walbert Ureña,LAA,4,5,4.58,23,12,0,0,,68,298,65,37,35,7,33,1,3,54
168,Mason Montgomery,PIT,2,1,3.61,43,0,2,8,,30.2,130,25,13,12,3,13,1,1,38
169,Kyle Freeland,COL,5,8,5.84,18,18,0,0,,100.1,448,121,70,65,19,30,0,4,75
170,Josh Hader,HOU,1,1,3.11,36,0,18,2,,25.1,103,17,9,9,3,9,0,2,37
171,Mick Abel,MIN,2,3,4.4,13,7,0,0,,39.1,169,35,20,19,5,17,0,2,37
172,Lucas Giolito,SDP,6,7,5.25,18,18,0,0,,105,460,103,65,61,20,46,0,3,82
173,Dylan Lee,ATL,2,1,3.33,42,0,1,10,,28.1,115,23,11,11,4,8,1,0,33
174,Troy Melton,DET,2,3,4.43,28,5,0,0,,47.1,203,46,25,23,7,17,1,2,43
175,Corbin Burnes,ARI,2,1,3.92,4,4,0,0,,22.2,95,21,11,10,2,8,0,1,20
176,Devin Williams,NYM,2,1,3.26,42,0,18,3,,29.1,122,21,11,11,3,13,1,1,39
177,Trevor Megill,MIL,2,1,3.6,42,0,6,7,,30,125,24,13,12,4,11,1,1,37
178,Gabe Speier,SEA,2,1,3.58,39,0,0,8,,29,121,24,13,12,3,8,1,2,34
179,Adrian Morejon,SDP,1,1,3.5,44,0,1,9,,29.2,124,27,13,12,3,8,1,1,28
180,Ian Seymour,TBR,2,2,4.15,45,2,2,11,,57.2,246,51,29,27,8,20,2,5,56
181,Bailey Ober,MIN,5,8,5.37,19,19,0,0,,99.1,431,104,63,59,21,31,0,4,71
182,Peter Lambert,HOU,3,4,4.57,21,9,0,0,,54.1,235,51,30,28,8,22,0,2,47
183,JR Ritchie,ATL,3,4,4.86,10,10,0,0,,53.1,232,53,31,29,7,22,0,3,42
184,Shane Drohan,MIL,2,2,4.06,41,2,0,7,,53,227,46,26,24,6,23,1,2,54
185,Matt Brash,SEA,2,1,3.44,40,0,3,8,,30,127,24,12,11,2,14,1,2,34
186,Abner Uribe,MIL,2,1,3.32,47,0,12,5,,34,144,26,13,13,3,17,1,2,38
187,Spencer Miles,TOR,2,2,4.17,37,3,0,6,,48.2,208,45,24,23,6,17,1,3,45
188,Andrés Muñoz,SEA,2,1,3.51,41,0,18,3,,30.2,129,24,13,12,3,13,1,2,37
189,Walker Buehler,SDP,4,5,4.97,18,13,0,0,,73.1,320,73,43,40,11,30,0,3,56
190,Chad Patrick,MIL,3,4,4.84,36,8,0,0,,66.2,291,65,39,36,11,27,1,3,59
191,Justin Wrobleski,LAD,5,4,5.05,25,12,0,0,,68.2,298,72,41,39,11,22,0,3,54
192,Didier Fuentes,ATL,2,1,4.28,38,1,0,6,,41,177,38,21,20,5,15,1,2,44
193,A.J. Puk,ARI,1,1,3.66,32,0,4,2,,23,96,19,10,9,3,7,1,2,29
194,Martín Pérez,ATL,3,3,4.76,18,7,0,0,,43.1,189,45,25,23,6,15,0,2,35
195,Cody Bradford,TEX,2,1,3.92,18,3,0,0,,27.1,114,25,13,12,4,7,0,1,23
196,Robert Gasser,MIL,2,2,4.38,16,4,0,0,,30,129,28,16,15,4,11,0,2,29
197,Ryan Gusto,MIA,2,3,4.62,18,6,0,0,,40.2,175,39,22,21,6,15,1,2,33
198,Jacob Latz,TEX,2,1,3.96,45,1,13,4,,49.1,210,41,23,22,6,22,1,1,48
199,José Alvarado,PHI,2,1,3.86,41,0,1,10,,31.1,136,28,15,13,3,13,1,2,35
200,Luinder Avila,KCR,2,2,4.09,34,2,0,3,,41.2,181,38,20,19,3,19,1,2,36
201,Brandon Young,BAL,4,4,4.81,19,10,0,0,,55.1,239,55,32,30,9,20,0,2,42
202,Logan Allen,CLE,3,4,4.73,25,9,0,0,,58.1,255,57,33,31,9,24,1,2,50
203,Bryan Abreu,HOU,2,1,3.6,41,0,1,10,,29,123,22,12,12,3,14,0,1,38
204,Jack Kochanowicz,LAA,5,7,4.92,26,16,0,0,,85.2,378,92,50,47,11,33,1,6,58
205,Thomas White,MIA,1,2,4.41,4,4,0,0,,21,91,20,11,10,2,9,0,1,20
206,José A. Ferrer,SEA,2,1,3.84,43,0,2,10,,32,136,32,15,14,3,9,1,2,29
207,Garrett Cleavinger,TBR,2,1,3.71,44,0,2,9,,33.1,141,27,15,14,4,12,1,3,39
208,Jeremiah Estrada,SDP,1,1,3.56,41,0,0,9,,27.2,116,21,12,11,3,12,1,1,35
209,Welinton Herrera,COL,1,1,3.94,32,0,0,3,,24,104,23,11,10,2,10,1,1,26
210,Fernando Cruz,NYY,2,1,3.45,42,0,1,9,,29.1,122,21,12,11,4,14,0,2,41
211,David Bednar,NYY,2,1,3.7,43,0,22,1,,30,124,25,13,12,4,11,1,1,34
212,Dax Fulton,MIA,2,2,4.55,21,4,0,0,,36.2,161,36,20,18,4,16,1,2,31
213,Raisel Iglesias,ATL,2,1,3.86,43,0,19,2,,29,121,27,13,12,4,8,1,1,30
214,Alex Vesia,LAD,2,1,3.58,41,0,3,8,,26.2,110,19,11,11,4,10,1,1,33
215,Pete Fairbanks,MIA,1,1,4.02,40,0,18,2,,28.2,122,25,14,13,3,11,1,1,30
216,Phil Maton,CHC,2,1,3.57,41,0,1,9,,28.1,119,22,12,11,3,11,1,3,34
217,Hunter Barco,PIT,2,2,4.5,23,3,0,0,,34.2,152,33,19,17,4,14,1,2,34
218,Tanner Scott,LAD,2,1,3.61,42,0,11,7,,27.1,115,23,12,11,3,10,1,1,31
219,Orion Kerkering,PHI,2,1,3.74,39,0,0,8,,30,126,26,13,12,3,10,1,2,30
220,Mason Fluharty,TOR,1,1,3.55,37,0,0,8,,26,109,21,11,10,3,10,1,2,29
221,Tyler Alexander,TEX,2,2,4.36,44,3,1,10,,55.2,237,53,29,27,8,16,1,3,43
222,Brycen Mautz,STL,2,3,4.7,24,5,0,0,,45,196,45,25,23,6,18,1,2,38
223,Tatsuya Imai,HOU,5,5,5.26,15,15,0,0,,79.2,355,77,50,47,14,41,0,5,78
224,Louis Varland,TOR,2,1,3.91,44,0,15,4,,31,131,28,14,13,4,11,1,1,34
225,Graham Ashcraft,CIN,1,1,3.66,43,0,3,10,,30,128,27,13,12,3,12,1,1,28
226,Jonah Tong,NYM,1,1,4.14,14,3,0,0,,25,107,22,12,11,3,11,0,1,26
227,Gregory Soto,PIT,2,1,3.9,43,0,18,2,,30.2,134,27,14,13,3,13,1,3,34
228,Patrick Corbin,TOR,4,6,5.5,19,14,0,0,,70.1,309,77,46,43,12,25,0,2,54
229,Daniel Palencia,CHC,2,1,3.87,43,0,22,1,,29.2,126,25,14,13,3,13,1,1,32
230,Camilo Doval,NYY,2,1,3.63,41,0,1,9,,28.2,121,23,12,12,2,13,1,2,30
231,Jake Irvin,WSN,3,5,4.96,18,10,0,0,,54,235,55,32,30,9,20,0,3,45
232,Patrick Sandoval,BOS,2,1,4.12,19,3,0,0,,30.1,133,28,15,14,3,15,1,1,27
233,Ryan Helsley,BAL,1,1,3.58,33,0,14,3,,22.1,93,19,10,9,2,8,1,0,24
234,Carson Whisenhunt,SFG,2,2,4.79,12,5,0,0,,29.2,130,31,17,16,4,11,0,1,23
235,Keider Montero,DET,3,4,5.13,18,10,0,0,,54.2,239,57,33,31,9,20,0,2,41
236,David Sandlin,CHW,3,5,5.15,18,10,0,0,,54.2,239,56,34,31,10,21,0,2,46
237,David Festa,MIN,1,1,4.26,17,2,0,0,,23.2,101,21,12,11,3,9,0,1,24
238,Jake Bennett,BOS,2,2,4.34,12,4,0,0,,27,116,27,14,13,3,9,0,1,20
239,JoJo Romero,STL,1,1,3.85,43,0,4,9,,32.2,140,30,15,14,3,12,1,1,29
240,Tyler Holton,DET,2,1,3.58,41,0,1,8,,29.1,122,26,13,12,3,8,0,1,25
241,Bryan Baker,TBR,2,1,4.02,44,0,20,3,,33.1,141,28,16,15,4,13,1,1,36
242,Andrew Morris,MIN,1,1,4.19,39,0,2,8,,26.2,115,26,13,12,3,9,1,1,23
243,Jordan Wicks,CHC,1,1,4.26,15,3,0,0,,26,110,25,13,12,3,9,0,1,22
244,Reynaldo López,ATL,3,3,5.14,41,6,0,4,,62.2,275,63,38,36,9,26,1,2,55
245,A.J. Minter,NYM,2,1,4.06,38,0,0,8,,26.2,113,24,13,12,3,10,1,1,27
246,Jacob Lopez,ATH,4,6,5.52,24,13,0,0,,71.2,319,74,47,44,13,30,0,5,63
247,Andrew Kittredge,BAL,2,1,3.82,40,0,1,8,,27,113,25,12,12,3,7,1,1,26
248,Will Vest,DET,2,1,3.87,40,0,1,7,,28.2,122,26,13,12,3,10,1,1,28
249,Ryan Fernandez,STL,1,1,3.98,33,0,0,3,,25.1,108,23,12,11,3,10,1,1,27
250,Rhett Lowder,CIN,4,5,5.15,20,12,0,0,,63.2,279,68,39,37,10,23,0,2,46
251,Robert Suarez,ATL,2,1,3.97,44,0,3,8,,29.2,125,27,14,13,4,9,1,1,28
252,Keaton Winn,SFG,2,2,4.55,43,1,6,7,,47,205,48,26,24,5,17,1,2,38
253,Sam Hentges,SFG,1,1,4.17,37,0,0,7,,25,108,24,12,12,2,10,0,1,24
254,Brady Singer,CIN,5,8,5.51,19,19,0,0,,106.1,469,113,69,65,20,37,0,8,87
255,Coleman Crow,MIL,1,1,4.3,14,3,0,0,,24.1,103,23,12,12,4,7,0,1,22
256,Riley O'Brien,STL,1,1,4.02,43,0,20,2,,32.2,143,29,16,15,3,15,1,3,34
257,Braydon Fisher,TOR,2,1,3.7,39,0,1,8,,27.1,117,21,12,11,3,13,1,1,31
258,Brent Headrick,NYY,2,1,3.97,40,0,0,9,,27.2,117,24,13,12,4,10,1,1,31
259,River Ryan,LAD,1,1,4.49,4,4,0,0,,19.2,85,19,11,10,3,7,0,1,17
260,Justin Slaten,BOS,2,1,3.89,42,0,1,11,,29.2,126,26,14,13,4,11,1,1,30
261,Seranthony Domínguez,CHW,1,1,3.85,42,0,13,4,,30,128,23,14,13,3,15,0,2,35
262,Shawn Armstrong,CLE,1,1,4.16,40,0,1,10,,28.2,122,26,14,13,4,10,0,1,29
263,Karson Milbrandt,MIA,1,1,4.17,11,2,0,0,,18.2,81,17,9,9,2,9,0,1,19
264,Mason Englert,TBR,2,2,4.49,27,3,0,0,,40.1,172,39,22,20,6,12,1,2,34
265,Matt Svanson,STL,1,1,3.91,29,0,0,0,,22.1,97,21,10,10,2,9,1,1,22
266,Tyler Kinley,ATL,2,1,4.01,41,0,0,8,,27.2,118,24,13,12,3,11,1,1,29
267,Jovani Morán,BOS,1,1,3.85,38,0,0,7,,27,116,22,12,12,3,14,1,1,29
268,Zach Thornton,NYM,1,1,4.54,12,3,0,0,,23,99,23,12,12,3,7,0,1,19
269,Jack Dreyer,LAD,1,1,3.79,33,0,0,5,,21.2,90,18,10,9,3,8,1,1,22
270,Andrew Nardi,MIA,1,1,4.13,39,0,1,8,,28,120,25,14,13,4,12,1,1,31
271,Brad Keller,PHI,2,1,3.76,44,0,2,9,,33.2,145,29,15,14,3,16,1,2,34
272,Jordan Montgomery,TEX,1,2,4.66,10,4,0,0,,25,107,25,14,13,3,8,0,1,18
273,Jeff Hoffman,TOR,2,1,4.06,41,0,5,8,,28.2,122,24,14,13,4,11,1,2,34
274,Cristian Javier,HOU,3,4,5.27,10,10,0,0,,51,224,48,32,30,9,25,0,2,39
275,Erik Miller,SFG,1,1,3.89,41,0,4,9,,27.2,121,23,13,12,2,15,1,2,28
276,Jake Bird,NYY,1,1,3.88,33,0,0,3,,23,98,20,11,10,2,9,1,2,24
277,Kevin Ginkel,ARI,2,1,4.14,41,0,1,9,,29,125,26,14,13,3,12,1,1,28
278,Chris Martin,TEX,1,1,4.12,39,0,1,8,,25.1,106,25,13,12,3,5,1,1,20
279,Caleb Thielbar,CHC,2,1,3.89,40,0,1,10,,27.2,115,24,13,12,4,9,1,1,26
280,Eduardo Rivera,BOS,1,0,3.13,21,0,0,0,,14.2,63,11,6,5,1,8,1,1,16
