#,Name,Team,W,L,ERA,G,GS,IP,TBF,H,R,ER,HR,BB,HBP,SO
347,Jonathan Bowlan,PHI,2,2,4.04,36,0,36,153,34,18,16,5,12,1,34
348,Luis Morales,ATH,2,3,4.76,25,3,39,171,38,22,21,6,18,1,34
349,Luis Gil,NYY,2,3,4.75,21,4,39,170,35,22,20,6,20,2,38
350,Brycen Mautz,STL,2,3,4.47,24,5,46,201,46,25,23,6,18,3,37
351,Chad Dallas,TOR,1,1,4.35,12,2,22,94,22,11,10,3,8,1,18
352,Tim Mayza,PHI,2,2,4,40,0,40,172,40,19,18,5,14,1,36
353,Kutter Crawford,BOS,1,1,4.01,13,1,18,75,17,8,8,3,5,1,18
354,Tim Herrin,CLE,2,2,3.86,37,0,37,162,32,17,16,3,19,3,38
355,Ethan Pecko,HOU,1,1,4.38,2,2,12,51,12,6,6,2,5,0,10
356,Clarke Schmidt,NYY,1,1,3.76,6,1,11,47,10,5,5,1,4,1,11
357,Clayton Beeter,WSN,2,2,4.1,41,0,41,178,35,20,19,5,23,2,47
358,Elmer Rodríguez,NYY,1,1,4.32,13,2,22,95,21,11,10,2,10,1,19
359,Jimmy Herget,COL,1,2,4.6,35,0,35,151,36,19,18,5,11,2,32
360,Cal Quantrill,TEX,2,3,4.73,28,2,37,161,38,21,20,5,12,2,29
361,Carson Seymour,SFG,1,1,4.1,14,2,23,102,24,12,11,2,9,1,18
362,Luis Medina,ATH,2,3,4.57,36,2,45,196,43,25,23,5,21,3,40
363,Tim Hill,NYY,3,2,4.01,43,0,43,183,46,21,19,4,12,2,24
364,Edgardo Henriquez,LAD,2,2,4.32,35,0,35,154,32,18,17,4,17,3,37
365,Sawyer Gipson-Long,DET,1,1,3.96,9,1,14,58,14,7,6,2,4,1,11
366,José Fermin,LAA,2,3,4.36,38,0,38,164,33,20,18,5,20,2,40
367,Ryan Johnson,LAA,1,1,4.39,18,1,22,96,22,12,11,3,8,1,20
368,Grant Wolfram,BAL,2,2,3.79,32,0,32,139,30,15,14,3,13,2,32
369,Michael Petersen,MIA,1,2,4.17,40,0,40,174,38,20,19,5,17,2,38
370,Brenan Hanifee,DET,2,2,3.94,36,0,36,155,38,17,16,4,10,1,26
371,Trey Gibson,BAL,1,1,4.45,12,2,21,93,21,12,11,3,8,1,19
372,DJ Herz,WSN,1,1,3.79,8,1,12,53,10,6,5,1,6,1,14
373,Hayden Wesneski,HOU,1,1,4.01,11,1,16,68,15,8,7,2,5,1,16
374,Edwin Díaz,LAD,2,1,3.18,21,0,21,86,15,8,7,2,8,1,29
375,Braden Nett,ATH,1,1,4.59,13,2,23,100,23,12,12,3,11,1,19
376,Jake Bird,NYY,2,2,3.92,33,0,33,140,29,16,14,3,14,3,35
377,Dax Fulton,MIA,2,3,4.53,21,4,39,175,39,21,20,4,20,2,32
378,Quinn Mathews,STL,1,1,4.34,3,3,18,82,18,10,9,2,10,1,16
379,Ronel Blanco,HOU,1,1,4.05,6,1,11,47,10,5,5,1,5,0,12
380,Spencer Turnbull,,1,1,4.76,2,2,13,57,13,7,7,2,6,1,10
381,Karson Milbrandt,MIA,1,1,4.39,11,2,21,93,20,11,10,2,11,1,18
382,Germán Márquez,SDP,2,3,5.08,13,5,36,156,38,22,20,6,13,1,28
383,Alex Lange,KCR,2,2,4.09,37,0,37,164,33,18,17,3,21,3,40
384,Gabriel Hughes,COL,1,1,4.7,15,1,20,88,22,11,11,3,7,1,16
385,Brock Burke,CIN,2,2,4.3,41,0,41,177,39,21,20,5,17,2,39
386,Drew Thorpe,CHW,1,1,4.71,2,2,12,52,12,7,6,2,5,0,9
387,Hunter Harvey,CHC,2,1,3.31,22,0,22,90,19,9,8,2,6,1,24
388,Calvin Faucher,MIA,3,3,4,38,0,38,166,35,18,17,4,19,1,38
389,Caden Dana,LAA,1,2,5,5,5,29,130,30,17,16,5,14,1,24
390,Jonathan Pintaro,NYM,2,1,3.92,31,0,31,136,29,15,14,3,14,2,31
391,Matt Strahm,KCR,2,1,3.74,30,0,30,126,26,13,12,4,10,2,32
392,Blade Tidwell,SFG,1,1,4.19,15,1,20,85,19,10,9,2,8,1,18
393,Luinder Avila,KCR,2,3,4.4,34,2,43,191,42,23,21,5,20,2,37
394,Jack Dreyer,LAD,2,1,3.91,33,0,33,138,29,15,14,4,12,1,34
395,Ryan Fernandez,STL,2,2,3.87,33,0,33,143,30,16,14,4,15,1,36
396,Austin Peterson,CLE,1,1,4.43,10,2,20,84,21,10,10,3,5,1,14
397,Robert Garcia,TEX,2,2,3.62,29,0,29,122,25,13,12,3,11,1,31
398,DL Hall,MIL,2,2,4.03,41,0,41,179,36,20,18,4,22,2,42
399,Brock Stewart,LAD,1,1,3.71,22,0,22,94,18,10,9,3,9,1,27
400,Justin Martinez,ARI,1,1,3.1,18,0,18,76,14,7,6,1,10,1,23
401,Trevor Williams,WSN,1,1,4.26,15,1,20,85,20,10,9,3,5,1,17
402,Tanner Banks,PHI,2,2,3.82,34,0,34,144,32,16,14,4,11,1,33
403,Ricky Tiedemann,TOR,0,0,4.17,1,1,6,26,6,3,3,1,3,0,6
404,Juan Morillo,ARI,2,2,3.95,40,0,40,174,37,19,17,4,20,2,38
405,Hoby Milner,CHC,2,2,4.05,38,0,38,161,38,18,17,4,12,2,29
406,Gavin Stone,LAD,0,0,4.36,1,1,6,26,6,3,3,1,2,0,5
407,Chase Silseth,LAA,2,2,4.21,39,0,39,169,36,20,18,5,19,2,39
408,Jordan Leasure,CHW,2,3,4.51,37,0,37,158,32,20,18,6,17,1,41
409,Greg Weissert,BOS,2,2,4.34,40,0,40,174,39,21,19,5,15,2,37
410,JP Sears,SDP,1,1,4.16,12,1,16,69,16,8,8,3,5,1,15
411,Chase Petty,CIN,1,2,5.23,17,2,25,112,27,16,15,4,11,1,19
412,Mitch Bratt,ARI,0,0,4.23,1,1,6,26,6,3,3,1,2,0,5
413,Codi Heuer,CLE,2,2,3.9,31,0,31,133,29,14,13,4,13,2,30
414,Ryan Zeferjahn,LAA,2,3,4.31,41,0,41,179,34,21,20,5,23,4,46
415,George Klassen,LAA,1,1,4.83,2,2,10,45,10,6,5,1,5,1,9
416,Cooper Criswell,SEA,2,2,4.02,37,1,42,179,42,20,19,5,13,3,35
417,Yimi García,TOR,1,1,3.57,29,0,29,120,24,12,11,3,11,1,32
418,John Schreiber,KCR,2,2,4.37,39,0,39,170,38,21,19,5,16,2,34
419,Ben Joyce,LAA,1,1,3.47,23,0,23,99,19,10,9,2,12,1,28
420,Taijuan Walker,LAA,2,3,5.15,17,4,35,157,39,22,20,6,13,2,25
421,José Urquidy,PIT,1,1,4.41,17,1,21,91,22,11,10,3,6,1,16
422,Mitch Spence,KCR,1,1,4.53,19,1,24,105,26,13,12,3,8,1,18
423,Caleb Ferguson,CIN,2,2,4.38,34,0,34,146,32,18,16,4,14,3,32
424,John King,MIA,2,2,3.95,36,0,36,158,39,17,16,3,12,2,26
425,Chase Solesky,TBR,1,1,4.69,19,1,23,101,24,13,12,3,8,1,17
426,Ty Madden,DET,1,1,4.41,10,1,15,64,15,8,7,2,6,1,13
427,Cole Sulser,TBR,2,2,4.15,32,0,32,139,31,16,15,4,12,1,28
428,Jason Foley,SFG,2,2,3.73,33,0,33,139,32,15,14,3,11,1,28
429,Cameron Weston,BAL,2,2,4.2,31,1,36,155,34,18,17,4,15,2,33
430,Edwin Uceta,TBR,1,1,3.62,20,0,20,85,17,9,8,2,8,1,23
431,Matt Waldron,SDP,1,1,4.63,8,1,12,53,12,7,6,2,4,1,10
432,Jason Alexander,HOU,1,2,4.58,19,2,28,123,30,16,14,4,10,1,21
433,Steven Okert,HOU,1,1,3.9,33,0,33,141,28,16,14,5,13,2,37
434,Yuki Matsui,SDP,1,1,4.04,33,0,33,143,29,16,15,4,16,1,34
435,Justin Lawrence,PIT,2,2,4.21,36,0,36,159,33,18,17,4,18,4,37
436,Welinton Herrera,COL,2,2,4.31,32,0,32,142,32,17,16,4,14,2,32
437,Brody Hopkins,TBR,1,1,4.85,2,2,12,56,12,7,7,2,7,1,11
438,Ryan Walker,SFG,2,2,3.55,27,0,27,116,24,12,11,2,10,2,29
439,José Suarez,ATH,1,1,3.92,26,0,26,112,24,12,11,3,10,1,25
440,Nestor German,BAL,0,0,4.61,1,1,6,26,6,3,3,1,2,0,5
441,Hogan Harris,ATH,2,2,4.22,43,0,43,189,39,22,20,5,23,2,43
442,Tyler Uberstine,BOS,0,0,4.71,1,1,6,26,6,3,3,1,2,0,5
443,Paul Blackburn,NYY,2,2,4.37,35,0,35,150,35,18,17,4,12,1,28
444,Richard Lovelady,WSN,2,2,4.36,38,0,38,168,39,20,19,4,16,3,35
445,Hunter Bigge,TBR,2,2,4.33,38,0,38,167,35,20,18,5,19,1,37
446,Lazaro Estrada,TOR,1,1,4.56,11,1,16,68,16,9,8,2,5,1,14
447,Brandon Eisert,CHW,2,2,4.13,34,0,34,146,33,17,16,4,13,1,32
448,Evan Phillips,LAD,1,1,3.5,14,0,14,60,12,6,6,2,5,1,16
449,Kyle Finnegan,DET,2,2,4.24,41,0,41,178,39,21,19,5,18,1,36
450,Ron Marinaccio,SDP,2,2,4.33,40,0,40,171,36,21,19,5,17,3,37
451,Sam Moll,CIN,2,2,4.3,36,0,36,158,33,19,17,4,17,3,37
452,Riley Cornelio,WSN,2,4,5,18,7,49,219,51,29,27,7,24,2,38
453,Cody Laweryson,MIN,1,2,4.26,30,0,30,129,29,15,14,4,10,2,26
454,Wilber Dotel,PIT,2,3,4.61,28,2,37,161,38,20,19,5,15,2,29
455,Josiah Gray,WSN,1,2,5.09,4,4,24,105,24,14,13,4,10,1,20
456,Brant Hurter,DET,2,1,3.8,27,0,27,116,26,13,11,3,9,2,24
457,Jalen Beeks,TEX,2,3,4.3,39,0,39,170,37,20,19,5,16,2,36
458,Bennett Sousa,HOU,1,1,3.73,19,0,19,82,16,9,8,2,8,1,22
459,Julian Aguiar,CIN,1,1,4.69,13,1,18,78,19,10,9,3,6,1,14
460,Pete Hansen,STL,0,0,4.38,1,1,6,27,7,3,3,1,2,0,4
461,Michael Grove,TBR,1,1,3.5,11,0,11,45,9,5,4,1,3,1,12
462,Anthony Banda,MIN,2,2,4.21,36,0,36,159,35,18,17,4,16,3,34
463,Kohl Drake,ARI,0,0,4.58,1,1,6,27,6,3,3,1,2,0,5
464,Phil Maton,CHC,2,2,3.98,40,0,40,171,34,19,18,5,17,4,42
465,Zach Agnos,COL,1,2,5.32,25,3,40,180,44,26,24,7,16,2,30
466,Tanner McDougal,CHW,0,0,4.79,1,1,6,27,6,3,3,1,3,0,5
467,Michael Kopech,,1,1,4.29,18,0,18,80,16,9,9,2,11,1,20
468,Trenton Denholm,CLE,1,1,4.46,7,1,12,53,13,7,6,2,3,0,9
469,Brent Suter,LAA,1,2,4.22,38,0,38,166,39,19,18,5,13,1,31
470,Tommy Nance,TOR,1,1,3.6,13,0,13,55,12,6,5,1,4,1,13
471,Bailey Falter,KCR,1,1,4.69,14,1,18,80,19,10,10,3,6,0,14
472,Félix Bautista,BAL,0,0,3,5,0,5,22,4,2,2,0,2,0,7
473,Keegan Akin,BAL,2,2,4.06,36,0,36,155,34,18,16,5,13,1,36
474,Franco Aleman,CLE,2,2,4.16,28,0,28,122,26,14,13,4,12,2,30
475,Ryan Watson,BOS,1,1,4.47,30,0,30,132,31,16,15,4,11,1,25
476,Dane Dunning,SEA,0,0,4.46,1,1,6,26,6,3,3,1,2,0,5
477,Travis Adams,MIN,2,2,4.53,28,1,34,147,35,18,17,4,12,1,27
478,Joe Mantiply,TOR,1,1,3.87,14,0,14,58,14,6,6,1,4,0,11
479,Ryan Thompson,ARI,3,2,3.98,39,0,39,167,40,19,17,4,13,2,31
480,Julian Fernández,WSN,1,1,4.17,21,0,21,89,19,10,10,3,8,1,20
481,Javier Assad,CHC,1,1,4.28,15,1,20,86,20,10,9,3,7,1,16
482,Brusdar Graterol,LAD,1,0,3.63,10,0,10,42,9,4,4,1,4,0,9
483,Taylor Clarke,ARI,2,2,4.12,42,0,42,178,43,21,19,5,11,2,31
484,Paxton Schultz,WSN,2,2,4.29,31,0,31,135,31,16,15,4,12,1,29
485,Matt Gage,SFG,2,2,4.05,38,0,38,165,38,19,17,4,15,1,32
486,McCade Brown,COL,0,0,5.56,1,1,6,26,6,4,4,1,3,0,5
487,Tyron Guerrero,BOS,2,2,4.1,35,0,35,152,34,17,16,4,15,2,32
488,Drew Pomeranz,LAA,2,2,4.37,35,0,35,150,33,18,17,5,13,3,35
489,Luke Little,CHC,1,1,3.91,26,0,26,113,21,12,11,2,16,2,29
490,Thomas Harrington,PIT,1,1,4.57,11,1,16,70,17,9,8,2,5,1,13
491,Yorman Gómez,CLE,1,1,4.42,15,1,20,88,20,11,10,3,8,1,17
492,Cristian Mena,ARI,0,0,3.68,7,0,7,28,6,3,3,1,2,0,7
493,Jordan Romano,COL,1,1,4.56,12,0,12,51,11,6,6,2,5,1,12
494,Yerry De los Santos,NYY,1,1,4.01,26,0,26,113,25,13,12,3,10,1,22
495,Ryan Brasier,TEX,1,1,3.84,12,0,12,50,11,5,5,1,4,0,11
496,Colin Selby,BAL,1,1,3.81,16,0,16,67,14,7,7,2,7,1,16
497,Eduardo Rivera,BOS,1,1,4.22,21,0,21,93,20,11,10,2,10,1,20
498,Craig Kimbrel,TBR,2,2,4.28,36,0,36,158,32,19,17,5,18,2,41
499,Justin Hagenman,NYM,0,0,3.71,9,0,9,38,9,4,4,1,2,0,8
500,Casey Legumina,TBR,2,2,4.36,35,0,35,152,35,18,17,4,14,2,30
501,Tucker Davidson,PHI,0,0,4.93,1,1,6,27,6,4,3,1,3,0,4
502,Brandon Williamson,CIN,1,1,5,18,1,22,100,23,13,12,3,10,1,19
503,Anderson Severino,NYM,0,0,3.38,8,0,8,33,6,3,3,1,4,0,9
504,Joey Estes,ATH,1,1,4.94,17,1,22,94,23,13,12,4,6,1,16
505,Johan Oviedo,BOS,1,1,4.11,11,0,11,45,10,5,5,1,4,1,11
506,Sammy Peralta,COL,1,1,5.29,19,0,19,88,23,12,11,3,7,1,15
507,Kody Funderburk,MIN,2,2,4.02,35,0,35,154,33,17,16,3,17,3,33
508,Brady Basso,ATH,1,1,4.17,27,0,27,118,28,14,13,4,9,1,23
509,David Davalillo,TEX,0,0,3.76,8,0,8,33,7,4,3,1,3,0,7
510,Brendon Little,TOR,1,1,3.85,25,0,25,108,21,12,11,2,14,1,27
511,Sean Guenther,DET,0,0,3.67,6,0,6,28,6,3,3,1,2,0,5
512,Sam Aldegheri,LAA,2,3,5.18,23,3,36,163,38,23,21,6,17,2,27
513,Bryse Wilson,PHI,0,0,5.11,1,1,6,26,6,4,3,1,2,0,4
514,Ryan Weiss,HOU,1,1,4.24,15,0,15,66,14,8,7,2,6,1,16
515,Ian Hamilton,ATL,0,0,3.76,8,0,8,34,7,4,3,1,4,0,8
516,Josh Sborz,TEX,1,1,4.08,22,0,22,96,20,11,10,3,10,1,22
517,Drew Sommers,DET,1,1,3.96,18,0,18,78,18,9,8,2,7,1,16
518,Liam Hendriks,CHC,0,0,4,9,0,9,39,8,4,4,1,4,0,9
519,Nate Pearson,HOU,2,2,4.45,40,0,40,174,37,21,20,6,19,2,40
520,Jordan Hicks,CHW,1,2,4.42,26,0,26,116,25,14,13,2,13,2,24
521,James McArthur,KCR,0,0,3.95,8,0,8,34,8,4,3,1,3,0,7
522,Dietrich Enns,BAL,0,0,4.05,7,0,7,31,7,3,3,1,2,0,6
523,Joe Rock,CHW,1,1,3.82,12,0,12,50,11,5,5,1,4,1,10
524,Yohan Ramírez,PIT,2,2,4.17,40,0,40,172,36,20,18,4,18,6,41
525,Lake Bachar,MIA,2,2,4.09,35,0,35,151,32,17,16,5,15,2,37
526,Ryan Webb,CLE,0,0,4.79,1,1,6,27,6,3,3,1,3,0,4
527,Brooks Kriske,ATH,1,1,4.45,14,0,14,63,13,8,7,2,7,1,15
528,Vince Velasquez,CHC,0,0,4.83,1,1,5,24,5,3,3,1,3,0,5
529,Carlos Lagrange,NYY,0,0,3.71,7,0,7,28,6,3,3,1,3,0,7
530,Max Rajcic,STL,1,1,4.49,12,1,17,74,17,9,8,2,6,1,12
531,Rob Zastryzny,MIL,1,1,3.96,27,0,27,115,25,13,12,3,11,1,25
532,Trevor Richards,CHW,1,1,4.92,29,0,29,129,29,17,16,5,13,1,30
533,Bruce Zimmermann,STL,0,0,3.63,7,0,7,28,7,3,3,1,1,0,5
534,AJ Smith-Shawver,ATL,0,0,3.72,5,0,5,22,4,2,2,1,2,0,6
535,Michel Otañez,TEX,1,1,3.86,17,0,17,75,14,8,7,2,11,1,20
536,Geoff Hartlieb,ATH,0,0,4.22,5,0,5,23,5,3,2,1,2,0,5
537,Taylor Rashi,ARI,1,1,4.03,22,0,22,98,22,11,10,2,10,1,22
538,Will Dion,CLE,1,1,3.92,23,0,23,99,23,11,10,3,7,1,20
539,Yariel Rodríguez,TOR,1,2,4.24,32,0,32,141,29,17,15,4,16,2,34
540,Jonathan Hernández,LAD,1,1,4.26,29,0,29,129,28,15,14,3,15,1,27
541,Kyle Backhus,PHI,1,1,4.18,13,0,13,56,12,7,6,2,5,1,13
542,Michael Fulmer,SFG,0,0,4.02,9,0,9,40,8,4,4,1,4,0,9
543,Josh White,MIA,1,1,4.01,18,0,18,79,16,9,8,2,8,1,18
544,Seth Halvorsen,COL,2,2,4.76,36,0,36,162,36,21,19,4,19,2,34
545,Danny Young,ATL,0,0,3.74,9,0,9,40,8,4,4,1,4,1,9
546,Nolan Hoffman,PHI,1,1,4.54,17,0,17,75,16,9,9,2,8,1,16
547,Jake Cousins,LAD,0,0,3.96,5,0,5,23,5,2,2,1,3,0,6
548,Jack Anderson,BOS,1,1,4.47,18,0,18,80,20,10,9,3,5,0,15
549,Marco Raya,MIN,1,1,4.12,16,0,16,68,15,8,7,2,7,1,14
550,Gregory Santos,SFG,1,1,3.96,24,0,24,104,23,11,10,2,11,1,20
551,Isaac Mattson,PIT,1,1,4.19,27,0,27,119,25,14,13,3,13,1,25
552,Austin Voth,TOR,0,0,4.35,8,0,8,33,8,4,4,1,2,0,6
553,Riley Martin,CHC,1,1,4.12,10,0,10,45,9,5,5,1,6,0,11
554,Bobby Miller,LAD,0,0,4.01,8,0,8,34,7,4,4,1,3,0,8
555,Easton McGee,MIL,1,1,4.06,15,0,15,66,15,8,7,2,5,1,13
556,Drey Jameson,ARI,1,1,3.98,15,0,15,63,14,7,6,1,6,1,14
557,Eric Lauer,LAD,2,3,5.07,27,2,36,158,38,22,20,7,13,1,32
558,José Leclerc,SDP,1,1,3.98,15,0,15,62,12,7,6,2,7,1,16
559,Tanner Andrews,TOR,1,1,4.46,18,0,18,80,18,10,9,2,8,1,16
560,Yaramil Hiraldo,BAL,0,0,4.4,6,0,6,28,6,3,3,1,3,0,7
561,Jeff Criswell,COL,1,1,4.7,17,0,17,74,17,9,9,2,7,1,16
562,Chris Murphy,CHW,1,1,4.43,24,0,24,104,22,13,12,3,12,1,21
563,Victor Vodnik,COL,1,2,4.51,27,0,27,122,27,15,14,3,15,1,25
564,Derek Law,ARI,0,0,4.12,9,0,9,40,9,5,4,1,4,0,8
565,Ryan Ramsey,KCR,0,0,5.1,1,1,6,27,6,4,3,1,3,0,4
566,Adbert Alzolay,NYM,1,1,3.98,16,0,16,67,15,7,7,2,6,1,15
567,Landon Knack,LAD,0,0,4.31,4,0,4,17,4,2,2,1,1,0,4
568,Philip Abner,ARI,1,1,4.08,27,0,27,117,26,13,12,3,11,2,25
569,Josh Walker,BAL,1,1,4.32,19,0,19,85,19,10,9,3,9,1,19
570,Chen Zhong-Ao Zhuang,ATH,0,0,4.34,7,0,7,28,7,3,3,1,2,0,5
571,Alex Carrillo,NYM,1,1,4.08,13,0,13,58,11,6,6,2,8,1,14
572,Manuel Rodríguez,TBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,Joel Payamps,ATL,0,0,4.07,6,0,6,28,6,3,3,1,2,0,6
574,Shane Murphy,CHW,0,0,4.11,7,0,7,28,7,3,3,1,2,0,4
575,Beau Brieske,DET,1,1,4.24,16,0,16,68,15,8,7,2,7,1,14
576,Carlos Estévez,KCR,1,1,4.44,22,0,22,93,20,11,11,3,9,1,19
577,Alex Hoppe,SEA,2,2,4.08,34,0,34,148,32,17,15,4,16,1,31
578,C.J. Culpepper,MIN,1,1,4.2,12,0,12,51,12,6,5,1,5,1,10
579,Grant Holman,PHI,0,0,4.26,7,0,7,29,6,3,3,1,3,0,6
580,Jake Bloss,TOR,0,0,4.26,6,0,6,28,6,3,3,1,2,0,6
581,Tate Kuehner,MIL,0,0,3.97,9,0,9,38,8,4,4,1,4,0,8
582,Craig Yoho,MIL,1,1,3.97,23,0,23,99,21,11,10,3,11,1,23
583,Ryan Borucki,SFG,2,2,4.02,34,0,34,147,32,17,15,3,14,3,31
584,Dylan Smith,SFG,1,1,4.31,15,0,15,66,15,8,7,2,6,1,13
585,Jhony Brito,SDP,1,1,4.1,17,0,17,74,17,8,8,2,6,1,14
586,Chayce McDermott,LAD,1,1,4.45,12,0,12,52,10,6,6,2,6,1,12
587,Brendan Beck,NYY,1,1,4.24,12,0,12,50,11,6,6,2,3,0,10
588,Garrett Acton,MIN,1,1,4.38,18,0,18,79,17,10,9,3,8,1,19
589,Max Kranick,WSN,0,1,4.29,10,0,10,42,10,5,5,1,3,0,8
590,Yosver Zulueta,SEA,0,0,3.73,6,0,6,28,6,3,3,1,3,0,6
591,Prelander Berroa,CHW,0,0,4.29,5,0,5,23,5,3,2,1,3,0,5
592,Austin Warren,NYM,2,2,4.16,35,0,35,152,33,18,16,4,14,2,34
593,Connor Brogdon,CLE,0,0,4.43,5,0,5,22,5,3,3,1,2,0,5
594,Andry Lara,WSN,0,0,4.26,4,0,4,17,4,2,2,0,1,0,3
595,Jake Woodford,MIL,2,2,4.15,35,0,35,149,34,17,16,4,11,2,27
596,Carlos Vargas,SEA,0,0,3.86,5,0,5,22,5,2,2,1,2,0,4
597,Rafael Montero,NYY,0,0,4.26,4,0,4,17,4,2,2,0,2,0,4
598,Burch Smith,DET,1,1,4.33,21,0,21,90,21,11,10,3,8,1,20
599,Colton Gordon,HOU,1,1,4.33,14,0,14,60,14,7,7,2,4,1,12
600,Zack Kelly,BOS,1,1,4.34,26,0,26,116,25,14,13,3,13,2,25
601,Charlie Barnes,LAD,0,1,4.89,10,0,10,46,11,6,6,2,4,1,9
602,Hunter Stratton,ATL,1,1,4.27,30,0,30,129,29,15,14,4,11,2,27
603,Tristan Beck,SFG,1,1,4.18,17,0,17,73,17,9,8,2,6,1,14
604,Matt Svanson,STL,1,1,4.05,29,0,29,126,28,14,13,3,12,2,27
605,Miguel Ullola,HOU,0,0,4.13,8,0,8,34,6,4,4,1,4,0,8
606,Tommy Kahnle,BOS,1,1,4.44,15,0,15,65,14,8,7,2,7,1,13
607,Chase Shugart,PHI,2,2,4.45,31,0,31,136,31,17,16,4,12,2,27
608,TJ Shook,COL,0,0,4.94,8,0,8,34,8,5,4,1,3,0,6
609,Duncan Davitt,CHW,1,1,4.46,16,0,16,67,16,8,8,2,5,1,13
610,Grant Anderson,MIL,2,2,4.23,40,0,40,171,37,20,19,5,16,2,39
611,Chase Lee,TOR,1,1,4.24,21,0,21,89,20,11,10,3,8,1,20
612,Carter Baumler,TEX,1,1,4.75,23,0,23,101,22,13,12,3,12,1,20
613,Elvis Alvarado,ATH,2,2,4.35,33,0,33,144,30,17,16,4,17,2,33
614,Spencer Bivens,SFG,1,1,4.16,13,0,13,57,14,7,6,1,5,1,10
615,Jack Neely,CHC,0,0,4.36,5,0,5,23,5,3,3,1,3,0,5
616,Reiver Sanmartin,SFG,0,0,4.03,8,0,8,34,8,4,4,1,3,0,6
617,Yoniel Curet,DET,0,0,4.31,5,0,5,23,5,3,2,1,3,0,5
618,Jackson Rutledge,PHI,0,1,4.69,10,0,10,46,10,6,5,1,4,1,9
619,Josh Staumont,CIN,0,0,4.58,9,0,9,41,9,5,5,1,5,0,9
620,Braydon Tucker,PHI,0,0,5.27,1,1,6,27,7,4,4,1,2,0,4
621,Tyson Neighbors,BAL,0,0,4.36,10,0,10,43,9,5,5,1,5,0,10
622,Daniel Espino,CLE,1,1,4.14,24,0,24,107,22,12,11,3,12,1,26
623,Matt Festa,CLE,2,2,4.34,33,0,33,143,31,17,16,5,12,2,33
624,Keegan Thompson,COL,1,2,5,34,0,34,149,35,20,19,5,14,2,29
625,Pedro Avila,CLE,1,1,4.28,12,0,12,50,12,6,5,1,4,1,10
626,Cameron Foster,BAL,1,1,4.51,22,0,22,97,22,12,11,3,9,1,19
627,Stephen Jones,MIA,0,0,4.56,5,0,5,23,5,3,3,1,3,0,4
628,Steven Wilson,TBR,0,1,4.64,9,0,9,41,9,5,5,1,5,0,9
629,Carlos Rodriguez,MIL,1,1,4.49,20,0,20,87,19,11,10,3,8,1,19
630,Evan Fitterer,SDP,0,0,4.07,9,0,9,41,9,5,4,1,4,1,7
631,Andrew Walters,CLE,1,1,4.06,19,0,19,84,17,9,9,2,10,1,22
632,Tyler Gilbert,CHW,1,1,4.74,17,0,17,74,17,10,9,3,7,1,15
633,Troy Taylor,SEA,0,1,4.1,10,0,10,45,10,5,5,1,5,1,9
634,Samy Natera Jr.,LAA,1,1,4.3,14,0,14,63,13,7,7,2,8,1,15
635,Daysbel Hernández,ATL,1,1,4.12,22,0,22,97,20,11,10,2,13,1,23
636,Ken Waldichuk,WSN,0,0,4.78,5,0,5,23,5,3,3,1,2,0,5
637,Paul Gervase,LAD,1,1,4.51,27,0,27,120,24,15,14,4,14,2,29
638,Ryan Yarbrough,NYY,2,2,4.32,34,0,34,145,33,18,16,5,11,3,27
639,Dylan Ross,NYM,1,1,4.03,18,0,18,78,16,9,8,2,10,1,18
640,Michael Kelly,ATH,1,1,4.62,20,0,20,87,20,11,10,2,9,1,17
641,Ryan Lambert,NYM,1,1,4,26,0,26,114,22,12,12,3,15,1,30
642,Tayler Saucedo,LAA,1,1,4.42,29,0,29,126,28,15,14,3,13,2,26
643,Christian Roa,CHC,0,0,4.54,6,0,6,29,6,4,3,1,4,1,6
644,Luis Perales,WSN,1,1,4.27,14,0,14,59,13,7,6,2,6,1,12
645,Michael Darrell-Hicks,PIT,0,0,4.51,8,0,8,34,8,4,4,1,3,1,6
646,Carson Palmquist,WSN,1,1,4.37,13,0,13,57,12,7,6,2,6,1,12
647,Nick Raquet,BAL,2,2,4.6,26,0,26,113,27,14,13,4,9,2,21
648,Doug Nikhazy,CHC,0,1,4.69,8,0,8,38,8,5,4,1,4,0,7
649,Joey Gerber,NYM,1,1,4.24,24,0,24,101,22,12,11,3,8,1,22
650,Alex McFarlane,PHI,0,0,4.43,9,0,9,41,9,5,5,1,5,0,8
651,Ben Casparius,LAD,1,1,4.7,16,0,16,68,15,9,8,2,7,1,15
652,James Karinchak,ATL,1,1,4.26,26,0,26,114,23,13,12,3,14,1,29
653,Tyler Samaniego,BOS,2,2,4.27,28,0,28,122,28,14,13,3,12,2,23
654,Bailey Horn,DET,1,1,4.15,11,0,11,48,10,5,5,1,5,0,10
655,Brian Fitzpatrick,MIL,1,1,4.51,17,0,17,77,17,9,9,2,8,1,15
656,Alexis Díaz,TEX,0,1,4.68,10,0,10,47,9,6,5,1,6,1,10
657,Hagen Danner,CIN,0,1,4.73,11,0,11,47,11,6,6,1,5,0,9
658,Kyle Hart,SDP,1,1,4.15,28,0,28,119,27,14,13,4,10,2,24
659,Cody Bolton,HOU,0,0,4.54,8,0,8,37,8,5,4,1,4,0,8
660,Mike Clevinger,PIT,1,1,4.39,14,0,14,62,14,7,7,2,5,1,12
