Date,Home,Away,Home_Runs_In1,Home_OB_In1,Home_SO_In1,Home_Runs_In2,Home_OB_In2,Home_SO_In2,Home_Runs_In3,Home_OB_In3,Home_SO_In3,Home_Runs_In4,Home_OB_In4,Home_SO_In4,Home_Runs_In5,Home_OB_In5,Home_SO_In5,Home_Runs_In6,Home_OB_In6,Home_SO_In6,Home_Runs_In7,Home_OB_In7,Home_SO_In7,Home_Runs_In8,Home_OB_In8,Home_SO_In8,Home_Runs_In9,Home_OB_In9,Home_SO_In9,Away_Runs_In1,Away_OB_In1,Away_SO_In1,Away_Runs_In2,Away_OB_In2,Away_SO_In2,Away_Runs_In3,Away_OB_In3,Away_SO_In3,Away_Runs_In4,Away_OB_In4,Away_SO_In4,Away_Runs_In5,Away_OB_In5,Away_SO_In5,Away_Runs_In6,Away_OB_In6,Away_SO_In6,Away_Runs_In7,Away_OB_In7,Away_SO_In7,Away_Runs_In8,Away_OB_In8,Away_SO_In8,Away_Runs_In9,Away_OB_In9,Away_SO_In9,Home_Runs_Total,Away_Runs_Total,Runs_Total,Total_After_5,Over_45,Over_85,Over_Then_Under,Under_Then_Over
8/6/25,ATL,MIL,1,3,1,0,1,2,0,0,2,0,0,1,1,2,0,1,1,1,0,0,1,0,0,2,1,1,1,0,1,1,1,2,2,0,2,2,1,4,0,3,3,1,0,1,0,0,2,1,0,1,0,0,1,1,4,5,9,7,1,1,0,0
8/6/25,BOS,KC,2,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,2,1,2,0,0,0,2,0,2,1,0,0,2,1,2,1,2,5,1,0,0,1,0,3,1,3,3,1,1,2,0,0,2,2,3,7,10,5,1,1,0,0
8/6/25,DET,MIN,0,0,1,1,1,1,3,3,2,0,1,0,0,1,0,0,0,1,0,0,1,0,2,0,0,1,1,2,3,2,1,2,0,0,0,0,1,2,1,2,2,0,2,3,0,1,3,0,0,1,1,0,0,0,4,9,13,10,1,1,0,0
8/7/25,SEA,CWS,0,0,1,0,2,3,2,2,1,0,1,2,0,0,1,0,0,1,0,1,2,0,3,2,0,0,1,0,0,2,0,1,1,0,1,2,0,2,0,1,1,1,0,2,1,1,2,1,0,2,2,0,0,1,2,2,4,3,0,0,0,0
8/7/25,WSH,ATH,0,0,0,0,0,1,0,2,1,0,0,2,0,1,1,0,0,2,0,0,1,0,0,3,0,0,1,0,1,0,3,4,1,0,0,2,1,2,1,0,2,0,0,1,1,0,1,2,1,2,0,1,2,2,0,6,6,4,0,0,0,0
8/7/25,PIT,CIN,3,5,1,0,0,0,0,2,1,1,3,0,0,3,1,1,3,0,2,1,1,0,1,1,0,0,0,0,2,1,0,0,1,0,2,1,0,1,3,0,1,1,0,1,1,0,0,0,0,1,2,0,1,1,7,0,7,4,0,0,0,0
8/7/25,ATL,MIA,2,2,1,0,2,0,0,1,0,0,0,0,0,0,0,3,5,1,2,4,1,1,2,1,0,0,0,0,0,0,5,6,0,0,2,1,1,2,0,0,0,1,0,1,0,0,1,1,0,0,2,0,0,2,8,6,14,8,1,1,0,0
8/8/25,SD,BOS,0,1,0,0,1,2,0,2,0,0,2,1,0,1,1,0,0,0,0,2,1,2,5,1,0,0,0,0,1,2,0,0,0,0,0,0,4,4,0,1,2,1,0,1,0,0,2,1,3,6,0,2,3,0,2,10,12,5,1,1,0,0
8/8/25,TEX,PHI,1,3,2,0,0,1,0,0,0,0,0,0,0,3,1,0,1,2,0,1,1,0,1,3,0,1,0,1,3,0,0,2,1,0,1,1,3,4,1,0,3,2,0,1,2,0,1,0,0,1,1,5,5,1,1,9,10,5,1,1,0,0
8/8/25,SF,WSH,2,4,0,0,0,3,0,2,0,0,1,0,0,0,0,2,1,0,0,2,1,1,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,1,0,3,0,0,0,1,0,1,0,0,1,2,0,0,0,5,0,5,2,0,0,0,0
8/8/25,LAD,TOR,0,3,2,0,0,0,0,0,0,0,1,1,2,4,0,0,1,2,3,4,1,0,0,1,0,0,0,0,0,2,1,4,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,2,0,1,0,5,1,6,3,0,0,0,0
8/8/25,SEA,TB,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,3,3,1,0,0,0,1,1,0,0,0,2,0,0,1,0,1,0,0,2,0,1,1,1,0,0,1,0,0,0,0,0,3,3,2,5,1,0,0,0,0
8/8/25,AZ,COL,3,4,2,0,0,0,0,1,0,1,1,0,2,2,1,0,0,0,0,1,1,0,1,2,0,0,0,0,2,1,1,2,1,0,1,2,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,6,1,7,7,1,0,1,0
8/8/25,STL,CHC,0,0,2,1,4,1,0,0,0,0,1,0,2,2,0,2,3,2,0,2,0,0,2,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,2,1,0,1,1,0,0,2,0,2,1,0,0,0,5,0,5,3,0,0,0,0
8/8/25,MIN,KC,3,4,0,2,4,1,0,1,0,2,2,0,0,1,0,2,4,0,0,1,1,0,0,1,0,0,0,1,2,1,0,0,1,0,0,1,0,1,1,0,2,1,1,1,0,0,0,1,1,4,1,1,2,1,9,4,13,8,1,1,0,0
8/8/25,MIL,NYM,0,1,0,0,0,1,0,1,0,0,0,1,3,4,1,0,1,2,0,2,2,0,1,0,0,0,0,1,1,2,1,2,1,0,0,1,0,2,1,0,0,1,0,0,2,0,0,0,0,1,2,0,2,0,3,2,5,5,1,0,1,0
8/8/25,PIT,CIN,0,1,3,0,1,2,0,0,1,1,2,2,0,0,0,0,0,2,0,0,0,2,3,2,0,0,0,0,1,2,1,3,0,0,1,1,0,2,0,0,0,0,1,3,1,0,0,2,0,1,2,0,0,1,3,2,5,2,0,0,0,0
8/8/25,BAL,ATH,3,3,3,0,0,2,0,2,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,3,1,0,0,0,1,1,0,0,2,1,0,1,0,1,2,0,0,0,1,3,2,5,4,0,0,0,0
8/8/25,DET,LAA,0,0,3,3,4,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,3,4,2,0,0,0,0,0,1,1,2,1,0,0,2,0,2,1,3,4,2,0,0,0,0,1,1,1,1,0,0,0,2,6,5,11,7,1,1,0,0
8/8/25,CWS,CLE,0,2,0,0,0,2,1,1,1,0,0,2,0,2,2,3,5,1,1,2,0,0,1,2,0,1,1,5,6,2,0,0,2,1,2,1,3,6,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,5,9,14,10,1,1,0,0
8/8/25,ATL,MIA,0,0,2,0,1,2,0,1,0,0,0,0,0,0,1,1,1,1,0,0,2,0,0,3,0,1,0,0,1,0,0,0,1,1,2,1,2,3,0,2,3,0,0,0,1,0,2,1,0,0,2,0,1,1,1,5,6,5,1,0,1,0
8/8/25,NYY,HOU,0,1,0,0,0,3,0,0,0,0,0,1,0,0,1,2,4,1,0,0,1,0,0,2,0,0,0,2,3,2,0,0,1,0,2,0,0,3,0,0,1,0,0,1,0,0,2,2,0,0,0,0,1,1,2,2,4,2,0,0,0,0
8/9/25,SF,WSH,0,1,0,0,0,1,0,3,2,0,1,0,0,0,0,1,1,2,0,0,1,1,3,2,0,2,0,1,3,1,0,1,1,2,3,2,0,1,1,0,1,0,1,2,1,0,1,0,0,1,0,0,1,1,2,4,6,3,0,0,0,0
8/9/25,SEA,TB,2,2,2,0,0,2,4,5,1,0,2,2,0,1,1,1,2,0,0,1,0,0,2,2,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,2,3,3,1,0,0,1,0,0,1,0,2,2,7,4,11,7,1,1,0,0
8/9/25,SD,BOS,0,1,0,1,2,0,1,3,1,0,0,0,2,5,0,0,1,0,0,1,2,0,1,1,0,0,0,1,2,0,0,3,1,2,2,0,0,2,1,0,0,2,0,0,3,0,1,3,0,1,2,1,3,2,4,4,8,7,1,0,1,0
8/9/25,LAD,TOR,0,0,1,0,0,0,0,2,0,2,3,1,1,3,0,6,8,2,0,0,3,0,0,1,0,0,0,0,0,2,0,1,3,0,2,2,0,2,2,0,1,1,0,1,1,0,0,1,1,1,1,0,2,1,9,1,10,3,0,1,0,1
8/9/25,AZ,COL,1,3,1,0,1,1,2,2,0,0,1,2,2,3,0,0,1,0,0,1,1,0,2,0,1,2,1,0,0,2,3,4,0,1,4,0,0,2,0,0,0,0,1,3,2,0,1,1,0,1,0,0,0,1,6,5,11,9,1,1,0,0
8/9/25,TEX,PHI,1,3,0,0,0,1,0,1,1,0,3,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,2,0,1,1,0,0,2,3,4,1,0,2,0,0,0,2,2,3,5,1,0,0,0,0
8/9/25,BAL,ATH,3,3,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,2,2,1,0,2,1,4,4,0,0,0,2,5,7,1,0,0,1,0,0,0,0,1,2,0,2,1,3,11,14,14,1,1,0,0
8/9/25,PIT,CIN,0,1,1,0,1,1,1,2,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,2,0,1,2,0,2,0,1,2,2,0,0,1,0,1,1,1,2,0,0,0,2,0,1,1,1,2,3,2,0,0,0,0
8/9/25,DET,LAA,0,1,1,2,3,2,0,2,3,2,3,1,0,1,0,0,2,2,0,1,1,0,0,2,0,0,2,1,2,2,0,0,3,0,0,3,3,5,1,2,2,2,0,1,0,0,0,0,1,1,1,0,1,1,4,7,11,10,1,1,0,0
8/9/25,CWS,CLE,0,0,0,1,2,0,0,0,1,0,2,0,0,1,2,0,1,0,0,2,1,0,2,0,0,0,2,1,3,2,0,0,3,0,3,1,1,3,1,0,1,0,1,1,0,0,1,1,0,0,2,0,0,1,1,3,4,3,0,0,0,0
8/9/25,NYY,HOU,2,4,0,0,1,0,0,2,0,0,1,0,2,3,1,0,1,0,0,0,1,1,1,0,0,0,0,1,2,0,0,0,2,0,0,3,1,2,1,0,2,1,0,1,0,0,0,1,2,4,3,0,0,0,5,4,9,6,1,1,0,0
8/9/25,MIN,KC,0,1,2,0,2,1,0,2,0,0,1,0,0,2,0,0,1,2,0,2,1,0,0,1,0,0,2,0,0,0,0,0,2,1,2,0,0,1,0,0,2,1,0,0,1,0,1,0,0,1,0,1,3,0,0,2,2,1,0,0,0,0
8/9/25,MIL,NYM,0,0,2,2,3,1,0,1,1,1,1,1,0,0,0,0,0,0,4,3,0,0,0,1,0,0,0,0,0,2,1,4,1,1,1,1,1,3,0,1,1,1,0,0,1,0,1,1,0,0,3,0,1,2,7,4,11,7,1,1,0,0
8/9/25,STL,CHC,0,0,2,0,2,1,0,0,1,0,0,2,0,1,0,1,2,0,0,1,1,0,2,2,0,3,1,2,3,0,4,5,0,1,2,0,1,3,0,1,1,2,0,0,1,0,1,1,0,1,1,0,0,1,1,9,10,9,1,1,0,0
8/9/25,ATL,MIA,0,1,1,0,2,0,0,1,1,1,3,1,4,4,1,3,5,0,0,1,0,0,0,2,0,0,0,0,1,0,0,2,2,0,0,0,4,5,0,0,1,2,0,0,0,2,5,2,0,0,2,0,0,1,8,6,14,9,1,1,0,0
8/10/25,LAD,TOR,2,5,1,1,4,1,0,1,2,0,1,1,0,2,2,0,2,1,0,0,0,1,4,1,0,3,1,1,2,1,0,3,1,0,0,2,0,1,1,0,0,2,1,2,1,0,1,2,2,2,2,1,2,2,4,5,9,4,0,1,0,1
8/10/25,SD,BOS,0,1,1,0,0,0,2,3,2,0,0,2,1,2,1,2,5,2,1,2,1,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,3,0,1,2,0,1,1,2,4,3,0,1,1,0,0,2,6,2,8,3,0,0,0,0
8/10/25,SEA,TB,4,8,1,0,2,0,0,0,1,0,2,2,0,0,0,0,1,0,1,1,2,1,3,3,0,0,0,0,1,1,1,2,2,1,1,1,1,2,2,0,1,1,0,1,2,0,0,1,0,2,1,0,0,1,6,3,9,7,1,1,0,0
8/10/25,SF,WSH,0,1,2,0,1,3,0,0,1,0,1,1,0,1,1,0,0,2,0,0,2,0,0,2,0,0,1,0,2,3,4,5,1,0,2,0,1,3,1,0,0,1,1,3,1,2,2,1,0,0,0,0,1,0,0,8,8,5,1,0,1,0
8/10/25,AZ,COL,3,3,1,1,3,3,0,1,2,0,0,0,8,9,0,0,0,0,1,4,1,0,0,3,0,0,0,0,2,0,2,3,1,1,2,1,0,2,0,0,2,0,0,2,0,3,4,0,0,0,2,0,0,1,13,6,19,15,1,1,0,0
8/10/25,STL,CHC,0,0,0,0,0,3,2,2,1,0,0,2,0,0,1,0,0,1,1,2,1,0,0,2,0,0,0,0,2,0,0,1,1,0,0,3,0,1,1,2,1,1,0,0,1,0,1,0,0,2,1,0,3,0,3,2,5,4,0,0,0,0
8/10/25,MIN,KC,0,0,0,0,1,1,2,2,1,0,0,3,0,1,1,0,1,2,0,0,2,1,2,0,0,0,0,1,4,0,0,2,1,0,1,0,0,1,1,0,1,0,0,1,0,2,2,0,0,1,2,0,3,2,3,3,6,3,0,0,0,0
8/10/25,NYY,HOU,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,3,0,0,1,1,0,0,3,1,3,1,0,0,0,1,2,0,0,2,1,2,4,1,0,0,3,0,1,2,0,1,2,3,5,0,1,7,8,4,0,0,0,0
8/10/25,CWS,CLE,3,3,2,0,2,1,2,4,1,0,2,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,2,0,0,2,0,2,4,1,1,1,1,0,0,1,0,0,1,6,4,10,6,1,1,0,0
8/10/25,MIL,NYM,0,1,1,0,1,2,0,0,1,3,5,1,2,2,1,0,0,0,0,2,0,1,3,1,1,1,0,2,5,0,1,1,1,1,2,0,1,2,1,1,3,1,0,0,1,0,1,0,0,0,2,0,1,0,7,6,13,11,1,1,0,0
8/10/25,TEX,PHI,2,3,1,0,0,3,0,2,1,0,1,2,0,0,0,0,1,2,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,1,2,4,1,0,1,0,0,0,1,0,1,1,1,2,0,2,4,6,5,1,0,1,0
8/10/25,PIT,CIN,0,0,0,0,2,2,0,1,0,3,4,0,1,2,2,0,2,1,1,4,1,3,4,1,0,2,1,0,0,2,0,1,2,4,4,2,0,0,0,0,0,0,3,4,2,0,2,1,2,3,0,5,7,1,8,14,22,8,1,1,0,0
8/10/25,ATL,MIA,0,0,0,0,0,0,0,1,1,1,2,0,2,4,2,0,2,1,4,4,2,0,0,1,0,0,0,0,1,0,1,2,0,0,1,0,0,2,0,0,0,2,0,1,0,0,1,1,0,0,0,0,1,1,7,1,8,4,0,0,0,0
8/10/25,BAL,ATH,0,3,1,0,1,1,0,1,3,0,1,1,1,1,1,0,0,2,1,3,1,0,2,0,0,1,2,0,1,0,0,1,1,0,1,1,0,1,2,0,1,1,1,2,0,0,1,1,0,0,3,2,3,2,2,3,5,1,0,0,0,0
8/10/25,DET,LAA,2,4,0,1,3,1,0,1,0,4,4,0,0,1,1,2,2,1,0,0,0,0,1,1,0,0,0,0,2,2,0,0,1,0,1,0,0,1,1,2,2,1,1,2,0,0,1,0,2,3,0,0,1,2,9,5,14,9,1,1,0,0
8/11/25,LAA,LAD,2,4,1,0,1,2,0,1,1,0,0,2,4,6,0,1,1,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,2,0,0,1,0,1,1,0,1,2,0,1,0,0,3,0,4,4,2,0,0,2,7,4,11,6,1,1,0,0
8/11/25,SF,SD,0,0,0,0,2,1,0,1,0,0,0,1,0,0,3,1,1,1,0,1,1,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,1,3,1,3,4,0,0,1,1,0,1,1,1,4,5,0,0,0,0,0
8/11/25,CWS,DET,0,1,0,0,0,1,0,1,2,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,3,1,3,1,0,0,1,0,3,2,0,0,1,0,0,0,0,0,2,0,1,1,1,3,2,1,2,3,2,0,0,0,0
8/11/25,HOU,BOS,0,1,2,0,0,2,3,4,0,2,3,1,2,2,1,0,1,0,0,0,0,0,1,1,0,0,0,2,3,1,0,1,1,0,1,2,0,0,1,0,0,0,0,0,2,4,5,0,0,1,0,0,1,1,7,6,13,9,1,1,0,0
8/11/25,STL,COL,0,1,1,0,1,1,1,2,1,0,2,1,0,2,1,0,2,0,0,0,1,2,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,2,3,0,0,0,2,0,1,0,3,2,5,1,0,0,0,0
8/11/25,KC,WSH,0,1,0,2,4,1,0,1,0,0,1,2,0,0,0,4,6,0,0,0,2,1,3,1,0,0,0,2,2,2,0,1,0,0,1,1,0,2,2,2,3,2,0,2,0,0,0,1,0,1,1,0,1,0,7,4,11,6,1,1,0,0
8/11/25,TEX,AZ,0,1,1,0,0,2,1,2,2,0,0,0,0,0,1,4,4,0,0,1,0,0,0,1,1,2,1,0,0,0,1,2,1,4,6,1,0,1,0,0,2,1,1,2,0,0,0,1,0,1,2,0,0,1,6,6,12,6,1,1,0,0
8/11/25,MIL,PIT,1,4,1,0,1,1,4,5,1,1,3,0,0,0,2,1,2,1,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,1,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,7,1,8,7,1,0,1,0
8/11/25,ATH,TB,0,1,0,0,1,0,0,1,0,0,0,0,1,1,2,0,0,1,3,3,1,0,1,0,0,1,1,0,0,0,2,4,1,1,3,1,1,2,0,0,2,2,0,1,2,2,2,0,1,3,0,0,1,1,4,7,11,5,1,1,0,0
8/11/25,NYY,MIN,1,3,2,0,1,1,2,2,2,0,0,2,0,0,1,0,1,2,2,4,2,1,1,0,0,0,0,0,0,2,0,0,3,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,2,0,0,2,6,2,8,3,0,0,0,0
8/11/25,CIN,PHI,1,3,1,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1,1,0,1,0,4,4,2,0,1,0,1,4,5,1,0,0,0,0
8/12/25,ATH,TB,0,0,1,1,3,0,0,0,1,3,3,1,1,2,0,0,0,1,0,1,3,1,3,0,0,0,0,0,0,1,0,0,2,0,1,2,0,2,1,0,0,1,0,0,1,0,1,1,0,0,1,0,2,1,6,0,6,5,1,0,1,0
8/12/25,LAA,LAD,3,4,1,0,0,0,1,1,2,1,2,1,0,0,2,0,1,0,0,0,0,0,1,2,1,4,1,1,3,0,2,3,2,0,0,1,0,1,0,2,5,1,0,2,0,0,1,1,0,1,2,1,1,1,6,6,12,10,1,1,0,0
8/12/25,TEX,AZ,0,0,1,1,2,1,1,3,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,4,1,0,2,0,0,0,1,0,1,3,1,2,1,0,0,2,1,1,2,2,3,5,3,0,0,0,0
8/12/25,SF,SD,1,3,2,0,1,1,0,0,2,0,1,1,0,2,1,0,3,0,0,1,1,0,0,1,0,1,2,1,2,2,2,3,0,0,0,2,1,2,0,0,0,0,0,1,0,0,3,0,1,2,0,0,1,0,1,5,6,5,1,0,1,0
8/12/25,TOR,CHC,1,3,1,0,2,0,0,1,1,3,4,0,0,1,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,1,0,3,1,0,0,0,0,1,1,0,2,0,1,4,2,0,0,2,0,0,2,5,1,6,4,0,0,0,0
8/12/25,HOU,BOS,0,1,2,0,2,3,0,2,0,0,0,2,0,1,1,0,0,0,0,1,0,0,1,1,1,3,1,0,2,0,0,0,0,2,4,0,0,1,2,0,0,1,5,5,0,1,2,0,4,5,2,2,4,0,1,14,15,2,0,1,0,1
8/12/25,KC,WSH,1,1,1,0,0,1,3,3,0,0,0,1,0,0,0,3,3,0,1,3,3,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2,2,1,3,0,2,3,0,1,2,1,0,0,0,8,5,13,5,1,1,0,0
8/12/25,MIL,PIT,1,2,1,0,0,1,1,3,1,2,3,1,2,2,2,6,5,1,0,1,1,2,4,0,0,0,0,0,0,2,0,0,2,0,1,0,0,1,1,0,0,2,0,2,0,0,0,0,0,0,1,0,1,0,14,0,14,6,1,1,0,0
8/12/25,NYM,ATL,0,0,0,3,3,0,2,4,1,3,3,1,2,3,2,1,1,0,2,4,0,0,1,0,0,0,0,1,2,2,0,2,0,0,1,1,4,6,1,0,2,0,0,0,2,0,1,0,0,1,1,0,0,2,13,5,18,15,1,1,0,0
8/12/25,CWS,DET,0,0,1,0,0,1,0,1,1,0,2,2,5,8,1,1,3,2,1,3,0,2,3,2,0,0,0,0,0,1,0,1,2,0,1,1,1,2,2,0,0,1,0,1,1,2,4,1,0,0,1,3,3,1,9,6,15,6,1,1,0,0
8/12/25,NYY,MIN,1,2,0,3,4,2,0,2,1,0,1,1,1,4,0,0,3,0,3,5,1,1,1,0,0,0,0,1,3,2,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,9,1,10,6,1,1,0,0
8/12/25,STL,COL,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,1,0,2,2,0,1,1,0,0,3,0,0,0,0,0,0,2,3,0,1,3,1,0,0,2,0,0,1,0,0,0,0,0,3,0,3,3,3,0,0,0,0
8/12/25,BAL,SEA,0,0,0,0,0,1,0,1,0,0,1,2,0,0,1,0,1,2,0,0,1,0,1,1,0,2,1,1,2,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,2,0,1,1,0,1,0,0,1,1,1,0,0,0,0
8/12/25,CIN,PHI,0,0,0,0,0,1,2,3,1,1,2,1,0,3,0,3,5,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,1,1,0,2,0,0,0,2,0,1,0,1,1,2,6,1,7,3,0,0,0,0
8/12/25,CLE,MIA,2,2,0,1,2,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,2,0,1,2,0,2,0,0,2,1,3,4,0,0,3,0,0,0,1,0,1,1,0,0,0,4,3,7,6,1,0,1,0
8/13/25,TEX,AZ,1,3,1,0,1,0,0,0,0,2,2,0,0,1,0,0,1,0,0,0,1,1,3,0,0,0,0,0,1,0,0,0,2,1,2,3,0,1,0,1,4,0,0,0,0,0,0,1,0,1,1,4,4,2,4,6,10,5,1,1,0,0
8/13/25,SF,SD,0,1,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,2,1,2,1,0,0,1,0,0,1,0,1,0,7,8,0,0,1,2,0,1,0,3,5,1,0,0,0,1,3,1,0,0,0,0,2,0,1,11,12,10,1,1,0,0
8/13/25,ATH,TB,0,0,0,0,0,0,1,1,2,0,0,2,1,2,1,0,0,0,0,0,2,0,0,3,0,1,3,4,6,1,2,2,2,0,0,2,0,0,1,0,1,0,0,2,2,0,0,1,0,2,1,2,2,1,2,8,10,8,1,1,0,0
8/13/25,LAA,LAD,0,0,2,2,2,0,0,0,2,0,0,2,2,5,2,0,0,1,0,1,0,2,4,1,0,0,0,3,5,1,0,1,1,0,0,1,2,5,3,0,0,1,0,1,1,0,1,1,0,0,2,0,0,0,6,5,11,9,1,1,0,0
8/13/25,HOU,BOS,2,4,0,0,0,1,0,1,1,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,2,0,2,0,0,0,1,0,1,0,0,2,1,0,0,2,0,2,2,4,1,5,3,0,0,0,0
8/13/25,CWS,DET,0,0,1,0,0,1,0,0,0,0,0,1,0,1,3,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,2,0,1,2,0,1,1,0,1,0,1,3,1,0,1,2,0,1,1,0,0,0,0,1,1,0,0,0,0,0
8/13/25,MIL,PIT,0,0,1,0,1,1,2,4,1,4,5,2,0,1,2,2,3,0,4,6,2,0,0,1,0,0,0,0,2,0,0,2,1,0,2,2,0,0,1,3,5,0,2,2,1,0,1,1,0,0,0,0,2,1,12,5,17,9,1,1,0,0
8/13/25,NYM,ATL,3,5,2,3,4,0,0,1,1,0,3,1,0,2,2,0,1,0,0,1,2,0,1,1,0,1,0,0,1,0,0,0,2,0,3,2,9,9,3,0,0,0,2,2,0,0,0,2,0,0,1,0,0,0,6,11,17,15,1,1,0,0
8/13/25,TOR,CHC,0,0,1,0,0,2,0,0,2,0,1,1,0,0,2,1,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,2,0,0,0,1,1,1,0,0,0,1,0,0,0,2,3,2,0,1,1,1,4,5,2,0,0,0,0
8/13/25,STL,COL,0,1,1,2,3,1,0,2,0,1,2,0,2,2,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,1,1,3,0,1,2,0,1,1,0,1,1,1,0,2,0,2,3,3,5,6,11,7,1,1,0,0
8/13/25,KC,WSH,2,4,1,1,3,0,0,2,0,3,3,2,0,1,2,0,2,0,0,1,1,1,2,0,0,2,0,5,6,0,0,1,1,1,2,0,1,1,1,0,1,0,0,1,0,0,1,2,0,0,1,1,3,1,7,8,15,13,1,1,0,0
8/13/25,NYY,MIN,0,1,1,0,2,1,1,1,1,0,0,3,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,1,3,1,0,1,2,3,4,0,0,0,1,0,1,2,0,3,1,1,4,5,2,0,0,0,0
8/13/25,BAL,SEA,0,0,1,0,1,1,0,0,0,0,2,2,0,0,1,0,1,0,3,5,2,0,0,1,1,2,1,0,0,0,0,1,1,0,1,2,0,0,2,0,0,1,0,0,0,1,2,0,0,1,2,2,2,0,4,3,7,0,0,0,0,0
8/13/25,CIN,PHI,0,0,0,0,1,3,0,1,2,1,2,1,0,1,0,3,3,0,4,4,2,0,0,2,0,0,0,0,0,2,0,0,0,0,2,1,0,0,2,0,0,0,0,1,1,0,0,1,0,2,1,0,0,2,8,0,8,1,0,0,0,0
8/13/25,CLE,MIA,1,1,2,0,0,1,0,0,2,3,3,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0,2,4,4,2,0,1,0,0,1,2,0,1,2,2,2,1,5,6,2,2,4,0,0,0,0,0,2,0,4,13,17,10,1,1,0,0
8/14/25,COL,AZ,0,2,2,0,1,2,0,1,2,0,0,0,1,2,0,0,1,0,0,0,0,0,1,1,1,2,1,3,3,0,2,2,0,0,1,0,2,4,0,0,0,2,0,0,1,1,3,1,0,1,0,0,0,1,2,8,10,8,1,1,0,0
8/14/25,WSH,PHI,0,1,2,0,0,3,0,1,0,1,1,0,0,0,1,0,1,1,2,4,1,0,1,2,0,0,0,0,1,1,0,1,1,1,2,1,0,0,0,1,3,0,0,1,0,0,1,2,0,1,1,0,1,1,3,2,5,3,0,0,0,0
8/14/25,MIN,DET,0,1,0,0,1,0,3,5,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,2,0,1,1,0,0,1,0,0,1,0,0,2,2,2,0,0,0,0,1,3,0,0,0,1,0,0,0,0,1,0,3,3,6,5,1,0,1,0
8/14/25,CLE,MIA,3,3,2,0,1,0,0,2,2,0,0,1,2,4,0,0,1,2,4,4,0,0,0,1,0,0,0,3,3,2,0,0,1,0,0,1,1,4,1,0,1,0,0,1,0,0,1,0,0,0,1,0,3,0,9,4,13,9,1,1,0,0
