Date,Home,Away,Home_Runs_In1,Home_OB_In1,Home_SO_In1,Home_Runs_In2,Home_OB_In2,Home_SO_In2,Home_Runs_In3,Home_OB_In3,Home_SO_In3,Home_Runs_In4,Home_OB_In4,Home_SO_In4,Home_Runs_In5,Home_OB_In5,Home_SO_In5,Home_Runs_In6,Home_OB_In6,Home_SO_In6,Home_Runs_In7,Home_OB_In7,Home_SO_In7,Home_Runs_In8,Home_OB_In8,Home_SO_In8,Home_Runs_In9,Home_OB_In9,Home_SO_In9,Away_Runs_In1,Away_OB_In1,Away_SO_In1,Away_Runs_In2,Away_OB_In2,Away_SO_In2,Away_Runs_In3,Away_OB_In3,Away_SO_In3,Away_Runs_In4,Away_OB_In4,Away_SO_In4,Away_Runs_In5,Away_OB_In5,Away_SO_In5,Away_Runs_In6,Away_OB_In6,Away_SO_In6,Away_Runs_In7,Away_OB_In7,Away_SO_In7,Away_Runs_In8,Away_OB_In8,Away_SO_In8,Away_Runs_In9,Away_OB_In9,Away_SO_In9,Home_Runs_Total,Away_Runs_Total,Runs_Total,Total_After_5,Over_45,Over_85,Over_Then_Under,Under_Then_Over
7/8/25,MIL,LAD,0,1,0,0,0,2,0,0,0,2,5,0,0,0,1,0,2,0,0,0,1,1,3,2,0,0,0,1,1,3,0,1,3,0,1,2,0,0,2,0,0,2,0,2,0,0,0,0,0,0,1,0,0,2,3,1,4,3,0,0,0,0
7/8/25,KC,PIT,0,2,1,1,1,0,0,0,3,0,0,0,0,0,1,0,0,0,2,2,0,0,0,1,1,3,0,0,1,0,0,0,2,0,1,1,1,1,2,0,1,0,0,0,0,1,1,2,1,3,0,0,1,0,4,3,7,2,0,0,0,0
7/8/25,DET,TB,0,0,2,0,0,2,0,2,0,1,1,1,1,4,1,0,1,0,2,2,1,0,3,3,0,0,0,1,1,2,0,2,2,1,2,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,3,4,2,6,4,0,0,0,0
7/8/25,BOS,COL,0,0,0,0,0,2,0,0,1,0,2,1,0,1,0,4,5,2,6,5,1,0,0,1,0,0,0,0,0,2,0,0,3,0,0,2,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,2,3,2,10,2,12,0,0,1,0,1
7/8/25,CIN,MIA,1,1,2,0,0,1,0,1,2,0,0,3,0,0,0,0,2,0,0,2,2,0,0,1,1,2,2,0,0,1,0,0,1,7,7,0,0,0,0,0,0,0,3,5,0,0,1,0,1,3,0,1,3,0,2,12,14,8,1,1,0,0
7/8/25,BAL,NYM,0,1,1,0,0,1,1,2,2,0,0,0,0,1,1,4,6,0,1,1,1,0,2,0,0,0,1,0,0,2,0,0,1,0,1,0,0,1,0,0,0,3,2,4,0,0,1,2,4,4,1,0,1,3,6,6,12,1,0,1,0,1
7/9/25,SD,AZ,0,1,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,1,1,2,1,2,0,4,4,3,0,1,2,0,2,3,1,2,1,1,2,0,2,8,10,7,1,1,0,0
7/9/25,SF,PHI,0,1,1,0,2,2,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,2,1,2,1,0,0,2,1,1,1,0,2,1,2,2,0,0,1,1,7,9,1,2,4,0,0,13,13,2,0,1,0,1
7/9/25,LAA,TEX,0,0,1,0,0,0,4,5,1,1,1,0,1,1,0,0,0,0,2,2,0,3,4,0,0,0,0,1,2,1,0,0,1,2,3,0,2,2,1,0,1,0,1,2,0,2,2,1,0,0,0,0,1,1,11,8,19,11,1,1,0,0
7/9/25,CWS,TOR,0,0,2,0,1,2,0,0,1,2,4,2,0,3,1,0,0,2,0,0,1,0,1,1,0,0,0,0,2,0,1,3,0,0,1,0,0,0,1,0,0,1,0,2,0,0,1,0,0,1,1,0,1,2,2,1,3,3,0,0,0,0
7/9/25,MIN,CHC,2,3,1,1,1,2,0,1,2,1,2,0,0,2,0,0,0,1,0,1,1,0,2,1,0,0,0,0,0,2,0,0,1,0,1,0,2,4,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,4,2,6,6,1,0,1,0
7/9/25,HOU,CLE,0,1,1,0,2,2,0,0,0,0,1,1,0,0,3,0,0,1,0,1,1,2,3,1,0,0,1,2,2,1,0,0,1,0,0,1,0,0,1,0,0,2,0,0,1,2,4,0,0,1,0,0,0,0,2,4,6,2,0,0,0,0
7/9/25,MIL,LAD,0,0,1,0,3,1,0,0,1,0,1,1,1,1,1,0,1,2,0,1,0,0,1,1,1,3,2,0,0,1,0,1,0,0,0,1,0,0,0,1,4,1,0,1,1,1,4,1,0,1,1,0,1,2,2,2,4,2,0,0,0,0
7/9/25,ATH,ATL,0,0,2,0,1,0,0,1,2,0,1,0,1,2,1,1,3,1,0,1,2,0,0,1,0,1,1,4,5,1,2,2,1,0,0,1,1,1,0,0,0,0,1,2,0,1,3,1,0,1,0,0,1,0,2,9,11,8,1,1,0,0
7/9/25,KC,PIT,0,1,1,1,1,1,0,1,1,2,3,0,0,2,0,0,2,1,0,1,2,1,3,1,0,0,0,0,1,0,0,1,2,0,2,2,0,0,2,0,0,0,3,4,1,0,1,0,0,0,1,0,1,1,4,3,7,3,0,0,0,0
7/9/25,STL,WSH,1,2,1,0,0,0,0,1,1,0,2,1,0,1,3,0,0,1,1,3,1,0,0,1,0,0,2,3,3,1,0,0,0,0,0,0,3,5,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,2,8,10,8,1,1,0,0
7/9/25,BOS,COL,0,2,1,1,2,0,0,1,0,1,3,1,2,2,1,1,2,0,0,1,1,5,6,1,0,0,0,0,1,1,0,0,1,0,0,1,0,2,0,0,0,2,0,1,1,0,0,1,2,2,0,0,2,0,10,2,12,4,0,1,0,1
7/9/25,DET,TB,0,0,0,0,0,1,0,2,0,3,5,2,0,0,0,0,1,1,0,3,2,0,0,0,0,1,1,2,3,1,0,1,0,0,1,0,0,1,0,0,2,0,4,5,1,1,2,0,0,1,1,0,2,1,3,7,10,5,1,1,0,0
7/9/25,CIN,MIA,3,5,1,0,1,1,0,0,0,3,4,1,0,1,1,0,1,1,0,0,0,1,2,0,0,0,0,0,1,2,0,1,0,0,2,0,0,1,0,0,0,0,0,0,2,0,1,0,1,2,1,1,1,2,7,2,9,6,1,1,0,0
7/9/25,NYY,SEA,3,4,0,0,3,0,1,1,1,0,0,0,2,3,1,3,3,0,0,1,1,0,1,1,0,0,0,0,1,2,0,2,1,1,1,2,1,1,0,0,0,1,2,2,2,2,2,2,0,1,2,0,0,2,9,6,15,8,1,1,0,0
7/10/25,ATH,ATL,3,3,1,0,1,2,0,0,2,0,2,2,0,2,1,0,0,3,0,1,1,1,1,1,0,0,1,0,0,2,0,0,1,0,0,0,3,3,2,0,1,1,0,0,2,1,1,0,0,1,1,0,0,1,4,4,8,6,1,0,1,0
7/10/25,SD,AZ,0,2,0,0,1,2,1,2,1,1,3,0,2,4,1,0,1,1,0,3,1,0,2,0,0,0,0,0,0,1,0,1,0,2,5,0,0,1,0,0,2,1,0,2,1,1,3,0,0,1,1,0,0,1,4,3,7,6,1,0,1,0
7/10/25,LAA,TEX,0,3,0,0,2,1,0,0,2,0,2,3,2,2,0,1,3,2,0,0,2,0,0,2,1,1,1,2,5,0,0,0,2,7,9,2,0,2,0,0,1,2,0,0,0,0,0,2,2,2,0,0,0,0,4,11,15,11,1,1,0,0
7/10/25,BAL,NYM,0,1,0,0,0,0,0,0,2,0,2,0,0,0,2,0,1,0,0,0,2,3,6,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,1,3,0,0,1,2,0,0,1,0,1,3,0,0,0,3,1,4,1,0,0,0,0
7/10/25,MIN,CHC,0,0,1,0,2,0,0,1,0,0,0,1,1,2,0,0,0,1,0,0,2,0,2,2,0,0,2,0,1,0,1,2,1,2,2,0,1,2,1,2,5,0,0,0,2,1,1,1,0,0,1,1,2,0,1,8,9,7,1,1,0,0
7/10/25,STL,WSH,1,2,1,0,1,1,1,2,0,0,1,2,0,0,0,5,6,1,1,1,2,0,0,1,0,0,0,0,1,1,0,0,2,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,2,0,0,2,1,8,1,9,2,0,1,0,1
7/10/25,CIN,MIA,1,2,2,1,1,1,0,0,0,0,0,0,0,0,2,4,5,3,0,2,2,0,2,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,3,0,0,1,0,0,1,2,6,0,6,2,0,0,0,0
7/10/25,NYY,SEA,0,2,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,3,1,2,4,0,0,1,1,1,3,1,0,1,1,1,3,0,0,0,0,0,1,1,3,3,0,0,1,1,0,0,2,5,5,10,2,0,1,0,1
7/10/25,BOS,TB,0,0,2,0,1,1,1,3,2,0,0,0,0,1,0,0,0,0,3,4,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,2,2,0,0,1,0,1,2,1,0,1,0,0,0,2,0,1,2,4,3,7,3,0,0,0,0
7/11/25,SD,PHI,0,1,1,3,4,1,0,2,0,0,0,1,0,0,1,0,1,0,0,2,1,1,1,0,0,0,0,0,0,2,1,2,2,1,1,1,0,0,2,0,3,0,0,0,1,0,0,2,0,3,0,0,0,1,4,2,6,5,1,0,1,0
7/11/25,SF,LAD,0,0,1,1,1,2,0,1,0,2,3,1,5,7,0,0,1,1,0,1,0,0,1,2,0,0,0,0,1,0,0,0,3,2,2,1,0,0,1,0,1,1,4,5,0,1,2,0,0,1,0,0,2,0,8,7,15,10,1,1,0,0
7/11/25,CWS,CLE,1,2,1,0,1,2,1,3,1,0,0,1,1,2,0,0,2,1,0,1,0,1,3,1,0,0,2,0,1,0,0,1,1,2,3,3,0,0,1,0,2,0,1,3,0,1,3,2,0,0,1,0,0,1,4,4,8,5,1,0,1,0
7/11/25,STL,ATL,2,3,1,0,3,0,3,5,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,3,4,0,1,2,0,2,4,0,0,0,2,0,3,2,0,0,2,0,0,0,0,0,2,0,1,1,5,6,11,11,1,1,0,0
7/11/25,MIN,PIT,0,0,3,0,0,0,0,0,0,2,3,2,0,2,1,0,1,2,0,1,0,0,0,2,0,0,0,0,3,1,0,1,0,0,1,1,1,2,2,0,0,1,0,1,1,0,1,0,0,0,1,0,1,2,2,1,3,3,0,0,0,0
7/11/25,MIL,WSH,0,1,0,0,0,0,6,6,0,1,2,0,0,3,0,0,0,2,1,1,1,0,1,0,0,0,0,0,2,2,0,0,0,1,2,0,0,0,2,0,1,0,1,3,0,1,1,1,0,1,1,0,0,1,8,3,11,8,1,1,0,0
7/11/25,LAA,AZ,4,6,0,0,1,1,0,2,0,0,2,0,1,3,1,0,2,1,0,0,0,0,2,1,1,3,0,0,0,0,4,6,1,0,1,1,0,2,1,0,1,0,0,0,0,0,0,2,1,2,1,0,1,0,6,5,11,9,1,1,0,0
7/11/25,KC,NYM,0,2,2,0,2,0,0,2,1,0,0,1,0,0,0,1,2,1,2,4,0,0,0,1,0,0,0,0,1,0,0,0,3,1,4,2,0,0,0,0,0,0,0,0,2,0,1,2,3,5,2,4,5,1,3,8,11,1,0,1,0,1
7/11/25,ATH,TOR,0,1,1,0,0,1,0,0,3,0,2,1,0,0,2,3,3,0,0,2,2,0,0,3,3,4,2,0,2,1,0,2,2,0,0,1,1,3,2,6,7,3,0,1,1,0,2,0,0,1,0,0,1,1,6,7,13,7,1,1,0,0
7/11/25,NYY,CHC,0,1,1,0,1,1,3,4,0,0,0,0,2,2,1,1,3,2,2,4,1,3,4,1,0,0,0,0,1,1,0,1,3,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,0,1,1,11,0,11,5,1,1,0,0
7/11/25,HOU,TEX,1,3,0,0,0,2,0,1,0,2,2,2,0,2,2,0,1,1,0,1,0,0,2,2,0,0,1,2,4,1,0,1,2,3,4,2,0,1,1,0,2,1,0,0,1,2,2,2,0,3,0,0,1,2,3,7,10,8,1,1,0,0
7/11/25,BOS,TB,0,1,0,1,3,1,0,0,1,2,3,0,0,0,0,0,2,0,0,1,0,0,0,2,2,2,0,1,3,2,0,1,0,3,4,0,0,1,1,0,0,1,0,1,1,0,2,1,0,0,1,0,0,1,5,4,9,7,1,1,0,0
7/11/25,BAL,MIA,2,3,1,0,0,1,2,4,1,0,1,3,0,2,0,0,0,0,1,3,0,0,1,2,0,0,0,0,1,0,0,0,1,0,1,0,0,1,2,0,0,1,0,0,1,0,1,2,0,0,1,2,2,1,5,2,7,4,0,0,0,0
7/11/25,CIN,COL,0,2,0,0,1,2,1,2,1,0,1,1,0,2,2,0,0,2,1,3,1,0,1,1,0,2,3,0,0,2,0,1,2,0,3,2,2,3,3,0,0,0,0,0,1,0,0,3,1,3,3,0,0,0,2,3,5,3,0,0,0,0
7/11/25,DET,SEA,0,1,1,0,1,0,0,1,1,1,4,2,0,0,2,2,3,1,0,0,1,0,0,0,0,2,2,0,1,0,1,2,1,0,1,2,0,0,1,3,3,1,0,1,0,0,0,0,1,1,1,7,9,1,3,12,15,5,1,1,0,0
7/12/25,SD,PHI,0,0,0,3,4,2,0,2,2,0,1,2,0,0,0,1,1,0,1,2,2,0,0,2,0,0,0,0,1,0,2,3,0,0,1,1,0,0,0,2,4,1,0,1,0,0,2,0,0,2,0,0,0,1,5,4,9,7,1,1,0,0
7/12/25,SF,LAD,0,0,3,0,1,0,0,1,1,0,2,0,0,0,2,0,0,0,0,0,1,1,3,0,0,0,2,0,1,1,1,2,1,0,0,2,0,2,2,0,0,2,1,3,0,0,0,2,0,0,0,0,1,0,1,2,3,1,0,0,0,0
7/12/25,LAA,AZ,1,3,1,0,1,1,0,0,1,3,4,0,2,2,0,0,1,2,0,1,0,4,5,1,0,0,0,0,0,0,1,2,2,0,0,0,1,1,1,0,1,2,1,3,0,0,0,1,2,5,2,0,0,0,10,5,15,8,1,1,0,0
7/12/25,ATH,TOR,0,1,2,0,0,0,2,3,0,0,0,0,2,3,0,0,1,2,0,2,1,0,1,1,0,0,0,0,1,1,1,2,1,1,2,1,0,0,1,0,1,1,0,1,2,0,1,2,1,2,2,0,1,2,4,3,7,6,1,0,1,0
7/12/25,STL,ATL,0,1,0,3,3,1,0,0,2,0,0,2,0,1,2,1,1,1,1,2,1,1,3,2,0,0,1,1,1,0,2,3,1,0,0,0,0,1,0,0,2,1,0,0,2,0,0,1,3,3,1,1,2,0,6,7,13,6,1,1,0,0
7/12/25,MIN,PIT,0,2,1,6,8,0,3,4,1,0,0,2,0,1,2,1,1,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,0,0,1,1,2,0,1,3,2,0,1,2,12,4,16,11,1,1,0,0
7/12/25,MIL,WSH,0,1,0,0,1,0,0,0,1,3,4,1,0,0,0,0,0,0,0,0,0,0,2,0,3,5,0,0,1,2,1,1,2,0,1,3,1,1,2,0,1,1,0,3,2,0,1,0,2,2,0,1,3,2,6,5,11,5,1,1,0,0
7/12/25,KC,NYM,0,1,1,0,0,1,0,0,2,0,1,1,0,0,0,1,2,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,2,2,3,1,0,0,1,0,0,1,0,0,0,0,1,2,1,2,2,1,3,4,2,0,0,0,0
7/12/25,HOU,TEX,1,1,1,0,2,1,0,0,0,1,1,2,0,0,1,0,1,3,1,1,1,0,1,1,0,1,0,1,2,2,0,0,1,0,1,0,0,0,3,0,0,2,0,2,2,0,0,2,1,1,2,1,2,2,3,3,6,3,0,0,0,0
7/12/25,CWS,CLE,0,1,1,0,0,1,0,1,2,2,4,1,0,1,0,0,1,1,0,0,3,0,0,1,0,0,1,1,3,2,0,0,0,0,0,2,1,2,0,0,0,1,1,2,1,1,1,0,0,1,1,2,3,2,2,6,8,4,0,0,0,0
7/12/25,CIN,COL,1,2,0,0,0,1,0,2,0,0,1,0,0,0,0,0,4,1,1,1,0,0,1,0,2,3,0,0,1,0,0,0,2,2,2,1,0,1,3,0,2,0,0,0,2,1,2,1,0,0,0,0,2,2,4,3,7,3,0,0,0,0
7/12/25,BAL,MIA,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,2,0,0,2,0,0,0,0,0,2,0,2,1,0,0,1,1,3,0,1,2,0,4,4,0,0,6,6,0,0,0,0,0
7/12/25,NYY,CHC,0,0,0,0,0,1,0,0,1,0,1,2,0,1,0,0,0,1,0,1,0,0,1,1,2,3,1,1,2,1,0,2,1,3,5,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,2,0,2,5,7,4,0,0,0,0
7/12/25,BOS,TB,0,2,0,0,0,1,0,1,0,1,2,0,0,1,1,0,1,0,0,1,3,0,1,2,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,1,0,2,0,0,0,2,0,0,2,0,0,0,1,0,1,1,0,0,0,0
7/12/25,DET,SEA,1,4,1,0,0,1,0,1,3,0,0,0,3,4,1,0,0,1,1,2,1,2,5,1,0,0,1,0,1,1,1,2,2,5,5,1,1,3,2,0,1,0,1,1,0,1,3,1,2,2,1,4,6,2,7,15,22,11,1,1,0,0
7/13/25,MIN,PIT,0,0,1,0,1,1,1,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,1,2,0,1,0,1,4,0,0,0,0,0,0,2,0,2,1,0,1,1,0,1,1,0,0,1,1,3,2,1,2,3,2,0,0,0,0
7/13/25,LAA,AZ,0,2,1,0,1,2,1,2,1,0,0,1,0,0,1,0,0,2,0,2,0,0,2,1,0,0,0,0,1,1,0,0,0,0,1,0,4,4,1,1,3,1,0,0,1,0,0,1,0,2,1,0,1,1,1,5,6,6,1,0,1,0
7/13/25,ATH,TOR,0,2,0,2,3,1,2,2,0,0,1,0,2,2,1,0,0,1,0,1,2,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,1,0,0,1,2,2,1,0,0,2,0,1,1,6,3,9,7,1,1,0,0
7/13/25,SD,PHI,0,3,1,0,0,1,0,0,0,0,1,1,0,1,2,1,3,0,0,1,1,0,2,0,0,2,0,1,2,3,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,2,1,2,1,0,1,1,1,2,3,1,0,0,0,0
7/13/25,STL,ATL,0,2,1,1,2,1,0,1,2,0,0,1,2,3,0,2,3,1,0,1,3,0,0,0,0,0,0,0,0,1,0,0,2,1,3,2,0,0,1,2,3,2,0,1,2,1,1,1,0,2,1,0,2,1,5,4,9,6,1,1,0,0
7/13/25,SF,LAD,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,2,0,1,2,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,1,3,2,1,2,2,0,0,2,0,0,2,0,0,1,0,1,2,2,2,4,2,0,0,0,0
7/13/25,CWS,CLE,0,0,1,0,1,2,0,0,1,1,2,0,2,3,1,1,1,1,0,0,1,1,3,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,4,4,1,0,0,2,1,2,0,0,0,2,5,5,10,3,0,1,0,1
7/13/25,DET,SEA,2,2,1,0,1,3,0,3,2,0,0,2,0,1,1,0,1,1,2,2,0,0,0,2,0,0,1,0,3,1,0,0,2,1,1,2,1,1,1,0,1,1,0,0,1,1,2,1,1,4,0,4,5,1,4,8,12,4,0,1,0,1
7/13/25,NYY,CHC,0,0,2,1,2,1,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,3,0,0,2,0,0,0,0,0,2,1,0,1,0,2,2,2,1,2,2,0,1,1,0,0,2,1,4,5,2,0,0,0,0
7/13/25,MIL,WSH,0,1,1,3,4,2,0,1,0,0,0,2,0,0,0,0,0,2,0,1,1,5,8,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,2,2,1,2,0,0,0,0,0,1,2,8,1,9,3,0,1,0,1
7/13/25,KC,NYM,0,1,0,2,4,0,0,1,0,0,1,1,0,0,1,0,1,2,0,0,3,0,2,1,1,2,1,0,2,1,0,1,1,0,1,1,0,2,3,0,0,2,0,1,0,0,2,0,0,1,1,2,2,0,3,2,5,2,0,0,0,0
7/13/25,HOU,TEX,0,2,0,0,1,0,0,0,0,0,1,1,0,0,1,1,2,3,0,0,1,0,1,3,0,0,0,0,1,1,2,3,2,1,1,2,1,2,1,0,0,2,0,0,1,0,1,0,1,1,0,0,2,1,1,5,6,4,0,0,0,0
7/13/25,CIN,COL,1,1,2,0,1,0,1,3,0,0,1,1,1,3,0,0,1,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,1,2,3,0,0,0,2,0,1,0,0,2,1,0,2,0,0,2,2,0,0,1,4,2,6,5,1,0,1,0
7/13/25,BAL,MIA,0,1,1,0,1,0,0,0,2,0,0,0,0,0,1,0,1,2,0,1,0,1,2,3,0,0,3,0,0,0,1,2,2,4,4,1,0,1,0,2,3,1,0,1,1,1,3,0,3,5,1,0,1,0,1,11,12,7,1,1,0,0
7/13/25,BOS,TB,0,1,0,0,0,0,1,2,0,0,1,1,0,1,1,3,3,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,3,0,1,1,0,0,1,1,0,0,2,0,1,1,0,2,2,0,0,3,4,1,5,2,0,0,0,0
7/18/25,TEX,DET,0,0,0,0,1,1,0,1,2,0,0,2,0,0,1,0,1,1,0,0,2,2,3,0,0,0,0,0,0,2,0,2,1,0,0,0,0,1,3,0,2,0,0,0,0,0,1,0,0,1,1,0,1,2,2,0,2,0,0,0,0,0
7/18/25,SEA,HOU,0,0,2,0,1,0,0,0,0,1,2,1,0,1,1,0,0,3,1,1,1,4,5,1,0,0,0,0,1,1,0,0,0,0,2,1,0,0,1,0,0,2,0,0,1,0,2,1,1,2,1,0,0,0,6,1,7,1,0,0,0,0
7/18/25,AZ,STL,0,1,0,3,5,0,2,3,2,0,0,1,1,2,0,0,0,1,1,3,0,0,0,3,0,0,0,0,1,0,0,0,1,0,2,1,0,0,1,0,0,1,0,0,1,0,2,1,0,3,0,3,4,0,7,3,10,6,1,1,0,0
7/18/25,CHC,BOS,3,4,1,0,0,2,0,1,1,0,0,0,0,1,2,1,3,0,0,0,0,0,1,1,0,0,0,0,0,2,0,1,1,1,3,1,0,1,1,0,3,0,0,0,2,0,2,0,0,0,1,0,1,0,4,1,5,4,0,0,0,0
7/18/25,COL,MIN,4,6,2,1,1,1,0,1,0,0,0,0,0,2,2,1,4,1,0,1,1,0,1,2,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,1,1,0,0,2,3,3,3,1,0,1,1,0,1,2,6,4,10,6,1,1,0,0
7/18/25,LAD,MIL,0,0,3,0,1,1,0,0,1,0,1,0,0,0,3,0,1,2,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,1,1,2,0,0,1,2,1,1,0,0,3,2,0,2,0,0,2,2,1,0,0,0,0
7/18/25,CLE,ATH,0,1,2,1,1,2,4,4,0,2,2,1,1,2,3,0,1,1,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,1,1,1,0,0,0,3,4,3,8,6,14,9,1,1,0,0
7/18/25,PHI,LAA,1,1,2,0,2,0,3,4,0,0,1,0,0,1,1,0,0,1,0,0,2,1,1,1,0,0,0,0,0,1,1,2,2,0,1,1,2,2,2,1,4,1,0,1,0,2,2,1,0,1,2,0,1,2,5,6,11,8,1,1,0,0
7/18/25,PIT,CWS,0,0,0,0,2,0,0,0,0,1,2,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,3,4,0,0,0,1,0,1,1,1,2,0,0,2,0,2,4,2,4,5,2,0,0,0,0,0,0,1,10,11,5,1,1,0,0
7/18/25,TOR,SF,0,2,0,4,7,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,2,1,0,2,0,0,0,2,0,1,2,0,1,0,0,2,2,0,1,2,0,0,3,4,0,4,4,0,0,0,0
7/18/25,MIA,KC,3,3,0,0,0,2,2,4,0,0,1,0,0,0,2,0,0,1,0,1,1,0,0,1,0,2,2,0,2,0,0,1,0,0,0,1,4,5,1,0,0,0,0,2,0,0,0,1,0,1,1,1,1,2,5,5,10,9,1,1,0,0
7/18/25,TB,BAL,3,3,1,1,1,0,1,3,2,0,2,1,0,0,0,6,6,1,0,2,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,2,0,1,1,0,1,1,0,0,1,1,2,0,11,1,12,5,1,1,0,0
7/18/25,NYM,CIN,1,1,0,1,2,1,0,0,2,0,0,2,0,1,1,0,0,0,0,1,1,0,0,1,2,4,1,0,0,3,0,2,1,0,1,1,1,1,1,2,2,2,3,4,1,1,3,0,1,4,0,0,1,1,4,8,12,5,1,1,0,0
7/18/25,WSH,SD,0,0,3,0,2,2,0,0,1,0,1,2,0,0,2,0,1,1,0,2,1,2,4,1,0,1,0,0,0,0,1,2,1,0,1,1,0,0,1,0,2,0,0,1,1,1,2,1,0,2,1,5,6,0,2,7,9,1,0,1,0,1
7/18/25,ATL,NYY,3,4,0,0,2,0,3,3,1,1,2,1,0,1,0,0,1,1,0,0,2,0,0,1,0,0,0,0,1,2,0,0,2,0,2,1,0,1,1,0,2,1,0,0,1,3,5,2,0,1,2,0,0,1,7,3,10,7,1,1,0,0
7/19/25,COL,MIN,0,2,2,1,2,2,2,2,1,0,1,1,3,3,1,2,3,1,0,1,0,2,2,1,0,0,0,0,0,0,3,4,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,2,4,3,1,2,1,10,6,16,9,1,1,0,0
7/19/25,AZ,STL,3,4,1,2,3,2,1,1,2,3,5,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,10,1,11,9,1,1,0,0
7/19/25,LAD,MIL,0,1,2,0,1,1,4,5,1,0,0,0,0,1,0,1,3,2,0,0,2,2,2,1,0,0,0,0,0,1,0,2,1,4,5,1,1,2,0,0,0,1,1,2,0,1,3,3,1,2,0,0,1,1,7,8,15,9,1,1,0,0
7/19/25,SEA,HOU,0,0,0,1,5,1,3,4,0,0,0,3,0,0,1,0,1,1,0,0,0,1,2,2,0,1,0,0,3,1,0,0,1,1,3,2,0,1,1,1,4,0,3,5,0,0,0,3,0,0,1,0,1,2,5,5,10,6,1,1,0,0
7/19/25,TEX,DET,0,0,1,3,3,1,0,1,1,0,0,2,1,3,0,0,1,2,0,0,1,0,0,1,0,0,0,0,1,1,0,0,2,0,0,0,0,2,1,0,0,0,0,1,1,0,2,1,0,0,0,1,1,0,4,1,5,4,0,0,0,0
7/19/25,PHI,LAA,1,3,0,0,1,3,0,1,2,0,1,1,1,2,2,5,7,2,0,0,1,2,2,0,0,0,0,0,2,1,0,2,1,0,0,0,3,6,2,0,0,1,1,1,2,1,2,3,0,0,1,0,0,1,9,5,14,5,1,1,0,0
7/19/25,PIT,CWS,0,3,0,0,1,1,0,0,1,3,5,2,1,3,2,0,2,1,0,0,0,0,1,2,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,2,4,2,6,8,1,2,3,0,0,1,1,0,1,1,4,10,14,6,1,1,0,0
7/19/25,WSH,SD,0,0,1,2,3,0,0,1,0,0,0,0,1,2,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,3,2,0,0,1,0,1,0,0,1,1,0,0,2,4,2,6,5,1,0,1,0
