date,Home,Away,Home_Score,Away_Score,Total_Score,Home_Win,Over_8,RIFI,Over_4,F5_Home_Score,F5_Away_Score,F5_Total_Score,F5_Home_Win,F1_Home_Score,F1_Away_Score,F1_Total_Score,Any_Runs,Home_Win_Prob,Over_8_Prob,Over_4_Prob,RIFI_Prob
4/29/26,CWS,LAA,3,2,5,1,0,0,0,1,1,2,0,0,0,0,0,0.37,0.67,0.62,0.56
4/29/26,ATL,DET,4,3,7,1,0,1,1,2,3,5,0,2,0,2,1,0.29,0.46,0.47,0.46
4/29/26,ATH,KC,5,2,7,1,0,1,1,4,1,5,1,0,1,1,1,0.56,0.59,0.58,0.55
4/30/26,PIT,STL,5,10,15,0,1,1,1,3,5,8,0,0,3,3,1,0.74,0.39,0.45,0.48
4/30/26,NYM,WSH,4,5,9,0,1,0,1,3,3,6,0,0,0,0,0,0.7,0.59,0.6,0.59
4/30/26,MIN,TOR,7,1,8,1,0,0,0,2,1,3,1,0,0,0,0,0.46,0.45,0.46,0.48
4/30/26,MIL,AZ,13,1,14,1,1,1,1,8,1,9,1,3,0,3,1,0.58,0.45,0.47,0.5
4/30/26,CIN,COL,6,4,10,1,1,1,1,3,2,5,1,0,2,2,1,0.73,0.66,0.65,0.55
4/30/26,ATL,DET,2,5,7,0,0,0,0,2,0,2,1,0,0,0,0,0.49,0.49,0.49,0.49
4/30/26,ATH,KC,6,3,9,1,1,1,1,5,2,7,1,1,1,2,1,0.55,0.51,0.52,0.53
5/2/26,WSH,MIL,1,4,5,0,0,1,0,1,3,4,0,0,3,3,1,0.44,0.45,0.45,0.48
5/2/26,TB,SF,5,1,6,1,0,0,0,4,0,4,1,0,0,0,0,0.56,0.32,0.36,0.42
5/2/26,STL,LAD,3,2,5,1,0,0,0,3,0,3,1,0,0,0,0,0.47,0.56,0.55,0.54
5/2/26,SEA,KC,2,3,5,0,0,1,0,2,1,3,1,1,0,1,1,0.56,0.54,0.54,0.52
5/2/26,PIT,CIN,17,7,24,1,1,1,1,15,4,19,1,5,2,7,1,0.59,0.5,0.51,0.51
5/2/26,NYY,BAL,9,4,13,1,1,0,1,6,1,7,1,0,0,0,0,0.5,0.55,0.53,0.53
5/2/26,MIN,TOR,4,11,15,0,1,1,1,4,2,6,1,1,0,1,1,0.47,0.49,0.49,0.49
5/2/26,MIA,PHI,4,0,4,1,0,0,0,3,0,3,1,0,0,0,0,0.59,0.51,0.51,0.51
5/2/26,LAA,NYM,4,3,7,1,0,1,0,3,1,4,1,1,0,1,1,0.54,0.52,0.52,0.52
5/2/26,DET,TEX,5,1,6,1,0,1,1,5,1,6,1,3,0,3,1,0.45,0.61,0.59,0.51
5/2/26,COL,ATL,1,9,10,0,1,1,1,1,8,9,0,0,2,2,1,0.24,0.42,0.43,0.46
5/2/26,CHC,AZ,2,0,2,1,0,0,0,1,0,1,1,0,0,0,0,0.65,0.59,0.57,0.55
5/2/26,BOS,HOU,3,6,9,0,1,1,1,1,6,7,0,0,1,1,1,0.5,0.57,0.56,0.52
5/2/26,ATH,CLE,6,14,20,0,1,1,1,4,5,9,0,2,0,2,1,0.49,0.72,0.67,0.6
5/3/26,WSH,MIL,3,2,5,1,0,0,0,2,1,3,1,0,0,0,0,0.39,0.47,0.48,0.49
5/3/26,TB,SF,2,1,3,1,0,1,0,0,1,1,0,0,1,1,1,0.47,0.47,0.48,0.5
5/3/26,STL,LAD,1,4,5,0,0,0,0,0,3,3,0,0,0,0,0,0.42,0.52,0.52,0.51
5/3/26,SEA,KC,1,4,5,0,0,0,0,1,3,4,0,0,0,0,0,0.48,0.44,0.46,0.48
5/3/26,SD,CWS,4,3,7,1,0,0,0,3,1,4,1,0,0,0,0,0.48,0.65,0.62,0.57
5/3/26,PIT,CIN,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.52,0.32,0.36,0.43
5/3/26,NYY,BAL,11,3,14,1,1,1,1,3,3,6,0,1,0,1,1,0.71,0.56,0.57,0.54
5/3/26,MIN,TOR,4,3,7,1,0,1,0,4,0,4,1,1,0,1,1,0.54,0.36,0.39,0.43
5/3/26,MIA,PHI,2,7,9,0,1,1,1,0,7,7,0,0,6,6,1,0.34,0.52,0.5,0.51
5/3/26,LAA,NYM,1,5,6,0,0,1,0,1,2,3,0,1,0,1,1,0.33,0.63,0.6,0.56
5/3/26,DET,TEX,7,1,8,1,0,0,0,2,0,2,1,0,0,0,0,0.49,0.52,0.52,0.5
5/3/26,COL,ATL,6,11,17,0,1,1,1,5,6,11,0,1,0,1,1,0.33,0.49,0.48,0.49
5/3/26,BOS,HOU,1,3,4,0,0,0,0,1,0,1,1,0,0,0,0,0.65,0.47,0.5,0.51
5/3/26,ATH,CLE,7,1,8,1,0,0,1,4,1,5,1,0,0,0,0,0.45,0.57,0.56,0.52
5/4/26,TB,TOR,5,1,6,1,0,1,0,3,1,4,1,3,0,3,1,0.63,0.5,0.51,0.51
5/4/26,STL,MIL,6,3,9,1,1,0,0,4,0,4,1,0,0,0,0,0.45,0.51,0.5,0.49
5/4/26,SEA,ATL,5,4,9,1,1,1,0,0,1,1,0,0,1,1,1,0.57,0.59,0.58,0.54
5/4/26,SF,SD,3,2,5,1,0,1,0,2,1,3,1,2,1,3,1,0.5,0.58,0.57,0.53
5/4/26,NYY,BAL,12,1,13,1,1,1,0,3,0,3,1,2,0,2,1,0.64,0.58,0.58,0.54
5/4/26,MIA,PHI,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0.5,0.48,0.48,0.5
5/4/26,LAA,CWS,0,6,6,0,0,1,1,0,5,5,0,0,2,2,1,0.51,0.55,0.54,0.53
5/4/26,KC,CLE,6,2,8,1,0,0,1,4,2,6,1,0,0,0,0,0.49,0.48,0.49,0.46
5/4/26,HOU,LAD,3,8,11,0,1,1,1,3,8,11,0,2,1,3,1,0.31,0.63,0.59,0.56
5/4/26,DET,BOS,4,5,9,0,1,0,0,0,0,0,0,0,0,0,0,0.45,0.44,0.46,0.49
5/4/26,COL,NYM,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.64,0.6,0.56
5/4/26,CHC,CIN,5,4,9,1,1,0,1,3,3,6,0,0,0,0,0,0.65,0.66,0.63,0.54
5/5/26,WSH,MIN,3,11,14,0,1,1,1,2,6,8,0,1,0,1,1,0.48,0.46,0.47,0.49
5/5/26,TB,TOR,4,3,7,1,0,1,1,2,3,5,0,0,1,1,1,0.52,0.39,0.42,0.46
5/5/26,SEA,ATL,2,3,5,0,0,0,0,2,2,4,0,0,0,0,0,0.57,0.5,0.52,0.52
5/5/26,SF,SD,5,10,15,0,1,1,1,4,7,11,0,2,0,2,1,0.65,0.42,0.44,0.47
5/5/26,PHI,ATH,9,1,10,1,1,0,0,1,0,1,1,0,0,0,0,0.67,0.51,0.53,0.51
5/5/26,NYY,TEX,7,4,11,1,1,1,1,3,3,6,0,1,3,4,1,0.48,0.69,0.65,0.59
5/5/26,MIA,BAL,7,9,16,0,1,1,1,4,7,11,0,1,3,4,1,0.51,0.51,0.51,0.49
5/5/26,LAA,CWS,4,3,7,1,0,1,1,4,2,6,1,2,2,4,1,0.52,0.76,0.71,0.62
5/5/26,KC,CLE,5,3,8,1,0,1,1,4,3,7,1,2,0,2,1,0.45,0.48,0.48,0.48
5/5/26,DET,BOS,3,10,13,0,1,1,1,3,10,13,0,2,3,5,1,0.51,0.4,0.43,0.47
5/5/26,CHC,CIN,3,2,5,1,0,1,0,0,1,1,0,0,1,1,1,0.43,0.67,0.63,0.55
5/5/26,AZ,PIT,9,0,9,1,1,1,0,2,0,2,1,2,0,2,1,0.49,0.54,0.54,0.52
5/6/26,WSH,MIN,15,2,17,1,1,0,1,3,2,5,1,0,0,0,0,0.37,0.58,0.56,0.54
5/6/26,TB,TOR,3,0,3,1,0,0,0,2,0,2,1,0,0,0,0,0.69,0.39,0.43,0.5
5/6/26,STL,MIL,2,6,8,0,0,1,1,0,5,5,0,0,4,4,1,0.5,0.51,0.51,0.49
5/6/26,SEA,ATL,3,1,4,1,0,0,0,1,0,1,1,0,0,0,0,0.61,0.49,0.49,0.52
5/6/26,SF,SD,1,5,6,0,0,0,0,1,1,2,0,0,0,0,0,0.42,0.52,0.51,0.48
5/6/26,PHI,ATH,6,3,9,1,1,0,0,1,2,3,0,0,0,0,0,0.61,0.47,0.48,0.51
5/6/26,NYY,TEX,1,6,7,0,0,1,1,0,6,6,0,0,1,1,1,0.53,0.6,0.58,0.53
5/6/26,MIA,BAL,4,7,11,0,1,1,1,3,5,8,0,3,3,6,1,0.49,0.58,0.57,0.54
5/6/26,LAA,CWS,8,2,10,1,1,0,1,7,1,8,1,0,0,0,0,0.38,0.69,0.64,0.57
5/6/26,KC,CLE,1,3,4,0,0,0,0,1,2,3,0,0,0,0,0,0.59,0.39,0.43,0.45
5/6/26,DET,BOS,0,4,4,0,0,0,0,0,4,4,0,0,0,0,0,0.48,0.47,0.48,0.47
5/6/26,COL,NYM,5,10,15,0,1,1,0,0,4,4,0,0,1,1,1,0.25,0.66,0.61,0.57
5/6/26,CHC,CIN,7,6,13,1,1,1,1,4,2,6,1,2,1,3,1,0.62,0.67,0.64,0.53
5/6/26,AZ,PIT,0,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0.3,0.41,0.43,0.47
5/7/26,WSH,MIN,7,5,12,1,1,0,1,5,3,8,1,0,0,0,0,0.39,0.62,0.59,0.55
5/7/26,NYY,TEX,9,2,11,1,1,1,0,1,2,3,0,1,0,1,1,0.45,0.7,0.65,0.57
5/7/26,MIA,BAL,4,3,7,1,0,1,1,3,2,5,1,2,0,2,1,0.49,0.44,0.45,0.46
5/7/26,KC,CLE,5,8,13,0,1,1,1,1,4,5,0,0,3,3,1,0.54,0.51,0.51,0.5
5/7/26,COL,NYM,6,2,8,1,0,0,0,1,2,3,0,0,0,0,0,0.32,0.61,0.59,0.56
5/7/26,CHC,CIN,8,3,11,1,1,0,1,8,0,8,1,0,0,0,0,0.56,0.61,0.58,0.51
5/7/26,BOS,TB,4,8,12,0,1,0,1,3,3,6,0,0,0,0,0,0.28,0.38,0.41,0.46
5/7/26,AZ,PIT,2,4,6,0,0,1,1,2,3,5,0,1,1,2,1,0.42,0.44,0.46,0.51
5/8/26,TOR,LAA,2,0,2,1,0,0,0,2,0,2,1,0,0,0,0,0.55,0.44,0.47,0.48
5/8/26,TEX,CHC,1,7,8,0,0,1,0,1,3,4,0,0,1,1,1,0.39,0.47,0.47,0.46
5/8/26,SF,PIT,5,2,7,1,0,0,0,2,1,3,1,0,0,0,0,0.47,0.46,0.47,0.46
5/8/26,SD,STL,0,6,6,0,0,0,1,0,6,6,0,0,0,0,0,0.44,0.61,0.59,0.55
5/8/26,PHI,COL,7,9,16,0,1,1,1,0,6,6,0,0,1,1,1,0.71,0.47,0.49,0.5
5/8/26,MIL,NYY,6,0,6,1,0,0,1,5,0,5,1,0,0,0,0,0.44,0.47,0.48,0.49
5/8/26,MIA,WSH,2,3,5,0,0,1,1,2,3,5,0,2,3,5,1,0.52,0.43,0.47,0.5
5/8/26,LAD,ATL,3,1,4,1,0,0,0,2,1,3,1,0,0,0,0,0.37,0.63,0.61,0.57
5/8/26,KC,DET,4,3,7,1,0,0,0,1,1,2,0,0,0,0,0,0.59,0.43,0.45,0.45
5/8/26,CLE,MIN,6,4,10,1,1,1,0,4,0,4,1,4,0,4,1,0.55,0.51,0.51,0.49
5/8/26,CIN,HOU,0,10,10,0,1,0,0,0,2,2,0,0,0,0,0,0.52,0.71,0.68,0.6
5/8/26,CWS,SEA,8,12,20,0,1,1,1,5,6,11,0,1,0,1,1,0.41,0.61,0.57,0.53
5/8/26,BOS,TB,2,0,2,1,0,0,0,2,0,2,1,0,0,0,0,0.56,0.53,0.54,0.54
5/8/26,BAL,ATH,3,4,7,0,0,0,0,1,3,4,0,0,0,0,0,0.65,0.65,0.62,0.56
5/8/26,AZ,NYM,1,3,4,0,0,0,0,1,1,2,0,0,0,0,0,0.34,0.56,0.54,0.52
5/9/26,TOR,LAA,14,1,15,1,1,0,1,8,0,8,1,0,0,0,0,0.68,0.57,0.57,0.53
5/9/26,TEX,CHC,6,0,6,1,0,0,1,5,0,5,1,0,0,0,0,0.47,0.58,0.56,0.49
5/9/26,SF,PIT,3,13,16,0,1,0,0,1,2,3,0,0,0,0,0,0.47,0.36,0.39,0.43
5/9/26,SD,STL,4,2,6,1,0,0,0,3,1,4,1,0,0,0,0,0.45,0.59,0.58,0.54
5/9/26,PHI,COL,9,3,12,1,1,0,1,7,3,10,1,0,0,0,0,0.65,0.61,0.59,0.57
5/9/26,MIL,NYY,4,3,7,1,0,1,0,0,2,2,0,0,1,1,1,0.44,0.53,0.5,0.52
5/9/26,MIA,WSH,8,7,15,1,1,1,1,2,4,6,0,0,3,3,1,0.5,0.42,0.44,0.46
5/9/26,LAD,ATL,2,7,9,0,1,1,1,0,6,6,0,0,1,1,1,0.54,0.58,0.57,0.53
5/9/26,KC,DET,5,1,6,1,0,1,1,5,0,5,1,2,0,2,1,0.6,0.57,0.56,0.52
5/9/26,CLE,MIN,1,2,3,0,0,1,0,1,1,2,0,0,1,1,1,0.43,0.4,0.42,0.47
5/9/26,CIN,HOU,3,1,4,1,0,0,0,3,1,4,1,0,0,0,0,0.67,0.55,0.56,0.53
5/9/26,CWS,SEA,6,1,7,1,0,1,1,5,1,6,1,2,0,2,1,0.42,0.6,0.57,0.53
5/9/26,BAL,ATH,2,6,8,0,0,1,1,0,5,5,0,0,1,1,1,0.52,0.72,0.67,0.59
5/9/26,AZ,NYM,2,1,3,1,0,0,0,2,1,3,1,0,0,0,0,0.41,0.5,0.49,0.5
5/10/26,TOR,LAA,1,6,7,0,0,1,1,1,4,5,0,1,0,1,1,0.54,0.43,0.45,0.49
5/10/26,TEX,CHC,3,0,3,1,0,0,0,1,0,1,1,0,0,0,0,0.62,0.64,0.61,0.53
5/10/26,SF,PIT,7,6,13,1,1,1,1,2,3,5,0,0,1,1,1,0.55,0.5,0.51,0.49
5/10/26,SD,STL,3,2,5,1,0,0,0,0,2,2,0,0,0,0,0,0.51,0.62,0.6,0.55
5/10/26,PHI,COL,6,0,6,1,0,1,1,5,0,5,1,2,0,2,1,0.8,0.5,0.53,0.53
5/10/26,MIL,NYY,4,3,7,1,0,1,1,3,2,5,1,0,1,1,1,0.5,0.51,0.51,0.52
5/10/26,MIA,WSH,5,2,7,1,0,0,0,2,2,4,0,0,0,0,0,0.51,0.43,0.45,0.47
5/10/26,LAD,ATL,2,7,9,0,1,0,0,0,4,4,0,0,0,0,0,0.56,0.68,0.65,0.57
5/10/26,KC,DET,3,6,9,0,1,0,1,3,3,6,0,0,0,0,0,0.46,0.41,0.43,0.47
5/10/26,CLE,MIN,4,5,9,0,1,0,1,2,5,7,0,0,0,0,0,0.52,0.51,0.51,0.51
5/10/26,CIN,HOU,5,0,5,1,0,0,0,4,0,4,1,0,0,0,0,0.58,0.66,0.62,0.57
5/10/26,CWS,SEA,2,1,3,1,0,1,0,0,1,1,0,0,1,1,1,0.45,0.56,0.55,0.5
5/10/26,BOS,TB,1,4,5,0,0,1,0,0,3,3,0,0,1,1,1,0.55,0.36,0.39,0.45
5/10/26,BAL,ATH,2,1,3,1,0,0,0,1,1,2,0,0,0,0,0,0.44,0.71,0.67,0.6
5/10/26,AZ,NYM,5,1,6,1,0,0,0,2,0,2,1,0,0,0,0,0.42,0.49,0.48,0.51
5/11/26,TOR,TB,5,8,13,0,1,1,1,3,7,10,0,0,3,3,1,0.55,0.44,0.46,0.49
5/11/26,TEX,AZ,0,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0.61,0.48,0.47,0.47
5/11/26,LAD,SF,3,9,12,0,1,0,0,2,1,3,1,0,0,0,0,0.57,0.79,0.74,0.6
5/11/26,CLE,LAA,7,2,9,1,1,0,1,7,0,7,1,0,0,0,0,0.61,0.52,0.52,0.5
5/11/26,BAL,NYY,3,2,5,1,0,0,0,0,2,2,0,0,0,0,0,0.34,0.69,0.66,0.6
5/12/26,TOR,TB,6,7,13,0,1,1,0,0,3,3,0,0,1,1,1,0.32,0.46,0.47,0.51
5/12/26,TEX,AZ,7,4,11,1,1,1,1,7,1,8,1,1,0,1,1,0.56,0.49,0.5,0.5
5/12/26,PIT,COL,3,1,4,1,0,1,0,2,0,2,1,1,0,1,1,0.8,0.41,0.45,0.48
5/12/26,NYM,DET,10,2,12,1,1,0,1,3,2,5,1,0,0,0,0,0.58,0.52,0.52,0.49
5/12/26,MIN,MIA,3,0,3,1,0,0,0,3,0,3,1,0,0,0,0,0.61,0.56,0.55,0.51
5/12/26,MIL,SD,6,4,10,1,1,0,1,6,2,8,1,0,0,0,0,0.46,0.58,0.55,0.51
5/12/26,LAD,SF,2,6,8,0,0,1,1,2,3,5,0,1,0,1,1,0.7,0.68,0.65,0.56
5/12/26,HOU,SEA,2,10,12,0,1,0,1,2,7,9,0,0,0,0,0,0.39,0.52,0.51,0.5
5/12/26,CLE,LAA,3,2,5,1,0,0,0,2,0,2,1,0,0,0,0,0.54,0.66,0.63,0.57
5/12/26,CIN,WSH,4,10,14,0,1,0,1,2,7,9,0,0,0,0,0,0.6,0.71,0.67,0.59
5/12/26,CWS,KC,6,5,11,1,1,1,1,5,2,7,1,0,2,2,1,0.41,0.65,0.62,0.56
5/12/26,BOS,PHI,1,2,3,0,0,1,0,0,2,2,0,0,1,1,1,0.42,0.31,0.35,0.4
5/12/26,BAL,NYY,2,6,8,0,0,1,1,0,6,6,0,0,1,1,1,0.44,0.6,0.58,0.55
5/12/26,ATL,CHC,5,2,7,1,0,0,1,5,2,7,1,0,0,0,0,0.48,0.63,0.6,0.52
5/12/26,ATH,STL,4,6,10,0,1,1,1,3,4,7,0,0,4,4,1,0.57,0.56,0.55,0.54
5/13/26,TOR,TB,5,3,8,1,0,0,0,0,0,0,0,0,0,0,0,0.41,0.36,0.39,0.44
5/13/26,TEX,AZ,6,5,11,1,1,0,0,3,0,3,1,0,0,0,0,0.6,0.56,0.56,0.53
5/13/26,PIT,COL,4,10,14,0,1,0,1,3,6,9,0,0,0,0,0,0.72,0.54,0.55,0.52
5/13/26,NYM,DET,3,2,5,1,0,1,0,1,2,3,0,0,2,2,1,0.49,0.51,0.52,0.5
5/13/26,MIN,MIA,5,9,14,0,1,1,1,4,8,12,0,1,2,3,1,0.45,0.53,0.52,0.49
5/13/26,LAD,SF,4,0,4,1,0,0,0,4,0,4,1,0,0,0,0,0.65,0.68,0.65,0.55
5/13/26,CLE,LAA,4,2,6,1,0,1,1,3,2,5,1,2,0,2,1,0.52,0.4,0.42,0.48
5/13/26,CIN,WSH,7,8,15,0,1,1,1,6,6,12,0,5,0,5,1,0.61,0.72,0.68,0.6
5/13/26,CWS,KC,6,5,11,1,1,0,1,5,3,8,1,0,0,0,0,0.53,0.55,0.54,0.51
5/13/26,BOS,PHI,3,1,4,1,0,0,0,1,1,2,0,0,0,0,0,0.6,0.45,0.47,0.5
5/13/26,BAL,NYY,7,0,7,1,0,0,1,5,0,5,1,0,0,0,0,0.46,0.47,0.48,0.5
5/13/26,ATL,CHC,4,1,5,1,0,0,0,1,1,2,0,0,0,0,0,0.4,0.61,0.58,0.5
5/14/26,PIT,COL,7,2,9,1,1,1,1,7,2,9,1,3,0,3,1,0.71,0.47,0.48,0.47
5/14/26,NYM,DET,9,4,13,1,1,1,1,6,3,9,1,0,3,3,1,0.6,0.54,0.54,0.52
5/14/26,MIN,MIA,9,1,10,1,1,0,1,6,0,6,1,0,0,0,0,0.57,0.42,0.44,0.45
5/14/26,MIL,SD,7,1,8,1,0,1,1,7,0,7,1,3,0,3,1,0.62,0.56,0.56,0.53
5/14/26,LAD,SF,5,2,7,1,0,1,0,2,2,4,0,1,0,1,1,0.42,0.67,0.62,0.54
5/14/26,HOU,SEA,3,8,11,0,1,1,1,1,5,6,0,0,3,3,1,0.38,0.63,0.6,0.56
5/14/26,CIN,WSH,15,1,16,1,1,0,1,9,0,9,1,0,0,0,0,0.63,0.45,0.48,0.51
5/14/26,CWS,KC,6,2,8,1,0,1,1,5,1,6,1,2,1,3,1,0.39,0.49,0.48,0.49
5/14/26,BOS,PHI,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0.31,0.34,0.42
5/14/26,ATL,CHC,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0.37,0.4,0.44
5/14/26,ATH,STL,4,5,9,0,1,1,0,1,1,2,0,1,0,1,1,0.48,0.63,0.62,0.57
5/15/26,WSH,BAL,3,2,5,1,0,0,0,1,0,1,1,0,0,0,0,0.4,0.59,0.58,0.55
5/15/26,TB,MIA,7,2,9,1,1,1,1,6,1,7,1,2,0,2,1,0.46,0.52,0.51,0.49
5/15/26,STL,KC,5,4,9,1,1,0,1,3,2,5,1,0,0,0,0,0.53,0.42,0.44,0.46
5/15/26,SEA,SD,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0.6,0.62,0.6,0.53
5/15/26,PIT,PHI,9,11,20,0,1,0,1,7,3,10,1,0,0,0,0,0.65,0.41,0.44,0.48
5/15/26,NYM,NYY,2,5,7,0,0,0,0,0,4,4,0,0,0,0,0,0.47,0.54,0.53,0.52
5/15/26,MIN,MIL,2,3,5,0,0,1,0,0,1,1,0,0,1,1,1,0.59,0.43,0.46,0.47
5/15/26,LAA,LAD,0,6,6,0,0,0,0,0,4,4,0,0,0,0,0,0.33,0.73,0.67,0.57
5/15/26,HOU,TEX,2,0,2,1,0,0,0,1,0,1,1,0,0,0,0,0.41,0.61,0.58,0.53
5/15/26,DET,TOR,3,2,5,1,0,0,0,1,2,3,0,0,0,0,0,0.47,0.4,0.42,0.44
5/15/26,COL,AZ,1,9,10,0,1,1,1,1,7,8,0,1,6,7,1,0.4,0.54,0.53,0.54
5/15/26,CLE,CIN,6,7,13,0,1,0,0,0,3,3,0,0,0,0,0,0.52,0.51,0.52,0.51
5/15/26,CWS,CHC,5,10,15,0,1,1,1,3,4,7,0,0,1,1,1,0.43,0.6,0.58,0.53
5/15/26,ATL,BOS,3,2,5,1,0,1,0,2,0,2,1,1,0,1,1,0.59,0.44,0.46,0.47
5/15/26,ATH,SF,5,2,7,1,0,0,1,5,2,7,1,0,0,0,0,0.44,0.67,0.63,0.54
5/16/26,WSH,BAL,13,3,16,1,1,0,0,4,0,4,1,0,0,0,0,0.52,0.49,0.5,0.51
5/16/26,TB,MIA,5,10,15,0,1,0,0,1,0,1,1,0,0,0,0,0.57,0.46,0.48,0.5
5/16/26,STL,KC,4,2,6,1,0,1,0,3,1,4,1,1,0,1,1,0.46,0.44,0.46,0.49
5/16/26,SEA,SD,4,7,11,0,1,0,1,2,5,7,0,0,0,0,0,0.58,0.58,0.58,0.52
5/16/26,PIT,PHI,0,6,6,0,0,1,1,0,5,5,0,0,3,3,1,0.37,0.41,0.43,0.46
5/16/26,NYM,NYY,6,3,9,1,1,0,1,5,2,7,1,0,0,0,0,0.47,0.61,0.57,0.56
5/16/26,MIN,MIL,1,2,3,0,0,0,0,1,1,2,0,0,0,0,0,0.41,0.47,0.48,0.48
5/16/26,LAA,LAD,2,15,17,0,1,1,0,0,1,1,0,0,1,1,1,0.44,0.64,0.6,0.55
5/16/26,HOU,TEX,4,1,5,1,0,1,0,4,0,4,1,2,0,2,1,0.39,0.62,0.59,0.55
5/16/26,DET,TOR,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0.39,0.4,0.45
5/16/26,COL,AZ,4,2,6,1,0,1,1,3,2,5,1,2,0,2,1,0.41,0.54,0.53,0.53
5/16/26,CLE,CIN,7,4,11,1,1,0,1,2,4,6,0,0,0,0,0,0.59,0.57,0.55,0.53
5/16/26,CWS,CHC,8,3,11,1,1,1,1,7,0,7,1,3,0,3,1,0.59,0.66,0.63,0.57
5/16/26,ATL,BOS,2,3,5,0,0,1,0,2,1,3,1,1,0,1,1,0.46,0.44,0.46,0.49
5/16/26,ATH,SF,4,6,10,0,1,1,1,1,5,6,0,0,1,1,1,0.57,0.65,0.61,0.55
5/17/26,WSH,BAL,3,7,10,0,1,1,1,2,6,8,0,0,1,1,1,0.58,0.53,0.53,0.54
5/17/26,TB,MIA,6,3,9,1,1,1,1,5,2,7,1,1,0,1,1,0.57,0.52,0.52,0.51
5/17/26,STL,KC,0,2,2,0,0,1,0,0,2,2,0,0,1,1,1,0.52,0.42,0.45,0.47
5/17/26,SEA,SD,3,8,11,0,1,1,0,0,2,2,0,0,1,1,1,0.66,0.58,0.56,0.52
5/17/26,PIT,PHI,0,6,6,0,0,0,0,0,2,2,0,0,0,0,0,0.54,0.23,0.3,0.4
5/17/26,NYM,NYY,7,6,13,1,1,0,0,1,1,2,0,0,0,0,0,0.55,0.61,0.59,0.56
5/17/26,MIN,MIL,5,4,9,1,1,1,1,4,3,7,1,1,0,1,1,0.48,0.52,0.52,0.48
5/17/26,LAA,LAD,1,10,11,0,1,0,1,1,7,8,0,0,0,0,0,0.53,0.66,0.63,0.57
5/17/26,DET,TOR,1,4,5,0,0,1,0,0,4,4,0,0,2,2,1,0.48,0.44,0.45,0.47
5/17/26,COL,AZ,6,8,14,0,1,0,1,2,7,9,0,0,0,0,0,0.38,0.56,0.55,0.52
5/17/26,CLE,CIN,10,3,13,1,1,1,1,6,2,8,1,2,0,2,1,0.58,0.55,0.54,0.52
5/17/26,CWS,CHC,9,8,17,1,1,1,1,4,4,8,0,0,3,3,1,0.36,0.73,0.67,0.57
5/17/26,ATL,BOS,8,1,9,1,1,1,1,7,0,7,1,3,0,3,1,0.55,0.56,0.55,0.52
5/17/26,ATH,SF,1,10,11,0,1,0,0,1,2,3,0,0,0,0,0,0.6,0.6,0.58,0.54
5/18/26,WSH,NYM,7,16,23,0,1,0,1,3,4,7,0,0,0,0,0,0.37,0.63,0.61,0.58
5/18/26,TB,BAL,16,6,22,1,1,1,1,12,4,16,1,1,0,1,1,0.64,0.36,0.41,0.48
5/18/26,SEA,CWS,6,1,7,1,0,1,0,2,0,2,1,1,0,1,1,0.62,0.46,0.48,0.49
5/18/26,PHI,CIN,5,4,9,1,1,1,0,2,2,4,0,2,0,2,1,0.46,0.68,0.63,0.57
5/18/26,NYY,TOR,7,6,13,1,1,1,1,3,4,7,0,1,0,1,1,0.64,0.63,0.61,0.56
5/18/26,MIN,HOU,6,3,9,1,1,0,0,3,0,3,1,0,0,0,0,0.44,0.49,0.49,0.49
5/18/26,MIA,ATL,12,0,12,1,1,0,1,12,0,12,1,0,0,0,0,0.53,0.52,0.52,0.5
5/18/26,KC,BOS,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0.42,0.44,0.48
5/18/26,DET,CLE,2,8,10,0,1,1,1,1,4,5,0,1,0,1,1,0.59,0.53,0.54,0.51
5/18/26,COL,TEX,7,6,13,1,1,1,1,6,2,8,1,2,0,2,1,0.3,0.56,0.55,0.51
5/18/26,CHC,MIL,3,9,12,0,1,0,1,3,8,11,0,0,0,0,0,0.59,0.63,0.6,0.54
5/18/26,AZ,SF,12,2,14,1,1,1,1,12,2,14,1,4,0,4,1,0.54,0.53,0.53,0.51
5/19/26,WSH,NYM,9,6,15,1,1,1,1,9,5,14,1,0,3,3,1,0.45,0.51,0.5,0.52
5/19/26,TB,BAL,4,1,5,1,0,1,0,1,1,2,0,1,1,2,1,0.59,0.32,0.36,0.43
5/19/26,STL,PIT,9,6,15,1,1,0,1,3,4,7,0,0,0,0,0,0.49,0.44,0.45,0.47
5/19/26,SEA,CWS,1,2,3,0,0,1,0,1,0,1,1,1,0,1,1,0.57,0.58,0.56,0.52
5/19/26,SD,LAD,4,5,9,0,1,1,1,4,3,7,1,2,2,4,1,0.37,0.76,0.7,0.61
