#,Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,SB,CS,AVG
384,David Fry,CLE,22,82,92,19,12,4,0,3,10,11,9,0,24,2,1,0,1,0,0.228
385,Jesse Winker,,19,70,82,16,11,3,0,2,10,9,10,0,17,1,1,0,1,0,0.236
386,Rodolfo Durán,SDP,16,56,62,12,8,3,0,2,6,6,4,0,15,1,0,0,0,0,0.22
387,Colby Thomas,ATH,16,63,69,15,9,3,0,3,9,9,4,0,19,1,0,0,1,0,0.246
388,Reese McGuire,CHW,13,45,50,10,7,2,0,1,5,5,3,0,11,0,0,0,0,0,0.22
389,Leo Rivas,SEA,16,58,68,12,9,2,0,1,7,5,8,0,17,1,0,1,2,1,0.209
390,Alika Williams,ATH,19,74,82,18,13,4,0,1,9,7,5,0,16,1,1,1,1,0,0.248
391,Bryan Torres,STL,22,81,90,21,16,4,0,1,10,7,7,0,15,0,1,1,2,0,0.261
392,Starling Marte,KCR,38,146,162,38,27,7,1,3,20,17,11,0,33,3,1,1,4,2,0.26
393,Owen Caissie,MIA,65,246,274,56,35,12,1,8,30,31,24,1,92,2,1,0,3,1,0.228
394,Jorge Mateo,ATL,14,54,59,13,8,2,1,1,8,5,3,0,16,0,0,1,4,1,0.233
395,Dominic Smith,ATL,54,207,230,52,35,10,0,6,26,27,17,0,44,3,2,0,1,0,0.251
396,Adrian Del Castillo,ARI,26,95,105,21,13,5,0,3,11,13,9,0,29,1,1,0,0,0,0.221
397,Alex Jackson,MIN,17,60,65,12,7,3,0,2,7,8,4,0,22,1,0,0,0,0,0.198
398,Taylor Trammell,HOU,47,175,199,36,22,8,0,6,23,20,21,0,58,2,1,1,4,1,0.208
399,César Salazar,HOU,13,43,49,9,6,2,0,1,4,4,4,0,11,1,0,0,0,0,0.202
400,Hao-Yu Lee,DET,11,42,45,10,7,2,0,1,5,5,3,0,10,0,0,0,1,0,0.248
401,Rafael Marchán,PHI,24,86,95,19,13,4,0,2,9,9,7,0,17,1,1,1,0,0,0.217
402,Kaelen Culpepper,MIN,11,41,45,10,7,2,0,1,5,5,3,0,10,1,0,0,1,0,0.236
403,Jake Mangum,PIT,37,148,159,39,32,6,1,0,18,12,8,0,28,2,1,1,6,2,0.266
404,Randal Grichuk,CHW,12,46,50,12,7,2,0,2,6,7,3,0,10,1,0,0,0,0,0.249
405,Jhonny Pereda,SEA,9,33,37,8,6,1,0,1,3,3,3,0,8,0,0,0,0,0,0.227
406,Thairo Estrada,,11,43,46,11,8,2,0,1,5,5,2,0,8,1,0,0,1,0,0.249
407,Jose Iglesias,,13,50,55,13,10,2,0,0,6,5,3,0,9,1,0,0,1,0,0.263
408,Joey Wiemer,WSN,21,79,88,17,11,3,0,3,10,10,8,0,26,1,0,0,1,0,0.216
409,Jon Berti,,15,58,64,14,11,2,0,1,8,5,5,0,14,1,0,0,3,1,0.248
410,Ryan Vilade,TBR,34,129,143,30,20,6,1,3,15,14,11,0,33,1,1,1,2,1,0.23
411,Wade Meckler,LAA,24,93,103,23,17,4,0,1,11,9,9,0,20,1,1,0,2,0,0.25
412,Andrew McCutchen,,16,60,69,14,9,3,0,2,8,9,8,0,16,1,0,0,0,0,0.237
413,Rikuu Nishida,CHW,40,148,169,37,30,6,0,0,18,10,15,0,28,2,1,2,5,1,0.247
414,Zach Cole,HOU,23,88,98,18,10,4,0,4,12,11,8,0,38,1,1,0,2,0,0.206
415,Brett Sullivan,COL,27,98,107,22,15,6,0,2,10,11,7,0,19,1,1,0,1,0,0.227
416,Jett Williams,MIL,10,37,41,8,5,2,0,1,5,4,4,0,10,0,0,0,1,0,0.227
417,Nick Loftin,KCR,27,102,113,25,17,5,1,2,13,11,9,0,17,1,1,0,1,0,0.243
418,Pedro Ramírez,CHC,19,74,81,19,14,4,0,1,10,8,5,0,15,1,1,0,2,0,0.262
419,CJ Kayfus,CLE,23,88,98,21,13,4,0,3,11,11,8,0,27,1,1,0,1,0,0.235
420,Justin Foscue,TEX,32,121,134,27,17,6,0,3,14,14,10,0,26,2,1,0,1,1,0.222
421,Mike Tauchman,NYM,14,51,60,12,8,2,0,2,7,6,7,0,13,1,0,0,0,0,0.232
422,Mickey Gasper,BOS,17,62,70,15,10,3,0,1,7,7,7,0,14,1,0,0,1,0,0.238
423,Miguel Andujar,SDP,64,253,271,65,46,11,1,7,30,31,14,1,40,2,2,0,2,1,0.259
424,Nick Yorke,PIT,13,50,55,13,9,2,0,1,6,6,4,0,12,0,0,0,1,0,0.255
425,Sam Haggerty,TEX,34,128,143,30,22,5,1,2,17,10,12,0,33,2,1,1,7,2,0.232
426,Charles McAdoo,TOR,17,65,72,15,10,3,0,2,8,8,5,0,19,1,0,0,2,0,0.223
427,Ryan Ritter,COL,8,32,36,8,6,2,0,1,4,4,3,0,9,1,0,0,1,0,0.256
428,Tommy Troy,ARI,21,82,90,20,14,4,0,1,10,9,7,0,21,1,1,0,2,0,0.24
429,Braxton Fulford,COL,12,43,48,10,7,2,0,1,6,6,4,0,13,1,0,0,1,0,0.244
430,Tyrone Taylor,NYM,21,84,91,19,12,4,1,3,11,9,5,0,20,1,1,1,2,1,0.231
431,Max Schuemann,NYY,7,28,32,6,5,1,0,1,4,3,3,0,7,1,0,0,1,0,0.228
432,Christopher Morel,MIA,35,130,146,29,17,6,0,6,17,19,13,0,43,2,1,0,3,1,0.221
433,Hyeseong Kim,LAD,18,73,80,18,13,3,0,1,10,7,5,0,18,0,1,0,3,1,0.244
434,Brandon Lockridge,MIL,19,71,79,17,13,3,1,1,9,5,6,0,20,1,0,1,4,1,0.238
435,Triston Casas,BOS,12,43,50,10,6,2,0,2,6,7,6,0,12,0,0,0,0,0,0.236
436,Lenyn Sosa,TOR,29,114,122,27,19,5,0,3,13,14,5,0,27,1,1,1,1,0,0.24
437,Mark Canha,,12,43,50,10,7,2,0,1,6,5,5,0,9,2,0,0,1,0,0.24
438,James Outman,MIN,40,150,170,30,18,6,0,5,19,17,16,0,59,2,1,0,4,1,0.2
439,Jorge Barrosa,ARI,25,94,104,21,14,5,0,1,11,9,8,0,25,1,1,1,2,0,0.222
440,Cooper Pratt,MIL,5,21,24,5,4,1,0,0,3,3,2,0,5,0,0,0,1,0,0.243
441,Drew Gilbert,SFG,45,169,188,38,26,8,1,4,19,18,14,0,35,2,1,1,2,1,0.225
442,Otto Kemp,PHI,20,77,86,18,11,4,0,3,10,10,6,0,24,2,1,0,1,0,0.237
443,Spencer Jones,NYY,13,50,55,11,6,2,0,2,7,6,5,0,21,0,0,0,2,0,0.215
444,Sebastián Rivero,LAA,14,49,53,10,7,2,0,1,4,4,2,0,12,1,0,1,0,0,0.202
445,Jake Fraley,TBR,35,132,148,30,20,6,1,3,16,14,13,0,33,1,1,0,5,1,0.226
446,MJ Melendez,NYM,24,92,104,19,11,4,0,4,12,13,10,0,30,1,1,0,1,0,0.209
447,Ryan Kreidler,MIN,29,107,121,22,14,5,0,3,13,11,11,0,37,1,1,1,2,1,0.202
448,Tristan Gray,MIN,26,102,112,21,13,5,0,3,11,12,8,0,32,1,1,0,0,0,0.208
449,Blake Perkins,MIL,17,66,74,14,10,3,0,1,8,7,7,0,19,1,0,0,2,1,0.217
450,Rafael Flores Jr.,PIT,5,19,21,4,3,1,0,0,2,2,2,0,6,0,0,0,0,0,0.231
451,Victor Mesa Jr.,TBR,16,64,70,14,10,3,0,2,7,7,5,0,15,0,0,0,1,0,0.227
452,Weston Wilson,BAL,15,57,64,12,8,2,0,2,7,6,6,0,18,0,0,0,2,1,0.211
453,Tim Tawa,ARI,16,61,68,14,10,3,0,1,7,7,5,0,16,0,0,0,1,0,0.227
454,Sandy León,ATL,19,65,74,11,8,2,0,2,6,6,6,0,24,1,0,1,0,0,0.174
455,Aidan Miller,PHI,3,12,14,3,2,1,0,0,2,1,1,0,3,0,0,0,1,0,0.233
456,Gabriel Gonzalez,MIN,8,33,36,8,6,2,0,1,4,4,2,0,7,0,0,0,0,0,0.252
457,George Lombard Jr.,NYY,4,16,18,4,2,1,0,0,2,2,2,0,5,0,0,0,0,0,0.23
458,Johan Rojas,PHI,6,24,27,6,4,1,0,0,3,2,1,0,6,0,0,1,1,0,0.24
459,Brett Harris,ATH,7,28,32,7,5,1,0,1,4,3,3,0,7,0,0,0,0,0,0.234
460,Nelson Velázquez,STL,8,29,32,7,4,1,0,1,4,4,3,0,9,0,0,0,0,0,0.229
461,Walker Jenkins,MIN,3,12,14,3,2,1,0,0,2,1,1,0,3,0,0,0,0,0,0.247
462,Cole Carrigg,COL,4,16,18,4,3,1,0,0,2,2,1,0,4,0,0,0,1,0,0.255
463,Josh Rojas,KCR,4,16,18,4,3,1,0,0,2,2,2,0,4,0,0,0,0,0,0.24
464,Jorbit Vivas,WSN,35,130,146,31,23,6,0,1,14,13,12,0,20,3,1,0,3,1,0.236
465,Nick Madrigal,LAA,7,29,31,7,6,1,0,0,3,2,2,0,3,1,0,0,1,0,0.259
466,Manuel Margot,,3,13,14,3,2,1,0,0,2,2,1,0,2,0,0,0,0,0,0.257
467,Cameron Cauley,TEX,7,28,31,6,4,1,0,1,3,3,2,0,9,0,0,0,1,0,0.213
468,Orlando Arcia,MIN,16,62,67,14,9,3,0,1,6,7,4,0,14,0,0,0,0,0,0.221
469,Zac Veen,COL,17,65,72,16,11,3,0,1,9,7,6,0,17,1,0,0,3,0,0.243
470,Tyler Tolbert,KCR,23,89,99,20,14,4,1,1,12,6,6,0,25,1,1,2,6,1,0.226
471,Luis Lara,MIL,3,12,14,3,2,1,0,0,2,1,1,0,2,0,0,0,1,0,0.251
472,Kevin Alcántara,CHC,13,50,55,12,8,2,0,2,6,6,4,0,16,0,0,0,1,0,0.234
473,Chad Stevens,COL,8,33,36,8,5,2,0,1,4,4,2,0,10,0,0,0,1,0,0.247
474,Seaver King,WSN,6,24,26,6,4,1,0,0,3,3,2,0,6,0,0,0,1,0,0.243
475,Cooper Ingle,CLE,2,7,8,2,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0.245
476,Juan Brito,CLE,5,19,22,4,3,1,0,0,2,2,2,0,4,0,0,0,0,0,0.226
477,Austin Barnes,,8,30,34,7,5,1,0,0,3,3,3,0,8,0,0,0,0,0,0.217
478,Bryce Teodosio,LAA,15,58,63,12,8,2,0,1,7,4,3,0,19,1,0,1,3,1,0.206
479,Patrick Wisdom,SEA,5,21,23,4,2,1,0,1,3,3,2,0,9,0,0,0,0,0,0.193
480,Jacob Gonzalez,CHW,6,25,28,6,4,1,0,1,3,3,2,0,5,0,0,0,0,0,0.219
481,Braden Montgomery,CHW,14,53,59,12,8,3,0,1,6,6,5,0,17,1,0,0,1,0,0.228
482,Anthony Santander,TOR,3,12,14,3,2,1,0,1,2,2,1,0,3,0,0,0,0,0,0.227
483,Zach Dezenzo,HOU,27,104,115,24,16,4,0,3,13,12,9,0,35,1,1,0,1,0,0.227
484,Cody Freeman,TEX,11,41,44,10,7,2,0,1,4,4,3,0,7,0,0,0,1,0,0.235
485,Yohendrick Piñango,TOR,20,78,86,18,12,4,0,2,9,9,6,0,19,0,0,0,1,0,0.235
486,Dom Keegan,TBR,3,11,13,2,2,0,0,0,1,1,1,0,4,0,0,0,0,0,0.215
487,Gage Workman,DET,5,21,23,5,3,1,0,1,3,2,2,0,8,0,0,0,1,0,0.218
488,Adael Amador,COL,5,20,23,5,4,1,0,0,3,2,2,0,3,0,0,0,1,0,0.251
489,Ronny Mauricio,NYM,6,25,27,6,4,1,0,1,3,3,2,0,7,0,0,0,1,0,0.233
490,Michael Helman,TEX,11,41,44,8,5,2,0,1,5,4,3,0,11,0,0,0,1,0,0.202
491,Kameron Misner,KCR,4,16,18,3,2,1,0,0,2,2,2,0,5,0,0,0,0,0,0.213
492,Robert Hassell III,WSN,18,68,75,17,12,3,0,1,8,7,5,0,19,0,0,0,2,0,0.241
493,Ben Malgeri,DET,6,24,27,6,4,1,0,1,3,3,2,0,7,0,0,0,0,0,0.234
494,Kyle Farmer,ATL,5,20,23,5,3,1,0,1,2,2,1,0,5,0,0,0,0,0,0.237
495,Austin Slater,TBR,3,12,14,3,2,0,0,0,2,1,1,0,4,0,0,0,0,0,0.232
496,Tanner Murray,CHW,6,26,28,6,4,1,0,1,3,3,1,0,6,0,0,0,0,0,0.233
497,Max Anderson,DET,2,8,9,2,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0.256
498,Aramis Garcia,ARI,3,12,13,2,2,0,0,0,1,1,1,0,4,0,0,0,0,0,0.203
499,Eric Wagaman,NYM,7,29,32,7,5,1,0,1,4,4,2,0,7,0,0,0,0,0,0.242
500,Nelson Rada,LAA,6,24,27,6,4,1,0,0,3,2,2,0,6,0,0,0,1,0,0.234
501,Victor Bericoto,SFG,17,66,71,16,11,3,0,1,7,7,4,0,16,0,1,0,1,0,0.244
502,Maximo Acosta,MIA,3,12,14,3,2,1,0,0,2,1,1,0,3,0,0,0,0,0,0.235
503,Jared Young,NYM,17,65,72,15,10,3,0,2,8,8,6,0,17,1,0,0,1,0,0.228
504,Kahlil Watson,CLE,2,8,9,2,1,0,0,0,1,1,1,0,3,0,0,0,0,0,0.215
505,Denzer Guzman,LAA,5,21,23,5,3,1,0,1,2,2,2,0,6,0,0,0,0,0,0.221
506,Felix Reyes,PHI,8,34,37,9,6,2,0,1,4,5,1,0,7,0,0,0,0,0,0.247
507,Trei Cruz,DET,3,12,14,3,2,1,0,0,1,1,1,0,4,0,0,0,0,0,0.214
508,Kristian Campbell,BOS,5,20,22,5,3,1,0,0,3,2,2,0,6,0,0,0,0,0,0.242
509,Nick Morabito,NYM,6,24,27,6,4,1,0,0,3,2,2,0,7,0,0,0,1,0,0.238
510,Gabriel Rincones Jr.,PHI,6,24,27,5,3,1,0,1,3,3,2,0,7,0,0,0,1,0,0.221
511,TJ Rumfield,COL,82,315,351,81,55,17,0,9,39,44,28,1,61,4,3,0,1,1,0.257
512,Alek Thomas,LAD,5,22,24,5,3,1,0,1,3,2,1,0,5,0,0,0,0,0,0.233
513,Miles Mastrobuoni,SEA,2,8,9,2,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0.234
514,Brock Wilken,MIL,4,17,19,3,2,1,0,1,2,2,2,0,6,0,0,0,0,0,0.196
515,César Prieto,STL,11,43,45,10,8,2,0,1,4,5,2,0,7,0,0,0,0,0,0.243
516,Jacob Melton,TBR,12,46,51,10,6,2,0,1,6,4,4,0,15,0,0,0,3,1,0.206
517,Jim Jarvis,ATL,3,12,14,3,2,1,0,0,1,1,1,0,2,0,0,0,0,0,0.238
518,Will Wagner,SDP,2,8,9,2,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0.242
519,Chadwick Tromp,ATL,6,23,25,5,3,1,0,0,2,2,1,0,6,0,0,0,0,0,0.209
520,Joshua Báez,STL,1,4,5,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0.236
521,Jeferson Quero,MIL,1,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.239
522,Eduardo Valencia,DET,1,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.242
523,Christian Koss,SFG,3,13,14,3,2,1,0,0,1,1,1,0,3,0,0,0,0,0,0.238
524,Josh Kasevich,TOR,3,13,14,3,2,1,0,0,1,1,1,0,2,0,0,0,0,0,0.24
525,Justyn-Henry Malloy,TBR,4,16,19,4,2,1,0,1,2,2,2,0,5,0,0,0,0,0,0.225
526,Elias Díaz,KCR,1,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.225
527,Nicky Lopez,TEX,14,52,58,12,10,2,0,0,6,3,4,0,9,0,0,1,1,0,0.229
528,Jonatan Clase,TOR,2,8,9,2,1,0,0,0,1,1,1,0,3,0,0,0,0,0,0.22
529,Zack Short,DET,6,23,27,4,3,1,0,1,3,2,3,0,7,0,0,0,0,0,0.192
530,Austin Wynns,LAA,2,7,8,2,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0.221
531,Christian Cairo,PHI,3,12,14,3,2,0,0,0,2,1,1,0,3,0,0,0,1,0,0.224
532,Nate Eaton,BOS,10,37,41,9,6,2,0,1,5,4,2,0,10,0,0,0,1,0,0.23
533,Héctor Rodríguez,CIN,2,8,9,2,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0.255
534,Brennen Davis,SEA,2,8,9,2,1,0,0,0,1,1,1,0,3,0,0,0,0,0,0.205
535,Billy Cook,PIT,3,13,14,3,2,1,0,0,2,1,1,0,4,0,0,0,0,0,0.221
536,Anthony Seigler,BOS,1,4,5,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0.232
537,Riley Adams,WSN,1,3,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.214
538,Tommy Pham,BAL,1,4,5,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0.241
539,Chas McCormick,CHC,2,8,9,2,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0.224
540,LaMonte Wade Jr.,CHW,2,8,9,2,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0.221
541,Maverick Handley,ATL,1,3,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.212
542,Oliver Dunn,TBR,4,17,19,3,2,1,0,0,2,2,2,0,6,0,0,0,0,0,0.207
543,Garrett Stubbs,PHI,3,11,13,2,2,0,0,0,1,1,1,0,3,0,0,0,0,0,0.21
544,Tre' Morgan,TBR,3,12,14,3,2,1,0,0,1,1,1,0,3,0,0,0,0,0,0.243
545,Willie MacIver,TOR,1,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.214
546,Kyler Fedko,MIN,3,12,14,3,2,1,0,0,2,1,1,0,3,0,0,0,0,0,0.217
547,Santiago Espinal,LAD,1,5,5,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.253
548,Stuart Fairchild,CLE,1,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.228
549,Ryan Bliss,SEA,2,8,9,2,1,0,0,0,1,1,1,0,3,0,0,0,0,0,0.206
550,RJ Schreck,TOR,1,4,5,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0.22
551,Trey Sweeney,DET,1,4,5,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0.213
552,Vidal Bruján,NYM,5,21,23,5,3,1,0,0,2,2,2,0,5,0,0,0,1,0,0.22
553,Rece Hinds,MIA,12,45,49,10,6,2,0,1,5,5,3,0,17,0,0,0,1,0,0.215
554,Jared Oliva,SFG,6,24,26,5,4,1,0,0,3,2,2,0,6,0,0,0,2,0,0.226
555,James Tibbs III,LAD,2,8,9,2,1,0,0,0,1,1,1,0,3,0,0,0,0,0,0.219
556,Yohandy Morales,WSN,13,48,52,12,8,2,0,1,5,6,4,0,15,0,0,0,0,0,0.243
557,Seby Zavala,LAD,1,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.193
558,Sam Huff,BAL,1,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.195
559,Connor Joe,SEA,2,8,9,2,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0.212
560,Tyler Fitzgerald,LAD,1,5,5,1,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0.217
561,Junior Perez,CHW,3,12,14,2,2,1,0,0,1,1,1,0,5,0,0,0,0,0,0.199
562,Tyler Callihan,PIT,6,24,27,5,4,1,0,1,3,2,2,0,7,0,0,0,1,0,0.221
563,Brian Serven,ATH,1,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.215
564,Akil Baddoo,MIL,1,4,5,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0.216
565,Logan Porter,SFG,1,3,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.203
566,Christian Encarnacion-Strand,BAL,1,5,5,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0.237
567,Tyler Locklear,ARI,5,20,23,5,3,1,0,1,3,3,2,0,6,0,0,0,0,0,0.237
568,Korey Lee,CHW,1,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.216
569,Tomás Nido,DET,1,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.223
570,Luis Vázquez,BAL,1,5,5,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.227
571,Bryan De La Cruz,PHI,3,13,14,3,2,1,0,0,1,2,1,0,4,0,0,0,0,0,0.236
572,Christian Franklin,WSN,2,8,9,2,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0.231
573,Sterlin Thompson,COL,19,73,81,18,12,4,0,2,9,9,6,0,18,1,0,0,2,0,0.249
574,Steward Berroa,PHI,1,4,5,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.208
575,Jared Serna,MIA,1,4,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.234
576,Grant McCray,SFG,2,8,9,2,1,0,0,0,1,1,1,0,3,0,0,0,0,0,0.215
577,Andrew Pintar,MIA,1,4,5,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.225
578,BJ Murray,CHC,2,8,9,2,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0.228
579,José Barrero,BAL,2,8,9,2,1,0,0,0,1,1,1,0,3,0,0,0,0,0,0.2
580,Jarred Kelenic,CHW,1,4,5,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0.218
581,Mason McCoy,SDP,3,12,14,3,2,0,0,0,1,1,1,0,4,0,0,0,0,0,0.204
582,Johnathan Rodríguez,BAL,1,4,5,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0.239
583,Justin Dean,CHC,1,4,5,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.209
584,Will Wilson,SEA,1,5,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2
585,Oswaldo Cabrera,NYY,3,13,14,3,2,1,0,0,1,1,1,0,3,0,0,0,0,0,0.217
586,Jose Herrera,TEX,1,3,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.195
587,Brandon Drury,KCR,2,8,9,2,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0.224
588,Kemp Alderman,MIA,3,13,14,3,2,1,0,0,1,2,1,0,4,0,0,0,0,0,0.232
589,Kristian Robinson,ARI,1,4,5,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0.216
590,Trey Mancini,LAA,1,4,5,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.226
591,Shay Whitcomb,HOU,6,24,26,5,3,1,0,1,3,3,2,0,9,0,0,0,1,0,0.204
592,Garrett Hampson,CIN,1,4,5,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.217
593,A.J. Vukovich,ARI,2,8,9,2,1,0,0,0,1,1,1,0,3,0,0,0,0,0,0.234
594,Jase Bowen,SDP,6,25,27,5,4,1,0,1,3,3,2,0,8,0,0,0,1,0,0.217
595,John Rave,KCR,13,48,54,11,7,2,0,1,6,5,5,0,13,0,0,1,1,0,0.226
596,Andrés Chaparro,WSN,19,72,80,17,11,3,0,2,8,10,6,0,17,1,1,0,0,0,0.232
597,Michael Siani,BAL,1,4,5,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.203
598,Will Brennan,SFG,7,29,31,7,5,1,0,0,3,3,2,0,4,0,0,0,0,0,0.248
599,Ethan Murray,MIL,1,4,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.204
600,P.J. Higgins,CIN,7,27,29,6,4,1,0,0,3,2,2,0,7,0,0,0,0,0,0.219
601,Justin Turner,,16,62,69,15,11,3,0,2,7,8,5,0,12,1,1,0,0,0,0.244
602,Tyler Black,MIL,1,4,5,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.218
603,Jace Jung,DET,11,40,45,8,6,2,0,1,5,4,5,0,11,0,0,0,0,0,0.212
604,Jhostynxon Garcia,PIT,25,101,110,23,15,4,0,3,12,13,7,0,30,1,1,0,1,0,0.232
605,Dominic Fletcher,PIT,1,5,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.225
606,Heston Kjerstad,BAL,10,37,41,9,6,2,0,1,4,4,3,0,10,1,0,0,0,0,0.232
607,Jacob Berry,MIA,9,36,40,8,6,2,0,1,4,4,3,0,8,0,0,0,1,0,0.227
608,Rhylan Thomas,HOU,2,8,9,2,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0.248
609,Nick Allen,HOU,21,80,89,17,14,3,0,1,9,5,6,0,18,1,1,2,2,1,0.218
610,Abimelec Ortiz,WSN,20,76,84,17,11,4,0,3,9,11,6,0,20,1,1,0,0,0,0.225
611,Ryan Ward,LAD,13,51,56,11,7,2,0,2,7,7,4,0,14,0,0,0,1,0,0.214
612,Hayden Senger,NYM,7,26,29,5,4,1,0,1,3,2,2,0,9,0,0,0,0,0,0.195
613,Petey Halpin,CLE,9,36,40,8,5,2,0,1,4,4,3,0,11,0,0,0,1,0,0.217
614,Griffin Conine,MIA,38,142,159,31,20,6,0,5,17,19,14,0,49,2,1,0,1,0,0.22
615,Blaine Crim,TEX,5,20,22,4,3,1,0,1,2,2,2,0,5,0,0,0,0,0,0.223
616,Donovan Walton,LAA,16,61,68,13,9,3,0,1,6,6,5,0,12,1,1,0,0,0,0.216
617,Bryce Johnson,SDP,15,56,63,12,9,2,0,1,7,4,5,0,17,1,0,1,3,1,0.215
618,Charlie Condon,COL,17,65,72,16,10,3,0,2,9,8,6,0,20,1,0,0,1,0,0.245
619,Yohel Pozo,STL,16,62,66,15,11,3,0,1,6,7,2,0,8,0,0,0,0,0,0.241
620,Wilmer Flores,,18,70,78,16,11,3,0,2,8,9,6,0,13,1,1,0,0,0,0.224
621,Tim Elko,CHW,9,34,36,8,5,1,0,1,4,4,2,0,12,0,0,0,0,0,0.228
622,Carlos Santana,ARI,22,85,95,18,12,4,0,3,10,11,9,0,17,0,1,0,1,0,0.217
623,Aaron Zavala,TEX,10,36,41,7,5,2,0,1,4,4,4,0,13,0,0,0,1,0,0.201
624,George Valera,CLE,29,112,125,25,17,5,0,3,13,13,11,0,29,1,1,0,1,0,0.226
625,Troy Johnston,COL,57,221,243,58,41,12,1,4,28,27,16,0,47,3,2,1,5,2,0.262
626,Deyvison De Los Santos,MIA,16,61,66,15,10,3,0,2,7,7,4,0,16,1,0,0,1,0,0.24
627,Jose Fernandez,ARI,66,263,282,65,46,12,2,5,32,29,13,0,65,2,2,2,7,2,0.248
628,Braden Shewmake,HOU,34,132,142,28,19,6,0,3,14,13,7,0,29,1,1,1,3,1,0.214
629,Ildemaro Vargas,ARI,50,197,213,48,35,10,1,3,21,21,11,0,26,1,1,2,2,1,0.242
630,Richie Palacios,TBR,55,203,230,44,32,9,1,3,24,18,23,0,45,3,2,1,8,2,0.218
631,Adam Frazier,LAA,40,155,171,34,25,7,1,1,16,13,12,0,33,2,1,1,2,1,0.22
