Player_ID,Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,SB,CS,AVG
145,Lenyn Sosa,TOR,134,497,528,124,84,22,1,17,53,69,23,0,117,3,3,2,2,2,0.249
146,Braylen Wimmer,COL,126,497,546,130,93,24,2,11,65,63,29,0,139,11,4,5,19,3,0.262
147,Shea Langeliers,ATH,138,496,546,128,68,28,1,31,73,97,42,1,122,4,4,0,4,1,0.258
148,Max Anderson,DET,126,496,531,125,82,26,2,15,69,70,25,3,94,6,4,0,2,2,0.252
149,Alex Bregman,CHC,132,494,571,120,75,25,1,19,72,71,64,2,82,8,5,0,2,1,0.243
150,Jett Williams,MIL,131,494,561,113,64,28,8,13,76,70,57,0,152,6,3,1,18,7,0.229
151,Diego Velasquez,SFG,131,494,566,122,98,20,2,2,51,47,46,1,95,8,3,15,11,6,0.247
152,Jung Hoo Lee,SFG,128,493,541,133,91,26,7,9,61,55,40,1,53,5,2,1,6,4,0.27
153,Leody Taveras,BAL,143,493,540,124,87,21,4,12,67,56,38,0,110,1,5,3,24,5,0.252
154,Christian Yelich,MIL,131,493,563,125,85,20,2,18,77,74,65,5,143,4,1,0,16,4,0.254
155,Nolan Schanuel,LAA,139,493,573,128,93,22,1,12,69,58,63,2,81,10,4,3,6,1,0.26
156,Jonah Cox,SFG,123,493,545,110,82,15,8,5,73,50,34,1,150,7,1,10,34,8,0.223
157,Blaze Jordan,STL,131,493,530,120,82,24,2,12,58,58,29,0,73,5,3,0,2,1,0.243
158,Joshua Kuroda-Grauer,ATH,125,492,533,127,99,25,1,2,49,50,28,0,61,10,1,2,12,4,0.258
159,Colby Thomas,ATH,135,492,541,120,68,30,3,19,67,84,31,0,162,12,5,1,8,4,0.244
160,Blaine Crim,TEX,129,492,551,130,82,27,3,18,68,70,47,2,111,7,5,0,3,1,0.264
161,Kristian Campbell,BOS,138,491,560,120,83,23,3,11,65,65,55,0,145,13,1,0,7,3,0.244
162,Kala'i Rosario,MIN,131,491,549,109,62,27,3,17,64,68,51,0,183,5,2,0,12,4,0.222
163,Adley Rutschman,BAL,134,490,559,125,79,27,1,18,65,64,61,2,89,3,5,0,1,0,0.255
164,Ketel Marte,ARI,132,490,564,132,78,27,3,24,82,78,62,5,94,7,5,0,5,1,0.269
165,Max Clark,DET,123,490,560,116,83,16,4,13,76,62,65,0,116,3,2,0,10,1,0.237
166,Nick Yorke,PIT,126,490,534,124,90,24,2,8,62,51,37,1,120,4,3,0,12,5,0.253
167,Arjun Nimmala,TOR,127,490,538,98,60,22,4,12,64,64,36,1,157,8,4,0,9,2,0.2
168,Sammy Stafura,PIT,125,490,556,92,57,22,9,4,47,44,47,0,164,10,5,4,14,4,0.188
169,Austin Riley,ATL,126,489,543,129,76,26,2,25,73,72,43,1,139,7,4,0,2,1,0.264
170,Gabriel Gonzalez,MIN,128,488,535,133,86,33,3,11,57,67,32,0,94,10,5,0,5,3,0.273
171,Jesús Bastidas,MIA,133,488,545,111,71,26,2,12,65,67,38,1,145,15,3,1,9,3,0.227
172,Braden Montgomery,CHW,133,488,537,115,70,29,5,11,56,61,38,1,165,7,3,1,7,4,0.236
173,Kemp Alderman,MIA,132,488,525,122,84,19,4,15,58,66,28,0,138,5,4,0,11,8,0.25
174,Brendan Donovan,SEA,138,487,555,129,91,26,1,11,66,58,52,2,82,11,4,1,4,3,0.265
175,Ben Williamson,TBR,136,487,534,130,95,25,4,6,64,56,37,1,105,7,2,1,12,3,0.267
176,Alec Burleson,STL,141,487,535,135,92,23,2,18,59,69,39,0,76,4,4,1,5,1,0.277
177,Dylan Jasso,MIA,130,487,532,117,83,18,5,11,56,58,32,0,148,9,4,0,1,2,0.24
178,Cristian Hernández,MIA,124,487,533,109,75,26,2,6,53,46,41,0,139,2,3,0,24,6,0.224
179,Dillon Lewis,MIA,126,487,528,101,60,20,3,18,62,60,36,0,155,4,1,0,13,2,0.207
180,Gavin Conticello,ARI,128,487,533,108,72,24,4,8,48,53,38,1,139,6,2,0,5,4,0.222
181,Otto Lopez,MIA,133,486,530,130,95,21,4,10,62,60,36,1,79,4,3,1,13,5,0.267
182,Sal Stewart,CIN,137,486,541,128,80,28,0,20,76,80,45,0,104,6,4,0,12,2,0.263
183,Brandon Winokur,MIN,122,486,527,101,61,21,3,16,62,63,30,1,168,9,2,0,14,4,0.208
184,Nate Nankil,ATH,124,486,531,114,88,22,2,2,53,48,32,1,110,10,3,0,5,3,0.235
185,Nathan Martorella,MIA,133,486,540,96,64,19,1,12,51,55,46,2,118,4,4,0,5,1,0.198
186,Marcell Ozuna,PIT,138,485,563,122,76,24,0,22,63,64,72,1,132,3,3,0,0,0,0.252
187,Ryan Jackson,SDP,129,485,552,102,81,15,2,4,46,44,54,0,128,8,2,3,8,4,0.21
188,Wilfred Veras,CHW,125,485,520,107,72,20,2,13,50,58,27,1,171,4,4,0,11,6,0.221
189,Cal Conley,ATL,129,485,527,104,81,16,3,4,55,40,29,0,123,4,3,6,16,6,0.214
190,Carlos Rodríguez,SDP,135,484,533,118,93,17,3,5,52,44,41,1,81,2,3,3,11,7,0.244
191,Brenton Doyle,COL,136,483,524,120,77,22,4,17,66,63,32,0,141,3,4,2,18,3,0.248
192,Carlos Correa,HOU,129,483,536,124,84,23,1,16,59,59,47,2,111,3,3,0,0,0,0.257
193,Jeremiah Jackson,BAL,129,483,514,116,74,24,1,17,54,66,24,0,118,4,3,0,8,5,0.24
194,Miguel Vargas,CHW,137,482,554,115,68,29,2,16,78,60,61,0,102,6,5,0,7,2,0.239
195,César Prieto,STL,126,482,519,125,88,27,2,8,60,57,24,0,78,7,2,4,6,7,0.259
196,Termarr Johnson,PIT,131,482,543,113,85,17,3,8,59,53,50,2,122,5,2,4,12,8,0.234
197,Petey Halpin,CLE,127,482,530,107,71,22,4,10,68,53,40,0,160,3,4,1,10,3,0.222
198,Deyvison De Los Santos,MIA,125,482,517,115,82,16,1,16,58,63,28,1,133,5,2,0,7,3,0.239
199,Jacob Gonzalez,CHW,132,482,530,105,74,22,2,7,46,53,33,0,92,7,6,2,8,2,0.218
200,Jordan Walker,STL,135,482,530,112,74,22,2,14,52,57,39,1,144,6,3,0,8,4,0.232
201,Xander Bogaerts,SDP,131,481,536,128,91,25,1,11,60,54,44,2,98,5,6,0,14,2,0.266
