Date,Home,Away,Home_Runs_In1,Home_Runs_In2,Home_Runs_In3,Home_Runs_In4,Home_Runs_In5,Home_Runs_In6,Home_Runs_In7,Home_Runs_In8,Home_Runs_In9,Home_SO_In1,Home_SO_In2,Home_SO_In3,Home_SO_In4,Home_SO_In5,Home_SO_In6,Home_SO_In7,Home_SO_In8,Home_SO_In9,Home_OB_In1,Home_OB_In2,Home_OB_In3,Home_OB_In4,Home_OB_In5,Home_OB_In6,Home_OB_In7,Home_OB_In8,Home_OB_In9,Away_Runs_In1,Away_Runs_In2,Away_Runs_In3,Away_Runs_In4,Away_Runs_In5,Away_Runs_In6,Away_Runs_In7,Away_Runs_In8,Away_Runs_In9,Away_SO_In1,Away_SO_In2,Away_SO_In3,Away_SO_In4,Away_SO_In5,Away_SO_In6,Away_SO_In7,Away_SO_In8,Away_SO_In9,Away_OB_In1,Away_OB_In2,Away_OB_In3,Away_OB_In4,Away_OB_In5,Away_OB_In6,Away_OB_In7,Away_OB_In8,Away_OB_In9
4/6/26,TOR,LAD,0.566,0.4532,0.5482,0.508,0.5052,0.4974,0.5004,0.5266,0.5,0.7928,0.6894,0.7466,0.7128,0.7258,0.7026,0.7532,0.7096,0.7224,1.4846,1.3154,1.456,1.3872,1.3912,1.3526,1.3948,1.4088,1.3934,0.8956,0.7208,0.773,0.7524,0.7772,0.7562,0.7832,0.7624,0.7992,0.9598,1.091,1.0314,1.0706,1.0288,1.0446,1.0564,1.044,1.0532,1.836,1.544,1.6604,1.6048,1.6636,1.6318,1.6252,1.6342,1.6736
4/6/26,TEX,SEA,0.5616,0.4884,0.5488,0.5552,0.5386,0.5378,0.5546,0.5344,0.5516,1.1246,1.1288,1.113,1.1342,1.0928,1.1442,1.1048,1.1156,1.1248,1.3916,1.2936,1.3656,1.3664,1.3522,1.3458,1.3662,1.3456,1.375,0.5162,0.4708,0.4958,0.4934,0.4694,0.4774,0.4814,0.507,0.4868,1.1208,1.1898,1.1516,1.2032,1.1552,1.1664,1.1706,1.1688,1.1894,1.3274,1.297,1.287,1.323,1.3044,1.2972,1.3066,1.34,1.309
4/6/26,TB,CHC,0.7198,0.5344,0.6546,0.5566,0.6166,0.5924,0.6154,0.623,0.5932,0.7172,0.6844,0.7358,0.6838,0.7154,0.6716,0.7042,0.7,0.7064,1.6266,1.3852,1.5388,1.4216,1.4862,1.4406,1.48,1.5034,1.4558,0.4094,0.3654,0.3852,0.3966,0.3874,0.3734,0.3958,0.3906,0.3928,0.9178,1.0652,0.9872,1.071,1.007,1.0286,1.0154,1.0226,1.0378,1.3072,1.1728,1.2868,1.2552,1.2434,1.227,1.2562,1.2514,1.231
4/6/26,SF,PHI,0.5924,0.5028,0.556,0.5354,0.5552,0.5446,0.5342,0.5316,0.538,0.8564,0.954,0.9124,0.9434,0.9172,0.9226,0.933,0.9296,0.9304,1.4998,1.385,1.4228,1.3984,1.4344,1.441,1.3928,1.4042,1.3902,0.5646,0.5068,0.5794,0.5476,0.5822,0.5546,0.536,0.5574,0.5322,0.7322,0.7442,0.6916,0.7164,0.7182,0.711,0.722,0.7104,0.7076,1.5392,1.4698,1.5422,1.5252,1.5804,1.5542,1.4952,1.5346,1.498
4/6/26,PIT,SD,0.7002,0.6364,0.6344,0.5968,0.6394,0.6512,0.6278,0.6294,0.6408,0.9238,0.8232,0.8614,0.8498,0.8652,0.8804,0.858,0.842,0.8506,1.6402,1.6128,1.5844,1.539,1.5822,1.6008,1.5892,1.5876,1.5806,0.5492,0.4862,0.5346,0.4964,0.5232,0.5094,0.5058,0.5054,0.512,1.0676,0.9722,1.027,0.9884,1.0178,1.0174,0.9988,0.9754,1.0146,1.5466,1.4826,1.536,1.4768,1.5032,1.5136,1.4924,1.5088,1.4952
4/6/26,MIN,DET,0.5048,0.504,0.489,0.484,0.5314,0.511,0.4912,0.4984,0.4916,0.938,1.0638,0.9596,0.9796,0.981,0.9954,0.9928,0.9922,0.9814,1.426,1.3466,1.3562,1.3328,1.3776,1.363,1.3532,1.3638,1.344,0.4208,0.3548,0.3706,0.3724,0.3746,0.3938,0.372,0.3788,0.3672,1.0764,1.19,1.0914,1.1908,1.1754,1.1688,1.1284,1.1884,1.1614,1.3126,1.1266,1.183,1.139,1.2024,1.2324,1.1728,1.1728,1.1698
4/6/26,MIA,CIN,0.6248,0.589,0.595,0.6012,0.6158,0.607,0.5638,0.613,0.5738,0.7908,0.7006,0.721,0.722,0.729,0.7174,0.713,0.7088,0.719,1.7016,1.6792,1.6678,1.6754,1.6656,1.6916,1.63,1.7058,1.6606,0.4966,0.4638,0.469,0.4674,0.4726,0.4866,0.4724,0.4696,0.4636,0.7988,0.8492,0.828,0.8442,0.8086,0.8396,0.8246,0.8388,0.8304,1.3736,1.3154,1.3008,1.3166,1.325,1.324,1.3366,1.3154,1.298
4/6/26,LAA,ATL,0.3558,0.3072,0.3302,0.3182,0.3432,0.3032,0.309,0.3148,0.3324,1.4064,1.4138,1.3762,1.4222,1.393,1.402,1.3872,1.3936,1.3754,1.1122,1.0704,1.1208,1.0982,1.1486,1.0826,1.0818,1.0866,1.0974,0.6508,0.515,0.5666,0.5052,0.588,0.5254,0.5444,0.5358,0.5488,1.0556,0.8924,0.9614,0.9456,0.9206,0.9354,0.936,0.935,0.9314,1.6738,1.4286,1.5572,1.4604,1.5862,1.512,1.5198,1.505,1.5102
4/6/26,COL,HOU,0.5756,0.5046,0.5332,0.543,0.5608,0.5112,0.5094,0.532,0.5376,1.0418,0.9314,1.0074,0.9752,0.985,0.9814,0.9976,0.9662,0.9974,1.5028,1.506,1.4916,1.5346,1.5302,1.467,1.4924,1.4832,1.5016,0.6822,0.5596,0.634,0.5952,0.6216,0.6094,0.5998,0.6026,0.6322,0.7654,0.8734,0.8146,0.846,0.8038,0.835,0.8258,0.8184,0.8256,1.7656,1.5158,1.6726,1.5754,1.621,1.6116,1.6176,1.6124,1.6192
4/6/26,CLE,KC,0.5682,0.5486,0.5516,0.5424,0.5638,0.5308,0.5466,0.5558,0.5376,0.6264,0.8826,0.7198,0.8496,0.757,0.8128,0.7672,0.7804,0.7766,1.51,1.4342,1.475,1.4394,1.4972,1.4516,1.4522,1.4694,1.4272,0.4856,0.4504,0.4596,0.461,0.4588,0.4504,0.456,0.4798,0.476,0.7686,0.9318,0.8312,0.893,0.8446,0.8558,0.842,0.8554,0.8452,1.3422,1.3092,1.3202,1.3434,1.3268,1.3032,1.3252,1.3356,1.3334
4/6/26,CWS,BAL,0.6248,0.5506,0.6244,0.5606,0.5826,0.578,0.5722,0.5916,0.5752,0.9258,0.8158,0.8682,0.8374,0.8612,0.845,0.8564,0.8468,0.8628,1.5276,1.4268,1.5208,1.4228,1.4904,1.465,1.4708,1.49,1.5058,0.4064,0.3182,0.3576,0.325,0.359,0.3668,0.3386,0.3528,0.3436,1.1916,1.3262,1.212,1.2502,1.2688,1.2506,1.272,1.2492,1.2526,1.2874,1.1062,1.1926,1.1244,1.1672,1.1816,1.1328,1.156,1.1468
4/6/26,BOS,MIL,0.4732,0.3982,0.435,0.4298,0.4096,0.4162,0.42,0.456,0.4118,1.0724,1.0242,1.0562,1.0522,1.038,1.061,1.0384,1.0154,1.0446,1.3864,1.2328,1.3614,1.2956,1.293,1.286,1.2848,1.3224,1.28,0.5508,0.47,0.5188,0.4934,0.5226,0.493,0.5044,0.5152,0.481,0.9394,0.8372,0.9238,0.8812,0.8922,0.8718,0.8888,0.8986,0.8934,1.5852,1.4338,1.5358,1.4598,1.514,1.4712,1.509,1.5226,1.4716
4/7/26,WSH,STL,0.5264,0.4574,0.4638,0.4708,0.4694,0.4822,0.4832,0.4718,0.4548,0.9584,0.8146,0.863,0.8366,0.8352,0.8256,0.816,0.85,0.8272,1.4322,1.3458,1.3418,1.3356,1.336,1.3452,1.3744,1.3572,1.3244,0.5214,0.415,0.4512,0.433,0.4344,0.4424,0.4422,0.4192,0.4272,0.8958,1.0142,0.9456,0.99,0.9702,0.9832,0.9794,0.966,0.9728,1.557,1.33,1.443,1.3862,1.3808,1.3938,1.3818,1.3866,1.3714
4/7/26,TOR,LAD,0.5036,0.4438,0.473,0.4568,0.4474,0.452,0.438,0.4406,0.437,0.9788,0.889,0.9994,0.914,0.9592,0.965,0.9418,0.9546,0.9362,1.342,1.2764,1.2788,1.276,1.2486,1.2788,1.258,1.255,1.2698,0.6028,0.4748,0.5492,0.4732,0.54,0.5334,0.5368,0.5012,0.5264,0.9588,1.101,1.0296,1.047,1.046,1.0194,1.0558,1.0306,1.059,1.5022,1.3034,1.4256,1.3306,1.4114,1.369,1.3978,1.3506,1.3926
4/7/26,TEX,SEA,0.5202,0.4446,0.5042,0.4682,0.5006,0.476,0.466,0.4842,0.4934,1.0054,1.0086,0.9956,1.0124,1.0238,1.0074,1.001,1.0088,0.989,1.3668,1.245,1.3244,1.2816,1.3398,1.2626,1.2712,1.3538,1.2896,0.4976,0.4878,0.4992,0.4554,0.4878,0.5012,0.483,0.4858,0.501,0.9548,0.987,0.9608,0.974,0.9452,0.9878,0.9678,0.996,0.9604,1.4264,1.3712,1.4094,1.3662,1.3794,1.4078,1.3612,1.3994,1.3938
4/7/26,TB,CHC,0.635,0.4948,0.5612,0.4968,0.5718,0.536,0.5468,0.5578,0.5518,0.6804,0.643,0.6922,0.6508,0.6738,0.6484,0.653,0.6544,0.6678,1.6366,1.4414,1.532,1.4192,1.5484,1.4886,1.5328,1.54,1.5238,0.52,0.498,0.507,0.472,0.495,0.507,0.505,0.5254,0.5,0.7934,0.9152,0.8294,0.8794,0.8588,0.8826,0.8788,0.8616,0.8558,1.4312,1.3748,1.3998,1.3766,1.3744,1.3722,1.4034,1.413,1.3884
4/7/26,SF,PHI,0.4012,0.3662,0.3738,0.376,0.373,0.3754,0.3426,0.3744,0.3664,0.9266,1.1174,1.0114,1.042,1.0608,1.023,1.053,1.046,1.0556,1.2732,1.1844,1.2282,1.2226,1.1892,1.2058,1.164,1.2028,1.2002,0.5624,0.4956,0.5326,0.5184,0.5322,0.5134,0.53,0.5238,0.4734,1.085,1.1244,1.0916,1.1134,1.0894,1.13,1.101,1.1044,1.1036,1.4876,1.378,1.424,1.3552,1.4206,1.4036,1.4208,1.419,1.3652
4/7/26,PIT,SD,0.5148,0.4376,0.478,0.4826,0.4574,0.4654,0.4724,0.4542,0.4878,1.2734,1.0982,1.243,1.1424,1.182,1.1792,1.1858,1.175,1.1718,1.384,1.3164,1.308,1.3506,1.317,1.3276,1.3168,1.3092,1.3318,0.371,0.3194,0.343,0.3348,0.3276,0.319,0.3276,0.3512,0.3232,1.2098,1.0252,1.1318,1.0706,1.126,1.0764,1.1026,1.0818,1.0786,1.2168,1.1654,1.1604,1.1482,1.1634,1.1426,1.1532,1.1636,1.1286
4/7/26,NYY,ATH,0.8822,0.72,0.845,0.7724,0.7754,0.7354,0.8006,0.767,0.812,0.8924,0.9014,0.8956,0.8832,0.8892,0.8896,0.8882,0.891,0.8954,1.8032,1.5402,1.726,1.629,1.6518,1.589,1.6734,1.62,1.6556,0.6236,0.505,0.6014,0.5724,0.577,0.5546,0.5944,0.563,0.5654,1.1648,1.1004,1.1548,1.0928,1.1368,1.1182,1.1368,1.1346,1.148,1.4832,1.4104,1.4754,1.4604,1.4508,1.4342,1.476,1.4554,1.4562
4/7/26,NYM,AZ,0.5612,0.5284,0.5778,0.5512,0.5626,0.535,0.529,0.5444,0.532,0.8306,0.9028,0.8602,0.9038,0.8754,0.923,0.8834,0.894,0.8934,1.4562,1.4258,1.4718,1.4356,1.4446,1.4208,1.4072,1.4376,1.4004,0.48,0.401,0.4366,0.415,0.442,0.4404,0.4486,0.415,0.4554,0.95,0.942,0.9768,0.9662,0.9836,0.9532,0.9798,0.9724,0.958,1.4602,1.257,1.3096,1.306,1.3214,1.3392,1.3352,1.3282,1.3528
4/7/26,MIN,DET,0.302,0.3124,0.3206,0.2914,0.315,0.2826,0.2982,0.309,0.3042,1.124,1.2302,1.1474,1.1784,1.191,1.1722,1.208,1.1504,1.1728,1.0774,1.0314,1.0658,1.0356,1.0252,1.0418,1.0116,1.0622,1.0448,0.4892,0.4422,0.4786,0.4594,0.4554,0.4782,0.4716,0.4752,0.4796,0.931,1.078,0.9718,1.0156,1.0026,1.0146,1.0056,1.0208,1.0162,1.4186,1.3018,1.3752,1.366,1.36,1.3734,1.362,1.374,1.3732
4/7/26,LAA,ATL,0.5404,0.502,0.5156,0.5192,0.4878,0.5252,0.5086,0.541,0.4982,1.1416,1.235,1.1984,1.217,1.1838,1.1826,1.1822,1.2044,1.175,1.4974,1.3334,1.431,1.3832,1.3588,1.4034,1.3914,1.4252,1.4032,0.6014,0.5142,0.5828,0.5096,0.5726,0.5256,0.5496,0.5266,0.5328,0.9398,0.9844,0.973,0.971,0.9652,0.9746,0.968,0.9744,0.965,1.5508,1.3886,1.519,1.3878,1.4744,1.4348,1.458,1.415,1.4302
4/7/26,COL,HOU,0.5478,0.4382,0.5134,0.4878,0.4942,0.4736,0.4724,0.476,0.474,1.0656,0.9844,1.0178,0.977,0.9948,0.991,1.0096,0.9956,0.9882,1.3634,1.2922,1.3344,1.3292,1.3052,1.2876,1.3168,1.2886,1.3178,0.6804,0.5742,0.6296,0.6044,0.5966,0.5876,0.6158,0.6242,0.6056,0.6964,0.7944,0.7406,0.7832,0.7704,0.7692,0.8002,0.781,0.7706,1.5746,1.4052,1.4798,1.4604,1.4646,1.4254,1.4654,1.4852,1.4488
4/7/26,CLE,KC,0.542,0.4694,0.486,0.504,0.4968,0.5152,0.5116,0.4888,0.4964,0.7036,0.8986,0.7436,0.8732,0.7798,0.828,0.7986,0.8334,0.8026,1.457,1.3518,1.3894,1.3948,1.3858,1.412,1.4046,1.3804,1.3876,0.481,0.4468,0.434,0.4406,0.4536,0.4436,0.454,0.4388,0.4712,0.9196,1.0648,0.9758,1.0306,0.9994,1.0294,1.0106,1.0034,1.0234,1.3824,1.3554,1.3106,1.3446,1.3492,1.3564,1.3564,1.34,1.3616
4/7/26,CWS,BAL,0.4764,0.4494,0.4754,0.4604,0.438,0.4514,0.4682,0.4544,0.4634,0.7998,0.8312,0.8412,0.8274,0.8288,0.8316,0.8298,0.8414,0.8152,1.3556,1.33,1.346,1.3128,1.325,1.3198,1.3342,1.317,1.3336,0.575,0.5046,0.5452,0.494,0.5298,0.553,0.5116,0.5304,0.513,1.0892,1.1756,1.1246,1.1726,1.1686,1.1824,1.165,1.1706,1.1806,1.557,1.4226,1.513,1.4136,1.4756,1.512,1.482,1.485,1.4434
4/7/26,BOS,MIL,0.459,0.3814,0.4296,0.3944,0.4034,0.3574,0.3728,0.3914,0.3836,1.5002,1.3798,1.4154,1.406,1.382,1.421,1.4132,1.4028,1.4106,1.444,1.2472,1.3586,1.2752,1.3376,1.2568,1.3014,1.277,1.2876,0.355,0.3142,0.3432,0.321,0.343,0.3376,0.355,0.3296,0.3578,1.1794,1.0832,1.2098,1.097,1.192,1.1474,1.1478,1.1516,1.1378,1.206,1.1648,1.1986,1.1398,1.1878,1.1722,1.213,1.1798,1.2072
4/8/26,WSH,STL,0.5156,0.4502,0.489,0.4316,0.4996,0.474,0.4708,0.445,0.4538,0.7556,0.7008,0.7056,0.6982,0.7044,0.698,0.6816,0.7242,0.7232,1.3444,1.3144,1.3326,1.2728,1.3658,1.316,1.3194,1.2802,1.3066,0.6146,0.558,0.6026,0.5672,0.5794,0.6002,0.5954,0.5952,0.5722,0.6066,0.678,0.6218,0.6668,0.6082,0.6536,0.6332,0.658,0.6222,1.4636,1.3586,1.4494,1.385,1.3984,1.41,1.4126,1.4128,1.4062
4/8/26,TOR,LAD,0.564,0.4986,0.5198,0.4914,0.5126,0.5094,0.4942,0.5172,0.4976,1.0878,0.9896,1.0652,1.0078,1.0376,1.0258,0.9996,1.0238,1.0244,1.515,1.4386,1.454,1.4368,1.4706,1.464,1.454,1.4654,1.4432,0.6604,0.5334,0.5794,0.5286,0.5586,0.5628,0.5696,0.55,0.5654,1.2458,1.2958,1.21,1.2628,1.2156,1.225,1.2168,1.2368,1.2376,1.7024,1.4518,1.5616,1.4734,1.5246,1.504,1.5242,1.4978,1.5144
4/8/26,TEX,SEA,0.4876,0.4262,0.472,0.4488,0.4484,0.4656,0.4396,0.456,0.4358,1.0772,1.0986,1.0678,1.0852,1.0614,1.0936,1.0748,1.0658,1.0922,1.327,1.2136,1.2844,1.2462,1.2722,1.2852,1.2538,1.2596,1.2604,0.4766,0.427,0.4838,0.4932,0.4834,0.4852,0.4668,0.4726,0.466,1.3466,1.2136,1.267,1.2354,1.2558,1.2274,1.248,1.2344,1.2686,1.4604,1.4566,1.4964,1.524,1.465,1.4828,1.4572,1.475,1.4642
4/8/26,TB,CHC,0.5696,0.4926,0.5486,0.5484,0.5336,0.5156,0.5472,0.5192,0.5148,0.6808,0.681,0.7,0.6974,0.6914,0.682,0.7038,0.7068,0.712,1.5314,1.4348,1.4892,1.508,1.4706,1.4636,1.4974,1.4698,1.4714,0.603,0.5356,0.5458,0.5258,0.5388,0.5504,0.5232,0.5634,0.5328,0.9496,1.0654,0.9966,1.0552,1.0242,1.0516,1.0492,1.034,1.0084,1.7024,1.5904,1.634,1.6084,1.6216,1.608,1.6228,1.633,1.6156
4/8/26,SF,PHI,0.5418,0.4526,0.4988,0.4972,0.4778,0.4812,0.4604,0.4426,0.4892,0.86,0.9746,0.8796,0.952,0.9358,0.9398,0.9546,0.9362,0.9248,1.3972,1.2414,1.3098,1.327,1.2958,1.3014,1.2578,1.2586,1.3054,0.4562,0.411,0.4344,0.4502,0.4588,0.4524,0.4372,0.472,0.4472,0.904,0.8818,0.8628,0.8582,0.868,0.8754,0.8786,0.8682,0.8734,1.3916,1.2884,1.3376,1.3592,1.3606,1.3558,1.3498,1.3686,1.3442
4/8/26,NYY,ATH,0.7874,0.5952,0.7054,0.6646,0.6842,0.7034,0.6742,0.6884,0.664,0.939,0.934,0.9702,0.932,0.959,0.9806,0.9558,0.9494,0.9616,1.795,1.5202,1.6764,1.6028,1.6302,1.6424,1.652,1.6314,1.6346,0.6386,0.6326,0.6252,0.6172,0.6196,0.5976,0.6138,0.5946,0.6266,1.095,0.9768,1.0464,1.0012,1.0152,0.9822,1.0182,0.993,1.019,1.5238,1.5558,1.5212,1.5292,1.5252,1.4878,1.5066,1.4914,1.5196
4/8/26,NYM,AZ,0.6674,0.5954,0.665,0.6432,0.6394,0.6402,0.6462,0.6744,0.6284,0.7892,0.8866,0.8284,0.8608,0.844,0.8624,0.8564,0.8488,0.8422,1.4896,1.4002,1.495,1.4818,1.4504,1.4526,1.49,1.4894,1.4608,0.4998,0.3644,0.45,0.4042,0.4246,0.4046,0.4272,0.423,0.423,0.7228,0.755,0.7528,0.7282,0.7956,0.7706,0.7798,0.7404,0.7734,1.511,1.2462,1.413,1.3344,1.3318,1.3204,1.374,1.3534,1.3448
4/8/26,MIN,DET,0.454,0.4566,0.4618,0.4582,0.4562,0.4738,0.4578,0.4752,0.4796,0.8356,0.9104,0.8176,0.8778,0.8618,0.8398,0.867,0.854,0.858,1.4532,1.351,1.4,1.3996,1.3898,1.4156,1.3936,1.4086,1.412,0.527,0.4756,0.4674,0.4926,0.4822,0.4748,0.459,0.477,0.4648,0.8068,0.899,0.8204,0.9058,0.8422,0.8612,0.8444,0.8586,0.8566,1.4084,1.2942,1.3306,1.3536,1.3202,1.3194,1.326,1.3294,1.2852
4/8/26,MIA,CIN,0.5222,0.5218,0.5708,0.553,0.5174,0.5416,0.5252,0.5126,0.5482,0.8122,1.0502,0.8626,0.999,0.8994,0.9454,0.9316,0.9378,0.9308,1.464,1.4418,1.5268,1.472,1.444,1.4808,1.4606,1.4572,1.4944,0.5684,0.5266,0.5182,0.5362,0.532,0.531,0.5262,0.5346,0.5344,1.1764,1.247,1.17,1.2302,1.1782,1.2262,1.165,1.182,1.2032,1.4688,1.425,1.4064,1.403,1.4326,1.4146,1.4166,1.436,1.415
4/8/26,LAA,ATL,0.6402,0.5696,0.5986,0.563,0.5636,0.5832,0.5842,0.5674,0.581,1.1082,1.161,1.122,1.167,1.117,1.128,1.142,1.1462,1.14,1.6764,1.475,1.5958,1.5384,1.5088,1.5254,1.5498,1.5188,1.5408,0.599,0.511,0.574,0.5026,0.5878,0.5368,0.5162,0.5466,0.5324,1.058,1.0486,1.0354,1.0548,1.0548,1.0476,1.0502,1.0546,1.0464,1.5098,1.3688,1.474,1.3582,1.4494,1.3888,1.3934,1.4142,1.4088
4/8/26,COL,HOU,0.5596,0.4902,0.5232,0.5108,0.5164,0.5104,0.5176,0.514,0.4794,0.9418,0.9676,0.9486,0.9486,0.9518,0.9358,0.9664,0.9462,0.9692,1.5094,1.4424,1.4732,1.4464,1.4668,1.4316,1.4776,1.4592,1.4194,0.7286,0.558,0.6326,0.6308,0.6434,0.651,0.628,0.642,0.6346,0.6786,0.783,0.7032,0.7516,0.7308,0.7512,0.7386,0.7232,0.7174,1.707,1.4968,1.5632,1.5406,1.5664,1.572,1.5518,1.5614,1.57
4/8/26,CLE,KC,0.4868,0.4086,0.4712,0.4518,0.4542,0.4444,0.4512,0.472,0.4378,1.0042,1.2,1.0514,1.1528,1.1082,1.1534,1.108,1.1046,1.1168,1.4416,1.3072,1.4102,1.3486,1.4022,1.3546,1.3768,1.3982,1.3668,0.5014,0.4616,0.492,0.4708,0.4762,0.458,0.4908,0.4844,0.49,0.9148,1.0278,0.9482,1.0136,0.9578,0.9898,0.9776,0.9894,0.975,1.4758,1.4136,1.4268,1.4074,1.4146,1.3956,1.4258,1.438,1.413
4/8/26,CWS,BAL,0.4954,0.3616,0.4334,0.3984,0.4014,0.4234,0.3934,0.4288,0.4318,1.1526,1.0136,1.1126,1.0516,1.094,1.0862,1.0564,1.0732,1.0468,1.4848,1.2864,1.4114,1.3502,1.3702,1.3662,1.3434,1.3702,1.3672,0.6034,0.549,0.558,0.539,0.5492,0.5596,0.5088,0.527,0.5334,1.0002,1.1138,1.0386,1.0792,1.0708,1.067,1.0812,1.0442,1.0732,1.589,1.469,1.5512,1.4878,1.5032,1.5064,1.4538,1.4834,1.479
4/8/26,BOS,MIL,0.5506,0.4714,0.4992,0.4764,0.4976,0.497,0.5318,0.4788,0.4858,1.048,0.9214,0.9782,0.9414,0.9586,0.9552,0.9574,0.9566,0.9448,1.5918,1.4076,1.5096,1.4588,1.4686,1.4794,1.5186,1.469,1.4568,0.4168,0.348,0.3852,0.3922,0.4006,0.3742,0.3912,0.3682,0.3812,1.1764,1.0642,1.1038,1.1036,1.0732,1.112,1.098,1.0958,1.0552,1.314,1.1938,1.2612,1.2466,1.2816,1.2314,1.2716,1.2368,1.2536
4/9/26,SD,COL,0.591,0.5188,0.5498,0.5274,0.533,0.546,0.529,0.543,0.5102,0.881,0.8564,0.8748,0.8798,0.8696,0.8606,0.8894,0.8896,0.881,1.539,1.4392,1.4822,1.4444,1.445,1.4866,1.457,1.4586,1.4106,0.556,0.4914,0.5074,0.488,0.5158,0.4902,0.5134,0.5026,0.4962,0.844,0.7254,0.8044,0.765,0.7742,0.7818,0.8076,0.7742,0.7824,1.4292,1.3898,1.3788,1.396,1.4016,1.3714,1.3876,1.3598,1.3804
4/9/26,NYY,ATH,0.6582,0.5574,0.6352,0.5812,0.619,0.5764,0.6112,0.6066,0.5984,0.9066,0.9656,0.9284,0.9426,0.932,0.9496,0.946,0.9382,0.95,1.6032,1.3892,1.5342,1.4546,1.4836,1.4696,1.4692,1.4582,1.4404,0.5876,0.4682,0.5314,0.5056,0.5312,0.4976,0.5396,0.5192,0.5262,1.0238,1.048,1.0294,1.0286,1.055,1.057,1.055,1.0502,1.0544,1.4782,1.3642,1.4224,1.4032,1.4318,1.373,1.4166,1.408,1.4156
4/9/26,MIN,DET,0.5046,0.4864,0.4992,0.5108,0.4884,0.4916,0.4944,0.4862,0.523,1.234,1.2628,1.3054,1.2464,1.2674,1.2712,1.2694,1.2578,1.2546,1.4472,1.3424,1.4126,1.387,1.403,1.3896,1.389,1.379,1.4134,0.453,0.366,0.4104,0.388,0.3762,0.3928,0.397,0.379,0.394,1.0812,1.0878,1.0938,1.0872,1.0658,1.0894,1.1012,1.1074,1.0974,1.4344,1.271,1.3622,1.3056,1.2766,1.3092,1.3376,1.3068,1.3228
4/9/26,MIA,CIN,0.5208,0.5188,0.5112,0.4822,0.5216,0.4864,0.5068,0.5044,0.5138,0.639,0.7744,0.6562,0.726,0.6748,0.7074,0.704,0.7054,0.6996,1.4994,1.472,1.4706,1.4298,1.478,1.442,1.467,1.4672,1.4712,0.4672,0.4502,0.46,0.443,0.467,0.4858,0.4618,0.4652,0.4478,1.0804,1.0842,1.0756,1.0962,1.069,1.0906,1.0976,1.0704,1.086,1.3648,1.3768,1.3714,1.3634,1.368,1.408,1.3796,1.3888,1.3756
4/9/26,KC,CWS,0.561,0.5604,0.5438,0.5228,0.5566,0.5358,0.5512,0.533,0.551,0.6792,0.7618,0.7256,0.751,0.7218,0.7416,0.732,0.73,0.7228,1.548,1.562,1.537,1.5284,1.5416,1.5202,1.537,1.495,1.5226,0.523,0.4362,0.5082,0.4702,0.4776,0.4458,0.4754,0.4876,0.4732,0.9558,0.8432,0.9048,0.8788,0.892,0.8722,0.8936,0.8834,0.876,1.4918,1.3762,1.4962,1.4236,1.4188,1.3796,1.421,1.4794,1.4142
4/10/26,TOR,MIN,0.6046,0.5176,0.5804,0.563,0.555,0.5464,0.5652,0.5532,0.5774,0.7544,0.7676,0.7586,0.7594,0.7602,0.7522,0.7488,0.7528,0.7644,1.5484,1.408,1.5212,1.4818,1.4678,1.4532,1.4746,1.459,1.473,0.5788,0.5726,0.5348,0.5612,0.5736,0.5506,0.5798,0.555,0.5498,0.7298,0.83,0.761,0.7976,0.8038,0.7822,0.8084,0.8022,0.7864,1.535,1.4748,1.452,1.4556,1.4808,1.4812,1.4914,1.4782,1.4524
4/10/26,TB,NYY,0.713,0.5822,0.667,0.6076,0.6718,0.6414,0.6178,0.6396,0.6408,0.8326,0.839,0.8082,0.8344,0.8606,0.8262,0.82,0.844,0.834,1.7572,1.6052,1.684,1.641,1.7018,1.6624,1.6262,1.6498,1.6858,0.5798,0.4858,0.568,0.5312,0.529,0.506,0.4966,0.5044,0.5256,1.0012,0.9716,0.9986,0.9796,0.979,0.9886,0.9718,0.9926,0.9906,1.5498,1.3288,1.483,1.408,1.4434,1.4128,1.3688,1.3836,1.3964
4/10/26,STL,BOS,0.5292,0.4688,0.5304,0.4896,0.5062,0.4586,0.5038,0.4792,0.4996,0.883,0.888,0.9012,0.887,0.8908,0.9224,0.886,0.8854,0.8956,1.5566,1.3864,1.5132,1.4542,1.4834,1.4348,1.4804,1.4594,1.4776,0.4494,0.4322,0.4312,0.4406,0.4344,0.4108,0.4286,0.4394,0.4438,0.7528,0.9606,0.8006,0.9094,0.8538,0.8848,0.876,0.8594,0.8668,1.4368,1.3352,1.399,1.409,1.3688,1.3392,1.367,1.3954,1.3676
4/10/26,SEA,HOU,0.547,0.496,0.5336,0.484,0.5088,0.527,0.4908,0.4744,0.4992,1.1914,1.2354,1.1934,1.2468,1.2046,1.196,1.2018,1.1892,1.2232,1.5164,1.466,1.5102,1.4696,1.4968,1.4936,1.458,1.4392,1.4614,0.552,0.4578,0.5162,0.484,0.483,0.4976,0.516,0.508,0.494,0.7856,0.9154,0.827,0.8928,0.8482,0.8794,0.8634,0.8994,0.8764,1.5024,1.3344,1.4326,1.387,1.3708,1.4154,1.4258,1.4262,1.4088
